 Diffraction intensities for potential:_5x5_06D10001.in                        
#    -45    11       5.5882998468E-006
#    -45    12       3.7055514015E-005
#    -45    13       6.6181557669E-005
#    -45    14       7.3938026723E-006
#    -45    15       5.1174664520E-004
#    -45    16       2.6125120641E-006
#    -44     7       6.0416771071E-005
#    -44     8       1.1642184166E-005
#    -44     9       8.4246823878E-007
#    -44    10       1.1702799905E-006
#    -44    11       2.6622141399E-005
#    -44    12       1.1705336546E-004
#    -44    13       1.9078958370E-005
#    -44    14       5.4571357082E-007
#    -44    15       7.6390676266E-007
#    -44    16       2.6319493862E-005
#    -44    17       1.6360828881E-004
#    -44    18       1.0702732424E-005
#    -44    19       1.4486830982E-005
#    -44    20       1.0616228381E-005
#    -43     4       3.2090447162E-006
#    -43     5       4.9024110758E-005
#    -43     6       5.4405644762E-005
#    -43     7       7.3820543161E-005
#    -43     8       8.0605018502E-005
#    -43     9       3.7701500616E-005
#    -43    10       7.9216507504E-005
#    -43    11       1.8029114965E-004
#    -43    12       2.2327084940E-004
#    -43    13       1.7525163587E-004
#    -43    14       3.5947065549E-005
#    -43    15       1.1926404381E-004
#    -43    16       2.1377793994E-004
#    -43    17       1.9008451580E-004
#    -43    18       8.8399317212E-005
#    -43    19       2.6229891642E-005
#    -43    20       9.5174771108E-005
#    -43    21       4.2689941373E-005
#    -43    22       1.4890348812E-004
#    -42     2       1.8777106132E-005
#    -42     3       5.5444745209E-005
#    -42     4       4.7400085774E-005
#    -42     5       3.5971061688E-005
#    -42     6       9.9493332753E-006
#    -42     7       6.8349836826E-005
#    -42     8       1.2865970259E-004
#    -42     9       2.0612513924E-004
#    -42    10       1.3100239199E-004
#    -42    11       3.0698760257E-005
#    -42    12       1.3340866007E-004
#    -42    13       2.7798646380E-004
#    -42    14       2.1441551795E-004
#    -42    15       1.7614979899E-004
#    -42    16       2.2851876438E-005
#    -42    17       1.2690613640E-004
#    -42    18       2.9424414429E-004
#    -42    19       3.1622546851E-004
#    -42    20       1.3571962201E-004
#    -42    21       5.3077013961E-005
#    -42    22       9.3028380311E-005
#    -42    23       6.7197673360E-005
#    -41     0       7.2011149201E-006
#    -41     1       1.3717733161E-006
#    -41     2       9.3644837761E-006
#    -41     3       1.1222098905E-004
#    -41     4       1.1020213899E-005
#    -41     5       3.5306747237E-007
#    -41     6       1.7641469903E-006
#    -41     7       1.7931734893E-005
#    -41     8       1.8565953279E-004
#    -41     9       5.2638304836E-005
#    -41    10       1.0432998737E-005
#    -41    11       3.4985142005E-006
