 Diffraction intensities for potential:_6x6_04D10025.in                        
#    -54    14       6.8028397613E-007
#    -54    15       1.1381083239E-005
#    -54    16       5.2935780155E-007
#    -54    17       5.1384109602E-006
#    -54    18       4.1118778185E-005
#    -54    19       4.1700547320E-006
#    -54    20       1.0786328926E-006
#    -53     9       2.3408756957E-007
#    -53    10       5.6890040211E-006
#    -53    11       1.2247645067E-006
#    -53    12       1.0671744883E-007
#    -53    13       4.2286391173E-006
#    -53    14       5.1374198211E-006
#    -53    15       6.4330561402E-006
#    -53    16       2.2973664021E-005
#    -53    17       6.6255788650E-007
#    -53    18       3.8833011475E-008
#    -53    19       1.4750552637E-005
#    -53    20       2.4836880225E-006
#    -53    21       4.7780514101E-006
#    -53    22       1.3079319418E-005
#    -53    23       1.2665087190E-006
#    -53    24       7.1362516655E-008
#    -52     6       6.9598505941E-007
#    -52     7       1.1930680591E-006
#    -52     8       1.7569122462E-006
#    -52     9       2.1185525237E-006
#    -52    10       1.7473526240E-007
#    -52    11       3.1530424008E-006
#    -52    12       5.3140484713E-006
#    -52    13       8.6144001011E-006
#    -52    14       4.6022509298E-006
#    -52    15       5.3728801310E-006
#    -52    16       2.9695509158E-006
#    -52    17       7.9473655054E-006
#    -52    18       7.9382079367E-006
#    -52    19       1.1645767816E-005
#    -52    20       1.2833750276E-005
#    -52    21       6.3916134300E-006
#    -52    22       1.6843166367E-006
#    -52    23       5.4690160220E-006
#    -52    24       2.8541623131E-006
#    -52    25       4.4610602942E-006
#    -52    26       4.0095278905E-006
#    -51     3       1.9463930145E-008
#    -51     4       1.7668110380E-007
#    -51     5       3.7039657972E-007
#    -51     6       6.3373459199E-008
#    -51     7       1.1895926569E-006
#    -51     8       7.1868414389E-007
#    -51     9       2.2171825167E-006
#    -51    10       2.3502123731E-006
#    -51    11       7.5640689276E-006
#    -51    12       1.4955954781E-007
#    -51    13       1.2201581098E-005
#    -51    14       6.9069551923E-006
#    -51    15       7.8212164941E-006
#    -51    16       9.1394948157E-006
#    -51    17       2.0075399096E-005
#    -51    18       1.0272679039E-007
#    -51    19       1.4679327187E-005
#    -51    20       4.1387374688E-006
#    -51    21       8.9512927911E-006
#    -51    22       5.9691785052E-006
#    -51    23       7.7509762000E-006
#    -51    24       5.5587090976E-009
#    -51    25       5.4507042539E-006
#    -51    26       1.4990774229E-006
#    -51    27       1.1769382787E-006
#    -50     1       8.6870094232E-007
#    -50     2       2.1788794894E-007
#    -50     3       2.3660320848E-007
#    -50     4       1.4601011020E-007
