 Diffraction intensities for potential:ensembletest10003.in                    
#    -42    23       4.4485896905E-005
#    -41     0       9.0797718815E-006
#    -41     1       7.8152554122E-006
#    -41     2       4.7534508303E-007
#    -41     3       3.3243511489E-005
#    -41     4       6.4235674114E-006
#    -41     5       1.0458648325E-005
#    -41     6       1.1636170900E-005
#    -41     7       1.4946667190E-006
#    -41     8       3.0168089928E-005
#    -41     9       1.7543782917E-005
#    -41    10       3.5611479866E-005
#    -41    11       9.6308591575E-005
#    -41    12       1.8411628322E-006
#    -41    13       1.0273365890E-004
#    -41    14       8.2473271571E-006
#    -41    15       6.1634830807E-005
#    -41    16       5.7903835249E-005
#    -41    17       1.6104891743E-005
#    -41    18       6.7738439559E-005
#    -41    19       1.2322042720E-005
#    -41    20       5.2350817020E-005
#    -41    21       4.9782129201E-005
#    -41    22       1.8280815925E-005
#    -41    23       9.3099827040E-005
#    -41    24       1.1489253955E-005
#    -40    -2       6.1374843701E-005
#    -40    -1       7.8110715913E-006
#    -40     0       1.1683961950E-004
#    -40     1       1.2808035399E-005
#    -40     2       8.9429289616E-005
#    -40     3       3.4584416053E-005
#    -40     4       1.4015591228E-005
#    -40     5       1.1272552408E-004
#    -40     6       3.1430773904E-005
#    -40     7       2.0265948914E-004
#    -40     8       1.5253110518E-004
#    -40     9       4.1264806085E-005
#    -40    10       3.2999137082E-004
#    -40    11       6.5924652169E-005
#    -40    12       2.2067160006E-004
#    -40    13       2.7843729234E-004
#    -40    14       6.1531959083E-005
#    -40    15       3.1570240807E-004
#    -40    16       6.3803078805E-005
#    -40    17       2.2345560761E-004
#    -40    18       2.7503492444E-004
#    -40    19       6.6437572079E-005
#    -40    20       2.5611763673E-004
#    -40    21       5.5835482379E-005
#    -40    22       9.2810809633E-005
#    -40    23       1.5795290070E-004
#    -40    24       3.9219893301E-005
#    -40    25       1.3376970764E-004
#    -39    -4       1.4379296832E-006
#    -39    -3       9.1568313646E-006
#    -39    -2       4.7520593462E-007
#    -39    -1       1.2805539518E-005
#    -39     0       4.4925308946E-006
#    -39     1       8.0560015961E-006
#    -39     2       1.8448404505E-005
#    -39     3       7.7471873850E-006
#    -39     4       2.4348575676E-005
#    -39     5       1.8735802495E-005
#    -39     6       1.1015162936E-005
#    -39     7       4.0898754093E-005
#    -39     8       5.5615398039E-006
#    -39     9       2.4854502155E-005
#    -39    10       4.0410671215E-005
#    -39    11       7.2803047426E-006
#    -39    12       9.3431823932E-005
#    -39    13       3.5903046169E-005
#    -39    14       9.1383887896E-005
#    -39    15       9.6358538816E-005
#    -39    16       3.6221031440E-005
#    -39    17       1.0727824015E-004
#    -39    18       7.5420950880E-006
#    -39    19       5.7204200540E-005
#    -39    20       5.3526168409E-005
#    -39    21       1.5775212663E-005
#    -39    22       9.4131420668E-005
#    -39    23       1.8748364274E-005
#    -39    24       1.3706872985E-004
#    -39    25       8.3145558689E-005
#    -39    26       1.1848158670E-005
#    -38    -5       3.0086818942E-005
#    -38    -4       2.4975979890E-005
#    -38    -3       3.3250002305E-005
#    -38    -2       8.9344039676E-005
#    -38    -1       8.0749135006E-006
#    -38     0       7.1628592219E-005
#    -38     1       2.1321634792E-005
#    -38     2       2.6763151412E-005
#    -38     3       1.1989064839E-004
#    -38     4       9.9787138430E-006
#    -38     5       1.3577760212E-004
#    -38     6       3.8653137683E-005
#    -38     7       7.2008083784E-005
#    -38     8       1.3038458131E-004
#    -38     9       2.7248972511E-005
#    -38    10       1.9248543455E-004
#    -38    11       1.1805925151E-004
#    -38    12       8.6760193664E-005
#    -38    13       3.5384554794E-004
#    -38    14       1.5436073678E-005
#    -38    15       3.0217782485E-004
#    -38    16       9.0468465487E-005
#    -38    17       1.3860625723E-004
#    -38    18       3.5568237581E-004
#    -38    19       2.0229118046E-005
#    -38    20       2.8907266319E-004
#    -38    21       1.2360801387E-004
#    -38    22       1.5540961102E-004
#    -38    23       3.3478552654E-004
#    -38    24       1.8529686994E-005
#    -38    25       1.5463189378E-004
#    -38    26       9.5683679015E-006
#    -37    -7       5.0422407428E-006
#    -37    -6       1.3165474945E-005
#    -37    -5       3.0209916336E-005
#    -37    -4       6.4531834589E-006
#    -37    -3       3.4656931384E-005
#    -37    -2       1.8437514712E-005
#    -37    -1       2.1405766579E-005
#    -37     0       7.1037495128E-005
#    -37     1       3.2877029425E-006
#    -37     2       9.5050218826E-005
#    -37     3       5.5769164685E-005
#    -37     4       6.2378347007E-005
#    -37     5       1.3832722768E-004
#    -37     6       5.5104973103E-006
#    -37     7       1.4141579484E-004
#    -37     8       5.2934608101E-005
#    -37     9       6.4977083680E-005
#    -37    10       1.8278189541E-004
#    -37    11       2.0703960716E-005
#    -37    12       2.2334677527E-004
#    -37    13       1.3307347215E-004
#    -37    14       9.0806543843E-005
#    -37    15       2.3519604047E-004
#    -37    16       1.1408697418E-005
#    -37    17       2.5742743206E-004
#    -37    18       1.0041270330E-004
#    -37    19       1.2238783778E-004
#    -37    20       2.8895559429E-004
#    -37    21       1.3497419436E-005
#    -37    22       2.6597774319E-004
#    -37    23       5.6904095982E-005
#    -37    24       1.4400731527E-004
#    -37    25       1.3901378401E-004
#    -37    26       3.3470562535E-005
#    -37    27       9.5184953239E-005
#    -36    -8       4.1994868257E-006
#    -36    -7       1.9360580619E-005
#    -36    -6       2.6827219363E-006
#    -36    -5       1.0457898980E-005
#    -36    -4       1.4032935145E-005
#    -36    -3       7.7595670544E-006
#    -36    -2       2.6791008979E-005
#    -36    -1       3.3158803663E-006
#    -36     0       2.6756523145E-005
#    -36     1       1.9037773069E-005
#    -36     2       5.8835769932E-006
#    -36     3       7.0824857770E-005
#    -36     4       1.8374960060E-005
#    -36     5       3.9901177652E-005
#    -36     6       7.5102887309E-005
#    -36     7       1.2529480295E-006
#    -36     8       6.7195478615E-005
#    -36     9       8.7524643845E-006
#    -36    10       3.4780515625E-005
#    -36    11       6.4252185516E-005
#    -36    12       1.5012711399E-006
#    -36    13       1.0025338453E-004
#    -36    14       2.3990485409E-005
#    -36    15       7.2450263199E-005
#    -36    16       9.0208362834E-005
#    -36    17       2.1413882471E-005
#    -36    18       9.4166004629E-005
#    -36    19       1.3501931527E-005
#    -36    20       9.3109778262E-005
#    -36    21       1.1942532480E-004
#    -36    22       2.2362201984E-005
#    -36    23       1.4649252932E-004
#    -36    24       1.3734522620E-005
#    -36    25       1.8210877831E-005
#    -36    26       1.2571842248E-005
#    -36    27       9.4408790599E-006
#    -35    -9       9.2271767769E-006
#    -35    -8       1.0084207725E-004
#    -35    -7       4.3502102342E-005
#    -35    -6       1.1664895435E-005
#    -35    -5       1.1292781341E-004
#    -35    -4       2.4323497974E-005
#    -35    -3       1.2005330485E-004
#    -35    -2       9.5072277563E-005
#    -35    -1       1.9011311011E-005
#    -35     0       2.1049502520E-004
#    -35     1       3.0925069033E-005
#    -35     2       1.3594806997E-004
#    -35     3       1.7804991926E-004
#    -35     4       4.3559503696E-005
#    -35     5       1.1490704183E-004
#    -35     6       4.1358847020E-005
#    -35     7       1.6117996358E-004
#    -35     8       1.5072124349E-004
#    -35     9       4.8917966889E-005
#    -35    10       5.1480535551E-004
#    -35    11       7.4398271016E-005
#    -35    12       1.6067095860E-004
#    -35    13       1.7794574124E-004
#    -35    14       1.8702978565E-005
#    -35    15       4.3056695457E-004
#    -35    16       3.7028058761E-005
#    -35    17       2.1107649909E-004
#    -35    18       2.0902983729E-004
#    -35    19       1.0218439570E-004
#    -35    20       4.5384614628E-004
#    -35    21       1.0003515786E-004
#    -35    22       1.8569081179E-004
#    -35    23       1.4706295472E-004
#    -35    24       1.2997626512E-004
#    -35    25       2.6882752492E-004
#    -35    26       6.4585048886E-005
#    -35    27       8.3848695299E-005
#    -34   -11       1.3248556030E-006
#    -34   -10       6.2410793363E-006
#    -34    -9       1.6867237567E-005
#    -34    -8       4.4686812668E-005
#    -34    -7       1.4855470055E-006
#    -34    -6       3.1554209596E-005
#    -34    -5       1.8733450961E-005
#    -34    -4       1.0034148019E-005
#    -34    -3       5.5778971344E-005
#    -34    -2       5.8955693942E-006
#    -34    -1       3.0907099958E-005
#    -34     0       3.9557582426E-005
#    -34     1       1.5340698388E-006
#    -34     2       5.9703223844E-005
#    -34     3       1.5421067314E-005
#    -34     4       4.6848377185E-005
#    -34     5       2.0641254810E-005
#    -34     6       2.7633932619E-005
#    -34     7       2.3590378150E-005
#    -34     8       9.0410013309E-006
#    -34     9       1.8689054025E-005
#    -34    10       2.2907517818E-005
#    -34    11       8.8091383995E-006
#    -34    12       3.5291681429E-005
#    -34    13       7.1413932921E-006
#    -34    14       3.1577988730E-005
#    -34    15       3.2820115307E-005
#    -34    16       2.0328794522E-005
#    -34    17       8.4772069440E-005
#    -34    18       3.2616769141E-006
#    -34    19       5.7051009564E-005
#    -34    20       6.1806189478E-005
#    -34    21       1.4658567201E-005
#    -34    22       1.1543571266E-004
#    -34    23       1.4760263140E-005
#    -34    24       1.3382132234E-004
#    -34    25       2.6122080866E-005
#    -34    26       1.0216023563E-005
#    -34    27       1.2056429314E-005
#    -33   -12       8.0073729346E-005
#    -33   -11       4.4208061195E-006
#    -33   -10       1.0407532790E-004
#    -33    -9       4.0805737335E-005
#    -33    -8       3.0249366882E-005
#    -33    -7       2.0294127359E-004
#    -33    -6       1.1008191184E-005
#    -33    -5       1.3590078057E-004
#    -33    -4       6.2475265478E-005
#    -33    -3       7.0778035472E-005
#    -33    -2       1.3602559964E-004
#    -33    -1       1.5184064379E-006
#    -33     0       1.0551672075E-004
#    -33     1       5.0802298963E-005
#    -33     2       7.0478714936E-005
#    -33     3       2.0609273252E-004
#    -33     4       1.9341257361E-005
#    -33     5       1.5370065711E-004
#    -33     6       5.3597606794E-005
#    -33     7       2.6170460879E-005
#    -33     8       8.6874405766E-005
#    -33     9       2.8200496020E-005
#    -33    10       1.5121439876E-004
#    -33    11       7.6688376120E-005
#    -33    12       5.0869126398E-005
#    -33    13       1.4193948648E-004
#    -33    14       9.7115205273E-006
#    -33    15       8.2966227153E-005
#    -33    16       4.7395241354E-005
#    -33    17       1.3377787784E-004
#    -33    18       2.2877755636E-004
#    -33    19       3.0063547877E-005
#    -33    20       1.5344340053E-004
#    -33    21       5.6868604851E-005
#    -33    22       1.4130612399E-004
#    -33    23       3.0099848111E-004
#    -33    24       6.4180868434E-005
#    -33    25       2.1824724180E-004
#    -33    26       6.9745716923E-005
#    -33    27       2.3568959542E-005
#    -32   -13       6.7354671737E-005
#    -32   -12       3.2104248786E-005
#    -32   -11       5.4199571704E-005
#    -32   -10       1.3394330265E-004
#    -32    -9       1.7567005302E-005
#    -32    -8       1.5271768275E-004
#    -32    -7       4.0866169345E-005
#    -32    -6       3.8512925423E-005
#    -32    -5       1.3816624335E-004
#    -32    -4       1.8274375312E-005
#    -32    -3       1.7764895301E-004
#    -32    -2       5.9766071510E-005
#    -32    -1       5.0584500978E-005
#    -32     0       1.8386079827E-004
#    -32     1       2.2859762263E-005
#    -32     2       1.4598099787E-004
#    -32     3       5.8987360725E-005
#    -32     4       4.8242802810E-005
#    -32     5       6.1727016257E-005
#    -32     6       6.5610317809E-007
#    -32     7       2.7950224645E-005
#    -32     8       2.9343927818E-005
#    -32     9       4.0663934294E-005
#    -32    10       7.9892722240E-005
#    -32    11       6.2435320789E-006
#    -32    12       6.5899893595E-005
#    -32    13       3.0722680972E-005
#    -32    14       6.3546580869E-006
#    -32    15       3.0863076043E-005
#    -32    16       1.8378347979E-006
#    -32    17       7.5997141522E-005
#    -32    18       4.7737397332E-005
#    -32    19       6.3585460071E-005
#    -32    20       1.0878435115E-004
#    -32    21       7.7002306975E-006
#    -32    22       1.8879424049E-004
#    -32    23       2.3033995101E-004
#    -32    24       1.1699814374E-004
#    -32    25       2.0019041119E-004
#    -32    26       2.4805686980E-005
#    -32    27       2.5799162255E-004
#    -32    28       1.0315982909E-004
#    -31   -14       1.7825477538E-005
#    -31   -13       1.4803593809E-005
#    -31   -12       6.5469074112E-005
#    -31   -11       7.9095174465E-007
#    -31   -10       3.5701386157E-005
#    -31    -9       4.1376989807E-005
#    -31    -8       5.5554350881E-006
#    -31    -7       7.2099651520E-005
#    -31    -6       5.5185227033E-006
#    -31    -5       3.9880611876E-005
#    -31    -4       4.3491767330E-005
#    -31    -3       1.5378447127E-005
#    -31    -2       7.0462982093E-005
#    -31    -1       2.2751679613E-005
#    -31     0       2.4280552961E-005
#    -31     1       1.7010927248E-005
#    -31     2       1.3441614457E-005
#    -31     3       3.1830340557E-005
#    -31     4       8.6123071843E-006
#    -31     5       2.0077866772E-005
#    -31     6       3.3952546997E-005
#    -31     7       1.4248177285E-006
#    -31     8       4.2627541804E-005
#    -31     9       9.9730157592E-006
#    -31    10       4.1637696980E-005
#    -31    11       5.0221697872E-005
#    -31    12       1.5988000764E-005
#    -31    13       2.1559102731E-005
#    -31    14       5.2243666825E-007
#    -31    15       5.7448153894E-006
#    -31    16       2.2030973742E-006
#    -31    17       1.1763117905E-005
#    -31    18       2.7161888306E-005
#    -31    19       5.9284254161E-006
#    -31    20       7.6102397304E-006
#    -31    21       4.8895318329E-005
#    -31    22       2.1123497174E-005
#    -31    23       1.3821415298E-004
#    -31    24       2.3861154542E-005
#    -31    25       9.4001062733E-005
#    -31    26       5.6833282950E-005
#    -31    27       2.0936119680E-006
#    -31    28       7.0345622424E-005
#    -30   -15       1.1637549422E-004
#    -30   -14       1.8013833811E-005
#    -30   -13       1.0880888380E-004
#    -30   -12       1.6548756060E-004
#    -30   -11       9.6348921570E-005
#    -30   -10       3.3038445559E-004
#    -30    -9       2.4847598361E-005
#    -30    -8       1.3008259371E-004
#    -30    -7       1.4118522744E-004
#    -30    -6       7.4887126802E-005
#    -30    -5       1.1456166762E-004
#    -30    -4       4.6916731973E-005
#    -30    -3       2.0578615906E-004
#    -30    -2       1.4609360635E-004
#    -30    -1       1.7123418165E-005
#    -30     0       7.4031816194E-004
#    -30     1       3.0817827130E-005
#    -30     2       8.2570334421E-005
#    -30     3       5.2400180974E-005
#    -30     4       2.7704859938E-006
#    -30     5       1.0747002346E-003
#    -30     6       2.2543109920E-005
#    -30     7       7.4403298937E-005
#    -30     8       5.5590588165E-005
#    -30     9       6.5349419205E-006
#    -30    10       1.0714010250E-003
#    -30    11       2.1217312404E-005
#    -30    12       1.0236576645E-004
#    -30    13       6.0309175767E-005
#    -30    14       2.4447825072E-005
#    -30    15       5.2803172426E-004
#    -30    16       4.6600564628E-006
#    -30    17       4.1599461157E-007
#    -30    18       9.9332156120E-006
#    -30    19       2.4941647529E-006
#    -30    20       1.0573266162E-005
#    -30    21       5.5731344843E-005
#    -30    22       2.3967708168E-004
#    -30    23       6.5370631600E-004
#    -30    24       1.7207114414E-004
#    -30    25       4.0392091125E-004
#    -30    26       1.0549299448E-004
#    -30    27       1.8188942923E-004
#    -30    28       4.4514961539E-005
#    -29   -16       5.2580926278E-005
#    -29   -15       3.1946878064E-005
#    -29   -14       1.0945474828E-005
#    -29   -13       7.7746590542E-005
#    -29   -12       1.8454378633E-006
#    -29   -11       6.5778418111E-005
#    -29   -10       4.0395533073E-005
#    -29    -9       2.7101921914E-005
#    -29    -8       5.2718738449E-005
#    -29    -7       1.2589275733E-006
#    -29    -6       4.1123717821E-005
#    -29    -5       2.0640028609E-005
#    -29    -4       1.9192468008E-005
#    -29    -3       5.8909166147E-005
#    -29    -2       1.3465140967E-005
#    -29    -1       3.0801250473E-005
#    -29     0       3.7873376266E-005
#    -29     1       1.1501493956E-005
#    -29     2       4.7212314114E-005
#    -29     3       8.3670799544E-006
#    -29     4       1.8925809410E-005
#    -29     5       2.3549145787E-005
#    -29     6       1.2537619670E-005
#    -29     7       3.2073528754E-005
#    -29     8       1.9283128273E-006
#    -29     9       2.0985843095E-005
#    -29    10       3.6575486704E-005
#    -29    11       7.2537462425E-007
#    -29    12       6.4437790093E-005
#    -29    13       2.8021996657E-005
#    -29    14       3.7120487671E-005
#    -29    15       7.4836816995E-006
#    -29    16       4.9624883887E-007
#    -29    17       8.6672268846E-006
#    -29    18       1.2187901733E-005
#    -29    19       3.4756116612E-006
#    -29    20       4.7223824871E-005
#    -29    21       7.6623899290E-006
#    -29    22       9.1346484793E-005
#    -29    23       6.5963381144E-005
#    -29    24       1.0804862053E-004
#    -29    25       5.3272415812E-005
#    -29    26       8.9707680036E-006
#    -29    27       1.4484286101E-004
#    -28   -16       7.2031423398E-006
#    -28   -15       1.0995353515E-004
#    -28   -14       5.6246364355E-005
#    -28   -13       1.0284237026E-004
#    -28   -12       2.2077085545E-004
#    -28   -11       7.2874937937E-006
#    -28   -10       1.9203715853E-004
#    -28    -9       6.4783308120E-005
#    -28    -8       6.7025440467E-005
#    -28    -7       1.6081255869E-004
#    -28    -6       2.7686976182E-005
#    -28    -5       1.5353009070E-004
#    -28    -4       4.8278500952E-005
#    -28    -3       3.1894911505E-005
#    -28    -2       8.2518596092E-005
#    -28    -1       1.1467407063E-005
#    -28     0       8.5146158515E-005
#    -28     1       6.0343581182E-005
#    -28     2       1.6912709806E-005
#    -28     3       8.4724094645E-005
#    -28     4       1.2134936516E-006
#    -28     5       1.2285812674E-004
#    -28     6       2.7647109899E-005
#    -28     7       4.4686411989E-005
#    -28     8       9.3845093978E-006
#    -28     9       8.8992203574E-006
#    -28    10       1.4514663014E-004
#    -28    11       5.6468178261E-005
#    -28    12       1.8579059925E-004
#    -28    13       3.1113167148E-004
#    -28    14       2.5475577391E-005
#    -28    15       1.2389330101E-004
#    -28    16       5.9813482698E-005
#    -28    17       1.2891498895E-006
#    -28    18       3.9327397331E-005
#    -28    19       1.3767107942E-005
#    -28    20       1.1073357476E-004
#    -28    21       5.8617522157E-005
#    -28    22       8.8306950368E-005
#    -28    23       4.0070456233E-004
#    -28    24       1.6126972036E-005
#    -28    25       3.1682373644E-004
#    -28    26       2.1923233217E-004
#    -28    27       8.8564109969E-005
#    -27   -17       2.2063464734E-005
#    -27   -16       2.7599653105E-005
#    -27   -15       1.1781226652E-004
#    -27   -14       8.2167819021E-006
#    -27   -13       2.7842463383E-004
#    -27   -12       9.3457038921E-005
#    -27   -11       1.1766535242E-004
#    -27   -10       1.8242365830E-004
#    -27    -9       8.7770526729E-006
#    -27    -8       1.5070777051E-004
#    -27    -7       2.3641809428E-005
#    -27    -6       5.3758109540E-005
#    -27    -5       6.1834797155E-005
#    -27    -4       8.7121769149E-006
#    -27    -3       5.2559512911E-005
#    -27    -2       4.7122987017E-005
#    -27    -1       6.0517225070E-005
#    -27     0       1.2949239195E-004
#    -27     1       7.7624656323E-006
#    -27     2       7.1384609544E-005
#    -27     3       4.8135956991E-005
#    -27     4       3.6092522388E-005
#    -27     5       1.2529537562E-004
#    -27     6       7.8063149333E-006
#    -27     7       1.3499445980E-004
#    -27     8       4.2349577240E-005
#    -27     9       8.5902406388E-005
#    -27    10       3.2291907192E-004
#    -27    11       1.6564416323E-005
#    -27    12       4.8928508524E-004
#    -27    13       1.6170743856E-004
#    -27    14       9.4978443787E-005
#    -27    15       1.2741796163E-004
#    -27    16       2.1035826932E-005
#    -27    17       2.4654627464E-005
#    -27    18       4.8254274710E-005
#    -27    19       1.7164521160E-005
#    -27    20       1.2397008321E-004
#    -27    21       3.5346429352E-005
#    -27    22       3.7869255413E-004
#    -27    23       2.4347415425E-004
#    -27    24       9.7585895171E-005
#    -27    25       4.3830492920E-004
#    -27    26       7.4089262464E-006
#    -27    27       2.2241778254E-004
#    -26   -18       5.3503369419E-006
#    -26   -17       4.8966368146E-005
#    -26   -16       6.4243532032E-006
#    -26   -15       6.1824304340E-005
#    -26   -14       6.1557156255E-005
#    -26   -13       3.5922664125E-005
#    -26   -12       8.6454260553E-005
#    -26   -11       2.0628909153E-005
#    -26   -10       3.4646356106E-005
#    -26    -9       4.8835264598E-005
#    -26    -8       9.0590683929E-006
#    -26    -7       2.6179153303E-005
#    -26    -6       6.5984570330E-007
#    -26    -5       2.0096397415E-005
#    -26    -4       2.7554621857E-006
#    -26    -3       8.4099406450E-006
#    -26    -2       1.6900195831E-005
#    -26    -1       7.8032213673E-006
#    -26     0       1.1510742624E-005
#    -26     1       2.6896792582E-005
#    -26     2       8.3125112227E-006
#    -26     3       4.1813317639E-005
#    -26     4       8.9420642458E-006
#    -26     5       5.7262777934E-005
#    -26     6       6.0849246708E-006
#    -26     7       3.5014665919E-005
#    -26     8       4.1203590070E-005
#    -26     9       8.1375872352E-006
#    -26    10       1.1349269351E-004
#    -26    11       7.8564459132E-005
#    -26    12       5.0872079638E-005
#    -26    13       1.5043968075E-004
#    -26    14       4.2517986027E-007
#    -26    15       2.5855926312E-005
#    -26    16       1.2832036773E-005
#    -26    17       2.4183938732E-006
#    -26    18       5.4134473751E-006
#    -26    19       5.2403454627E-005
#    -26    20       3.2216330145E-005
#    -26    21       2.9110160359E-005
#    -26    22       3.2618680390E-005
#    -26    23       7.1076736466E-005
#    -26    24       2.8397040536E-005
#    -26    25       5.6979777550E-005
#    -26    26       2.0329455945E-004
#    -26    27       1.5539445624E-005
#    -25   -19       2.0254965372E-005
#    -25   -18       1.6640439432E-004
#    -25   -17       1.4071807575E-004
#    -25   -16       5.7879319769E-005
#    -25   -15       3.1602294105E-004
#    -25   -14       9.1448159336E-005
#    -25   -13       3.5320676243E-004
#    -25   -12       2.2291985521E-004
#    -25   -11       6.4339059930E-005
#    -25   -10       5.1532809005E-004
#    -25    -9       1.8707917105E-005
#    -25    -8       8.7394950493E-005
#    -25    -7       2.8040979634E-005
#    -25    -6       3.4190697141E-005
#    -25    -5       1.0756010170E-003
#    -25    -4       1.8851218665E-005
#    -25    -3       8.4736490067E-005
#    -25    -2       7.1151290364E-005
#    -25    -1       2.6806988575E-005
#    -25     0       1.6531555767E-003
#    -25     1       1.4974586363E-005
#    -25     2       6.1598106677E-005
#    -25     3       4.5403667101E-005
#    -25     4       3.1002933196E-005
#    -25     5       4.0276805471E-003
#    -25     6       1.5149931537E-005
#    -25     7       7.4246105042E-005
#    -25     8       8.8699288280E-005
#    -25     9       4.3911209272E-005
#    -25    10       5.8373397923E-003
#    -25    11       5.0234791268E-005
#    -25    12       2.8531649461E-004
#    -25    13       2.2062659377E-004
#    -25    14       5.4343782278E-005
#    -25    15       2.9508539966E-003
#    -25    16       2.5554950898E-005
#    -25    17       4.4795602386E-005
#    -25    18       8.1281026208E-005
#    -25    19       3.8843190169E-005
#    -25    20       1.4878028317E-003
#    -25    21       1.0694345538E-004
#    -25    22       1.9067403529E-004
#    -25    23       3.0367558585E-004
#    -25    24       2.6080682455E-005
#    -25    25       2.6888767067E-004
#    -25    26       1.0798698579E-004
#    -25    27       1.6546090506E-004
#    -24   -20       2.0914764253E-005
#    -24   -19       4.9602836255E-006
#    -24   -18       5.3585944636E-005
#    -24   -17       1.6173827403E-005
#    -24   -16       6.3729678764E-005
#    -24   -15       9.6487041229E-005
#    -24   -14       1.5333118728E-005
#    -24   -13       1.3296170271E-004
#    -24   -12       1.4614215671E-006
#    -24   -11       7.4701613049E-005
#    -24   -10       2.2896408612E-005
#    -24    -9       2.8459798715E-005
#    -24    -8       2.9416426323E-005
#    -24    -7       1.4639294002E-006
#    -24    -6       2.2605849330E-005
#    -24    -5       2.3484414376E-005
#    -24    -4       1.2263985725E-006
#    -24    -3       4.8126234388E-005
#    -24    -2       8.2676337911E-006
#    -24    -1       1.5042973374E-005
#    -24     0       1.7450253950E-005
#    -24     1       5.1352722599E-006
#    -24     2       3.1397487785E-005
#    -24     3       3.9969806989E-006
#    -24     4       1.2734063671E-006
#    -24     5       3.9908643328E-006
#    -24     6       4.1737633172E-006
#    -24     7       4.6764520505E-006
#    -24     8       4.6323705378E-006
#    -24     9       5.7113914790E-006
#    -24    10       5.8806134019E-005
#    -24    11       4.1177257189E-006
#    -24    12       1.7447897130E-004
#    -24    13       2.5996221601E-005
#    -24    14       4.5215415042E-005
#    -24    15       3.5986542231E-005
#    -24    16       1.3811376609E-005
#    -24    17       1.5232586915E-005
#    -24    18       1.1767264381E-005
#    -24    19       4.4472743886E-005
#    -24    20       9.8310142421E-005
#    -24    21       2.0690033374E-005
#    -24    22       2.1305123707E-004
#    -24    23       3.4147909382E-005
#    -24    24       1.4008967474E-004
#    -24    25       1.3284418842E-004
#    -24    26       4.1125755584E-005
#    -23   -20       1.0722571340E-004
#    -23   -19       9.2597958234E-005
#    -23   -18       6.7808309091E-005
#    -23   -17       2.2359714780E-004
#    -23   -16       3.6216562390E-005
#    -23   -15       3.0158768936E-004
#    -23   -14       9.0584226743E-005
#    -23   -13       1.0019133422E-004
#    -23   -12       1.6084430582E-004
#    -23   -11       8.8038778298E-006
#    -23   -10       1.5174799292E-004
#    -23    -9       4.0694117237E-005
#    -23    -8       4.2650555891E-005
#    -23    -7       7.4403160608E-005
#    -23    -6       1.2485553254E-005
#    -23    -5       1.2283425825E-004
#    -23    -4       3.5827618016E-005
#    -23    -3       4.1824458430E-005
#    -23    -2       6.1389302078E-005
#    -23    -1       5.0759218323E-006
#    -23     0       1.0474762775E-004
#    -23     1       8.8390421280E-005
#    -23     2       5.3246955425E-005
#    -23     3       1.1153801681E-004
#    -23     4       2.5916432834E-005
#    -23     5       3.4413296305E-005
#    -23     6       5.3647217210E-005
#    -23     7       4.7193286789E-006
#    -23     8       5.1420139591E-005
#    -23     9       6.3689262470E-006
#    -23    10       3.4035795010E-004
#    -23    11       1.9133428250E-004
#    -23    12       2.4013812479E-004
#    -23    13       4.3523963876E-004
#    -23    14       2.2216176859E-005
#    -23    15       2.4424253878E-004
#    -23    16       8.2747328786E-005
#    -23    17       2.6398043397E-005
#    -23    18       2.2650805578E-004
#    -23    19       2.3836612506E-005
#    -23    20       4.0170277272E-004
