 Diffraction intensities for potential:restest_16_5010001.in                   
#    -41    15       2.9861611288E-005
#    -41    16       3.7527721825E-005
#    -41    17       2.8451452188E-005
#    -41    18       4.1351794931E-005
#    -41    19       3.2207362126E-005
#    -41    20       3.1998711997E-005
#    -41    21       3.0315242881E-005
#    -41    22       2.9317602032E-005
#    -41    23       1.6194845090E-005
#    -41    24       1.5134602107E-005
#    -40    -2       6.5037029457E-006
#    -40    -1       6.0147505738E-006
#    -40     0       1.3409135611E-005
#    -40     1       1.5071406048E-005
#    -40     2       2.6306440091E-005
#    -40     3       8.6919333301E-006
#    -40     4       1.6962904188E-005
#    -40     5       1.6425924410E-005
#    -40     6       1.4811975767E-005
#    -40     7       3.7392201428E-005
#    -40     8       2.2325359467E-005
#    -40     9       1.1370470172E-005
#    -40    10       4.0033598039E-005
#    -40    11       2.6209684407E-005
#    -40    12       3.7924781396E-005
#    -40    13       3.9309136083E-005
#    -40    14       6.1943805142E-005
#    -40    15       2.4649018587E-005
#    -40    16       3.8308393385E-005
#    -40    17       4.9144911799E-005
#    -40    18       4.4992976858E-005
#    -40    19       4.5433895628E-005
#    -40    20       2.0302859481E-005
#    -40    21       4.7282071084E-005
#    -40    22       4.8699476355E-006
#    -40    23       1.2908242855E-005
#    -40    24       2.6949189229E-005
#    -40    25       5.0460119056E-006
#    -39    -4       5.5278796117E-006
#    -39    -3       7.2889803418E-006
#    -39    -2       5.0136912989E-006
#    -39    -1       1.5072675291E-005
#    -39     0       4.3862405303E-006
#    -39     1       1.2313638828E-005
#    -39     2       1.1468214041E-005
#    -39     3       8.7539959005E-006
#    -39     4       1.9288801442E-005
#    -39     5       1.2754839942E-005
#    -39     6       1.6224363991E-005
#    -39     7       2.2192278111E-005
#    -39     8       1.8200530481E-005
#    -39     9       2.7040113129E-005
#    -39    10       2.3599367360E-005
#    -39    11       3.9715467292E-005
#    -39    12       4.3858156354E-005
#    -39    13       3.3299558500E-005
#    -39    14       4.4315381567E-005
#    -39    15       4.6352158256E-005
#    -39    16       5.2634286151E-005
#    -39    17       4.3043742892E-005
#    -39    18       6.5626657862E-005
#    -39    19       4.8984058789E-005
#    -39    20       2.9609429518E-005
#    -39    21       3.1108086720E-005
#    -39    22       2.6491196680E-005
#    -39    23       4.3117294438E-005
#    -39    24       4.1689434547E-005
#    -39    25       5.4706155870E-005
#    -39    26       1.2103130645E-005
#    -38    -5       5.8425525282E-006
#    -38    -4       7.3443382835E-006
#    -38    -3       1.1767856516E-005
#    -38    -2       2.6310046871E-005
#    -38    -1       1.2317678007E-005
#    -38     0       1.0176916993E-005
#    -38     1       6.5072769708E-006
#    -38     2       1.5081991198E-005
#    -38     3       2.4323156443E-005
#    -38     4       2.0519146646E-005
#    -38     5       2.0188191234E-005
#    -38     6       1.6354342300E-005
#    -38     7       2.1834085235E-005
#    -38     8       1.6976230951E-005
#    -38     9       2.9113609987E-005
#    -38    10       3.0899336272E-005
#    -38    11       3.8003398225E-005
#    -38    12       3.8188077288E-005
#    -38    13       5.9238353353E-005
#    -38    14       4.2772574720E-005
#    -38    15       4.6593300416E-005
#    -38    16       3.6977848970E-005
#    -38    17       5.1300668002E-005
#    -38    18       9.9249859454E-005
#    -38    19       5.1318010537E-005
#    -38    20       4.4917945440E-005
#    -38    21       4.0190627844E-005
#    -38    22       4.3737955777E-005
#    -38    23       1.2086386024E-005
#    -38    24       5.3261249019E-005
#    -38    25       1.5249104494E-005
#    -38    26       1.9301088881E-005
#    -37    -7       6.9675879322E-006
#    -37    -6       7.0638843944E-006
#    -37    -5       5.7860543960E-006
#    -37    -4       7.4426421371E-006
#    -37    -3       8.6983380275E-006
#    -37    -2       1.1472999936E-005
#    -37    -1       6.5099420756E-006
#    -37     0       9.2582882261E-006
#    -37     1       1.0313531219E-005
#    -37     2       1.5334277454E-005
#    -37     3       2.0251977932E-005
#    -37     4       2.2341287533E-005
#    -37     5       2.0910622371E-005
#    -37     6       1.7398197223E-005
#    -37     7       2.3141254643E-005
#    -37     8       3.4575788973E-005
#    -37     9       2.6279197157E-005
#    -37    10       3.0802920611E-005
#    -37    11       3.3883171532E-005
#    -37    12       3.9095012570E-005
#    -37    13       4.0452708031E-005
#    -37    14       3.6081866614E-005
#    -37    15       3.9740031805E-005
#    -37    16       4.5013236879E-005
#    -37    17       4.7742689994E-005
#    -37    18       4.3578636378E-005
#    -37    19       5.0558783265E-005
#    -37    20       4.4057509580E-005
#    -37    21       3.6635282034E-005
#    -37    22       2.5624220349E-005
#    -37    23       4.5607309371E-005
#    -37    24       3.0229194590E-005
#    -37    25       1.5206456554E-005
#    -37    26       1.2022638387E-005
#    -37    27       3.0421084427E-005
#    -36    -8       6.5594740044E-006
#    -36    -7       1.0067562895E-005
#    -36    -6       1.6492980022E-006
#    -36    -5       9.9777173832E-006
#    -36    -4       1.6977676379E-005
#    -36    -3       8.7616846246E-006
#    -36    -2       1.5089496126E-005
#    -36    -1       1.0316765981E-005
#    -36     0       1.1782834373E-005
#    -36     1       1.3877026884E-005
#    -36     2       1.8130838815E-005
#    -36     3       2.6603058808E-005
#    -36     4       2.4893659533E-005
#    -36     5       2.3588026706E-005
#    -36     6       2.4239636131E-005
#    -36     7       2.3433427685E-005
#    -36     8       2.2356180662E-005
#    -36     9       2.5288172679E-005
#    -36    10       2.3157032934E-005
#    -36    11       2.8001009452E-005
#    -36    12       2.2884624382E-005
#    -36    13       3.0157088899E-005
#    -36    14       2.9785487565E-005
#    -36    15       4.0368088976E-005
#    -36    16       4.5405513021E-005
#    -36    17       4.7205699659E-005
#    -36    18       4.8988206745E-005
#    -36    19       4.7337975049E-005
#    -36    20       4.0962863972E-005
#    -36    21       4.6060682841E-005
#    -36    22       3.6929225443E-005
#    -36    23       3.4796372266E-005
#    -36    24       4.5558709595E-005
#    -36    25       1.7469947188E-005
#    -36    26       1.2151791181E-005
#    -36    27       1.9007842682E-005
#    -35    -9       1.1887518662E-005
#    -35    -8       1.2349075868E-005
#    -35    -7       5.5361792503E-006
#    -35    -6       1.1207481267E-005
#    -35    -5       1.6435628794E-005
#    -35    -4       1.9295702300E-005
#    -35    -3       2.4331384755E-005
#    -35    -2       1.5337149643E-005
#    -35    -1       1.3875587708E-005
#    -35     0       5.0407278193E-005
#    -35     1       2.4264675785E-005
#    -35     2       4.1192870440E-005
#    -35     3       2.6920198900E-005
#    -35     4       2.1998341347E-005
#    -35     5       2.7408847982E-006
#    -35     6       2.2860061514E-005
#    -35     7       2.5973870990E-005
#    -35     8       2.1759434155E-005
#    -35     9       2.0326424783E-005
#    -35    10       1.6033808326E-004
#    -35    11       1.5215764804E-005
#    -35    12       2.5623757978E-005
#    -35    13       2.1442335967E-005
#    -35    14       3.2372949904E-005
#    -35    15       1.7163659544E-004
#    -35    16       3.9121568346E-005
#    -35    17       2.3800342347E-005
#    -35    18       2.9350450473E-005
#    -35    19       4.5718408436E-005
#    -35    20       8.1522059586E-005
#    -35    21       6.6175697813E-005
#    -35    22       3.2275815179E-005
#    -35    23       5.9622729261E-005
#    -35    24       4.9337028806E-005
#    -35    25       3.6503991828E-005
#    -35    26       6.3215503681E-005
#    -35    27       6.2318104604E-005
#    -34   -11       7.9836753113E-007
#    -34   -10       5.4521517213E-006
#    -34    -9       1.2502676347E-005
#    -34    -8       2.3360966623E-005
#    -34    -7       1.5364848876E-005
#    -34    -6       1.4821876150E-005
#    -34    -5       1.2756366634E-005
#    -34    -4       2.0515014379E-005
#    -34    -3       2.0239180702E-005
#    -34    -2       1.8119767349E-005
#    -34    -1       2.4255939966E-005
#    -34     0       2.1734715911E-005
#    -34     1       2.7996257840E-005
#    -34     2       2.8481305574E-005
#    -34     3       2.7613812029E-005
#    -34     4       2.7467360137E-005
#    -34     5       1.8470089051E-005
#    -34     6       1.8778152666E-005
#    -34     7       1.6128656183E-005
#    -34     8       8.0805785746E-006
#    -34     9       1.1868493867E-005
#    -34    10       1.2273769835E-005
#    -34    11       1.5815950570E-005
#    -34    12       1.4838376147E-005
#    -34    13       2.2047119571E-005
#    -34    14       2.4111818229E-005
#    -34    15       2.2864389755E-005
#    -34    16       2.5632517888E-005
#    -34    17       3.3888228584E-005
#    -34    18       4.7753032701E-005
#    -34    19       2.3188103111E-005
#    -34    20       3.8409170129E-005
#    -34    21       2.7778676397E-005
#    -34    22       4.1376237499E-005
#    -34    23       6.0612089116E-005
#    -34    24       8.4831143860E-005
#    -34    25       1.5534619854E-005
#    -34    26       4.9472501366E-005
#    -34    27       1.4424975393E-005
#    -33   -12       1.5753169548E-005
#    -33   -11       8.1467760736E-006
#    -33   -10       1.2292017523E-005
#    -33    -9       1.4851803664E-005
#    -33    -8       1.3199129409E-005
#    -33    -7       3.7412132510E-005
#    -33    -6       1.6219909134E-005
#    -33    -5       2.0174292329E-005
#    -33    -4       2.2321310615E-005
#    -33    -3       2.6581302258E-005
#    -33    -2       4.1169477516E-005
#    -33    -1       2.7987375096E-005
#    -33     0       2.8672355344E-005
#    -33     1       2.5543068580E-005
#    -33     2       3.3726670422E-005
#    -33     3       3.3134657389E-005
#    -33     4       2.3719568020E-005
#    -33     5       1.6884230509E-005
#    -33     6       1.1924078225E-005
#    -33     7       8.5284007091E-006
#    -33     8       9.0251997226E-006
#    -33     9       8.6716610776E-006
#    -33    10       1.1300741182E-005
#    -33    11       1.0318923777E-005
#    -33    12       1.3378986760E-005
#    -33    13       2.1247973210E-005
#    -33    14       2.0865493277E-005
#    -33    15       1.8168325780E-005
#    -33    16       2.4729102003E-005
#    -33    17       3.3266474614E-005
#    -33    18       1.7584092701E-005
#    -33    19       2.0961348403E-005
#    -33    20       1.5785650385E-005
#    -33    21       2.8367846265E-005
#    -33    22       4.6922072382E-005
#    -33    23       4.3013939773E-005
#    -33    24       2.2536220282E-005
#    -33    25       6.7108626404E-005
#    -33    26       3.8713466442E-005
#    -33    27       2.3818854456E-005
#    -32   -13       1.0847704375E-005
#    -32   -12       2.2614458613E-005
#    -32   -11       1.8749232283E-005
#    -32   -10       1.8960460408E-005
#    -32    -9       1.9845372021E-005
#    -32    -8       2.2324803817E-005
#    -32    -7       2.2171175125E-005
#    -32    -6       1.6323654027E-005
#    -32    -5       2.0876076303E-005
#    -32    -4       2.4859074642E-005
#    -32    -3       2.6892064946E-005
#    -32    -2       2.8465966705E-005
#    -32    -1       2.5539882368E-005
#    -32     0       2.9976246512E-005
#    -32     1       2.9787039445E-005
#    -32     2       2.4557839118E-005
#    -32     3       2.2441448628E-005
#    -32     4       1.5351350702E-005
#    -32     5       1.1132855014E-005
#    -32     6       7.7120123647E-006
#    -32     7       7.2793469999E-006
#    -32     8       9.4477647243E-006
#    -32     9       6.4264892114E-006
#    -32    10       6.5638385426E-006
#    -32    11       7.3948941366E-006
#    -32    12       7.2008582956E-006
#    -32    13       8.6564732125E-006
#    -32    14       1.1349320152E-005
#    -32    15       1.1302643258E-005
#    -32    16       1.3053912013E-005
#    -32    17       9.2792532061E-006
#    -32    18       2.8337840827E-005
#    -32    19       9.4516534038E-006
#    -32    20       1.1391202734E-005
#    -32    21       1.5021777147E-005
#    -32    22       3.1569042542E-005
#    -32    23       5.8741419982E-005
#    -32    24       4.2869722756E-005
#    -32    25       5.0648179522E-005
#    -32    26       4.5307139090E-005
#    -32    27       4.9814695559E-005
#    -32    28       7.4174596389E-005
#    -31   -14       1.6492422920E-005
#    -31   -13       1.0518262938E-005
#    -31   -12       2.2292344805E-005
#    -31   -11       2.1298136416E-005
#    -31   -10       2.0945822253E-005
#    -31    -9       1.1355905222E-005
#    -31    -8       1.8180218455E-005
#    -31    -7       2.1794851880E-005
#    -31    -6       1.7357583142E-005
#    -31    -5       2.3547946272E-005
#    -31    -4       2.1969444724E-005
#    -31    -3       2.7603180788E-005
#    -31    -2       3.3729489100E-005
#    -31    -1       2.9794508437E-005
#    -31     0       2.8770276067E-005
#    -31     1       2.3410113202E-005
#    -31     2       2.2366498516E-005
#    -31     3       1.6510249008E-005
#    -31     4       1.2438710613E-005
#    -31     5       8.3240834911E-006
#    -31     6       8.8551183673E-006
#    -31     7       6.9337018988E-006
#    -31     8       5.6839683832E-006
#    -31     9       3.1087974126E-006
#    -31    10       3.1694816475E-006
#    -31    11       3.8067109851E-006
#    -31    12       3.3359215574E-006
#    -31    13       3.3972185035E-006
#    -31    14       1.6673076467E-006
#    -31    15       2.6203269520E-006
#    -31    16       6.7965417805E-006
#    -31    17       6.0408298870E-006
#    -31    18       3.6509934753E-006
#    -31    19       5.9725434451E-006
#    -31    20       4.9928607499E-006
#    -31    21       2.5954729913E-005
#    -31    22       4.6799867470E-005
#    -31    23       3.2927134196E-005
#    -31    24       4.7844498242E-005
#    -31    25       4.3129009159E-005
#    -31    26       2.8863948027E-005
#    -31    27       8.7925453565E-006
#    -31    28       4.1950292886E-005
#    -30   -15       1.0511550712E-005
#    -30   -14       2.0926204632E-005
#    -30   -13       1.4341513071E-005
#    -30   -12       3.2240948963E-005
#    -30   -11       3.2177148099E-005
#    -30   -10       4.0030323545E-005
#    -30    -9       2.6994458045E-005
#    -30    -8       1.6932413807E-005
#    -30    -7       2.3092776849E-005
#    -30    -6       2.4210000883E-005
#    -30    -5       2.7486937850E-006
#    -30    -4       2.7465335884E-005
#    -30    -3       3.3153380259E-005
#    -30    -2       2.4580257467E-005
#    -30    -1       2.3424729112E-005
#    -30     0       3.9848000741E-004
#    -30     1       2.0355226072E-005
#    -30     2       1.9847268695E-005
#    -30     3       1.1030909647E-005
#    -30     4       6.4663900392E-006
#    -30     5       7.9437738447E-004
#    -30     6       1.1999622793E-005
#    -30     7       1.3196326017E-005
#    -30     8       6.0892881810E-006
#    -30     9       1.5231129867E-006
#    -30    10       9.0323605222E-004
#    -30    11       5.0551052761E-006
#    -30    12       5.2427181872E-006
#    -30    13       7.6409444492E-006
#    -30    14       2.1248254391E-006
#    -30    15       6.3493949988E-004
#    -30    16       4.3055630156E-006
#    -30    17       3.8263217099E-006
#    -30    18       5.1210026060E-006
#    -30    19       1.7541869252E-007
#    -30    20       4.5282641167E-005
#    -30    21       4.9577694970E-005
#    -30    22       4.6341712164E-005
#    -30    23       1.1484773593E-004
#    -30    24       8.6112125797E-005
#    -30    25       4.3496743400E-005
#    -30    26       3.0367083693E-005
#    -30    27       3.2102922438E-005
#    -30    28       2.5616406355E-006
#    -29   -16       1.4078882883E-005
#    -29   -15       1.2251168482E-005
#    -29   -14       2.2545198688E-005
#    -29   -13       4.9561332793E-005
#    -29   -12       2.3361063879E-005
#    -29   -11       2.6179251687E-005
#    -29   -10       2.3552750945E-005
#    -29    -9       2.9052104065E-005
#    -29    -8       3.4522940759E-005
#    -29    -7       2.3405338868E-005
#    -29    -6       2.2859119818E-005
#    -29    -5       1.8482970817E-005
#    -29    -4       2.3750836100E-005
#    -29    -3       2.2481290684E-005
#    -29    -2       2.2398749261E-005
#    -29    -1       2.0367541860E-005
#    -29     0       1.6533422516E-005
#    -29     1       1.4515401021E-005
#    -29     2       1.2444226233E-005
#    -29     3       1.1176724880E-005
#    -29     4       1.2367439416E-005
#    -29     5       1.4608052405E-005
#    -29     6       1.8810939580E-005
#    -29     7       1.2649833018E-005
#    -29     8       3.6891230576E-006
#    -29     9       2.2546902395E-006
#    -29    10       5.9006044889E-006
#    -29    11       1.5800137694E-005
#    -29    12       1.7899838830E-005
#    -29    13       1.6393157958E-005
#    -29    14       2.5704857484E-005
#    -29    15       7.9089915008E-006
#    -29    16       4.2182853905E-006
#    -29    17       2.9881172022E-006
#    -29    18       1.9891626489E-006
#    -29    19       7.1229727411E-007
#    -29    20       1.3101691353E-005
#    -29    21       4.1499724002E-005
#    -29    22       3.9538982515E-005
#    -29    23       6.9231884311E-005
#    -29    24       7.1210775050E-005
#    -29    25       3.4729939647E-005
#    -29    26       2.4213738235E-005
#    -29    27       1.6886041463E-005
#    -28   -16       2.2127168350E-005
#    -28   -15       1.7958146264E-005
#    -28   -14       2.0352977393E-005
#    -28   -13       2.6958996843E-005
#    -28   -12       3.7888636056E-005
#    -28   -11       3.9654637149E-005
#    -28   -10       3.0840000985E-005
#    -28    -9       2.6239020766E-005
#    -28    -8       2.2344325509E-005
#    -28    -7       2.5993570560E-005
#    -28    -6       1.8815700908E-005
#    -28    -5       1.6929599455E-005
#    -28    -4       1.5400427061E-005
#    -28    -3       1.6554637557E-005
#    -28    -2       1.9870691489E-005
#    -28    -1       1.4515717470E-005
#    -28     0       1.3651201248E-005
#    -28     1       1.4260020378E-005
#    -28     2       1.5179472136E-005
#    -28     3       1.3053991471E-005
#    -28     4       1.7465201832E-005
#    -28     5       2.1986341559E-005
#    -28     6       2.1996198109E-005
#    -28     7       1.7890532942E-005
#    -28     8       8.2096752569E-006
#    -28     9       8.5298046316E-006
#    -28    10       2.1188588539E-005
#    -28    11       3.6159997510E-005
#    -28    12       4.7033061350E-005
#    -28    13       4.6906170182E-005
#    -28    14       4.4573760681E-005
#    -28    15       2.5037305025E-005
#    -28    16       1.4368681640E-005
#    -28    17       5.4704420778E-006
#    -28    18       1.3864928020E-005
#    -28    19       6.9829018846E-006
#    -28    20       1.1868235155E-005
#    -28    21       2.6582355461E-005
#    -28    22       6.2749198962E-005
#    -28    23       4.8172784331E-005
#    -28    24       6.2309348835E-005
#    -28    25       6.6134709988E-005
#    -28    26       3.8234989624E-005
#    -28    27       1.2337376456E-005
#    -27   -17       9.0384259577E-006
#    -27   -16       1.3816677994E-005
#    -27   -15       2.1665510452E-005
#    -27   -14       2.7391967467E-005
#    -27   -13       3.9288511129E-005
#    -27   -12       4.3798830789E-005
#    -27   -11       3.7940497205E-005
#    -27   -10       3.0766953800E-005
#    -27    -9       2.5284831741E-005
#    -27    -8       2.1796497495E-005
#    -27    -7       1.6185619014E-005
#    -27    -6       1.1984329041E-005
#    -27    -5       1.1190419395E-005
#    -27    -4       1.2488081376E-005
#    -27    -3       1.1047917364E-005
#    -27    -2       1.2432504154E-005
#    -27    -1       1.4244875527E-005
#    -27     0       1.6469171866E-005
#    -27     1       1.6009763625E-005
#    -27     2       1.3655904147E-005
#    -27     3       1.7160453443E-005
#    -27     4       1.9439863101E-005
#    -27     5       2.7600208262E-005
#    -27     6       2.8405529181E-005
#    -27     7       2.5039103024E-005
#    -27     8       1.9392919414E-005
#    -27     9       2.2806394066E-005
#    -27    10       3.9593994500E-005
#    -27    11       5.8285729721E-005
#    -27    12       8.1338765876E-005
#    -27    13       5.4630244624E-005
#    -27    14       5.0750621530E-005
#    -27    15       2.9213585030E-005
#    -27    16       1.6062013152E-005
#    -27    17       5.7100100486E-006
#    -27    18       1.1886976626E-005
#    -27    19       7.1385449149E-006
#    -27    20       1.3304315903E-005
#    -27    21       3.4358427057E-005
#    -27    22       5.4384798760E-005
#    -27    23       6.7343399158E-005
#    -27    24       6.9068525122E-005
#    -27    25       5.1762149315E-005
#    -27    26       3.4822410185E-005
#    -27    27       4.6230621141E-005
#    -26   -18       1.5918406915E-005
#    -26   -17       1.7641048681E-005
#    -26   -16       2.4553918756E-005
#    -26   -15       2.9867481288E-005
#    -26   -14       6.1914608732E-005
#    -26   -13       3.3245415420E-005
#    -26   -12       3.8129922539E-005
#    -26   -11       3.3854178423E-005
#    -26   -10       2.3176921789E-005
#    -26    -9       2.0393506250E-005
#    -26    -8       8.1327665369E-006
#    -26    -7       8.5909675863E-006
#    -26    -6       7.7672734170E-006
#    -26    -5       8.3663223548E-006
#    -26    -4       6.4754165315E-006
#    -26    -3       1.1155816260E-005
#    -26    -2       1.5142462851E-005
#    -26    -1       1.5988455502E-005
#    -26     0       1.5443408829E-005
#    -26     1       1.1115675570E-005
#    -26     2       1.0268587215E-005
#    -26     3       1.2290016012E-005
#    -26     4       2.1701568509E-005
#    -26     5       2.5537054969E-005
#    -26     6       2.7218357132E-005
#    -26     7       2.5218420607E-005
#    -26     8       2.0022071288E-005
#    -26     9       2.7782777410E-005
#    -26    10       3.2852211077E-005
#    -26    11       4.3338494341E-005
#    -26    12       5.3416715294E-005
#    -26    13       5.0574502567E-005
#    -26    14       2.8809738270E-005
#    -26    15       2.0858031453E-005
#    -26    16       1.3507736041E-005
#    -26    17       4.7209439415E-006
#    -26    18       8.5351616620E-006
#    -26    19       2.5688799806E-005
#    -26    20       2.4084043007E-005
#    -26    21       1.8125244433E-005
#    -26    22       3.6961383072E-005
#    -26    23       4.1894345282E-005
#    -26    24       1.1657993306E-004
#    -26    25       3.4825947625E-005
#    -26    26       9.5277197751E-005
#    -26    27       6.4936153745E-005
#    -25   -19       7.8606402236E-006
#    -25   -18       4.9258712975E-005
#    -25   -17       2.6464626184E-005
#    -25   -16       3.7530744172E-005
#    -25   -15       2.4652839256E-005
#    -25   -14       4.4275241933E-005
#    -25   -13       5.9188684930E-005
#    -25   -12       3.9068590137E-005
#    -25   -11       2.8038756576E-005
#    -25   -10       1.6057139822E-004
#    -25    -9       1.1941976458E-005
#    -25    -8       9.0710987522E-006
#    -25    -7       7.3243875564E-006
#    -25    -6       8.8759219910E-006
#    -25    -5       7.9496172401E-004
#    -25    -4       1.2330535519E-005
#    -25    -3       1.3002381656E-005
#    -25    -2       1.3617990002E-005
#    -25    -1       1.1102198140E-005
#    -25     0       2.3406305988E-003
#    -25     1       2.6413201738E-006
#    -25     2       4.2147389394E-006
#    -25     3       8.5220336435E-006
#    -25     4       1.2517329041E-005
#    -25     5       4.4783419283E-003
#    -25     6       1.9233535766E-005
#    -25     7       1.3518395102E-005
#    -25     8       1.4300606510E-005
#    -25     9       9.8397124767E-006
#    -25    10       4.8684525345E-003
#    -25    11       1.4707584726E-005
#    -25    12       3.3857558655E-005
#    -25    13       2.7823378145E-005
#    -25    14       1.9215288319E-005
#    -25    15       2.2836371009E-003
#    -25    16       1.4490467454E-005
#    -25    17       4.3021871419E-006
#    -25    18       1.0478327989E-005
#    -25    19       2.4077621730E-005
#    -25    20       7.7386293606E-004
#    -25    21       4.0567221617E-005
#    -25    22       4.9994356275E-005
#    -25    23       5.1948771846E-005
#    -25    24       3.1571094931E-005
#    -25    25       1.2772348243E-004
#    -25    26       5.0352232351E-005
#    -25    27       1.6582415406E-005
#    -24   -20       6.2000224582E-006
#    -24   -19       1.8429999961E-005
#    -24   -18       2.1599187846E-005
#    -24   -17       2.8460420465E-005
#    -24   -16       3.8296816800E-005
#    -24   -15       4.6321947022E-005
#    -24   -14       4.2731801717E-005
#    -24   -13       4.0432339276E-005
#    -24   -12       2.2918908793E-005
#    -24   -11       1.5279178869E-005
#    -24   -10       1.2341341188E-005
#    -24    -9       8.7141878415E-006
#    -24    -8       9.4771444704E-006
#    -24    -7       6.9425916935E-006
#    -24    -6       1.1990966636E-005
#    -24    -5       1.4563885962E-005
#    -24    -4       1.7394460217E-005
#    -24    -3       1.7095616193E-005
#    -24    -2       1.0237901950E-005
#    -24    -1       2.6347907870E-006
#    -24     0       9.0026513970E-007
#    -24     1       5.7989611762E-006
#    -24     2       1.1296409191E-005
#    -24     3       1.5565982705E-005
#    -24     4       9.6479942443E-006
#    -24     5       5.1291115009E-006
#    -24     6       2.8817837394E-006
#    -24     7       2.2814743915E-006
#    -24     8       3.7207072302E-006
#    -24     9       5.0721308464E-006
#    -24    10       1.2500648473E-005
#    -24    11       2.3292271107E-005
#    -24    12       3.8938544738E-005
#    -24    13       4.5904811739E-005
#    -24    14       2.8842137996E-005
#    -24    15       2.3014465039E-005
#    -24    16       2.3209621664E-005
#    -24    17       6.2420081523E-006
#    -24    18       1.2032691252E-005
#    -24    19       2.2155758310E-005
#    -24    20       4.4173815082E-005
#    -24    21       5.7253473374E-005
#    -24    22       5.4876311021E-005
#    -24    23       3.9255461815E-005
#    -24    24       9.8160489576E-005
#    -24    25       3.2099915322E-005
#    -24    26       4.2764228200E-005
#    -23   -20       1.7726342763E-005
#    -23   -19       2.9889178566E-005
#    -23   -18       4.1368197842E-005
#    -23   -17       4.9145608333E-005
#    -23   -16       5.2626113564E-005
#    -23   -15       4.6559411344E-005
#    -23   -14       3.6065885632E-005
#    -23   -13       3.0193776945E-005
#    -23   -12       2.5701325350E-005
#    -23   -11       1.5887932500E-005
#    -23   -10       1.1324571820E-005
#    -23    -9       6.4155100766E-006
#    -23    -8       5.6670350435E-006
#    -23    -7       1.3165870552E-005
#    -23    -6       1.8749315578E-005
#    -23    -5       2.1897090444E-005
#    -23    -4       1.9354677180E-005
#    -23    -3       1.2236040539E-005
#    -23    -2       4.1928164141E-006
#    -23    -1       5.7918721259E-006
#    -23     0       1.9577039595E-005
#    -23     1       3.2941677189E-005
#    -23     2       3.1076193024E-005
#    -23     3       2.2109254689E-005
#    -23     4       6.6432701209E-006
#    -23     5       1.1636536609E-006
#    -23     6       6.5976659163E-006
#    -23     7       1.7178452434E-005
#    -23     8       3.3878252576E-005
#    -23     9       3.7858815907E-005
#    -23    10       4.9648960456E-005
#    -23    11       6.0621268097E-005
#    -23    12       7.3787842588E-005
#    -23    13       8.8336701748E-005
#    -23    14       5.6521868580E-005
#    -23    15       3.8999277984E-005
#    -23    16       2.7120645041E-005
#    -23    17       1.7917445432E-005
#    -23    18       1.6657879297E-005
#    -23    19       3.0105646281E-005
#    -23    20       7.3857083804E-005
