 Diffraction intensities for potential:gv5x5_05D10010.in                       
#    -28    13       4.3393677814E-006
#    -28    14       4.9149733264E-006
#    -28    15       5.0453760688E-006
#    -27     7       8.6301206907E-006
#    -27     8       9.2532355964E-006
#    -27     9       6.5247983534E-007
#    -27    10       1.1201064992E-005
#    -27    11       1.7559314742E-005
#    -27    12       1.6944135354E-006
#    -27    13       1.8689196664E-007
#    -27    14       1.8390949048E-005
#    -27    15       1.4989348617E-005
#    -27    16       3.3473109807E-005
#    -27    17       1.4386883588E-005
#    -27    18       3.7222715426E-006
#    -27    19       1.8528414408E-005
#    -27    20       7.3847013618E-006
#    -26     4       2.4982745490E-005
#    -26     5       4.1785893420E-006
#    -26     6       7.2883404850E-006
#    -26     7       7.2775688639E-006
#    -26     8       2.6852037063E-005
#    -26     9       1.8127351325E-005
#    -26    10       7.7316082861E-006
#    -26    11       7.9404202470E-006
#    -26    12       1.3432294812E-005
#    -26    13       1.6065684218E-006
#    -26    14       6.5398429819E-006
#    -26    15       1.0921913562E-005
#    -26    16       2.3510185061E-005
#    -26    17       1.8229880992E-005
#    -26    18       4.7416622612E-005
#    -26    19       3.2782945356E-005
#    -26    20       8.1319772015E-007
#    -26    21       1.9801186470E-006
#    -26    22       3.5558867544E-005
#    -25     2       6.1362824126E-006
#    -25     3       2.8343760656E-006
#    -25     4       8.9990157288E-006
#    -25     5       1.0110017325E-003
#    -25     6       6.7727889186E-005
#    -25     7       2.1442560983E-005
#    -25     8       1.7738071809E-005
#    -25     9       1.6246330213E-005
#    -25    10       8.7592362697E-004
#    -25    11       5.4298687369E-005
#    -25    12       1.4385566854E-005
#    -25    13       6.1231980707E-007
#    -25    14       2.0144109291E-005
#    -25    15       4.8438158939E-004
#    -25    16       4.9706885887E-005
#    -25    17       3.6904515760E-005
#    -25    18       1.4644641526E-005
#    -25    19       9.6044524641E-005
#    -25    20       4.4345528136E-004
#    -25    21       3.1063799582E-005
#    -25    22       3.8965013473E-006
#    -25    23       4.8808302314E-006
#    -24     0       5.4302058674E-006
#    -24     1       2.9654154359E-005
#    -24     2       5.0498122110E-005
#    -24     3       4.9777655969E-005
#    -24     4       2.5039858473E-005
#    -24     5       8.3551574263E-006
#    -24     6       2.6738239129E-005
#    -24     7       4.7507256033E-005
#    -24     8       4.2721660643E-005
#    -24     9       7.3817272498E-005
#    -24    10       2.1492959786E-006
#    -24    11       4.9931390176E-006
#    -24    12       3.1310602404E-005
#    -24    13       1.1819187930E-004
#    -24    14       2.8151769117E-005
#    -24    15       1.8497373700E-006
#    -24    16       1.0972753588E-005
#    -24    17       4.1199970881E-005
#    -24    18       1.5800983354E-004
#    -24    19       1.1827092179E-004
#    -24    20       3.1373400355E-006
#    -24    21       2.3637264954E-005
#    -24    22       1.3381633312E-005
#    -24    23       4.4501881828E-005
#    -24    24       3.2020605052E-005
#    -23    -2       3.2709736595E-005
#    -23    -1       5.1229048566E-005
#    -23     0       1.4715506378E-005
#    -23     1       9.6243957092E-007
#    -23     2       4.8117042824E-005
#    -23     3       3.6886175933E-005
#    -23     4       7.9499749209E-005
#    -23     5       9.4681170735E-005
#    -23     6       1.3903868659E-006
#    -23     7       3.9337682921E-005
#    -23     8       1.0350571292E-005
#    -23     9       4.3585050928E-005
#    -23    10       4.7779900750E-006
#    -23    11       1.4891876116E-004
#    -23    12       2.9490142768E-005
#    -23    13       2.1205383882E-005
#    -23    14       4.4544984269E-005
#    -23    15       7.9075833614E-005
#    -23    16       9.0772953224E-005
#    -23    17       8.4809426124E-005
#    -23    18       6.5122316951E-006
#    -23    19       3.1079632605E-005
#    -23    20       1.2136176753E-004
#    -23    21       1.7061738929E-004
