 Diffraction intensities for potential:_5x5_02D10005.in                        
#    -45    11       4.3072925705E-007
#    -45    12       3.4660450587E-005
#    -45    13       2.7064956191E-005
#    -45    14       1.0407625390E-005
#    -45    15       4.6523892823E-005
#    -45    16       1.8914117985E-005
#    -44     7       6.7640524796E-006
#    -44     8       1.7557052449E-006
#    -44     9       3.7990419585E-005
#    -44    10       7.5327301047E-007
#    -44    11       2.3961503929E-005
#    -44    12       4.7709930029E-005
#    -44    13       5.7036314560E-006
#    -44    14       7.0496928481E-005
#    -44    15       5.9611188685E-006
#    -44    16       4.7889248281E-005
#    -44    17       2.8924469561E-005
#    -44    18       2.5462198514E-006
#    -44    19       4.0507294329E-005
#    -44    20       8.2540767203E-006
#    -43     4       1.7158360405E-006
#    -43     5       1.1098360678E-005
#    -43     6       1.8187351289E-005
#    -43     7       5.3675065921E-006
#    -43     8       4.8194089425E-005
#    -43     9       2.7489003522E-006
#    -43    10       3.6591903871E-005
#    -43    11       6.1512714871E-005
#    -43    12       1.5137943485E-005
#    -43    13       6.0827023136E-005
#    -43    14       4.8224590924E-006
#    -43    15       4.4949147238E-005
#    -43    16       3.7913861858E-005
#    -43    17       6.0118418399E-006
#    -43    18       1.7171427082E-004
#    -43    19       1.3310396037E-005
#    -43    20       5.1137155843E-005
#    -43    21       1.6614281457E-005
#    -43    22       8.2180026020E-006
#    -42     2       1.7195061581E-005
#    -42     3       5.3231347389E-006
#    -42     4       1.7990562508E-005
#    -42     5       1.4400112923E-005
#    -42     6       1.6659411783E-008
#    -42     7       2.1254413517E-005
#    -42     8       2.2970617243E-006
#    -42     9       3.8418846963E-005
#    -42    10       5.6911348011E-005
#    -42    11       9.8923556350E-006
#    -42    12       1.3999278377E-004
#    -42    13       8.1300981021E-006
#    -42    14       5.9019500491E-005
#    -42    15       4.6645547511E-005
#    -42    16       8.4304302781E-006
#    -42    17       1.0356078411E-004
#    -42    18       1.1837689615E-005
#    -42    19       7.3401617465E-005
#    -42    20       6.0190894262E-005
#    -42    21       2.9965908149E-006
#    -42    22       4.7187448524E-005
#    -42    23       1.0164277268E-005
#    -41     0       2.4988776863E-006
#    -41     1       1.6047361777E-005
#    -41     2       1.4149647990E-006
#    -41     3       2.6942275693E-005
#    -41     4       2.0025570672E-005
#    -41     5       1.0218821115E-006
#    -41     6       3.5390891534E-005
#    -41     7       6.2689071014E-006
#    -41     8       3.3718635079E-005
#    -41     9       5.7299373647E-005
#    -41    10       9.2962143553E-006
#    -41    11       1.3847784451E-004
#    -41    12       1.2443479009E-005
#    -41    13       8.8720517228E-005
#    -41    14       7.3211277630E-005
#    -41    15       1.2677688279E-005
#    -41    16       1.7302336227E-004
#    -41    17       1.0881284937E-005
#    -41    18       1.0598508140E-004
#    -41    19       7.2444389969E-005
#    -41    20       4.7573215842E-006
#    -41    21       1.1280559181E-004
#    -41    22       1.2492909462E-005
#    -41    23       3.6706709440E-005
#    -41    24       5.3070771129E-005
#    -40    -2       2.2567213713E-005
#    -40    -1       2.3173818573E-006
#    -40     0       4.9139316437E-005
#    -40     1       7.9348562471E-006
#    -40     2       5.4565652418E-005
#    -40     3       2.3571961689E-005
#    -40     4       2.2691504918E-006
#    -40     5       5.0934773007E-005
#    -40     6       3.9005650647E-006
#    -40     7       8.1733000014E-005
#    -40     8       5.5176745649E-005
#    -40     9       1.0847066691E-005
#    -40    10       1.3938246600E-004
#    -40    11       9.7911941259E-006
#    -40    12       1.1297975605E-004
#    -40    13       1.0719763961E-004
#    -40    14       2.5559646567E-005
#    -40    15       1.4428165555E-004
#    -40    16       2.8395391136E-005
#    -40    17       1.1281046131E-004
#    -40    18       1.0332880022E-004
#    -40    19       8.3746147845E-006
#    -40    20       8.9671458406E-005
#    -40    21       6.1211470988E-006
#    -40    22       2.0841498313E-005
#    -40    23       5.9007397044E-005
#    -40    24       9.1453798892E-006
#    -40    25       4.0502742740E-005
#    -39    -4       1.1971576817E-005
#    -39    -3       1.0086069716E-005
#    -39    -2       1.7292402960E-006
#    -39    -1       3.9836768157E-005
#    -39     0       7.8358237044E-007
#    -39     1       2.6845531665E-005
#    -39     2       2.3884526839E-005
#    -39     3       1.2833906840E-006
#    -39     4       6.5474710369E-005
#    -39     5       2.7864478132E-006
#    -39     6       4.8758109539E-005
#    -39     7       4.2914067457E-005
#    -39     8       1.1880639513E-005
#    -39     9       9.5142058687E-005
#    -39    10       4.7602616404E-006
#    -39    11       1.0016708172E-004
#    -39    12       1.1245644435E-004
#    -39    13       1.2851176051E-005
#    -39    14       2.0763004489E-004
#    -39    15       3.0821586276E-005
#    -39    16       1.3649267030E-004
#    -39    17       1.0500101216E-004
#    -39    18       2.1491926815E-005
#    -39    19       1.4822662495E-004
#    -39    20       8.6275291647E-006
#    -39    21       9.3700361775E-005
#    -39    22       7.0362900266E-005
#    -39    23       2.1926051423E-005
#    -39    24       2.1885423277E-004
#    -39    25       1.5754575704E-005
#    -39    26       2.4463346715E-005
#    -38    -5       1.2295246196E-005
#    -38    -4       1.2323546531E-005
#    -38    -3       5.0439911578E-006
#    -38    -2       8.0975584139E-005
#    -38    -1       2.2748548335E-006
#    -38     0       2.0515417527E-005
#    -38     1       1.9475209236E-005
#    -38     2       4.1083483696E-006
#    -38     3       8.3001605514E-005
#    -38     4       4.7983960675E-006
#    -38     5       5.4897277424E-005
#    -38     6       4.6969476025E-005
#    -38     7       1.3753746793E-005
#    -38     8       6.3709439220E-005
#    -38     9       5.5050873290E-006
#    -38    10       7.1637575025E-005
#    -38    11       9.2882302647E-005
#    -38    12       1.6578922236E-005
#    -38    13       2.3641134109E-004
#    -38    14       2.0260561564E-005
#    -38    15       1.3772379020E-004
#    -38    16       1.0776289247E-004
#    -38    17       1.8516940202E-005
#    -38    18       3.2765660752E-004
#    -38    19       2.0100138544E-005
#    -38    20       9.9144345171E-005
#    -38    21       9.0617466461E-005
#    -38    22       2.2313639433E-005
#    -38    23       9.4463307567E-005
#    -38    24       3.7827340899E-005
#    -38    25       8.9130401412E-005
#    -38    26       5.6036476202E-005
#    -37    -7       4.3844634790E-006
#    -37    -6       1.1289309294E-005
#    -37    -5       1.1698371980E-005
#    -37    -4       3.9763348893E-006
#    -37    -3       1.8626390324E-005
#    -37    -2       2.8727485197E-006
#    -37    -1       1.5889024735E-005
#    -37     0       2.2972954264E-005
#    -37     1       2.1639789525E-006
#    -37     2       4.7332107132E-005
#    -37     3       5.0543257332E-006
#    -37     4       5.6240871470E-005
#    -37     5       5.5969005098E-005
#    -37     6       7.7171175952E-006
#    -37     7       9.3859409927E-005
#    -37     8       5.0606612476E-006
#    -37     9       6.2038531496E-005
#    -37    10       6.3340773244E-005
#    -37    11       1.6139966802E-005
#    -37    12       1.6917235713E-004
#    -37    13       1.4076295478E-005
#    -37    14       1.0853655032E-004
