 Diffraction intensities for potential:_5x5_03D10006.in                        
#    -45    11       6.2597225652E-006
#    -45    12       5.2093034560E-006
#    -45    13       3.2458877968E-005
#    -45    14       8.4232665440E-007
#    -45    15       1.3279099744E-004
#    -45    16       8.7742536005E-006
#    -44     7       1.1629498914E-005
#    -44     8       1.1121112716E-005
#    -44     9       2.4016521280E-005
#    -44    10       1.7586742245E-005
#    -44    11       6.2450090464E-005
#    -44    12       6.4424899828E-005
#    -44    13       4.0548011218E-005
#    -44    14       2.8895197433E-005
#    -44    15       3.9943483503E-005
#    -44    16       1.3706847337E-004
#    -44    17       4.1288902111E-005
#    -44    18       1.0196486297E-005
#    -44    19       1.3425763442E-005
#    -44    20       4.6340968536E-005
#    -43     4       1.8401706470E-006
#    -43     5       1.4988726045E-006
#    -43     6       3.0880998076E-005
#    -43     7       1.5519324094E-005
#    -43     8       8.7491243093E-005
#    -43     9       2.7772036937E-006
#    -43    10       8.2210312160E-006
#    -43    11       1.2760794538E-004
#    -43    12       4.5618870918E-005
#    -43    13       1.3316281458E-004
#    -43    14       1.2825052561E-005
#    -43    15       2.6121296182E-006
#    -43    16       8.9499079827E-005
#    -43    17       4.5613329452E-005
#    -43    18       2.0251603014E-004
#    -43    19       1.1745076151E-005
#    -43    20       1.1493759248E-005
#    -43    21       3.3383705288E-005
#    -43    22       1.2909756852E-005
#    -42     2       3.2927711049E-005
#    -42     3       2.3647736894E-005
#    -42     4       4.1298355397E-005
#    -42     5       1.9453042216E-006
#    -42     6       2.5529715070E-006
#    -42     7       3.9386719404E-005
#    -42     8       1.9064917371E-005
#    -42     9       9.7599134320E-005
#    -42    10       1.5846753459E-005
#    -42    11       9.2413048454E-006
#    -42    12       1.9736714661E-004
#    -42    13       5.6797997089E-005
#    -42    14       1.3112543633E-004
#    -42    15       4.2431697950E-006
#    -42    16       1.2499010177E-005
#    -42    17       1.4715868149E-004
#    -42    18       3.0848870800E-005
#    -42    19       1.9471042724E-004
#    -42    20       8.9057705968E-006
#    -42    21       5.5248772310E-006
#    -42    22       7.7454674115E-005
#    -42    23       2.7795032594E-005
#    -41     0       2.3454376510E-005
#    -41     1       1.6434360339E-005
#    -41     2       7.5748671095E-006
#    -41     3       3.7598398187E-005
#    -41     4       4.8568367729E-005
#    -41     5       2.2702352698E-005
#    -41     6       1.7992735984E-005
#    -41     7       3.4309089161E-005
#    -41     8       3.7341360786E-005
#    -41     9       1.4439589484E-004
#    -41    10       6.2709958632E-005
#    -41    11       1.0379637043E-004
#    -41    12       7.3637219427E-005
#    -41    13       9.7742340552E-005
#    -41    14       1.7182927123E-004
#    -41    15       8.3511726494E-005
#    -41    16       5.8020033473E-005
#    -41    17       7.5473778768E-005
#    -41    18       1.2447088366E-004
#    -41    19       1.8278932345E-004
#    -41    20       8.2171632703E-005
#    -41    21       6.2558386165E-005
#    -41    22       3.7402806448E-005
#    -41    23       5.0253905076E-005
#    -41    24       1.1827734297E-004
#    -40    -2       1.3618969910E-005
#    -40    -1       2.8975114078E-006
#    -40     0       1.5037957780E-004
#    -40     1       7.1660826334E-006
#    -40     2       4.3659955718E-005
#    -40     3       2.0837922596E-005
#    -40     4       1.7418918519E-005
#    -40     5       1.2010863356E-004
#    -40     6       1.0928893172E-005
#    -40     7       5.3811710646E-005
#    -40     8       4.5976063791E-005
#    -40     9       4.1940136827E-006
#    -40    10       3.1713008572E-004
#    -40    11       9.4508287193E-006
#    -40    12       1.1123637738E-004
