 Diffraction intensities for potential:7x7MoS210001.in                         
#    -57    12       2.5314738178E-006
#    -57    13       5.6973371400E-006
#    -57    14       6.5443878452E-006
#    -57    15       5.8337087408E-006
#    -57    16       9.3004162447E-006
#    -57    17       8.0167683087E-006
#    -57    18       8.8893890555E-006
#    -57    19       8.7868381831E-006
#    -57    20       9.1315563731E-006
#    -57    21       1.1786049742E-005
#    -57    22       1.2005941955E-005
#    -57    23       7.3133108063E-006
#    -57    24       1.0530626126E-005
#    -57    25       7.6159025952E-006
#    -57    26       6.2988886971E-006
#    -57    27       3.6665704698E-006
#    -57    28       4.2605712655E-006
#    -57    29       4.1048488989E-006
#    -57    30       7.8187015541E-006
#    -57    31       8.3649977654E-006
#    -57    32       4.3857248178E-006
#    -57    33       6.8522179719E-006
#    -57    34       3.3244271626E-006
#    -56    -3       1.6404941382E-006
#    -56    -2       2.5332343964E-006
#    -56    -1       2.8347624882E-006
#    -56     0       2.4557038341E-006
#    -56     1       2.2509732572E-006
#    -56     2       7.6856133379E-007
#    -56     3       3.2650428927E-006
#    -56     4       1.2224181812E-006
#    -56     5       1.6826076914E-006
#    -56     6       4.6722824206E-006
#    -56     7       4.6777988076E-006
#    -56     8       1.1865859307E-006
#    -56     9       2.6955055466E-006
#    -56    10       8.8085162038E-006
#    -56    11       6.1960108331E-006
#    -56    12       4.7158108249E-006
#    -56    13       6.6529665655E-006
#    -56    14       1.9592984314E-005
#    -56    15       6.7505269338E-006
#    -56    16       5.7993738219E-006
#    -56    17       9.7394518580E-006
#    -56    18       1.1788312715E-005
#    -56    19       6.2910788322E-006
#    -56    20       1.0311662436E-005
#    -56    21       4.4609167411E-006
#    -56    22       1.5396816645E-005
#    -56    23       1.0083937462E-005
#    -56    24       1.4160645409E-005
#    -56    25       9.9229627675E-006
#    -56    26       8.4628697704E-006
#    -56    27       8.3990960162E-006
#    -56    28       7.5896570388E-007
#    -56    29       1.0008690258E-005
#    -56    30       8.7905647277E-006
#    -56    31       2.8322377965E-006
#    -56    32       5.0689591646E-006
#    -56    33       1.2377734558E-005
#    -56    34       2.9373638923E-006
#    -56    35       1.0542401699E-005
#    -55    -5       7.4332590540E-007
#    -55    -4       1.6534879557E-006
#    -55    -3       1.9415698251E-006
#    -55    -2       5.7596916260E-006
#    -55    -1       2.2515965481E-006
#    -55     0       3.3026003441E-006
#    -55     1       3.5553551431E-006
#    -55     2       3.9692875018E-006
#    -55     3       1.6460466395E-006
#    -55     4       3.1860815654E-006
#    -55     5       3.6640490666E-006
#    -55     6       3.1383751617E-006
#    -55     7       3.6216537339E-006
#    -55     8       3.1734917316E-006
#    -55     9       5.6005074131E-006
#    -55    10       3.7434080122E-006
#    -55    11       7.1913898615E-006
#    -55    12       5.9427519724E-006
#    -55    13       4.7748676711E-006
#    -55    14       9.5797512521E-006
#    -55    15       8.9168960344E-006
#    -55    16       1.2003414121E-005
#    -55    17       1.0438906025E-005
#    -55    18       1.3064514252E-005
#    -55    19       1.5905257045E-005
#    -55    20       1.3239239892E-005
#    -55    21       1.2290808821E-005
#    -55    22       1.6752459503E-005
#    -55    23       1.0754761764E-005
#    -55    24       1.3357746084E-005
#    -55    25       7.5645366574E-006
#    -55    26       1.0446579628E-005
#    -55    27       1.1765396430E-005
#    -55    28       6.1507580895E-006
#    -55    29       7.8580207934E-006
#    -55    30       8.2841806399E-006
#    -55    31       7.1059637362E-006
#    -55    32       8.4789971977E-006
#    -55    33       2.3439647510E-006
#    -55    34       8.3889477448E-006
#    -55    35       8.3825527587E-006
#    -55    36       4.9934042141E-006
#    -54    -7       5.3839076426E-007
#    -54    -6       5.7179745874E-007
#    -54    -5       1.4377955909E-006
#    -54    -4       1.2621423125E-006
#    -54    -3       3.5812284696E-006
#    -54    -2       7.6927290272E-007
#    -54    -1       3.5531409469E-006
#    -54     0       2.0428333154E-006
#    -54     1       2.7243643227E-006
#    -54     2       2.3782087508E-006
#    -54     3       3.1293620701E-006
#    -54     4       4.9414180026E-006
#    -54     5       3.3111774433E-006
#    -54     6       5.3262298742E-006
#    -54     7       3.2158409994E-006
#    -54     8       4.3718169009E-006
#    -54     9       5.3146145356E-006
#    -54    10       4.0873211177E-006
#    -54    11       6.0729398525E-006
#    -54    12       5.7427582835E-006
#    -54    13       9.4081049900E-006
#    -54    14       8.2318714598E-006
#    -54    15       1.1123183809E-005
#    -54    16       1.1741446788E-005
#    -54    17       1.2725890238E-005
#    -54    18       1.5765301282E-005
#    -54    19       1.3553999741E-005
#    -54    20       1.6247865612E-005
#    -54    21       1.4687049016E-005
#    -54    22       1.4329530532E-005
#    -54    23       1.0695279919E-005
#    -54    24       1.8741015215E-005
#    -54    25       1.3920893624E-005
#    -54    26       1.4211747181E-005
#    -54    27       8.0191410660E-006
#    -54    28       7.0023330829E-006
#    -54    29       7.3548826171E-006
#    -54    30       8.6597893901E-006
#    -54    31       1.2555582374E-005
#    -54    32       1.7677604949E-006
#    -54    33       1.0231594417E-005
#    -54    34       6.6366511081E-006
#    -54    35       1.1009361029E-005
#    -54    36       5.6819561540E-006
#    -53    -8       8.4111772112E-007
#    -53    -7       1.2031313982E-006
#    -53    -6       5.6654694597E-007
#    -53    -5       2.3747276135E-006
#    -53    -4       1.1304730509E-006
#    -53    -3       3.2725183496E-006
#    -53    -2       3.9745739854E-006
#    -53    -1       2.7260447443E-006
#    -53     0       3.4860671456E-006
#    -53     1       2.5258323727E-006
#    -53     2       2.7318338401E-006
#    -53     3       2.9429282128E-006
#    -53     4       3.8802921497E-006
#    -53     5       4.5592017889E-006
#    -53     6       4.2536445307E-006
#    -53     7       4.4527869668E-006
#    -53     8       5.3089465939E-006
#    -53     9       4.9374597307E-006
#    -53    10       4.5934345392E-006
#    -53    11       5.8468048105E-006
#    -53    12       8.3678074325E-006
#    -53    13       6.9905266978E-006
#    -53    14       9.4910274519E-006
#    -53    15       9.9996505286E-006
#    -53    16       1.2992210297E-005
#    -53    17       1.1507669081E-005
#    -53    18       1.4975001502E-005
#    -53    19       1.3920304096E-005
#    -53    20       1.6458000850E-005
#    -53    21       1.6061821853E-005
#    -53    22       1.3633026020E-005
#    -53    23       1.2390483829E-005
#    -53    24       1.2699404696E-005
#    -53    25       1.0171248082E-005
#    -53    26       7.1060360630E-006
#    -53    27       1.1731031680E-005
#    -53    28       7.6983236146E-006
#    -53    29       1.0942519231E-005
#    -53    30       8.8917235169E-006
#    -53    31       1.2499239558E-005
#    -53    32       1.2363446451E-005
#    -53    33       1.0953351695E-005
#    -53    34       6.1715288773E-006
#    -53    35       1.2632216232E-005
#    -53    36       3.0263499892E-006
#    -53    37       4.0351139438E-006
#    -52    -9       1.2888064642E-006
#    -52    -8       1.7459610828E-006
#    -52    -7       9.0120834242E-007
#    -52    -6       4.0199287769E-006
#    -52    -5       1.4148262012E-006
#    -52    -4       1.2236382900E-006
#    -52    -3       1.6465473721E-006
#    -52    -2       2.3799198669E-006
#    -52    -1       2.5270508834E-006
#    -52     0       3.4303549940E-006
#    -52     1       4.0937392027E-006
#    -52     2       3.1179868103E-006
#    -52     3       4.9777949461E-006
#    -52     4       4.6857256293E-006
#    -52     5       6.7322264253E-006
#    -52     6       5.3717684499E-006
#    -52     7       5.9268393885E-006
#    -52     8       5.8746955473E-006
#    -52     9       3.6330786445E-006
#    -52    10       4.8802621264E-006
#    -52    11       5.2887489921E-006
#    -52    12       9.8147526667E-006
#    -52    13       1.1260308439E-005
#    -52    14       1.0908711398E-005
#    -52    15       1.2111672401E-005
#    -52    16       1.2285585503E-005
#    -52    17       1.2055754222E-005
#    -52    18       1.2175477924E-005
#    -52    19       1.2514325642E-005
#    -52    20       8.7457379744E-006
#    -52    21       1.5005545604E-005
#    -52    22       1.3334217049E-005
#    -52    23       1.4684280256E-005
#    -52    24       1.0894003866E-005
#    -52    25       9.3348254275E-006
#    -52    26       8.2892740262E-006
#    -52    27       9.9835086460E-006
#    -52    28       1.0504008026E-005
#    -52    29       8.5543184726E-006
#    -52    30       1.4318249879E-005
#    -52    31       1.3177931605E-005
#    -52    32       1.2727056510E-005
#    -52    33       9.0009816836E-006
#    -52    34       1.5869404524E-005
#    -52    35       7.2715738668E-006
#    -52    36       9.3077327409E-006
#    -52    37       2.9003834076E-006
#    -51   -11       1.9506552235E-006
#    -51   -10       1.5635766405E-006
#    -51    -9       2.7791889714E-006
#    -51    -8       2.4023500252E-006
#    -51    -7       1.4135886292E-006
#    -51    -6       5.9936836438E-006
#    -51    -5       1.6805518410E-006
#    -51    -4       3.1865537954E-006
#    -51    -3       3.1280638072E-006
#    -51    -2       2.7318644176E-006
#    -51    -1       4.0910544278E-006
#    -51     0       3.8239244028E-006
#    -51     1       4.8577707348E-006
#    -51     2       4.0237032995E-006
#    -51     3       5.1505473646E-006
#    -51     4       4.6774245106E-006
#    -51     5       5.2757922172E-006
#    -51     6       4.9845228100E-006
#    -51     7       4.1778820334E-006
#    -51     8       5.5478904711E-006
#    -51     9       5.1710727106E-006
#    -51    10       5.7456903766E-006
#    -51    11       5.8909114350E-006
#    -51    12       5.8055669992E-006
#    -51    13       8.4416209849E-006
#    -51    14       8.9028020173E-006
#    -51    15       8.2025692160E-006
#    -51    16       9.7262226391E-006
#    -51    17       9.5032527987E-006
#    -51    18       1.0213727663E-005
#    -51    19       1.2325893595E-005
#    -51    20       8.9452558278E-006
#    -51    21       7.7986536430E-006
#    -51    22       1.2404274532E-005
#    -51    23       1.0474283246E-005
#    -51    24       1.0539635327E-005
#    -51    25       9.1267363532E-006
#    -51    26       4.0411982530E-006
#    -51    27       7.3709100076E-006
#    -51    28       7.0630799668E-006
#    -51    29       1.1743049789E-005
#    -51    30       1.0191409250E-005
#    -51    31       1.2462806432E-005
#    -51    32       7.7278188766E-006
#    -51    33       2.0659813621E-005
#    -51    34       1.2157165909E-005
#    -51    35       2.4900940718E-005
#    -51    36       4.3615690800E-006
#    -51    37       3.5317910534E-006
#    -51    38       2.8378529404E-006
#    -50   -12       1.1607619058E-006
#    -50   -11       3.3762327214E-006
#    -50   -10       1.2262703075E-006
#    -50    -9       4.9209804114E-008
#    -50    -8       2.0218383484E-006
#    -50    -7       2.6977015369E-006
#    -50    -6       4.6645120615E-006
#    -50    -5       3.6550106119E-006
#    -50    -4       4.9335821378E-006
#    -50    -3       2.9364336529E-006
#    -50    -2       3.1125946104E-006
#    -50    -1       4.8534112778E-006
#    -50     0       5.8131549181E-006
#    -50     1       3.8046987984E-006
#    -50     2       7.2112809034E-006
#    -50     3       6.3511205242E-006
#    -50     4       4.4255003764E-006
#    -50     5       4.4020037298E-006
#    -50     6       6.3263331101E-006
#    -50     7       5.3617873797E-006
#    -50     8       3.2516763589E-006
#    -50     9       6.4271734032E-006
#    -50    10       5.1341489746E-006
#    -50    11       4.7871858608E-006
#    -50    12       4.7781168112E-006
#    -50    13       5.7007933707E-006
#    -50    14       7.2994162053E-006
#    -50    15       7.1368246953E-006
#    -50    16       6.3140673050E-006
#    -50    17       8.7784284908E-006
#    -50    18       8.0344401365E-006
#    -50    19       8.7527825862E-006
#    -50    20       1.0521505053E-005
#    -50    21       1.1141359477E-005
#    -50    22       9.8921733201E-006
#    -50    23       1.1120826819E-005
#    -50    24       9.4623114989E-006
#    -50    25       7.9303391731E-006
#    -50    26       5.2192364968E-006
#    -50    27       5.4123720600E-006
#    -50    28       5.6086893567E-006
#    -50    29       6.5897466295E-006
#    -50    30       1.6143813478E-005
#    -50    31       1.3306313836E-005
#    -50    32       1.3774907109E-005
#    -50    33       1.5236160633E-005
#    -50    34       1.0177958679E-005
#    -50    35       4.9140818460E-006
#    -50    36       8.6917117727E-006
#    -50    37       3.9090899644E-006
#    -50    38       2.3889197857E-006
#    -49   -13       1.0637581163E-006
#    -49   -12       2.5089256769E-006
#    -49   -11       2.1858122549E-006
#    -49   -10       2.4787799117E-006
#    -49    -9       3.2761397605E-006
#    -49    -8       1.1793205658E-006
#    -49    -7       4.6591759569E-006
#    -49    -6       3.1242368164E-006
#    -49    -5       3.3019852112E-006
#    -49    -4       3.8697953297E-006
#    -49    -3       4.9687239953E-006
#    -49    -2       4.0180826384E-006
#    -49    -1       3.7993402075E-006
#    -49     0       2.6858175284E-005
#    -49     1       4.6702870085E-006
#    -49     2       3.9382440058E-006
#    -49     3       7.6749409819E-006
#    -49     4       5.7281700782E-006
#    -49     5       4.9855663005E-006
#    -49     6       6.6052549359E-006
#    -49     7       1.9247884560E-005
#    -49     8       3.4320666500E-006
#    -49     9       3.7729886167E-006
#    -49    10       5.4761322269E-006
#    -49    11       5.5076107756E-006
#    -49    12       3.3194406470E-006
#    -49    13       4.2025723513E-006
#    -49    14       1.2313195089E-004
#    -49    15       6.0056433303E-006
#    -49    16       5.5569453787E-006
#    -49    17       8.6198821290E-006
#    -49    18       7.5831205887E-006
#    -49    19       9.1144800593E-006
#    -49    20       1.2624948835E-005
#    -49    21       1.1431489820E-004
#    -49    22       1.2660660163E-005
#    -49    23       1.0606053613E-005
#    -49    24       7.7776387196E-006
#    -49    25       6.3531740674E-006
#    -49    26       7.7852769946E-006
#    -49    27       6.0488712008E-006
#    -49    28       4.1211230313E-005
#    -49    29       1.0411808227E-005
#    -49    30       1.0953995206E-005
#    -49    31       9.5601070550E-006
#    -49    32       1.6271918067E-005
#    -49    33       1.5566338786E-005
#    -49    34       8.2338130370E-006
#    -49    35       1.2575466848E-005
#    -49    36       4.8315787537E-006
#    -49    37       3.6416607018E-006
#    -49    38       3.4319971085E-006
#    -48   -14       2.8614803478E-006
#    -48   -13       5.5698466308E-006
#    -48   -12       3.3204621807E-006
#    -48   -11       3.2645653772E-006
#    -48   -10       3.4987557623E-006
#    -48    -9       5.0802453931E-006
#    -48    -8       1.1783330640E-006
#    -48    -7       3.6019970378E-006
#    -48    -6       5.3081084879E-006
#    -48    -5       4.5398317089E-006
#    -48    -4       4.6693829468E-006
#    -48    -3       5.1356316053E-006
#    -48    -2       7.2001175232E-006
#    -48    -1       4.6655336418E-006
#    -48     0       5.1221477966E-006
#    -48     1       6.5372726118E-006
#    -48     2       6.0764410512E-006
#    -48     3       5.5026517453E-006
#    -48     4       6.2024506783E-006
#    -48     5       6.3878648693E-006
#    -48     6       5.1489713052E-006
#    -48     7       5.6256015197E-006
#    -48     8       4.0326055411E-006
#    -48     9       5.4157583576E-006
#    -48    10       3.4040246219E-006
#    -48    11       4.5295010759E-006
#    -48    12       4.2563757104E-006
#    -48    13       3.0755053080E-006
#    -48    14       3.7263348478E-006
#    -48    15       5.4582207346E-006
#    -48    16       4.6083231971E-006
#    -48    17       6.7737145311E-006
#    -48    18       7.2455605360E-006
#    -48    19       9.2506281292E-006
#    -48    20       1.2801391535E-005
#    -48    21       1.1041063515E-005
#    -48    22       1.0625985267E-005
#    -48    23       1.0910370484E-005
#    -48    24       7.0134522284E-006
#    -48    25       6.3674715692E-006
#    -48    26       2.6293169047E-006
#    -48    27       7.1863789017E-006
#    -48    28       7.6979397856E-006
#    -48    29       8.6602604421E-006
#    -48    30       1.5001904278E-005
#    -48    31       1.6084375063E-005
#    -48    32       1.4140820584E-005
#    -48    33       1.6270149527E-005
#    -48    34       1.1227191874E-005
#    -48    35       4.1016002026E-006
#    -48    36       1.0033111798E-005
#    -48    37       4.1710782638E-006
#    -48    38       2.5608679078E-006
#    -47   -16       1.4300512357E-006
#    -47   -15       7.4863481267E-007
#    -47   -14       3.5540992774E-006
#    -47   -13       3.0628590223E-006
#    -47   -12       1.1329393135E-005
#    -47   -11       3.4177108189E-006
#    -47   -10       4.1876758991E-006
#    -47    -9       2.6737459600E-006
#    -47    -8       3.1478309291E-006
#    -47    -7       3.1922709576E-006
#    -47    -6       4.2290969419E-006
#    -47    -5       6.7072059766E-006
#    -47    -4       4.6580491182E-006
#    -47    -3       6.3317218777E-006
#    -47    -2       3.9289407205E-006
#    -47    -1       6.5281469155E-006
#    -47     0       4.7317043011E-006
#    -47     1       5.8822622071E-006
#    -47     2       6.0620830207E-006
#    -47     3       6.5955507378E-006
#    -47     4       7.1799502453E-006
#    -47     5       5.7934879197E-006
#    -47     6       6.6615926700E-006
#    -47     7       4.0598194349E-006
#    -47     8       4.2886928888E-006
#    -47     9       4.0598374047E-006
#    -47    10       1.8833806808E-006
#    -47    11       2.5561103553E-006
#    -47    12       1.6701876511E-006
#    -47    13       2.7545691634E-006
#    -47    14       2.7466238623E-006
#    -47    15       4.0437197665E-006
#    -47    16       4.0530298666E-006
#    -47    17       9.6722207300E-006
#    -47    18       8.8744007944E-006
#    -47    19       1.0739540641E-005
#    -47    20       1.0154731477E-005
#    -47    21       1.0309342528E-005
#    -47    22       8.1266344867E-006
#    -47    23       7.0627993302E-006
#    -47    24       6.7200772922E-006
#    -47    25       2.5051634704E-006
#    -47    26       5.2003201668E-006
#    -47    27       4.1864506887E-006
#    -47    28       8.8837949648E-006
#    -47    29       8.2894037659E-006
#    -47    30       9.2121231624E-006
#    -47    31       8.6841768088E-006
#    -47    32       1.5700738032E-005
#    -47    33       1.6219237554E-005
#    -47    34       1.0998681639E-005
#    -47    35       3.6078191728E-006
#    -47    36       8.4641400657E-006
#    -47    37       4.5599627120E-006
#    -47    38       9.4867197797E-006
#    -47    39       3.5166456893E-006
#    -46   -17       4.4519666627E-006
#    -46   -16       4.9409745819E-006
#    -46   -15       3.8096777172E-006
#    -46   -14       3.4269150467E-006
#    -46   -13       9.4258821544E-006
#    -46   -12       3.9448796699E-006
#    -46   -11       3.0495466878E-006
#    -46   -10       8.7690309712E-006
#    -46    -9       5.5616940250E-006
#    -46    -8       4.3379007061E-006
#    -46    -7       4.4200374093E-006
#    -46    -6       5.3428028902E-006
#    -46    -5       5.2499660019E-006
#    -46    -4       4.4058285080E-006
#    -46    -3       7.6621751473E-006
#    -46    -2       6.0671712132E-006
#    -46    -1       5.8792315231E-006
#    -46     0       6.2058708764E-006
#    -46     1       5.9552638629E-006
#    -46     2       6.4907123319E-006
#    -46     3       6.5090779273E-006
#    -46     4       6.6254437925E-006
#    -46     5       5.9231319941E-006
#    -46     6       4.8771561043E-006
#    -46     7       3.8486206359E-006
#    -46     8       3.3910297450E-006
#    -46     9       2.6138325705E-006
#    -46    10       1.7336534310E-006
#    -46    11       1.8388583096E-006
#    -46    12       1.9213802791E-006
#    -46    13       2.2294488426E-006
#    -46    14       2.9469487452E-006
#    -46    15       3.5430939889E-006
#    -46    16       4.7632983694E-006
#    -46    17       6.5148547728E-006
#    -46    18       7.4392403720E-006
#    -46    19       6.9966732718E-006
#    -46    20       9.1527443095E-006
#    -46    21       8.0859146229E-006
#    -46    22       7.2677639827E-006
#    -46    23       4.9919534998E-006
#    -46    24       4.0056454359E-006
#    -46    25       2.1517087782E-006
#    -46    26       2.9908523136E-006
#    -46    27       4.1226059975E-006
#    -46    28       4.6403616619E-006
#    -46    29       7.2371083310E-006
#    -46    30       9.5980372187E-006
#    -46    31       1.8384616287E-005
#    -46    32       8.9354695077E-006
#    -46    33       1.6885312987E-005
#    -46    34       1.0952094150E-005
#    -46    35       9.4961038088E-006
#    -46    36       9.5969362877E-006
#    -46    37       9.1141593361E-006
#    -46    38       5.9498958007E-006
#    -46    39       1.1289836263E-005
#    -45   -18       3.6881724870E-006
#    -45   -17       1.6253748398E-006
#    -45   -16       6.1512754833E-006
#    -45   -15       5.7824561865E-006
#    -45   -14       1.0033818484E-005
#    -45   -13       3.9458682748E-006
#    -45   -12       2.5026851815E-006
#    -45   -11       6.1460577741E-006
#    -45   -10       3.7024873056E-006
#    -45    -9       5.2703921902E-006
#    -45    -8       5.2705570024E-006
#    -45    -7       5.8911826117E-006
#    -45    -6       4.9595644604E-006
#    -45    -5       4.3806504247E-006
#    -45    -4       5.7154421554E-006
#    -45    -3       5.4928255578E-006
#    -45    -2       6.0616474331E-006
#    -45    -1       5.9575725591E-006
#    -45     0       7.0056358864E-006
#    -45     1       6.5615888119E-006
#    -45     2       5.7887865765E-006
#    -45     3       6.3408045668E-006
#    -45     4       5.1404984985E-006
#    -45     5       5.4298553749E-006
#    -45     6       4.7863500244E-006
#    -45     7       3.5738329548E-006
#    -45     8       2.5125171845E-006
#    -45     9       1.6034571373E-006
#    -45    10       1.2379333433E-006
#    -45    11       1.0644196016E-006
#    -45    12       1.4905987241E-006
#    -45    13       9.1987100653E-007
#    -45    14       2.2296570938E-006
#    -45    15       3.3221430906E-006
#    -45    16       4.3817689647E-006
#    -45    17       5.8281827484E-006
#    -45    18       5.9235374642E-006
#    -45    19       5.6814765995E-006
#    -45    20       6.7801197422E-006
#    -45    21       5.5019448702E-006
#    -45    22       3.2576959408E-006
#    -45    23       3.2419245921E-006
#    -45    24       1.7271876687E-006
#    -45    25       1.5028074890E-006
#    -45    26       1.2310970121E-006
#    -45    27       3.7129234951E-006
#    -45    28       7.2401143856E-006
#    -45    29       8.7729489003E-006
#    -45    30       1.4784145731E-005
#    -45    31       1.0343747436E-005
#    -45    32       1.2734747771E-005
#    -45    33       1.7109659702E-005
#    -45    34       2.1178892299E-005
#    -45    35       8.5299808766E-006
#    -45    36       1.1014080107E-005
#    -45    37       3.7217719012E-006
#    -45    38       5.8636978270E-006
#    -45    39       4.3869545428E-006
#    -44   -19       5.6154868998E-007
#    -44   -18       5.7207142078E-006
#    -44   -17       2.8762560910E-006
#    -44   -16       6.2410468190E-006
#    -44   -15       8.2167819389E-006
#    -44   -14       4.0875666121E-006
#    -44   -13       5.6492036322E-006
#    -44   -12       4.6672661332E-006
#    -44   -11       7.1325782527E-006
#    -44   -10       4.0432742245E-006
#    -44    -9       4.8954760004E-006
#    -44    -8       5.8510141535E-006
#    -44    -7       4.1550353637E-006
#    -44    -6       6.3053810948E-006
#    -44    -5       4.9790952884E-006
#    -44    -4       6.2016164115E-006
#    -44    -3       6.5964269252E-006
#    -44    -2       6.4981572703E-006
#    -44    -1       6.5661583373E-006
#    -44     0       6.3861091657E-006
#    -44     1       7.4582180864E-006
#    -44     2       5.3026010604E-006
#    -44     3       5.0368472904E-006
#    -44     4       4.2239995675E-006
#    -44     5       2.8808022789E-006
#    -44     6       2.3577590725E-006
#    -44     7       2.2690747123E-006
#    -44     8       1.8924253734E-006
#    -44     9       1.1559550075E-006
#    -44    10       1.0124984884E-006
#    -44    11       1.1320767883E-006
#    -44    12       1.5315359946E-006
#    -44    13       1.3702175593E-006
#    -44    14       1.2914146290E-006
#    -44    15       2.7674707852E-006
#    -44    16       3.2097418668E-006
#    -44    17       3.7945595200E-006
#    -44    18       3.4222911448E-006
