 Diffraction intensities for potential:gv5x5_05D10002.in                       
#    -28    13       4.4647807383E-005
#    -28    14       2.0692169296E-005
#    -28    15       1.8712790742E-007
#    -27     7       5.6202498021E-007
#    -27     8       1.3302631335E-007
#    -27     9       4.5838438339E-007
#    -27    10       4.5541953130E-006
#    -27    11       2.0762607954E-008
#    -27    12       7.9579843500E-006
#    -27    13       3.1832868899E-005
#    -27    14       1.5506961200E-005
#    -27    15       2.7729161776E-005
#    -27    16       3.1669851758E-005
#    -27    17       5.1511052516E-005
#    -27    18       2.2996487562E-005
#    -27    19       2.5568823610E-005
#    -27    20       5.1138631391E-005
#    -26     4       5.7534910205E-005
#    -26     5       1.0645113401E-005
#    -26     6       3.2270996670E-005
#    -26     7       8.5169226411E-005
#    -26     8       5.1889905871E-006
#    -26     9       8.9165188766E-006
#    -26    10       2.9526175124E-006
#    -26    11       7.2371528358E-006
#    -26    12       1.3078486130E-005
#    -26    13       7.8658504049E-007
#    -26    14       3.8035357628E-006
#    -26    15       4.7437864869E-006
#    -26    16       3.4930929939E-005
#    -26    17       3.9030234947E-006
#    -26    18       1.7764939217E-005
#    -26    19       2.5186850781E-005
#    -26    20       1.4897128176E-005
#    -26    21       1.1312394275E-005
#    -26    22       1.1723820499E-005
#    -25     2       4.0363291576E-005
#    -25     3       5.3397501350E-005
#    -25     4       1.3653359561E-004
#    -25     5       1.2302593354E-003
#    -25     6       1.8028923231E-004
#    -25     7       8.9104752348E-005
#    -25     8       2.2169561522E-004
#    -25     9       4.6905905303E-005
#    -25    10       1.0019809628E-003
#    -25    11       4.9631597461E-005
#    -25    12       2.4441478511E-005
#    -25    13       4.5428429068E-005
#    -25    14       3.3205515814E-005
#    -25    15       1.5981184446E-004
#    -25    16       5.5007116266E-005
#    -25    17       5.4574176676E-005
#    -25    18       2.3395712963E-005
#    -25    19       1.8972224219E-004
#    -25    20       2.2358835017E-004
#    -25    21       5.5366447098E-005
#    -25    22       2.1869262523E-005
#    -25    23       5.8104597384E-005
#    -24     0       1.7730143372E-006
#    -24     1       6.2896106071E-006
#    -24     2       1.4445746308E-005
#    -24     3       1.8421407921E-005
#    -24     4       3.1161549855E-005
#    -24     5       4.2385078121E-005
#    -24     6       1.0775292023E-004
#    -24     7       6.5241423083E-005
#    -24     8       1.4373297355E-004
#    -24     9       3.0212760460E-005
#    -24    10       8.0233974251E-005
#    -24    11       9.9650577114E-005
#    -24    12       6.9095280166E-005
#    -24    13       1.5609250303E-004
#    -24    14       8.2681322029E-005
#    -24    15       8.6098691508E-005
#    -24    16       7.1783586580E-005
#    -24    17       6.8409324435E-005
#    -24    18       1.3127199063E-004
#    -24    19       2.7435442420E-005
#    -24    20       1.2045340563E-004
#    -24    21       2.2516106070E-005
#    -24    22       3.3890603211E-005
#    -24    23       2.4300099228E-005
#    -24    24       1.2888345871E-005
#    -23    -2       9.5388755828E-006
#    -23    -1       5.9988074352E-006
#    -23     0       5.9576167868E-008
#    -23     1       2.0537156296E-005
#    -23     2       6.1163423679E-006
#    -23     3       3.1411157914E-005
#    -23     4       2.7350637273E-005
#    -23     5       6.8993193824E-005
#    -23     6       1.0081979545E-004
#    -23     7       4.3568964677E-005
#    -23     8       5.8932641517E-005
#    -23     9       7.6883897355E-006
#    -23    10       8.3620355295E-005
#    -23    11       2.1438589904E-005
#    -23    12       2.0989463771E-005
#    -23    13       3.8102218143E-005
#    -23    14       1.9705325330E-005
#    -23    15       7.6962709191E-005
#    -23    16       4.6709250382E-005
#    -23    17       8.2611219090E-005
#    -23    18       1.1812691285E-005
#    -23    19       6.4240269317E-005
#    -23    20       2.2179701731E-005
#    -23    21       1.0705762860E-004
#    -23    22       1.5636385006E-005
#    -23    23       6.5666331925E-005
#    -23    24       2.1406715546E-005
#    -23    25       1.5553517992E-005
#    -22    -4       2.1720036017E-005
#    -22    -3       2.4250387077E-005
#    -22    -2       2.8844989426E-005
#    -22    -1       5.4766915821E-005
#    -22     0       1.5517423697E-005
#    -22     1       4.9568219402E-005
#    -22     2       4.9667230109E-006
#    -22     3       6.4037931045E-005
#    -22     4       4.3892844704E-005
#    -22     5       5.3877114144E-005
#    -22     6       4.5897624752E-005
#    -22     7       6.8313443066E-005
#    -22     8       1.0661083103E-005
#    -22     9       7.8511841533E-005
#    -22    10       2.7640179250E-005
#    -22    11       5.1278418518E-005
#    -22    12       8.8446351875E-005
#    -22    13       6.4785371672E-005
#    -22    14       1.7843694593E-004
#    -22    15       1.3144826033E-004
#    -22    16       1.6823293210E-004
#    -22    17       2.3570980380E-004
#    -22    18       1.8948480208E-004
#    -22    19       1.7925578379E-004
#    -22    20       1.0205575449E-004
#    -22    21       7.8783597050E-005
