 Diffraction intensities for potential:ga5x5_06D10005.in                       
#    -28    13       2.2222181593E-006
#    -28    14       3.1725756525E-006
#    -28    15       3.6809210254E-005
#    -27     7       1.2618602056E-005
#    -27     8       5.8325691749E-005
#    -27     9       4.8976406894E-005
#    -27    10       2.7540049952E-006
#    -27    11       3.5069816553E-005
#    -27    12       8.2270461072E-006
#    -27    13       5.7179774564E-005
#    -27    14       8.4989896438E-006
#    -27    15       5.0676614664E-006
#    -27    16       1.3010497997E-004
#    -27    17       2.5528282264E-006
#    -27    18       1.1199550098E-005
#    -27    19       9.6815112283E-005
#    -27    20       3.2716497111E-005
#    -26     4       9.9326405908E-005
#    -26     5       1.1289883450E-005
#    -26     6       1.5878100740E-005
#    -26     7       4.6468017644E-005
#    -26     8       1.4880233261E-005
#    -26     9       4.6168067290E-005
#    -26    10       4.0347389816E-005
#    -26    11       1.1315325564E-006
#    -26    12       1.2299057196E-004
#    -26    13       1.3619793632E-005
#    -26    14       1.2306948830E-005
#    -26    15       6.5211777394E-005
#    -26    16       5.1324068615E-005
#    -26    17       7.1268749005E-005
#    -26    18       9.0622868378E-006
#    -26    19       1.6666953051E-004
#    -26    20       4.2881527573E-005
#    -26    21       3.5392832323E-005
#    -26    22       1.0073935848E-005
#    -25     2       1.2938742639E-005
#    -25     3       2.9739271571E-005
#    -25     4       4.8409078060E-006
#    -25     5       4.6432594794E-004
#    -25     6       6.1011586939E-006
#    -25     7       1.2158253318E-004
#    -25     8       1.5472801290E-004
#    -25     9       2.1037069400E-006
#    -25    10       5.3439380230E-004
#    -25    11       9.4004328896E-006
#    -25    12       1.3225148652E-004
#    -25    13       3.6199940505E-005
#    -25    14       1.1666064335E-006
#    -25    15       1.4486192689E-004
#    -25    16       2.8239011141E-006
#    -25    17       1.2332033567E-004
#    -25    18       2.5670837310E-005
#    -25    19       9.4473834981E-005
#    -25    20       9.4866235211E-005
#    -25    21       9.6230802856E-005
#    -25    22       1.1367382591E-004
#    -25    23       6.3338227812E-006
#    -24     0       4.0551772963E-005
#    -24     1       2.7327920412E-004
#    -24     2       5.9911096231E-005
#    -24     3       7.3218738208E-005
#    -24     4       6.1740042720E-005
#    -24     5       3.1213834527E-004
#    -24     6       1.3138107453E-004
#    -24     7       1.3827866219E-005
#    -24     8       5.9939739978E-005
#    -24     9       6.4170751383E-006
#    -24    10       3.8060927969E-005
#    -24    11       2.6645977376E-005
#    -24    12       5.4123945188E-005
#    -24    13       6.1616417332E-005
#    -24    14       1.3657026846E-005
#    -24    15       7.4838174025E-005
#    -24    16       3.1042614569E-005
#    -24    17       1.4441826349E-004
#    -24    18       5.7537021984E-005
#    -24    19       7.7932747373E-006
#    -24    20       2.0294732413E-004
#    -24    21       7.5996032945E-006
#    -24    22       1.0576872662E-004
#    -24    23       9.0708670184E-005
#    -24    24       3.2837261180E-005
#    -23    -2       1.0021986142E-004
#    -23    -1       2.5242798159E-004
#    -23     0       1.7065579119E-005
#    -23     1       1.2829164338E-004
#    -23     2       2.4529785825E-004
#    -23     3       2.8112543503E-004
#    -23     4       8.3468129306E-005
#    -23     5       1.8593149404E-004
#    -23     6       6.7115186008E-005
#    -23     7       1.0793611737E-005
#    -23     8       1.0280160581E-004
#    -23     9       1.3912786079E-006
#    -23    10       4.9986961856E-005
#    -23    11       1.7872213989E-004
#    -23    12       4.4418498335E-005
#    -23    13       7.5419103740E-005
#    -23    14       1.8245498999E-005
#    -23    15       1.1011240820E-004
#    -23    16       1.6292759373E-004
#    -23    17       3.9905148852E-005
#    -23    18       1.7493838575E-005
#    -23    19       6.0160629311E-006
#    -23    20       1.9036155819E-004
#    -23    21       2.0838505749E-004
#    -23    22       1.0626243461E-005
#    -23    23       7.1216460713E-005
#    -23    24       3.5066685465E-006
#    -23    25       1.4054922298E-004
#    -22    -4       8.0558155497E-005
#    -22    -3       5.3112627346E-005
#    -22    -2       1.3433628740E-004
#    -22    -1       3.9883994576E-004
#    -22     0       6.7668145398E-005
#    -22     1       1.4787957129E-004
#    -22     2       1.8481150244E-005
#    -22     3       8.5856032275E-005
#    -22     4       2.1474724650E-004
#    -22     5       7.6732975253E-005
#    -22     6       1.6134475043E-005
#    -22     7       6.0564883131E-005
#    -22     8       4.9999564477E-005
#    -22     9       9.4456381558E-005
#    -22    10       7.0529485136E-006
#    -22    11       1.7716576467E-004
#    -22    12       2.7970544044E-005
#    -22    13       1.1312492752E-007
#    -22    14       1.0473352186E-004
#    -22    15       5.9478406315E-005
#    -22    16       1.1825491486E-004
#    -22    17       1.3541875086E-005
#    -22    18       1.1257635727E-004
#    -22    19       1.2488627980E-004
#    -22    20       1.6577429632E-005
#    -22    21       1.2653645113E-004
#    -22    22       5.1451098120E-005
#    -22    23       5.4686029708E-005
#    -22    24       7.9848065410E-005
#    -22    25       8.8844518204E-006
#    -22    26       1.1490019442E-005
#    -21    -5       7.3226314492E-006
#    -21    -4       1.1154366857E-004
