 Diffraction intensities for potential:x6x6_05D10001.in                        
#    -34    31       1.9695894975E-004
#    -34    32       1.2036707277E-004
#    -34    33       1.2971312277E-004
#    -33   -20       1.1538712298E-006
#    -33   -19       2.1379170059E-007
#    -33   -18       1.1405295359E-004
#    -33   -17       4.9032352415E-007
#    -33   -16       9.9570791846E-007
#    -33   -15       1.7420750122E-004
#    -33   -14       1.7958432742E-007
#    -33   -13       1.3165065156E-007
#    -33   -12       1.2001991607E-004
#    -33   -11       1.4565123533E-007
#    -33   -10       5.3567182716E-007
#    -33    -9       8.0313910804E-005
#    -33    -8       4.1986249448E-006
#    -33    -7       5.4924574803E-006
#    -33    -6       6.6006988534E-005
#    -33    -5       3.0223755791E-006
#    -33    -4       9.3448924784E-007
#    -33    -3       5.4667740704E-005
#    -33    -2       2.7262312745E-007
#    -33    -1       5.7073028876E-006
#    -33     0       1.3855354943E-004
#    -33     1       1.4749700300E-005
#    -33     2       3.4658672555E-006
#    -33     3       1.1892287834E-004
#    -33     4       4.1206689462E-006
#    -33     5       2.7114781702E-006
#    -33     6       7.2604181742E-005
#    -33     7       8.2568701352E-007
#    -33     8       5.0744295188E-006
#    -33     9       6.4031355502E-005
#    -33    10       1.7903181212E-006
#    -33    11       1.5440340436E-005
#    -33    12       1.2050148158E-004
#    -33    13       1.0712432058E-005
#    -33    14       2.9353379309E-006
#    -33    15       2.0893781439E-004
#    -33    16       9.5385688781E-007
#    -33    17       2.2400136364E-006
#    -33    18       1.2005073763E-004
#    -33    19       3.2422782123E-007
#    -33    20       1.8670264177E-006
#    -33    21       8.5318363063E-005
#    -33    22       3.0276169211E-007
#    -33    23       1.4045210340E-005
#    -33    24       8.1428634181E-005
#    -33    25       4.9189762544E-006
#    -33    26       4.5925840149E-006
#    -33    27       6.8240618896E-005
#    -33    28       1.4105185163E-006
#    -33    29       1.3908918552E-005
#    -33    30       2.3312068426E-004
#    -33    31       4.5585696925E-007
#    -33    32       2.2338869015E-006
#    -33    33       1.9871467318E-004
#    -32   -21       1.0811631364E-004
#    -32   -20       1.2046932090E-004
#    -32   -19       1.4039392210E-004
#    -32   -18       1.1366841184E-005
#    -32   -17       1.9961161857E-005
#    -32   -16       1.7450429384E-005
#    -32   -15       2.7768721042E-004
#    -32   -14       2.4549382587E-004
#    -32   -13       1.9682703323E-004
#    -32   -12       1.8107322167E-005
#    -32   -11       1.0405755969E-005
#    -32   -10       7.5799082070E-006
#    -32    -9       6.8940317972E-005
#    -32    -8       7.3457068500E-005
#    -32    -7       7.0805643304E-005
#    -32    -6       1.8785333128E-006
#    -32    -5       1.0249788576E-005
#    -32    -4       3.1717299621E-006
#    -32    -3       6.3470688357E-005
#    -32    -2       1.0617653421E-004
#    -32    -1       8.3594503051E-005
#    -32     0       1.8376936101E-005
#    -32     1       2.3877075594E-005
#    -32     2       1.8205246368E-006
#    -32     3       9.2207582665E-005
#    -32     4       4.2154728871E-005
#    -32     5       6.4691659841E-005
#    -32     6       1.0671182273E-005
#    -32     7       9.0011661693E-006
#    -32     8       3.0153786914E-005
#    -32     9       1.3674943879E-004
#    -32    10       1.5369968919E-004
#    -32    11       2.7706458535E-004
#    -32    12       2.8365484721E-005
#    -32    13       5.3527546921E-005
#    -32    14       2.5933021945E-005
#    -32    15       4.1372829050E-004
#    -32    16       3.2234175984E-004
#    -32    17       3.0975614318E-004
#    -32    18       2.1366320434E-005
#    -32    19       1.4022644336E-005
#    -32    20       9.2467349638E-006
#    -32    21       2.9459373920E-005
#    -32    22       4.3249288359E-005
#    -32    23       3.4641878918E-005
#    -32    24       1.5000259872E-005
#    -32    25       1.5361100940E-005
#    -32    26       2.5807526951E-005
#    -32    27       1.2438541843E-004
#    -32    28       4.1960417968E-004
#    -32    29       2.2550532722E-004
#    -32    30       1.4059842439E-005
#    -32    31       2.3780898480E-005
#    -32    32       1.9272349498E-005
#    -32    33       9.4022966491E-005
#    -31   -22       3.2080820727E-005
#    -31   -21       2.3969408536E-005
#    -31   -20       3.1677122473E-005
#    -31   -19       3.2787959900E-005
#    -31   -18       4.1401597506E-005
#    -31   -17       5.3517478147E-005
#    -31   -16       7.8143517801E-005
#    -31   -15       4.1887329849E-005
#    -31   -14       7.3343539229E-005
#    -31   -13       4.5916601192E-005
#    -31   -12       2.3011176951E-005
#    -31   -11       2.0417254100E-005
#    -31   -10       1.1998321965E-005
#    -31    -9       1.1414713204E-005
#    -31    -8       1.4213078033E-005
#    -31    -7       1.7610642025E-005
#    -31    -6       5.4483879292E-006
#    -31    -5       2.6253635565E-005
#    -31    -4       9.3452688437E-006
#    -31    -3       5.5697918025E-005
#    -31    -2       2.7921906215E-005
#    -31    -1       2.1302970474E-005
#    -31     0       3.7165872444E-005
#    -31     1       2.7051674786E-005
#    -31     2       8.7967003807E-007
#    -31     3       9.1068041907E-006
#    -31     4       2.8178386649E-005
#    -31     5       1.9637444351E-005
#    -31     6       1.8020487592E-005
#    -31     7       5.8515164925E-005
#    -31     8       3.1732674122E-005
#    -31     9       8.5886655981E-005
#    -31    10       5.1481708498E-005
#    -31    11       5.3497747055E-005
#    -31    12       8.7910414012E-005
#    -31    13       1.6980823264E-005
#    -31    14       7.7185945489E-005
#    -31    15       1.7317111211E-005
#    -31    16       7.2269888530E-005
#    -31    17       5.5939308452E-005
#    -31    18       3.7516919008E-005
#    -31    19       5.1737529063E-005
#    -31    20       1.3764595406E-005
#    -31    21       4.4791782022E-005
#    -31    22       1.0799317839E-005
#    -31    23       5.8875363874E-006
#    -31    24       2.0682789388E-005
#    -31    25       9.5544562282E-005
#    -31    26       3.1770016166E-005
#    -31    27       7.4547837255E-005
#    -31    28       5.6724844666E-005
#    -31    29       3.5069195208E-005
#    -31    30       7.7663754892E-005
#    -31    31       9.1938117766E-005
#    -31    32       3.8038019330E-005
#    -30   -23       3.7586106358E-005
#    -30   -22       4.5610383390E-005
#    -30   -21       1.1913290911E-005
#    -30   -20       5.5084151861E-005
#    -30   -19       8.4341829201E-005
#    -30   -18       4.7753831715E-004
#    -30   -17       9.0317346223E-005
#    -30   -16       1.1314689865E-004
#    -30   -15       1.7550056442E-005
#    -30   -14       7.5745180564E-005
#    -30   -13       5.8080691780E-005
#    -30   -12       5.1006941574E-004
#    -30   -11       2.8556938868E-005
#    -30   -10       1.8451233987E-005
#    -30    -9       9.4477545342E-007
#    -30    -8       1.2149091712E-005
#    -30    -7       7.0760289119E-006
#    -30    -6       1.0397740446E-003
#    -30    -5       9.2815388289E-006
#    -30    -4       2.3642136735E-005
#    -30    -3       1.3625764600E-005
#    -30    -2       3.6824219396E-005
#    -30    -1       1.1217336999E-005
#    -30     0       2.3958475769E-003
#    -30     1       2.0565759505E-005
#    -30     2       4.0613213124E-007
#    -30     3       5.5156595260E-007
#    -30     4       2.1896764135E-005
#    -30     5       2.5837763250E-005
#    -30     6       3.3383177952E-003
#    -30     7       4.6316426033E-005
#    -30     8       7.1800944872E-005
#    -30     9       2.0745025791E-005
#    -30    10       3.8291580981E-005
#    -30    11       1.6491215024E-005
#    -30    12       5.7677937640E-003
#    -30    13       1.3633319352E-005
#    -30    14       5.6280852582E-005
#    -30    15       6.0605675352E-006
#    -30    16       1.2321224440E-004
#    -30    17       6.5624096841E-005
#    -30    18       3.7255148944E-003
#    -30    19       6.0868204918E-005
#    -30    20       2.8090763319E-005
#    -30    21       2.2323674275E-005
#    -30    22       4.3441622096E-006
#    -30    23       2.6008856411E-005
#    -30    24       1.1662429124E-003
#    -30    25       1.2054966788E-004
#    -30    26       4.9304425837E-005
#    -30    27       1.3099892521E-005
#    -30    28       1.4685820231E-004
#    -30    29       6.5693734052E-005
#    -30    30       3.4964580179E-004
#    -30    31       2.8894649337E-004
#    -30    32       8.1585306512E-005
#    -29   -24       9.2928559233E-006
#    -29   -23       1.5970593069E-005
#    -29   -22       2.8620218758E-005
#    -29   -21       4.6464214017E-005
#    -29   -20       6.9991834040E-005
#    -29   -19       6.3794481624E-005
#    -29   -18       6.2244759901E-005
#    -29   -17       7.3647295700E-005
#    -29   -16       6.5940033020E-005
#    -29   -15       5.5623879124E-005
#    -29   -14       5.0655463116E-005
#    -29   -13       2.7082187172E-005
#    -29   -12       6.9959462845E-006
#    -29   -11       4.4474454718E-006
#    -29   -10       9.3230294917E-006
#    -29    -9       4.4852204707E-007
#    -29    -8       1.2947011304E-005
#    -29    -7       2.0221669606E-006
#    -29    -6       4.3591854111E-005
#    -29    -5       1.2355318900E-005
#    -29    -4       2.6972948570E-005
#    -29    -3       1.3099982160E-005
#    -29    -2       2.6002238363E-005
#    -29    -1       8.3180613375E-006
#    -29     0       3.5736983541E-005
#    -29     1       3.9327525275E-006
#    -29     2       2.4063821821E-006
#    -29     3       1.4124983799E-005
#    -29     4       4.6609907252E-005
#    -29     5       6.0817554882E-005
#    -29     6       1.7705493592E-005
#    -29     7       8.4135611969E-006
#    -29     8       3.2551949704E-005
#    -29     9       4.0115295343E-006
#    -29    10       1.6591107002E-005
#    -29    11       2.0706640701E-006
#    -29    12       5.4328076365E-005
#    -29    13       4.2529101048E-005
#    -29    14       4.7151883928E-005
#    -29    15       9.3458952661E-005
#    -29    16       3.2576923607E-005
#    -29    17       6.7875628004E-005
#    -29    18       2.5262607881E-005
#    -29    19       2.9564639357E-005
#    -29    20       4.7116697032E-005
#    -29    21       2.5529819565E-006
#    -29    22       3.1666670197E-005
#    -29    23       3.0707619701E-005
#    -29    24       4.0748412439E-005
#    -29    25       6.0865808496E-005
#    -29    26       5.8423365275E-005
#    -29    27       7.0244686492E-005
#    -29    28       2.0719031298E-004
#    -29    29       1.3892075784E-004
#    -29    30       4.5214666487E-005
#    -29    31       7.3076602023E-005
#    -29    32       6.5548817416E-005
#    -28   -24       6.8000504179E-006
#    -28   -23       1.0907520705E-004
#    -28   -22       2.2796399479E-004
#    -28   -21       1.6576922860E-004
#    -28   -20       1.3696901774E-005
#    -28   -19       2.2803100197E-005
#    -28   -18       3.0620341665E-005
#    -28   -17       3.4130790882E-004
#    -28   -16       3.0654206626E-004
#    -28   -15       1.9368065767E-004
#    -28   -14       1.0323516388E-005
#    -28   -13       7.4571450456E-006
#    -28   -12       2.7420630235E-006
#    -28   -11       3.0829318820E-005
#    -28   -10       1.8008350468E-005
#    -28    -9       3.4769336224E-005
#    -28    -8       1.8794460215E-006
#    -28    -7       1.6916287743E-005
#    -28    -6       6.1457207614E-006
#    -28    -5       1.3250144619E-004
#    -28    -4       6.0957883758E-005
#    -28    -3       2.8015282669E-005
#    -28    -2       2.1161622001E-005
#    -28    -1       7.8605765380E-006
#    -28     0       1.0304852512E-005
#    -28     1       1.0625481337E-004
#    -28     2       2.2216333948E-004
#    -28     3       2.4211572114E-004
#    -28     4       1.0602497225E-005
#    -28     5       8.4494628251E-006
#    -28     6       8.1689275355E-006
#    -28     7       8.1147319381E-007
#    -28     8       4.9039773593E-006
#    -28     9       6.7181581972E-005
#    -28    10       1.7991587704E-005
#    -28    11       1.6981910281E-005
#    -28    12       5.5931697212E-005
#    -28    13       2.7831230367E-004
#    -28    14       3.9398098411E-004
#    -28    15       3.2002556602E-004
#    -28    16       4.1808482476E-005
#    -28    17       3.8777158113E-005
#    -28    18       1.0715893768E-005
#    -28    19       2.4015074320E-004
#    -28    20       8.5524428233E-005
#    -28    21       2.2719975126E-004
#    -28    22       1.2940630230E-005
#    -28    23       4.3329862871E-006
#    -28    24       2.0646070979E-005
#    -28    25       1.6799979619E-004
#    -28    26       1.3001349023E-004
#    -28    27       2.0974208277E-004
#    -28    28       6.7246536277E-005
#    -28    29       6.2551809284E-005
#    -28    30       1.3136231378E-005
#    -28    31       4.4026003396E-004
#    -28    32       3.4864148504E-004
#    -27   -25       9.4450496759E-008
#    -27   -24       3.9781053808E-005
#    -27   -23       2.5787212231E-006
#    -27   -22       7.2089415812E-007
#    -27   -21       1.4910264989E-004
#    -27   -20       1.1235746474E-007
#    -27   -19       1.3691079302E-007
#    -27   -18       2.2819314395E-004
#    -27   -17       1.9217406448E-006
#    -27   -16       5.1933715664E-006
#    -27   -15       1.1995332067E-004
#    -27   -14       1.4962174173E-006
#    -27   -13       2.2111079649E-007
#    -27   -12       1.3648519728E-005
#    -27   -11       2.5410666082E-006
#    -27   -10       8.3562037068E-007
#    -27    -9       3.4324376396E-005
#    -27    -8       8.0715858985E-006
#    -27    -7       1.2114754521E-005
#    -27    -6       7.9408108334E-005
#    -27    -5       1.1030286243E-005
#    -27    -4       1.8724612421E-006
#    -27    -3       3.1502100090E-005
#    -27    -2       2.9292844327E-006
#    -27    -1       5.2272013954E-006
#    -27     0       1.7507678545E-004
#    -27     1       5.7853270540E-005
#    -27     2       3.0566884236E-006
#    -27     3       1.2437816762E-004
#    -27     4       5.3321275577E-006
#    -27     5       3.1208677199E-007
#    -27     6       4.3719785812E-006
#    -27     7       3.0687415902E-006
#    -27     8       4.4160170137E-006
#    -27     9       1.5232355475E-004
#    -27    10       9.1394420021E-006
#    -27    11       3.5780736528E-005
#    -27    12       2.1081318172E-004
#    -27    13       2.7559388974E-005
#    -27    14       6.0750387368E-006
#    -27    15       4.6150865275E-004
#    -27    16       1.0190311255E-006
#    -27    17       1.2811685788E-006
#    -27    18       2.3847848078E-004
#    -27    19       4.8071985045E-006
#    -27    20       1.6109679523E-005
#    -27    21       8.5981886209E-005
#    -27    22       4.3952690326E-006
#    -27    23       3.1416331144E-005
#    -27    24       1.1543235956E-004
#    -27    25       2.0104098792E-005
#    -27    26       3.9466579743E-007
#    -27    27       2.8204105555E-004
#    -27    28       2.2380912267E-005
#    -27    29       2.6362919175E-005
#    -27    30       2.6019508632E-004
#    -27    31       5.4947022764E-006
#    -26   -26       4.9817617236E-005
#    -26   -25       1.3067951482E-004
#    -26   -24       6.1895441678E-006
#    -26   -23       1.4293890122E-005
#    -26   -22       5.7346238970E-005
#    -26   -21       3.4134776566E-004
#    -26   -20       3.3675449145E-004
#    -26   -19       3.9867350869E-004
#    -26   -18       1.1296424387E-005
#    -26   -17       1.9613740596E-005
#    -26   -16       2.6722152080E-005
#    -26   -15       2.2295540861E-004
#    -26   -14       1.1829487002E-004
#    -26   -13       8.7376305087E-005
#    -26   -12       7.7710726631E-006
#    -26   -11       1.4973543365E-006
#    -26   -10       1.3303512773E-005
#    -26    -9       4.0556413207E-005
#    -26    -8       1.3990070712E-004
#    -26    -7       2.3192427532E-004
#    -26    -6       4.0091225164E-005
#    -26    -5       1.4264312900E-005
#    -26    -4       9.2879737592E-006
#    -26    -3       4.0199208962E-005
#    -26    -2       2.0704071553E-004
#    -26    -1       2.8599613471E-004
#    -26     0       9.4910354783E-005
#    -26     1       4.3201886494E-006
#    -26     2       2.0602719296E-005
#    -26     3       1.0100138996E-004
#    -26     4       9.4811362343E-005
#    -26     5       2.3214909874E-005
#    -26     6       2.0004520665E-006
#    -26     7       2.6018404000E-005
#    -26     8       5.6426646185E-005
#    -26     9       3.7040163328E-004
#    -26    10       4.8190915387E-004
#    -26    11       7.2112493019E-004
#    -26    12       5.9617908984E-005
#    -26    13       9.0783794496E-005
#    -26    14       6.2302002362E-005
#    -26    15       7.3591754041E-004
#    -26    16       6.1352083730E-004
#    -26    17       5.8445348043E-004
#    -26    18       4.0803379718E-005
#    -26    19       4.0575724359E-005
#    -26    20       7.2632005711E-006
#    -26    21       6.7730068717E-005
#    -26    22       8.6776395992E-005
#    -26    23       1.8509038236E-004
#    -26    24       9.1393742849E-007
#    -26    25       4.8141817798E-005
#    -26    26       5.8134724576E-005
#    -26    27       4.9223733581E-004
#    -26    28       5.1677169853E-004
#    -26    29       2.3028450182E-004
#    -26    30       2.9742518593E-004
#    -26    31       7.1126823166E-007
#    -25   -26       2.6433771813E-005
#    -25   -25       1.6089125676E-005
#    -25   -24       5.6934364782E-005
#    -25   -23       6.0717332721E-005
#    -25   -22       6.2334448277E-005
#    -25   -21       7.1893485614E-005
#    -25   -20       5.6664683428E-005
#    -25   -19       4.0381820663E-005
#    -25   -18       6.5087021186E-005
#    -25   -17       4.7108432298E-005
#    -25   -16       5.3388608743E-005
#    -25   -15       2.0017433547E-005
#    -25   -14       2.7305777850E-005
#    -25   -13       6.5694165253E-006
#    -25   -12       1.5317067211E-006
#    -25   -11       3.9002024137E-006
#    -25   -10       5.8299199337E-006
#    -25    -9       2.3163921173E-005
#    -25    -8       7.2007122654E-005
#    -25    -7       1.2150705440E-004
#    -25    -6       1.0048309350E-004
#    -25    -5       6.7753725528E-006
#    -25    -4       3.3434365516E-005
#    -25    -3       6.8854045922E-005
#    -25    -2       1.0096781570E-005
#    -25    -1       1.6041958832E-005
#    -25     0       7.1054058038E-005
#    -25     1       7.1894818876E-005
#    -25     2       1.9534652773E-005
#    -25     3       4.0897726581E-005
#    -25     4       6.4317081845E-005
#    -25     5       2.3160859167E-005
#    -25     6       4.0436201157E-005
#    -25     7       1.1308212421E-004
#    -25     8       5.6989774472E-005
#    -25     9       1.6327600467E-004
#    -25    10       1.3049896342E-004
#    -25    11       2.3386417680E-004
#    -25    12       2.3548830058E-004
#    -25    13       1.1211106007E-004
#    -25    14       2.0335862095E-004
#    -25    15       1.5047598192E-004
#    -25    16       1.9228017272E-004
#    -25    17       9.4489021825E-005
#    -25    18       1.1186444881E-004
#    -25    19       7.1658272977E-005
#    -25    20       1.4455968156E-005
#    -25    21       7.4748231064E-005
#    -25    22       1.0573739493E-005
#    -25    23       6.6293890721E-005
#    -25    24       9.7913884388E-005
#    -25    25       4.3274830280E-006
#    -25    26       1.1811213203E-005
#    -25    27       4.8800696878E-005
#    -25    28       1.1083042649E-004
#    -25    29       2.2358239219E-005
#    -25    30       1.3950247456E-005
#    -25    31       1.3981430081E-004
#    -24   -27       1.4336943729E-005
#    -24   -26       5.6108540871E-005
#    -24   -25       4.7101056350E-005
#    -24   -24       3.7247120042E-004
#    -24   -23       1.0849213351E-004
#    -24   -22       8.3025388777E-005
#    -24   -21       1.4746987809E-005
#    -24   -20       9.7299331267E-005
#    -24   -19       1.0869578310E-004
#    -24   -18       6.8240566554E-004
#    -24   -17       8.0293634906E-005
#    -24   -16       5.9533115642E-005
#    -24   -15       6.6999721762E-006
#    -24   -14       2.1894737209E-005
#    -24   -13       1.3654283617E-005
#    -24   -12       7.1511655074E-004
#    -24   -11       1.5308212738E-005
#    -24   -10       3.5602738878E-005
#    -24    -9       3.4808736006E-005
#    -24    -8       6.9805937079E-005
#    -24    -7       3.6420512461E-005
#    -24    -6       3.6758270345E-003
#    -24    -5       2.9658843830E-005
#    -24    -4       2.3250164657E-005
#    -24    -3       1.4034095236E-005
#    -24    -2       4.0219983647E-005
#    -24    -1       6.5136521302E-005
#    -24     0       1.2412025158E-002
#    -24     1       5.0944726327E-005
#    -24     2       4.0036888484E-006
#    -24     3       2.3794321837E-006
#    -24     4       3.3280004748E-005
#    -24     5       6.5369901015E-005
#    -24     6       1.1524218901E-002
#    -24     7       8.7193921794E-005
#    -24     8       1.7073001682E-004
#    -24     9       1.1703563226E-005
#    -24    10       1.2623482375E-004
#    -24    11       1.6430537802E-004
#    -24    12       7.0287393295E-003
#    -24    13       1.9411412696E-004
#    -24    14       1.6526111793E-004
#    -24    15       4.7332688979E-005
#    -24    16       1.6962966600E-004
#    -24    17       1.2608044573E-004
#    -24    18       1.4951258097E-003
#    -24    19       1.3132050390E-004
#    -24    20       1.1512089239E-004
#    -24    21       1.5194137716E-005
#    -24    22       4.7489785796E-005
#    -24    23       4.9515635529E-005
#    -24    24       1.9186089820E-003
#    -24    25       9.9960912104E-005
#    -24    26       8.0514954004E-005
#    -24    27       2.1570270767E-005
#    -24    28       2.7795768731E-005
#    -24    29       3.5808605799E-005
#    -24    30       2.1972815317E-003
#    -23   -27       3.2593303254E-005
#    -23   -26       4.4448780173E-005
#    -23   -25       5.5255653833E-005
#    -23   -24       4.4330316567E-005
#    -23   -23       6.0415777992E-005
#    -23   -22       4.1484111393E-005
#    -23   -21       6.2199041754E-005
#    -23   -20       6.8689096195E-005
#    -23   -19       5.6695613025E-005
#    -23   -18       5.4529427888E-005
#    -23   -17       4.2323384997E-005
#    -23   -16       2.4838187096E-005
#    -23   -15       1.7164408065E-005
#    -23   -14       6.3155967443E-006
#    -23   -13       6.8247046457E-007
#    -23   -12       5.8278251967E-006
#    -23   -11       3.1093939107E-005
#    -23   -10       6.0950405542E-005
#    -23    -9       4.9276242859E-005
#    -23    -8       2.3507920438E-005
#    -23    -7       3.9546984910E-005
#    -23    -6       2.7608493745E-005
#    -23    -5       1.9242802883E-005
#    -23    -4       4.3774885459E-006
#    -23    -3       2.8074267933E-005
#    -23    -2       1.0004809260E-004
#    -23    -1       5.4419853075E-006
#    -23     0       2.9464173031E-005
#    -23     1       9.8872327344E-007
#    -23     2       4.1552444365E-006
#    -23     3       2.8058894921E-005
#    -23     4       4.2359773078E-005
#    -23     5       7.6285418967E-005
#    -23     6       4.3307762809E-005
#    -23     7       1.9794151846E-005
#    -23     8       5.3286938627E-005
#    -23     9       3.0344871221E-005
#    -23    10       3.8269070856E-005
#    -23    11       8.9743049710E-005
#    -23    12       9.7005828982E-005
#    -23    13       9.1264787509E-005
#    -23    14       5.0138843560E-005
#    -23    15       1.4230379281E-004
#    -23    16       8.2340129088E-005
#    -23    17       1.1888007974E-004
#    -23    18       1.1571683899E-004
#    -23    19       4.5930480423E-005
#    -23    20       5.2607311399E-005
#    -23    21       6.3737362126E-005
#    -23    22       3.7916421878E-006
#    -23    23       1.2965327418E-005
#    -23    24       8.9635687002E-006
#    -23    25       2.2223622532E-005
#    -23    26       6.2639375125E-005
#    -23    27       1.9177150377E-005
#    -23    28       3.5036621249E-005
#    -23    29       4.0196718058E-005
#    -23    30       1.3600954321E-004
#    -22   -28       1.4187922179E-004
#    -22   -27       2.6566536418E-004
#    -22   -26       1.0494434093E-005
#    -22   -25       1.4742291569E-005
#    -22   -24       8.6141163221E-006
#    -22   -23       1.9107778678E-004
#    -22   -22       2.7147935343E-004
#    -22   -21       2.6675164254E-004
#    -22   -20       1.4985145028E-005
#    -22   -19       1.0473507598E-005
#    -22   -18       1.8620798327E-005
#    -22   -17       1.2410309789E-004
#    -22   -16       1.0591584706E-004
#    -22   -15       3.0383236562E-005
#    -22   -14       1.7526887066E-006
#    -22   -13       4.7820611617E-006
#    -22   -12       1.5315424787E-005
#    -22   -11       1.3710118565E-004
#    -22   -10       1.4997623873E-004
#    -22    -9       1.9098397404E-004
#    -22    -8       1.2172524305E-006
#    -22    -7       2.3452596192E-005
#    -22    -6       1.2134433878E-005
#    -22    -5       2.5806315403E-005
#    -22    -4       3.7161466392E-005
#    -22    -3       6.3700063171E-005
#    -22    -2       1.6650181839E-005
#    -22    -1       4.7547876126E-006
#    -22     0       5.3519703513E-007
#    -22     1       1.3824770183E-004
#    -22     2       3.8089883186E-004
#    -22     3       4.5957476432E-004
#    -22     4       2.0173807372E-005
#    -22     5       2.7700499332E-005
#    -22     6       2.4347403421E-006
#    -22     7       3.4608716814E-005
#    -22     8       1.2526857347E-004
#    -22     9       1.7626344668E-004
#    -22    10       7.4379597418E-006
#    -22    11       5.1266067000E-006
#    -22    12       1.4779869543E-005
#    -22    13       2.0886195596E-004
#    -22    14       1.5540947922E-004
#    -22    15       2.7705423147E-004
#    -22    16       3.7952506429E-005
#    -22    17       5.3689359836E-005
#    -22    18       4.5493946306E-005
#    -22    19       1.6090732950E-004
#    -22    20       2.7408615884E-004
#    -22    21       8.8073100293E-005
#    -22    22       8.1979752644E-007
#    -22    23       1.4795845020E-006
#    -22    24       1.1250152248E-005
#    -22    25       1.5829620212E-004
#    -22    26       1.6401879381E-004
#    -22    27       2.3107210320E-004
#    -22    28       4.8973326646E-005
#    -22    29       4.0289494680E-005
#    -21   -28       6.5762388225E-007
#    -21   -27       1.2262751376E-004
#    -21   -26       1.8885116751E-006
#    -21   -25       1.6642989965E-006
#    -21   -24       1.3852142297E-004
#    -21   -23       1.6334152355E-006
#    -21   -22       1.6962552838E-006
#    -21   -21       1.3315225059E-004
#    -21   -20       8.9817928828E-007
#    -21   -19       5.8616988064E-006
#    -21   -18       1.2262427467E-004
#    -21   -17       6.1914706198E-006
#    -21   -16       8.2738358221E-006
#    -21   -15       1.9971832975E-005
#    -21   -14       7.0117742771E-006
#    -21   -13       3.4949409658E-007
#    -21   -12       1.2537201333E-004
#    -21   -11       2.9339943363E-006
#    -21   -10       2.4984857630E-006
#    -21    -9       1.1021178760E-004
#    -21    -8       2.0036848132E-006
#    -21    -7       1.2159362868E-005
#    -21    -6       1.5650387686E-005
#    -21    -5       1.9556163150E-005
#    -21    -4       8.5315237711E-006
#    -21    -3       2.6286354083E-005
#    -21    -2       2.6236366877E-005
#    -21    -1       1.0926828566E-005
#    -21     0       4.1594487626E-004
#    -21     1       6.6329727074E-005
#    -21     2       1.0790212526E-005
#    -21     3       3.4208157049E-004
#    -21     4       3.0187383329E-006
#    -21     5       3.1380800145E-006
#    -21     6       1.8807747983E-004
#    -21     7       6.4291152428E-006
#    -21     8       2.1489149401E-006
#    -21     9       2.8602467541E-004
#    -21    10       1.1416233168E-005
#    -21    11       2.8556282597E-005
#    -21    12       8.8597021416E-005
#    -21    13       9.0471925679E-006
#    -21    14       4.8633359284E-006
#    -21    15       1.0686205012E-004
#    -21    16       3.6832947472E-006
#    -21    17       1.1168047137E-005
#    -21    18       1.0565990451E-004
#    -21    19       7.4208881087E-006
#    -21    20       4.4280624557E-005
#    -21    21       8.2006357751E-005
#    -21    22       1.7477772824E-005
#    -21    23       5.3630567185E-005
#    -21    24       7.8559606762E-005
#    -21    25       1.2124440452E-004
#    -21    26       1.9443892944E-007
#    -21    27       3.1064180015E-004
#    -21    28       7.8976923559E-005
#    -21    29       4.7714219240E-005
#    -20   -29       6.1822106802E-006
#    -20   -28       2.3427848499E-005
#    -20   -27       1.3062346840E-004
#    -20   -26       2.5565119579E-004
#    -20   -25       2.2622704111E-004
#    -20   -24       3.2064271665E-005
#    -20   -23       1.2015992333E-005
#    -20   -22       4.9321397701E-005
#    -20   -21       1.2737195769E-004
#    -20   -20       2.3395656174E-004
#    -20   -19       1.3538424121E-004
#    -20   -18       5.6496775535E-006
#    -20   -17       5.3843650070E-007
#    -20   -16       3.0691161400E-006
#    -20   -15       1.0567940781E-004
#    -20   -14       8.4163859023E-005
#    -20   -13       1.5788112807E-004
#    -20   -12       1.5278443453E-005
#    -20   -11       1.1269255258E-005
#    -20   -10       2.0789434927E-006
#    -20    -9       1.0296858363E-005
#    -20    -8       6.9605374037E-005
#    -20    -7       1.0951561433E-004
#    -20    -6       1.9907594928E-005
#    -20    -5       3.4110992592E-005
#    -20    -4       1.2630574060E-005
#    -20    -3       6.8117161587E-005
#    -20    -2       4.2137786902E-004
#    -20    -1       7.9414283221E-004
#    -20     0       1.2542130860E-004
#    -20     1       1.0050996521E-004
#    -20     2       7.2090666432E-005
#    -20     3       9.3210484632E-004
#    -20     4       6.0145008115E-004
#    -20     5       4.9985126379E-004
#    -20     6       5.3443585525E-005
#    -20     7       6.7268755699E-005
#    -20     8       5.4534416943E-005
#    -20     9       6.7873488020E-004
#    -20    10       4.8378565530E-004
#    -20    11       2.4160260928E-004
#    -20    12       2.1867634825E-005
#    -20    13       7.9381820507E-006
#    -20    14       2.9672210487E-007
#    -20    15       1.6582918591E-004
#    -20    16       1.7509644692E-005
#    -20    17       2.4944454846E-005
#    -20    18       4.0558907040E-005
#    -20    19       1.3868123751E-005
#    -20    20       9.6006207062E-006
#    -20    21       5.2674588510E-005
#    -20    22       7.5741155629E-006
#    -20    23       1.8004165752E-004
#    -20    24       8.3373680922E-005
#    -20    25       3.6339667499E-005
#    -20    26       5.7507023013E-006
#    -20    27       4.1506919151E-004
#    -20    28       3.2941030844E-004
#    -19   -29       1.8662681675E-005
