 Diffraction intensities for potential:_6x6_03D10011.in                        
#    -54    14       1.2250937871E-006
#    -54    15       7.9297375623E-006
#    -54    16       7.7926207231E-007
#    -54    17       6.7296461926E-006
#    -54    18       7.6698892109E-005
#    -54    19       3.8284538741E-005
#    -54    20       6.9704790517E-007
#    -53     9       3.3079141201E-005
#    -53    10       8.3781512616E-006
#    -53    11       2.4393380155E-007
#    -53    12       3.0839359567E-006
#    -53    13       9.8968834289E-007
#    -53    14       2.1984867435E-005
#    -53    15       5.8065848654E-005
#    -53    16       2.6465700950E-005
#    -53    17       5.4565157714E-007
#    -53    18       2.0405847195E-006
#    -53    19       9.5413770618E-008
#    -53    20       3.1643822615E-005
#    -53    21       7.3168195044E-005
#    -53    22       2.5958996197E-005
#    -53    23       9.8363934359E-009
#    -53    24       1.2755778720E-005
#    -52     6       4.8460428736E-006
#    -52     7       1.0141369544E-005
#    -52     8       5.7174222269E-007
#    -52     9       4.1090987526E-006
#    -52    10       1.0542586682E-006
#    -52    11       1.9199902283E-005
#    -52    12       6.2530401616E-005
#    -52    13       2.7875565106E-005
#    -52    14       7.5260015011E-007
#    -52    15       8.0700583943E-006
#    -52    16       2.5093576358E-007
#    -52    17       3.9060512031E-005
#    -52    18       7.0180801561E-005
#    -52    19       3.7537590709E-005
#    -52    20       4.7920735167E-008
#    -52    21       1.3379085920E-005
#    -52    22       8.7619177953E-008
#    -52    23       4.7691467539E-006
#    -52    24       6.4279441820E-005
#    -52    25       1.4995211617E-005
#    -52    26       8.0201422869E-008
#    -51     3       3.4035353557E-005
#    -51     4       8.6325718288E-006
#    -51     5       3.0032967696E-007
#    -51     6       2.6706976530E-006
#    -51     7       5.0953697672E-008
#    -51     8       2.5355039473E-005
#    -51     9       6.9058650027E-005
#    -51    10       2.7024107231E-005
#    -51    11       5.6755110822E-008
#    -51    12       8.0272216007E-006
#    -51    13       8.5526210088E-008
#    -51    14       2.8206151104E-005
#    -51    15       5.2080792291E-005
#    -51    16       2.7098665788E-005
#    -51    17       3.2101745432E-007
#    -51    18       1.3621956659E-005
#    -51    19       3.7542209008E-007
#    -51    20       5.4973036200E-005
#    -51    21       1.0493191427E-004
#    -51    22       5.5092430570E-005
#    -51    23       3.7282141077E-008
#    -51    24       1.6896744476E-006
#    -51    25       7.0235682045E-008
#    -51    26       2.4140252589E-005
#    -51    27       5.9202940665E-005
#    -50     1       6.8306763725E-006
#    -50     2       1.8799927496E-007
#    -50     3       5.1288204195E-006
#    -50     4       2.5275175272E-007
#    -50     5       1.5891714596E-005
#    -50     6       6.9211416830E-005
#    -50     7       2.4259972884E-005
#    -50     8       1.0060996325E-006
#    -50     9       5.4160379269E-006
#    -50    10       2.5244550716E-007
#    -50    11       2.3114348399E-005
#    -50    12       9.9421234081E-005
#    -50    13       2.7596620328E-005
#    -50    14       7.1245778285E-007
#    -50    15       1.1991605071E-005
#    -50    16       5.9980146496E-007
#    -50    17       6.1044138144E-005
#    -50    18       1.0909336706E-004
#    -50    19       5.1704566904E-005
#    -50    20       8.3016837963E-007
#    -50    21       1.5432933503E-005
#    -50    22       2.3103053964E-008
#    -50    23       5.5578811309E-005
#    -50    24       8.2380694565E-005
#    -50    25       2.5344303651E-005
#    -50    26       1.5752713691E-008
#    -50    27       9.8107207465E-006
#    -50    28       3.5958313280E-007
#    -49    -1       6.4472916538E-007
#    -49     0       1.0527591795E-006
#    -49     1       3.2336700635E-007
#    -49     2       1.4832800236E-005
#    -49     3       5.1130125272E-005
#    -49     4       2.6234101906E-005
#    -49     5       2.2011542517E-007
#    -49     6       4.0434565272E-006
#    -49     7       1.1543005636E-007
#    -49     8       2.4065559876E-005
#    -49     9       6.9839206860E-005
#    -49    10       2.2050797444E-005
#    -49    11       3.7149660653E-008
#    -49    12       1.2589594268E-005
#    -49    13       9.0998216158E-008
#    -49    14       6.1154251611E-005
#    -49    15       1.3127680207E-004
#    -49    16       7.7183916402E-005
#    -49    17       1.7598177739E-006
#    -49    18       1.3989550757E-005
