 Diffraction intensities for potential:_6x6_07D10020.in                        
#    -54    14       4.0200836869E-007
#    -54    15       2.0566827871E-007
#    -54    16       2.2117355151E-006
#    -54    17       5.1182149334E-008
#    -54    18       1.5759638956E-005
#    -54    19       3.1183070628E-007
#    -54    20       2.6079492666E-007
#    -53     9       4.0248517638E-006
#    -53    10       5.0760030951E-007
#    -53    11       2.4680231412E-007
#    -53    12       1.4273914027E-007
#    -53    13       1.5454997887E-006
#    -53    14       9.4675132287E-007
#    -53    15       6.2397349076E-006
#    -53    16       1.1950332538E-006
#    -53    17       5.3809495647E-007
#    -53    18       1.5356694886E-007
#    -53    19       3.4057074584E-006
#    -53    20       1.1804773326E-006
#    -53    21       6.5334072656E-006
#    -53    22       3.4724572348E-007
#    -53    23       1.1298721158E-006
#    -53    24       1.4475311109E-008
#    -52     6       2.6108516677E-007
#    -52     7       2.7220211586E-007
#    -52     8       3.5078855583E-007
#    -52     9       2.5120829627E-007
#    -52    10       8.8152302363E-007
#    -52    11       6.6993087413E-008
#    -52    12       1.8105142455E-006
#    -52    13       4.6497712845E-007
#    -52    14       4.9874278156E-007
#    -52    15       6.3851672504E-007
#    -52    16       1.6344129569E-006
#    -52    17       5.5815569130E-008
#    -52    18       2.7341925039E-006
#    -52    19       4.7375571513E-007
#    -52    20       5.7190799426E-007
#    -52    21       3.5446170981E-007
#    -52    22       1.1083010127E-006
#    -52    23       2.4565478181E-008
#    -52    24       3.6255519203E-007
#    -52    25       3.1099885392E-007
#    -52    26       2.5794693910E-007
#    -51     3       3.2447466892E-007
#    -51     4       1.8653557268E-007
#    -51     5       2.9516656805E-007
#    -51     6       2.7329554541E-006
#    -51     7       5.4129218057E-007
#    -51     8       2.0486548614E-006
#    -51     9       1.4188706029E-006
#    -51    10       5.7222319722E-007
#    -51    11       7.7982394434E-007
#    -51    12       6.8537664043E-006
#    -51    13       1.4760033227E-006
#    -51    14       7.1188021043E-006
#    -51    15       5.9133816411E-006
#    -51    16       3.9167454351E-006
#    -51    17       1.2630059180E-006
#    -51    18       1.0604329367E-005
#    -51    19       1.5187397714E-006
#    -51    20       5.5812795841E-006
#    -51    21       3.2465432996E-006
#    -51    22       1.9300612651E-006
#    -51    23       4.9744942860E-007
#    -51    24       2.3623974326E-006
#    -51    25       5.2751309088E-007
#    -51    26       7.0372493403E-007
#    -51    27       7.3050693579E-007
#    -50     1       2.5103651848E-007
#    -50     2       5.1691307826E-008
#    -50     3       4.2337534552E-007
#    -50     4       6.8190603074E-007
#    -50     5       2.1970293242E-006
#    -50     6       1.1191299511E-006
#    -50     7       1.6447027029E-007
#    -50     8       6.0191464577E-007
#    -50     9       1.5509875815E-006
#    -50    10       3.3599249799E-006
#    -50    11       5.4109159849E-006
#    -50    12       3.3569601581E-006
#    -50    13       1.3857651921E-006
#    -50    14       2.9353101328E-006
#    -50    15       6.5855146770E-006
#    -50    16       6.9841852200E-006
#    -50    17       6.6489911539E-006
#    -50    18       3.2665776349E-006
#    -50    19       1.8132322503E-006
#    -50    20       1.9421785383E-006
#    -50    21       3.9054190076E-006
#    -50    22       2.7190476990E-006
#    -50    23       2.2896685486E-006
#    -50    24       5.2063783908E-007
#    -50    25       1.2475895357E-006
#    -50    26       3.3070953743E-007
#    -50    27       8.1833352516E-007
#    -50    28       2.2369237380E-007
#    -49    -1       2.8328906609E-007
#    -49     0       7.7067682463E-008
#    -49     1       5.5515554512E-008
#    -49     2       3.1501303202E-008
#    -49     3       1.1772210405E-006
#    -49     4       7.0990896371E-007
#    -49     5       6.9321382419E-007
#    -49     6       4.0788880339E-007
#    -49     7       4.5377828031E-007
#    -49     8       1.2544230387E-007
#    -49     9       2.8795420383E-006
#    -49    10       1.4335144423E-006
#    -49    11       1.5377492027E-006
#    -49    12       5.8240496104E-007
#    -49    13       1.7401889638E-006
#    -49    14       6.6500962125E-007
#    -49    15       7.0705089199E-006
#    -49    16       1.0675369065E-006
#    -49    17       1.5447629760E-006
#    -49    18       4.5315216825E-007
#    -49    19       8.8856585713E-007
#    -49    20       1.7868395390E-007
#    -49    21       2.3242199077E-006
#    -49    22       9.3473273338E-008
#    -49    23       3.9095980169E-007
#    -49    24       3.0336628380E-008
#    -49    25       1.3444377152E-007
#    -49    26       3.2242558334E-008
#    -49    27       1.0081931129E-006
#    -49    28       2.4088728878E-007
#    -49    29       5.1748322967E-008
#    -48    -3       4.1147342010E-009
#    -48    -2       3.0043077459E-007
#    -48    -1       1.0001434460E-007
#    -48     0       5.0111311175E-006
#    -48     1       1.9301722379E-008
#    -48     2       1.3931149408E-007
#    -48     3       1.7621990991E-007
#    -48     4       2.0087201501E-007
#    -48     5       1.9859775248E-008
#    -48     6       3.0381643510E-005
#    -48     7       5.7580521485E-007
#    -48     8       7.3805850750E-007
#    -48     9       2.0186775816E-007
#    -48    10       3.7318666052E-007
#    -48    11       1.9561631344E-007
#    -48    12       6.8511531635E-005
#    -48    13       2.7921428534E-006
#    -48    14       7.0907729073E-006
#    -48    15       6.4628217776E-007
#    -48    16       3.5948851823E-006
#    -48    17       2.8264920452E-007
#    -48    18       6.3989512111E-005
#    -48    19       1.3104867242E-006
#    -48    20       7.5035774345E-006
#    -48    21       8.2530621259E-007
#    -48    22       1.6032752833E-006
#    -48    23       8.3132115614E-008
#    -48    24       2.0564433856E-005
#    -48    25       4.4429359678E-008
#    -48    26       1.5233290367E-006
#    -48    27       9.5520918582E-008
#    -48    28       2.6829747401E-007
#    -48    29       7.7221482713E-009
#    -48    30       2.0949143254E-006
#    -47    -4       2.4053099787E-008
