 Diffraction intensities for potential:_6x6_03D10024.in                        
#    -54    14       4.7849488024E-007
#    -54    15       9.9163930813E-006
#    -54    16       1.5785275475E-006
#    -54    17       4.7607150218E-006
#    -54    18       9.2169893782E-005
#    -54    19       2.7281888979E-005
#    -54    20       1.3431063308E-006
#    -53     9       3.2454062476E-005
#    -53    10       7.2926797017E-006
#    -53    11       8.2765661924E-006
#    -53    12       9.6759580990E-006
#    -53    13       1.4294065151E-005
#    -53    14       8.6402538945E-006
#    -53    15       4.6056046465E-005
#    -53    16       2.1262384340E-005
#    -53    17       6.6712551068E-006
#    -53    18       7.4088257166E-006
#    -53    19       7.3040362198E-006
#    -53    20       2.8124596454E-005
#    -53    21       5.6760800825E-005
#    -53    22       1.9947491131E-005
#    -53    23       4.8709307149E-006
#    -53    24       1.7538787214E-005
#    -52     6       5.1114691922E-006
#    -52     7       4.3922662130E-006
#    -52     8       2.6052069423E-006
#    -52     9       2.4685359802E-005
#    -52    10       1.2575447601E-005
#    -52    11       4.6767843578E-006
#    -52    12       1.9334483940E-005
#    -52    13       5.8021098590E-006
#    -52    14       2.2838761356E-005
#    -52    15       4.4603558348E-005
#    -52    16       1.2909417727E-005
#    -52    17       9.3589879678E-006
#    -52    18       2.3620453759E-005
#    -52    19       1.0421850982E-005
#    -52    20       2.2362972570E-005
#    -52    21       8.0436954163E-005
#    -52    22       3.1132297271E-005
#    -52    23       4.3698370478E-006
#    -52    24       2.4358331345E-005
#    -52    25       7.4268380717E-006
#    -52    26       1.5566269031E-005
#    -51     3       3.7095771154E-006
#    -51     4       2.1665122007E-007
#    -51     5       1.7516824896E-005
#    -51     6       1.9437389939E-005
#    -51     7       2.0621978865E-005
#    -51     8       2.2941704921E-006
#    -51     9       3.7726599061E-006
#    -51    10       1.3192389363E-007
#    -51    11       2.6567764728E-005
#    -51    12       6.9416052096E-005
#    -51    13       3.0979025463E-005
#    -51    14       5.1170201157E-007
#    -51    15       9.1328143545E-006
#    -51    16       5.1078540269E-007
#    -51    17       4.7883966758E-005
#    -51    18       1.0037989002E-004
#    -51    19       3.5926534731E-005
#    -51    20       5.6204083076E-007
#    -51    21       1.3666096315E-005
#    -51    22       1.3376764227E-007
#    -51    23       3.1066351727E-005
#    -51    24       2.9179770546E-005
#    -51    25       3.8145762705E-005
#    -51    26       5.7422931495E-007
#    -51    27       4.9844717910E-006
#    -50     1       7.6955132361E-007
#    -50     2       1.2678389932E-005
#    -50     3       3.5194020972E-005
#    -50     4       8.1102756895E-006
#    -50     5       1.4476273631E-006
#    -50     6       8.9384206136E-006
#    -50     7       3.6326218884E-006
#    -50     8       1.9926784380E-005
#    -50     9       5.0666253705E-005
#    -50    10       2.2200999776E-005
#    -50    11       4.3975248074E-006
#    -50    12       3.0360784180E-005
#    -50    13       6.9351067537E-006
#    -50    14       4.0480749379E-005
#    -50    15       8.3475100018E-005
#    -50    16       2.9505769340E-005
#    -50    17       1.9051715974E-005
#    -50    18       4.9827426291E-005
#    -50    19       1.2543381144E-005
#    -50    20       3.5366357989E-005
#    -50    21       9.1851115146E-005
#    -50    22       4.3070122799E-005
#    -50    23       1.0212530956E-005
#    -50    24       2.0270144598E-005
#    -50    25       6.1896428215E-006
#    -50    26       3.6566362808E-005
#    -50    27       6.5728892957E-005
#    -50    28       2.7138828561E-005
#    -49    -1       4.2475447209E-006
#    -49     0       4.9582315625E-006
#    -49     1       1.2428934732E-006
#    -49     2       4.7219634331E-006
#    -49     3       3.2253490912E-005
#    -49     4       1.6138956601E-005
#    -49     5       4.1625375885E-006
#    -49     6       2.5270049016E-005
#    -49     7       5.4147249672E-006
#    -49     8       1.6788274788E-005
#    -49     9       6.0607806745E-005
#    -49    10       2.0954714331E-005
#    -49    11       1.1287043807E-005
#    -49    12       5.0286600520E-005
#    -49    13       1.0386521602E-005
#    -49    14       4.3629388503E-005
#    -49    15       1.1762384168E-004
#    -49    16       6.6981365421E-005
#    -49    17       9.8783668844E-006
#    -49    18       4.9617195703E-005
#    -49    19       1.9021712326E-005
#    -49    20       6.9845435944E-005
#    -49    21       8.5781244421E-005
#    -49    22       6.8590725245E-005
#    -49    23       1.5561558471E-005
#    -49    24       2.9786042502E-005
#    -49    25       8.6189781346E-006
#    -49    26       5.3178489106E-005
#    -49    27       1.2352328746E-004
#    -49    28       4.0799495217E-005
#    -49    29       8.6293657019E-006
#    -48    -3       3.2205636272E-006
#    -48    -2       8.3178469522E-007
#    -48    -1       2.3404506755E-006
#    -48     0       4.2814597361E-005
#    -48     1       2.2907668674E-005
#    -48     2       1.4789246461E-007
#    -48     3       2.7890286808E-006
#    -48     4       1.0178102979E-007
#    -48     5       1.5785987167E-005
#    -48     6       4.7224067897E-005
#    -48     7       3.1795011520E-005
#    -48     8       2.1802549221E-006
#    -48     9       1.0844411668E-005
