 Diffraction intensities for potential:ga5x5_25D10004.in                       
#    -28    13       7.5125461423E-006
#    -28    14       5.1380947655E-005
#    -28    15       5.6785981369E-005
#    -27     7       1.0749519074E-004
#    -27     8       4.7837410385E-005
#    -27     9       1.6325987064E-004
#    -27    10       7.9567131278E-006
#    -27    11       2.7954377887E-004
#    -27    12       1.3765701164E-004
#    -27    13       2.6660545383E-005
#    -27    14       1.0861915262E-004
#    -27    15       2.8499758706E-006
#    -27    16       2.3641334339E-004
#    -27    17       1.4051010010E-005
#    -27    18       9.5643087660E-005
#    -27    19       5.9426686818E-005
#    -27    20       5.5312580333E-005
#    -26     4       1.3752061513E-005
#    -26     5       6.7839108462E-005
#    -26     6       1.5186404315E-004
#    -26     7       6.7266864627E-005
#    -26     8       1.0791266646E-004
#    -26     9       6.3924655515E-005
#    -26    10       1.2168851629E-005
#    -26    11       9.9745834220E-005
#    -26    12       1.6475654356E-005
#    -26    13       1.0846199338E-004
#    -26    14       1.7308223851E-004
#    -26    15       1.4789637146E-004
#    -26    16       1.2131886553E-004
#    -26    17       3.0330453450E-006
#    -26    18       1.7133206749E-006
#    -26    19       1.3780604025E-005
#    -26    20       7.4844016629E-005
#    -26    21       2.9335080335E-005
#    -26    22       1.9332544783E-005
#    -25     2       8.3208472305E-005
#    -25     3       5.2063239762E-005
#    -25     4       1.8835675233E-004
#    -25     5       8.0716504613E-004
#    -25     6       7.4776010820E-005
#    -25     7       4.7468001138E-004
#    -25     8       6.8543037137E-005
#    -25     9       3.7038545031E-005
#    -25    10       9.8985242054E-004
#    -25    11       1.4792188449E-006
#    -25    12       1.8490570939E-005
#    -25    13       3.3584191677E-004
#    -25    14       2.3044599852E-005
#    -25    15       2.6867640466E-004
#    -25    16       4.6599935287E-005
#    -25    17       6.6499763156E-005
#    -25    18       1.5466618402E-004
#    -25    19       2.5355541292E-005
#    -25    20       5.7866658217E-004
#    -25    21       6.9500216945E-006
#    -25    22       4.3611322743E-005
#    -25    23       5.6948428208E-006
#    -24     0       1.7623511014E-004
#    -24     1       1.2323831170E-004
#    -24     2       6.5848642551E-005
#    -24     3       1.9229349357E-004
#    -24     4       3.7079931869E-004
#    -24     5       4.4731167369E-005
#    -24     6       3.8545422986E-005
#    -24     7       1.6513275406E-004
#    -24     8       4.2169974027E-004
#    -24     9       1.9834665309E-004
#    -24    10       2.7353427196E-006
#    -24    11       3.8056453524E-005
#    -24    12       2.2895869585E-004
#    -24    13       1.0687894208E-004
#    -24    14       1.5148578540E-004
#    -24    15       2.3392964767E-004
#    -24    16       8.4824500055E-006
#    -24    17       1.8733896581E-004
#    -24    18       1.9573203413E-004
#    -24    19       7.0971355099E-004
#    -24    20       5.1397429927E-005
#    -24    21       2.3557056941E-004
#    -24    22       8.5420050063E-005
#    -24    23       1.5576325596E-004
#    -24    24       9.8597254055E-005
#    -23    -2       2.1210571747E-004
#    -23    -1       5.2890021201E-005
#    -23     0       4.6134964490E-005
#    -23     1       5.0268141932E-005
#    -23     2       1.5077991522E-004
#    -23     3       3.0046254688E-004
#    -23     4       1.2590237889E-004
#    -23     5       2.0579613334E-004
#    -23     6       1.7153736430E-004
#    -23     7       1.2457342190E-005
#    -23     8       1.4340538860E-004
#    -23     9       2.0719407688E-005
#    -23    10       8.8602974153E-005
#    -23    11       3.2035589182E-004
#    -23    12       1.1975134416E-004
#    -23    13       2.5872982522E-004
#    -23    14       1.7582486021E-004
#    -23    15       2.8402776928E-004
#    -23    16       3.1493576273E-004
#    -23    17       4.6546388136E-004
#    -23    18       1.0745037067E-005
#    -23    19       2.3017395137E-004
#    -23    20       1.7608822061E-004
#    -23    21       5.2874738877E-005
#    -23    22       1.7065139742E-004
#    -23    23       3.3478614884E-005
#    -23    24       2.1186581827E-004
#    -23    25       1.3311540430E-004
#    -22    -4       9.2077439031E-005
#    -22    -3       2.9195909580E-005
#    -22    -2       1.2849500998E-004
#    -22    -1       3.9916750115E-004
#    -22     0       2.9223373678E-006
#    -22     1       6.3012342059E-005
#    -22     2       3.6062872455E-004
#    -22     3       1.9031273205E-004
#    -22     4       2.9355040042E-004
#    -22     5       1.6690951684E-005
#    -22     6       3.3506142811E-004
#    -22     7       1.6772573393E-004
#    -22     8       2.0244447129E-004
#    -22     9       5.1914477508E-004
#    -22    10       2.9663482880E-004
#    -22    11       1.2128832984E-004
#    -22    12       4.4338615346E-004
#    -22    13       3.7903312845E-006
#    -22    14       1.1600723371E-004
#    -22    15       2.6700490883E-004
#    -22    16       1.3233437037E-004
#    -22    17       1.4785700718E-004
#    -22    18       1.0451603588E-004
#    -22    19       1.1370882581E-004
#    -22    20       1.1933417004E-005
#    -22    21       2.3394696459E-005
#    -22    22       2.4659114200E-004
#    -22    23       3.4387707925E-004
#    -22    24       9.6178244397E-005
#    -22    25       3.1626173186E-005
#    -22    26       4.9017699027E-005
#    -21    -5       1.1451242755E-004
#    -21    -4       2.3029677249E-004
#    -21    -3       2.1253197238E-004
#    -21    -2       1.0519142844E-006
#    -21    -1       2.4894649107E-004
#    -21     0       3.8184316756E-004
#    -21     1       6.6349560455E-004
#    -21     2       1.0497620690E-004
#    -21     3       1.5670413410E-004
#    -21     4       9.3645634477E-005
#    -21     5       3.0592367996E-005
#    -21     6       4.3122216233E-004
#    -21     7       4.7355719194E-004
#    -21     8       7.9885226511E-005
#    -21     9       4.0965352442E-005
#    -21    10       2.2910860365E-006
#    -21    11       5.1859757943E-004
#    -21    12       1.4573278788E-004
#    -21    13       2.3588827734E-005
#    -21    14       2.4534098837E-004
#    -21    15       2.9340268529E-005
#    -21    16       1.3429402865E-004
#    -21    17       1.6293127180E-004
#    -21    18       6.2375640843E-005
#    -21    19       2.0042972490E-004
#    -21    20       8.4068166458E-005
#    -21    21       1.8496881611E-004
#    -21    22       1.0495487405E-004
#    -21    23       6.6444096813E-005
#    -21    24       1.8438350215E-004
#    -21    25       1.7607276148E-004
#    -21    26       7.1661745731E-005
#    -20    -7       1.8153139813E-005
#    -20    -6       5.0710022642E-005
#    -20    -5       3.2311675726E-004
#    -20    -4       1.9168996168E-004
#    -20    -3       3.1475418660E-004
#    -20    -2       6.5643336970E-005
#    -20    -1       4.1052101525E-004
#    -20     0       3.5119053990E-003
#    -20     1       4.1867374864E-005
#    -20     2       1.4489445828E-004
#    -20     3       1.8784855817E-004
#    -20     4       8.1668244373E-005
#    -20     5       9.0236121309E-003
#    -20     6       2.8222074105E-004
#    -20     7       5.4686590240E-004
#    -20     8       1.3018013347E-004
#    -20     9       1.9216689254E-005
#    -20    10       2.6103913669E-003
#    -20    11       9.8080672800E-006
#    -20    12       2.5244345439E-004
#    -20    13       4.4453052052E-004
#    -20    14       1.3875312962E-004
#    -20    15       7.8808399109E-003
#    -20    16       1.2526237229E-004
#    -20    17       1.7591124864E-004
#    -20    18       2.8066584985E-004
#    -20    19       9.7012455906E-005
#    -20    20       2.0736088034E-003
#    -20    21       2.1203343085E-006
#    -20    22       1.0494704460E-004
#    -20    23       6.8961772132E-005
#    -20    24       1.7109380857E-004
#    -20    25       8.2912385914E-005
#    -20    26       1.1144253230E-005
#    -20    27       1.0723827654E-004
#    -19    -8       1.8801791379E-005
#    -19    -7       1.6881706986E-004
#    -19    -6       1.0778439598E-004
#    -19    -5       1.4884439245E-005
#    -19    -4       8.9617273786E-005
#    -19    -3       2.3717656262E-004
#    -19    -2       3.9266649757E-004
#    -19    -1       4.2295956085E-004
#    -19     0       8.9950511256E-005
#    -19     1       9.2944223278E-006
#    -19     2       1.3751849045E-004
#    -19     3       3.5646319201E-005
#    -19     4       7.8009883521E-004
#    -19     5       2.2170221160E-004
#    -19     6       8.7525370275E-005
#    -19     7       1.1600318637E-004
#    -19     8       7.0674597661E-005
#    -19     9       1.4249222130E-004
#    -19    10       3.5256840820E-005
#    -19    11       1.2465546277E-004
#    -19    12       7.7247910983E-004
#    -19    13       7.7621310393E-005
#    -19    14       8.0263670385E-004
#    -19    15       5.5328371458E-004
#    -19    16       1.2777304353E-004
#    -19    17       1.7887453264E-004
#    -19    18       1.1339269929E-005
#    -19    19       6.4731496817E-004
#    -19    20       4.8823994811E-004
#    -19    21       7.1052074733E-004
#    -19    22       2.2126059570E-004
#    -19    23       1.2753075561E-004
#    -19    24       3.8091815898E-005
#    -19    25       1.6235897495E-004
#    -19    26       2.1060617521E-004
#    -19    27       3.0096870860E-005
