 Diffraction intensities for potential:gv5x5_07D10001.in                       
#    -28    13       2.5053581486E-005
#    -28    14       1.4566844402E-005
#    -28    15       3.8899355768E-006
#    -27     7       1.0326909950E-005
#    -27     8       1.5346350178E-004
#    -27     9       5.1035218653E-006
#    -27    10       1.7742820490E-005
#    -27    11       1.3192612507E-004
#    -27    12       2.2551241762E-006
#    -27    13       3.3014644084E-005
#    -27    14       1.4033343430E-005
#    -27    15       3.4758987449E-005
#    -27    16       5.4497808616E-006
#    -27    17       4.8426967931E-006
#    -27    18       8.3504228057E-006
#    -27    19       4.2628025391E-006
#    -27    20       2.3330907968E-006
#    -26     4       1.2182312101E-004
#    -26     5       5.3553571459E-006
#    -26     6       9.5621549448E-005
#    -26     7       7.8198341807E-005
#    -26     8       2.3065570963E-006
#    -26     9       3.8599086679E-005
#    -26    10       6.4921818939E-006
#    -26    11       1.8732926652E-005
#    -26    12       2.3592035605E-005
#    -26    13       3.6299501019E-005
#    -26    14       2.1227556114E-005
#    -26    15       1.9364633051E-005
#    -26    16       6.7413265845E-006
#    -26    17       2.5136359306E-005
#    -26    18       2.6566822337E-005
#    -26    19       6.9530920803E-006
#    -26    20       1.5153474015E-005
#    -26    21       3.7135116626E-006
#    -26    22       1.2264544085E-005
#    -25     2       1.4245028162E-004
#    -25     3       2.3037718068E-005
#    -25     4       2.0381698555E-005
#    -25     5       1.0845608791E-003
#    -25     6       6.2981829248E-005
#    -25     7       2.4528447023E-005
#    -25     8       1.3120760763E-004
#    -25     9       3.0234366791E-005
#    -25    10       7.3763579421E-004
#    -25    11       1.4466000119E-005
#    -25    12       3.3153420922E-005
#    -25    13       8.3675590386E-005
#    -25    14       2.2898982018E-005
#    -25    15       3.0797269590E-004
#    -25    16       1.7776641854E-005
#    -25    17       2.1827182706E-005
#    -25    18       4.1841206532E-005
#    -25    19       6.8021302384E-006
#    -25    20       1.3706388369E-004
#    -25    21       3.8626316890E-006
#    -25    22       3.3591386045E-006
#    -25    23       8.9802976841E-007
#    -24     0       2.6339310612E-005
#    -24     1       1.9974103314E-005
#    -24     2       3.3546865826E-004
#    -24     3       1.4779058080E-005
#    -24     4       4.8296381326E-005
#    -24     5       3.8824854727E-004
#    -24     6       1.6537335950E-005
#    -24     7       2.2549925851E-004
#    -24     8       1.2333688791E-004
#    -24     9       4.2572856514E-005
#    -24    10       2.2711395276E-004
#    -24    11       2.2485632469E-005
#    -24    12       1.6694366003E-005
#    -24    13       6.7944794965E-005
#    -24    14       4.0006218830E-005
#    -24    15       5.3028818850E-005
#    -24    16       1.1970832776E-005
#    -24    17       4.2083288375E-005
#    -24    18       7.1021877408E-005
#    -24    19       2.3812684801E-005
#    -24    20       4.1115897035E-006
#    -24    21       2.9371734892E-005
#    -24    22       1.5756636870E-007
#    -24    23       2.0714970530E-005
#    -24    24       2.5962560381E-006
#    -23    -2       5.3299360339E-005
#    -23    -1       5.9040688991E-005
#    -23     0       2.7277298400E-005
#    -23     1       1.3545082241E-004
#    -23     2       1.9288776023E-005
#    -23     3       4.8460012856E-005
#    -23     4       1.3575054873E-004
#    -23     5       2.0248499381E-004
#    -23     6       3.0257975552E-004
#    -23     7       2.8968561692E-006
#    -23     8       1.5683353759E-004
#    -23     9       1.3436150433E-004
#    -23    10       1.0531622950E-004
#    -23    11       2.7304744952E-005
#    -23    12       8.5542128443E-005
#    -23    13       3.2963458067E-006
#    -23    14       8.6282286315E-005
#    -23    15       1.7544088918E-005
#    -23    16       8.4601645321E-005
#    -23    17       1.1267122832E-005
#    -23    18       1.9598314308E-005
#    -23    19       1.3782430808E-006
#    -23    20       8.8779620935E-006
#    -23    21       2.1722027457E-006
#    -23    22       2.7627037667E-005
#    -23    23       1.9233252068E-006
#    -23    24       1.3302019244E-005
#    -23    25       2.0698164396E-005
#    -22    -4       8.1454245283E-007
#    -22    -3       2.6370279538E-005
#    -22    -2       8.2974416029E-005
#    -22    -1       2.5908368824E-005
#    -22     0       1.9412047440E-004
#    -22     1       1.0755765103E-004
#    -22     2       1.0556528747E-005
#    -22     3       2.5437090829E-004
#    -22     4       7.8984058343E-005
#    -22     5       5.1080376735E-005
#    -22     6       1.5432473727E-004
#    -22     7       6.3620804921E-005
#    -22     8       1.2992785997E-005
#    -22     9       3.3818258700E-004
#    -22    10       4.5722656733E-005
#    -22    11       3.6819978006E-005
#    -22    12       2.0562526335E-005
#    -22    13       1.8855144863E-006
#    -22    14       2.5019687726E-005
#    -22    15       5.1175324886E-005
#    -22    16       2.7374169780E-005
#    -22    17       1.8355534742E-005
#    -22    18       1.4649683229E-005
#    -22    19       1.0533372507E-004
#    -22    20       3.8273638527E-005
#    -22    21       2.9497974569E-005
#    -22    22       1.8650595589E-005
#    -22    23       4.4368718309E-005
#    -22    24       1.8742834404E-005
#    -22    25       6.5099713512E-006
#    -22    26       4.6422173363E-005
#    -21    -5       9.1607813464E-006
#    -21    -4       7.2237434254E-005
#    -21    -3       2.8515041880E-005
#    -21    -2       3.4114567390E-005
#    -21    -1       8.8442435801E-005
#    -21     0       2.3152582234E-005
#    -21     1       6.8385171374E-005
#    -21     2       2.8786229698E-004
#    -21     3       9.2057000463E-005
#    -21     4       4.8308520874E-004
#    -21     5       2.7722567461E-005
#    -21     6       4.7074232360E-004
#    -21     7       3.5665820507E-004
#    -21     8       4.5640948836E-005
#    -21     9       1.5639905809E-004
#    -21    10       1.2835409979E-005
#    -21    11       7.3137307848E-005
#    -21    12       7.1225888908E-005
#    -21    13       6.1073900367E-006
#    -21    14       7.4423918146E-005
#    -21    15       1.9092827287E-004
#    -21    16       6.3680614066E-005
#    -21    17       9.4840637693E-005
#    -21    18       3.0829047321E-005
#    -21    19       3.3325974616E-005
#    -21    20       6.8578447928E-005
#    -21    21       1.4833287840E-005
#    -21    22       5.7101922567E-005
#    -21    23       5.0188310536E-005
#    -21    24       1.4060480680E-005
#    -21    25       1.4567432771E-004
#    -21    26       8.8386118453E-006
#    -20    -7       1.8412575906E-005
#    -20    -6       1.0272686301E-005
#    -20    -5       8.6786405910E-004
#    -20    -4       3.9535437671E-005
#    -20    -3       2.2073971978E-005
#    -20    -2       3.9839793587E-005
#    -20    -1       1.7076128385E-005
#    -20     0       7.6353151605E-003
#    -20     1       1.3134362162E-004
#    -20     2       8.2750478492E-005
#    -20     3       1.3928055347E-004
#    -20     4       1.0177022613E-004
#    -20     5       8.8253787841E-003
#    -20     6       3.1180469399E-004
#    -20     7       3.9327971495E-004
#    -20     8       6.7532664446E-005
#    -20     9       3.1965570683E-005
#    -20    10       6.2304846915E-003
#    -20    11       1.8748971084E-004
#    -20    12       1.8841613941E-004
#    -20    13       2.9657169243E-005
#    -20    14       3.4614095235E-005
#    -20    15       6.0363663674E-003
#    -20    16       5.7780678027E-005
#    -20    17       1.1642271002E-004
#    -20    18       8.3929555223E-005
#    -20    19       2.6165363962E-005
#    -20    20       1.8130896067E-003
#    -20    21       8.0386338612E-005
#    -20    22       1.8642851968E-004
#    -20    23       8.8168960150E-006
#    -20    24       6.5387955196E-005
#    -20    25       1.2561226432E-004
#    -20    26       3.6950504409E-005
#    -20    27       1.8211053553E-005
#    -19    -8       3.2342072775E-005
#    -19    -7       3.0141222572E-005
#    -19    -6       1.2030328783E-004
#    -19    -5       9.3290176773E-007
#    -19    -4       5.9504418642E-006
#    -19    -3       1.3972191508E-004
#    -19    -2       5.8482577627E-005
#    -19    -1       4.8380780723E-005
#    -19     0       2.3714347628E-004
#    -19     1       5.4049144249E-005
#    -19     2       1.7799238177E-004
#    -19     3       5.3130368464E-004
#    -19     4       8.0246178053E-005
#    -19     5       7.0539396297E-005
#    -19     6       2.3628798147E-004
#    -19     7       5.8331871488E-005
#    -19     8       6.7048969178E-005
#    -19     9       4.8816195953E-005
#    -19    10       1.6626900095E-004
#    -19    11       5.6146406047E-005
#    -19    12       5.9982115908E-006
#    -19    13       1.4298908556E-004
#    -19    14       1.9268194338E-004
#    -19    15       1.3009077955E-004
#    -19    16       1.7515953555E-004
#    -19    17       8.4113316849E-005
#    -19    18       1.9274888743E-005
#    -19    19       8.1685151284E-005
#    -19    20       5.4460684100E-006
#    -19    21       1.2949867668E-004
#    -19    22       3.3215925817E-006
#    -19    23       6.4760153385E-005
#    -19    24       2.5462342884E-005
#    -19    25       1.7125604061E-004
#    -19    26       2.3035911179E-005
#    -19    27       3.0667639752E-005
#    -18    -9       1.2839848398E-005
#    -18    -8       3.9077724414E-005
#    -18    -7       5.8994507452E-005
#    -18    -6       2.4303019402E-005
#    -18    -5       3.7485209709E-005
#    -18    -4       3.9025318235E-005
#    -18    -3       4.2405693429E-005
#    -18    -2       6.6438252876E-005
#    -18    -1       2.6186400482E-004
#    -18     0       2.2751164678E-004
#    -18     1       3.3310613823E-004
#    -18     2       5.3569179431E-005
#    -18     3       1.0575795586E-003
