 Diffraction intensities for potential:_6x6_03D10015.in                        
#    -54    14       1.1027465489E-006
#    -54    15       7.8204617497E-005
#    -54    16       8.5901141374E-007
#    -54    17       3.0723081331E-006
#    -54    18       1.1141954504E-004
#    -54    19       1.0453135226E-006
#    -54    20       1.5942667800E-007
#    -53     9       2.5105165428E-005
#    -53    10       1.7780986276E-006
#    -53    11       3.7280508799E-006
#    -53    12       1.8561206457E-005
#    -53    13       5.3679279163E-006
#    -53    14       3.9668103727E-006
#    -53    15       4.3331771454E-005
#    -53    16       5.0057188609E-006
#    -53    17       7.1147055553E-006
#    -53    18       2.9978464489E-005
#    -53    19       1.3759197511E-005
#    -53    20       1.3396159014E-005
#    -53    21       5.7148251136E-005
#    -53    22       7.1896513791E-006
#    -53    23       1.0240292542E-005
#    -53    24       3.8839333305E-005
#    -52     6       4.7036746418E-006
#    -52     7       9.2031006739E-006
#    -52     8       2.8725687486E-006
#    -52     9       1.3444750525E-005
#    -52    10       4.8053885496E-006
#    -52    11       7.2719526999E-006
#    -52    12       2.0387006376E-005
#    -52    13       1.4222928358E-005
#    -52    14       2.3019341046E-005
#    -52    15       2.0656726130E-005
#    -52    16       1.3101711526E-005
#    -52    17       3.0758942364E-005
#    -52    18       2.6544002720E-005
#    -52    19       3.0240145115E-005
#    -52    20       3.2487539032E-005
#    -52    21       4.2642847785E-005
#    -52    22       3.4542881418E-005
#    -52    23       1.1067884404E-005
#    -52    24       1.9297597016E-005
#    -52    25       6.9653362269E-006
#    -52    26       1.6547604795E-005
#    -51     3       6.2699120520E-006
#    -51     4       7.6625184407E-006
#    -51     5       1.7730084730E-005
#    -51     6       1.5688797092E-006
#    -51     7       1.7444282899E-005
#    -51     8       2.1546199914E-005
#    -51     9       7.8790080960E-006
#    -51    10       1.9607033972E-005
#    -51    11       2.5815236195E-005
#    -51    12       9.8136566139E-006
#    -51    13       2.9253762020E-005
#    -51    14       3.3119978920E-005
#    -51    15       6.9685058356E-006
#    -51    16       3.2052181762E-005
#    -51    17       4.8427852252E-005
#    -51    18       1.3279133211E-005
#    -51    19       3.3951523000E-005
#    -51    20       6.0177096937E-005
#    -51    21       9.0147699685E-006
#    -51    22       4.8973488170E-005
#    -51    23       4.0788983050E-005
#    -51    24       3.4015772872E-006
#    -51    25       4.2128172764E-005
#    -51    26       1.9903935700E-005
#    -51    27       1.0660199334E-005
#    -50     1       2.4928950679E-006
#    -50     2       8.7960592978E-006
#    -50     3       1.4795576223E-005
#    -50     4       5.8850383502E-006
#    -50     5       7.1816065591E-006
#    -50     6       2.0139603166E-005
#    -50     7       1.3139646071E-005
#    -50     8       1.4359068029E-005
#    -50     9       2.2041490900E-005
#    -50    10       1.6719817089E-005
#    -50    11       2.0014734606E-005
#    -50    12       4.0977301295E-005
#    -50    13       3.2146223547E-005
#    -50    14       3.6235672196E-005
#    -50    15       3.4716848532E-005
#    -50    16       3.1748749589E-005
#    -50    17       5.0658904244E-005
#    -50    18       3.6959675595E-005
#    -50    19       3.7267294628E-005
#    -50    20       4.1556427426E-005
#    -50    21       4.1862409939E-005
#    -50    22       5.0486296725E-005
#    -50    23       3.9668722001E-005
#    -50    24       2.9924104968E-005
#    -50    25       1.7422383748E-005
#    -50    26       3.3413399629E-005
#    -50    27       4.2544597798E-005
#    -50    28       2.6491576808E-005
#    -49    -1       1.2858274541E-006
#    -49     0       1.1024605940E-005
#    -49     1       3.7519500506E-006
#    -49     2       1.3326197900E-006
#    -49     3       3.4723271620E-005
#    -49     4       7.2341018974E-006
#    -49     5       2.2955932503E-006
#    -49     6       3.7860262525E-005
#    -49     7       3.2486742760E-006
#    -49     8       5.9075677076E-006
#    -49     9       5.7067322226E-005
#    -49    10       6.2505583070E-006
#    -49    11       9.8313729971E-006
#    -49    12       8.0396685628E-005
#    -49    13       1.3049364343E-005
#    -49    14       1.5191656794E-005
#    -49    15       1.2420755891E-004
#    -49    16       2.5022026853E-005
