 Diffraction intensities for potential:gv5x5_02D10005.in                       
#    -28    13       5.3384473091E-006
#    -28    14       2.8706209629E-006
#    -28    15       8.8521044802E-006
#    -27     7       1.2499398045E-005
#    -27     8       1.6188165707E-005
#    -27     9       3.5601876156E-006
#    -27    10       1.9226570036E-005
#    -27    11       4.7236686223E-005
#    -27    12       8.2095053666E-006
#    -27    13       5.4830483943E-006
#    -27    14       1.1812095615E-005
#    -27    15       2.6298370493E-006
#    -27    16       5.0807293430E-006
#    -27    17       2.2018420980E-006
#    -27    18       1.7196406684E-006
#    -27    19       6.6340078026E-007
#    -27    20       2.3280816532E-006
#    -26     4       4.5690721841E-005
#    -26     5       1.6192731290E-005
#    -26     6       4.0363843237E-005
#    -26     7       4.6870796099E-005
#    -26     8       4.4348147578E-006
#    -26     9       1.5874356437E-005
#    -26    10       1.8846692704E-005
#    -26    11       9.3870298111E-006
#    -26    12       1.5953284567E-005
#    -26    13       3.6323759418E-006
#    -26    14       7.7296094077E-006
#    -26    15       2.3613001787E-006
#    -26    16       4.2304212503E-006
#    -26    17       5.0532192981E-006
#    -26    18       4.2291018687E-006
#    -26    19       2.9164364946E-006
#    -26    20       3.3786718597E-006
#    -26    21       7.2169391824E-007
#    -26    22       1.0685024716E-006
#    -25     2       2.5501073472E-005
#    -25     3       5.7925056756E-006
#    -25     4       3.9428264848E-005
#    -25     5       1.0776029527E-003
#    -25     6       6.0419230081E-005
#    -25     7       3.8681112734E-005
#    -25     8       1.4218062602E-006
#    -25     9       5.6258579874E-005
#    -25    10       8.5330946265E-004
#    -25    11       1.2734459607E-005
#    -25    12       1.1781794474E-005
#    -25    13       2.2777910526E-006
#    -25    14       1.6064534364E-007
#    -25    15       4.2609633141E-004
#    -25    16       3.7030359528E-006
#    -25    17       5.4991079157E-006
#    -25    18       6.6223690455E-006
#    -25    19       1.1366709602E-005
#    -25    20       2.1482526751E-004
#    -25    21       3.0466890708E-006
#    -25    22       7.4144897730E-006
#    -25    23       4.3967697840E-006
#    -24     0       2.6161262819E-005
#    -24     1       5.9868010713E-005
#    -24     2       1.1913287350E-005
#    -24     3       5.2257129846E-005
#    -24     4       9.1805834216E-005
#    -24     5       4.0069680265E-005
#    -24     6       3.0363497934E-005
#    -24     7       9.9470490458E-005
#    -24     8       5.1755174718E-006
#    -24     9       6.0350630294E-005
#    -24    10       4.8126722667E-005
#    -24    11       2.1746277193E-006
#    -24    12       1.0723481174E-005
#    -24    13       4.0099877049E-006
#    -24    14       8.8451140622E-007
#    -24    15       8.5854548271E-006
#    -24    16       6.3992625150E-006
#    -24    17       1.5261376779E-005
#    -24    18       7.2162504266E-006
#    -24    19       8.4657642210E-006
#    -24    20       8.4840718252E-006
#    -24    21       4.8778701621E-006
#    -24    22       1.0606170056E-006
#    -24    23       1.2289728998E-007
#    -24    24       1.0350723310E-008
#    -23    -2       3.7143906232E-005
#    -23    -1       1.4912156646E-005
#    -23     0       2.8843031372E-005
#    -23     1       3.3511413975E-005
#    -23     2       2.3494576005E-005
#    -23     3       3.3198841225E-005
#    -23     4       7.1590874481E-005
#    -23     5       7.7957083289E-005
#    -23     6       6.0813370548E-005
#    -23     7       1.2103709022E-004
#    -23     8       3.7048763842E-005
#    -23     9       6.5113737768E-005
#    -23    10       2.3378346493E-005
#    -23    11       1.1563460323E-006
#    -23    12       8.5770935691E-006
#    -23    13       4.5203527052E-006
#    -23    14       5.0241709911E-006
#    -23    15       3.3682036195E-005
#    -23    16       1.4169760609E-005
#    -23    17       2.8002173688E-005
#    -23    18       2.6732225782E-005
#    -23    19       8.7704240541E-006
#    -23    20       4.3091533472E-006
#    -23    21       3.6153686327E-007
#    -23    22       1.7915945849E-006
#    -23    23       1.8798853764E-006
#    -23    24       4.6384896336E-007
#    -23    25       4.7480015265E-007
#    -22    -4       1.7829882999E-005
#    -22    -3       1.4755424212E-005
#    -22    -2       4.5868417210E-005
#    -22    -1       2.7331960429E-007
#    -22     0       3.0049504898E-005
#    -22     1       5.7617005084E-005
#    -22     2       2.7276570877E-005
#    -22     3       2.7808830789E-005
#    -22     4       1.1842424213E-004
#    -22     5       1.1429475380E-004
#    -22     6       1.4739219353E-005
#    -22     7       1.4850547699E-004
#    -22     8       3.2493068339E-005
#    -22     9       5.5810161146E-005
#    -22    10       3.4633461517E-005
