 Diffraction intensities for potential:pot10001.in                             
#      0    -4       1.0771973885E-002
#      0    -3       8.2979279779E-004
#      0    -2       1.2926253324E-003
#      0    -1       7.2166108667E-003
#      0     0       1.3426300341E-002
#      0     1       4.9756628065E-003
#      0     2       2.1824267292E-004
#      0     3       2.8483292028E-003
#      0     4       5.1863903279E-003
#      1   -10       1.8047393118E-004
#      1    -9       5.5257508481E-004
#      1    -8       6.1412405638E-005
#      1    -7       1.0389469223E-003
#      1    -6       5.4490682484E-003
#      1    -5       6.8766994139E-003
#      1    -4       9.3992812839E-003
#      1    -3       1.2863445286E-003
#      1    -2       2.6866903152E-003
#      1    -1       4.9754532899E-003
#      1     0       2.5277472385E-002
#      1     1       1.0210805523E-002
#      1     2       4.3209276485E-003
#      2   -10       9.5884625160E-004
#      2    -9       6.3762620530E-004
#      2    -8       4.2867578230E-003
#      2    -7       6.3324766703E-003
#      2    -6       2.5717322053E-002
#      2    -5       4.1574422507E-003
#      2    -4       9.3508592233E-003
#      2    -3       1.0391905979E-003
#      2    -2       2.1821926205E-004
#      2    -1       1.0210668306E-002
#      2     0       4.2636174405E-003
#      2     1       1.0537819256E-002
#      3    -9       1.4683672842E-003
#      3    -8       1.5003111866E-003
#      3    -7       1.0357855312E-002
#      3    -6       8.7247835763E-003
#      3    -5       9.6814936708E-003
#      3    -4       2.2416682207E-002
#      3    -3       2.8483482815E-003
#      3    -2       4.3209819467E-003
#      3    -1       1.0537721456E-002
#      4    -7       4.9828871994E-003
#      4    -6       4.8214095850E-003
#      4    -5       8.3832911702E-003
#      4    -4       5.1864038315E-003
#    -12     2       2.5620700138E-004
#    -12     3       9.9444421974E-004
#    -12     4       8.9653172683E-004
#    -12     5       1.7382436656E-003
#    -11     0       3.5313973451E-003
#    -11     1       2.0243573264E-003
#    -11     2       5.0577138326E-003
#    -11     3       1.0003825488E-003
#    -11     4       4.1049926865E-004
#    -11     5       1.9394655631E-004
#    -11     6       8.0907587821E-004
#    -10    -2       2.5624119652E-004
#    -10    -1       2.0242190957E-003
#    -10     0       6.6626909985E-003
#    -10     1       4.2231022810E-003
#    -10     2       7.5657120131E-003
#    -10     3       8.0522835497E-003
#    -10     4       6.3884092133E-003
#    -10     5       1.0151281742E-002
#    -10     6       9.7701203840E-003
#    -10     7       6.0892572479E-004
#     -9    -3       9.9437282085E-004
#     -9    -2       5.0578999271E-003
#     -9    -1       4.2230991897E-003
#     -9     0       3.0862633990E-003
#     -9     1       1.3844585400E-003
#     -9     2       2.8920406319E-003
#     -9     3       2.2113319426E-003
#     -9     4       1.0841798445E-002
#     -9     5       4.7139682495E-003
#     -9     6       4.3648394817E-003
#     -9     7       2.5432543030E-003
#     -8    -4       8.9662119460E-004
#     -8    -3       1.0004864566E-003
#     -8    -2       7.5659472953E-003
#     -8    -1       1.3843801100E-003
#     -8     0       6.9605057104E-003
#     -8     1       6.1049898424E-003
#     -8     2       7.8461317864E-004
#     -8     3       5.1282462995E-003
#     -8     4       9.7616883944E-004
#     -8     5       3.2343116553E-003
#     -8     6       1.7268573571E-004
#     -8     7       3.7892528368E-003
#     -7    -5       1.7381507718E-003
#     -7    -4       4.1054928150E-004
#     -7    -3       8.0523443222E-003
#     -7    -2       2.8919873137E-003
#     -7    -1       6.1049088131E-003
#     -7     0       2.2343462444E-002
#     -7     1       7.5670709534E-004
#     -7     2       1.2189174333E-002
#     -7     3       9.3246105504E-003
#     -7     4       4.7294454931E-003
#     -7     5       2.7114023793E-003
#     -7     6       3.5342783181E-003
#     -7     7       5.7580650648E-003
#     -6    -5       1.9398937318E-004
#     -6    -4       6.3888483675E-003
#     -6    -3       2.2111826689E-003
#     -6    -2       7.8470228405E-004
#     -6    -1       7.5665077479E-004
#     -6     0       1.2614463905E-003
#     -6     1       6.7700723225E-003
#     -6     2       3.0188249260E-003
#     -6     3       2.9524975165E-002
#     -6     4       1.5034593769E-003
#     -6     5       4.3266937590E-003
#     -6     6       2.1424409326E-003
#     -6     7       5.9631643362E-004
#     -5    -6       8.0912723037E-004
#     -5    -5       1.0151701389E-002
#     -5    -4       1.0841436087E-002
#     -5    -3       5.1284155239E-003
#     -5    -2       1.2189237719E-002
#     -5    -1       6.7700981592E-003
#     -5     0       2.4788491522E-003
#     -5     1       3.8051252495E-003
#     -5     2       5.8201458168E-003
#     -5     3       5.1120193618E-003
#     -5     4       9.8618492345E-003
#     -5     5       3.1600679804E-003
#     -5     6       8.3565627716E-003
#     -4    -6       9.7702473119E-003
#     -4    -5       4.7136519746E-003
#     -4    -4       9.7612887949E-004
#     -4    -3       9.3244265059E-003
#     -4    -2       3.0187287806E-003
#     -4    -1       3.8051573317E-003
#     -4     0       2.0805985337E-002
#     -4     1       5.0301120182E-003
#     -4     2       1.2044656912E-002
#     -4     3       6.6466492775E-003
#     -4     4       8.2060210241E-003
#     -4     5       2.6466363727E-004
#     -4     6       1.5910074136E-003
#     -3    -7       6.0886768678E-004
#     -3    -6       4.3647627511E-003
#     -3    -5       3.2342425823E-003
#     -3    -4       4.7297077756E-003
#     -3    -3       2.9524083228E-002
#     -3    -2       5.8200843280E-003
#     -3    -1       5.0298427449E-003
#     -3     0       1.1320511953E-002
#     -3     1       2.0542182285E-003
#     -3     2       3.1902710159E-003
#     -3     3       1.3055772833E-002
#     -3     4       2.1766472879E-002
#     -3     5       1.2723133952E-002
#     -2    -7       2.5431378030E-003
#     -2    -6       1.7273128200E-004
#     -2    -5       2.7112967926E-003
#     -2    -4       1.5034353549E-003
#     -2    -3       5.1122590151E-003
#     -2    -2       1.2044737867E-002
#     -2    -1       2.0542757730E-003
#     -2     0       6.2760241565E-002
#     -2     1       1.2771410237E-002
#     -2     2       3.4336389633E-003
#     -2     3       1.2623984061E-002
#     -2     4       1.0242023094E-002
#     -1    -7       3.7893711518E-003
#     -1    -6       3.5344005009E-003
#     -1    -5       4.3267035347E-003
#     -1    -4       9.8613427021E-003
#     -1    -3       6.6467348604E-003
#     -1    -2       3.1903946938E-003
#     -1    -1       1.2770934765E-002
#     -1     0       2.1381337862E-002
#     -1     1       5.3498835140E-004
#     -1     2       1.0146110838E-002
#     -1     3       1.5721876775E-002
#      0    -7       5.7580133585E-003
#      0    -6       2.1425534888E-003
#      0    -5       3.1604510034E-003
#      0    -4       8.2056779586E-003
#      0    -3       1.3055466177E-002
#      0    -2       3.4337958963E-003
#      0    -1       5.3508577032E-004
#      0     0       2.6616908508E-002
#      0     1       1.8678991789E-003
#      0     2       1.1823441101E-002
#      1    -7       5.9633178004E-004
#      1    -6       8.3564967826E-003
#      1    -5       2.6464226900E-004
#      1    -4       2.1766457180E-002
#      1    -3       1.2624008670E-002
#      1    -2       1.0146087534E-002
#      1    -1       1.8679036136E-003
#      1     0       1.1032880653E-003
#      1     1       6.8187261243E-003
#      2    -6       1.5909274703E-003
#      2    -5       1.2722851885E-002
#      2    -4       1.0241970056E-002
#      2    -3       1.5721634819E-002
#      2    -2       1.1823693804E-002
#      2    -1       6.8184779697E-003
