 Diffraction intensities for potential:x6x6_03D10003.in                        
#    -46    18       5.9490227825E-005
#    -46    19       1.8070644230E-005
#    -46    20       2.0429789754E-004
#    -46    21       2.0562718593E-005
#    -46    22       9.2361995982E-005
#    -46    23       1.3325482533E-005
#    -46    24       7.0892749031E-005
#    -46    25       1.4962664953E-005
#    -46    26       2.0797333672E-004
#    -46    27       3.1014976793E-005
#    -46    28       9.2372044739E-005
#    -46    29       1.0572733467E-005
#    -46    30       2.5059903439E-005
#    -46    31       1.3397255794E-005
#    -45    -7       7.9805903353E-006
#    -45    -6       1.8803587275E-006
#    -45    -5       6.4922466801E-006
#    -45    -4       5.5806305897E-006
#    -45    -3       3.7871561560E-005
#    -45    -2       3.2350613629E-006
#    -45    -1       2.1067258007E-005
#    -45     0       6.6890815738E-006
#    -45     1       1.6127949673E-005
#    -45     2       7.2149194415E-006
#    -45     3       7.1542395962E-005
#    -45     4       1.0801854918E-005
#    -45     5       3.3062006286E-005
#    -45     6       8.5129876706E-006
#    -45     7       2.4982317244E-005
#    -45     8       1.6007569843E-005
#    -45     9       9.2003229633E-005
#    -45    10       8.6447816067E-006
#    -45    11       4.0418204493E-005
#    -45    12       8.4989976347E-006
#    -45    13       4.5446790901E-005
#    -45    14       1.7667497912E-005
#    -45    15       1.4781612781E-004
#    -45    16       1.8755696052E-005
#    -45    17       6.6381766889E-005
#    -45    18       2.1473268406E-005
#    -45    19       6.2649526148E-005
#    -45    20       1.7624975094E-005
#    -45    21       2.3614120437E-004
#    -45    22       2.0313735947E-005
#    -45    23       5.2629298339E-005
#    -45    24       2.2569948473E-005
#    -45    25       7.7631768384E-005
#    -45    26       1.9173991539E-005
#    -45    27       1.2719268591E-004
#    -45    28       1.8870097479E-005
#    -45    29       4.4494322817E-005
#    -45    30       2.0390913715E-005
#    -45    31       2.3679685925E-005
#    -45    32       1.0636528333E-005
#    -44    -9       4.5522716264E-006
#    -44    -8       1.9671649240E-005
#    -44    -7       5.3451107225E-006
#    -44    -6       1.8639372917E-005
#    -44    -5       5.9338060249E-006
#    -44    -4       9.8619843064E-006
#    -44    -3       8.9962715215E-006
#    -44    -2       4.2645515157E-005
#    -44    -1       7.6513110560E-006
#    -44     0       5.1611564551E-006
#    -44     1       1.0633491770E-005
#    -44     2       2.7961476720E-005
#    -44     3       8.1797346900E-006
#    -44     4       7.9561143477E-005
#    -44     5       1.4330448886E-005
#    -44     6       2.5750724388E-005
#    -44     7       8.7949530883E-006
#    -44     8       3.2064493035E-005
#    -44     9       1.6574402601E-005
#    -44    10       9.7929384077E-005
#    -44    11       1.3252151068E-005
#    -44    12       3.3575635707E-005
#    -44    13       8.2775691857E-006
#    -44    14       4.4481051542E-005
#    -44    15       1.2954156814E-005
#    -44    16       1.4784980616E-004
#    -44    17       1.7101040467E-005
#    -44    18       7.4121707313E-005
#    -44    19       1.7966955805E-005
#    -44    20       5.9363416496E-005
#    -44    21       1.6116091907E-005
#    -44    22       1.8929594901E-004
#    -44    23       1.2653260995E-005
#    -44    24       3.4943018435E-005
#    -44    25       2.4389721023E-005
#    -44    26       6.7492649850E-005
#    -44    27       3.2543147633E-005
#    -44    28       2.8157917115E-004
#    -44    29       1.5703240466E-005
#    -44    30       5.4415450770E-005
#    -44    31       1.2497756839E-005
#    -44    32       2.5912163394E-005
#    -43   -10       2.1006255669E-006
#    -43    -9       1.7963213203E-005
#    -43    -8       4.0569306353E-006
#    -43    -7       5.5533854129E-005
#    -43    -6       8.6809090599E-006
#    -43    -5       1.8858765729E-005
#    -43    -4       4.7096809985E-006
#    -43    -3       2.1016090490E-005
#    -43    -2       7.5247570315E-006
#    -43    -1       5.8765369254E-005
#    -43     0       1.2205329667E-005
#    -43     1       3.1242260590E-005
#    -43     2       1.7923888942E-005
#    -43     3       3.4961409125E-005
#    -43     4       1.0795924392E-005
#    -43     5       9.4115133209E-005
#    -43     6       2.4683290098E-005
#    -43     7       2.7506822002E-005
#    -43     8       8.2692642757E-006
#    -43     9       2.9459816786E-005
#    -43    10       1.6400469574E-005
#    -43    11       6.8643488677E-005
#    -43    12       1.2488958396E-005
#    -43    13       2.6900399056E-005
#    -43    14       1.0381540201E-005
#    -43    15       3.2754121924E-005
#    -43    16       1.8505867788E-005
#    -43    17       1.2299883513E-004
#    -43    18       1.6315239131E-005
#    -43    19       6.9033705796E-005
#    -43    20       1.8289246023E-005
#    -43    21       6.0208694939E-005
#    -43    22       1.4381900579E-005
#    -43    23       1.5939084279E-004
#    -43    24       8.3375816664E-006
#    -43    25       3.6849204786E-005
#    -43    26       2.4917534083E-005
#    -43    27       5.8024275551E-005
#    -43    28       3.4949741151E-005
#    -43    29       1.9735565766E-004
#    -43    30       2.6770196893E-005
#    -43    31       5.0390350819E-005
#    -43    32       8.0598122807E-006
#    -42   -11       7.7009621863E-006
#    -42   -10       7.1720120539E-006
#    -42    -9       1.1794211170E-005
#    -42    -8       2.6528740849E-005
#    -42    -7       4.0354472874E-006
#    -42    -6       5.5536652471E-005
#    -42    -5       5.0339399066E-006
#    -42    -4       1.6851378406E-005
#    -42    -3       1.0779375775E-005
#    -42    -2       2.6334753042E-005
#    -42    -1       7.8116535695E-006
#    -42     0       1.6634264495E-004
#    -42     1       1.4843561037E-005
#    -42     2       3.4333412968E-005
#    -42     3       2.1414303612E-005
#    -42     4       2.3029439525E-005
#    -42     5       1.3138310421E-005
#    -42     6       1.9035729732E-005
#    -42     7       1.6874234665E-005
#    -42     8       2.7097965211E-005
#    -42     9       5.4579525233E-006
#    -42    10       1.4957007002E-005
#    -42    11       6.7514178286E-006
#    -42    12       2.7059187801E-004
#    -42    13       8.4078058208E-006
#    -42    14       2.9158684726E-005
#    -42    15       8.9335735244E-006
#    -42    16       4.8501274071E-005
#    -42    17       2.6248474796E-005
#    -42    18       3.0714428922E-004
#    -42    19       2.0912691094E-005
#    -42    20       7.0838541327E-005
#    -42    21       1.1546019615E-005
#    -42    22       6.4783808357E-005
#    -42    23       1.2544876709E-005
#    -42    24       1.9803678196E-004
#    -42    25       2.1705535794E-005
#    -42    26       4.9173689316E-005
#    -42    27       1.6794700840E-005
#    -42    28       4.2979202380E-005
#    -42    29       2.1167378173E-005
#    -42    30       1.8550909692E-004
#    -42    31       2.0839307940E-005
#    -42    32       2.3415991091E-005
#    -42    33       9.0533806925E-006
#    -41   -12       4.1669110475E-006
#    -41   -11       3.5975662569E-005
#    -41   -10       7.5604369662E-006
#    -41    -9       2.5498888570E-005
#    -41    -8       1.5947674943E-005
#    -41    -7       1.4488212878E-005
#    -41    -6       7.7136165073E-006
#    -41    -5       4.9511838601E-005
#    -41    -4       7.8287998728E-006
#    -41    -3       3.4189480451E-005
#    -41    -2       2.1144966975E-005
#    -41    -1       3.7512994401E-005
#    -41     0       1.5796826139E-005
#    -41     1       1.4749952083E-004
#    -41     2       1.8230596535E-005
#    -41     3       4.4298608920E-005
#    -41     4       1.9987770514E-005
#    -41     5       2.9141093855E-005
#    -41     6       1.2432444866E-005
#    -41     7       8.8822868795E-005
#    -41     8       1.3424782867E-005
#    -41     9       1.4997379528E-005
#    -41    10       1.1662115190E-006
#    -41    11       1.2120549046E-005
#    -41    12       6.7264306692E-006
#    -41    13       6.8141564790E-005
#    -41    14       6.9464401681E-006
#    -41    15       4.3607160930E-005
#    -41    16       1.0503740914E-005
#    -41    17       4.4157135972E-005
#    -41    18       1.6244456235E-005
#    -41    19       1.4779207606E-004
#    -41    20       8.3889534108E-006
#    -41    21       4.2623523566E-005
#    -41    22       5.5129849602E-006
#    -41    23       5.5887248382E-005
#    -41    24       9.8380445574E-006
#    -41    25       1.5425060166E-004
#    -41    26       1.4674536260E-005
#    -41    27       4.0957996366E-005
#    -41    28       4.5101236473E-005
#    -41    29       5.2895259708E-005
#    -41    30       3.4670819959E-005
#    -41    31       1.8015394574E-004
#    -41    32       2.0704634861E-005
#    -41    33       7.0543779155E-005
#    -40   -14       1.1453950716E-005
#    -40   -13       1.0243987278E-005
#    -40   -12       1.9051779429E-005
#    -40   -11       9.2210842320E-006
#    -40   -10       6.2277106826E-005
#    -40    -9       7.8681941337E-006
#    -40    -8       1.7235615819E-005
#    -40    -7       1.2413857250E-005
#    -40    -6       1.9888142596E-005
#    -40    -5       8.4029302988E-006
#    -40    -4       8.1371495947E-005
#    -40    -3       1.5369244739E-005
#    -40    -2       4.1651853969E-005
#    -40    -1       2.8162776714E-005
#    -40     0       4.7909535461E-005
#    -40     1       1.7244146691E-005
#    -40     2       1.3256663373E-004
#    -40     3       2.3902855852E-005
#    -40     4       3.1537834998E-005
#    -40     5       2.5570660518E-005
#    -40     6       2.4625864240E-005
#    -40     7       1.2969975671E-005
#    -40     8       4.0974507573E-005
#    -40     9       6.4778026703E-006
#    -40    10       3.1399852015E-006
#    -40    11       6.8436520696E-007
#    -40    12       9.7340548069E-006
#    -40    13       6.6523207337E-006
#    -40    14       6.2603419518E-005
#    -40    15       1.0187200365E-005
#    -40    16       4.1325932979E-005
#    -40    17       9.3044767394E-006
#    -40    18       4.2115662239E-005
#    -40    19       1.2201397001E-005
#    -40    20       1.5069386745E-004
#    -40    21       1.4596982773E-005
#    -40    22       3.0108146336E-005
#    -40    23       6.6662803525E-006
#    -40    24       3.9388547459E-005
#    -40    25       1.5360943260E-005
#    -40    26       1.2855143664E-004
#    -40    27       3.2198127891E-005
#    -40    28       5.9563601321E-005
#    -40    29       2.7503001492E-005
#    -40    30       6.6061361851E-005
#    -40    31       1.8088083832E-005
#    -40    32       1.0407733284E-004
#    -40    33       4.8237288671E-006
#    -39   -15       6.9840930734E-005
#    -39   -14       4.9303969581E-006
#    -39   -13       1.8181712323E-005
#    -39   -12       6.9979245586E-006
#    -39   -11       2.0486547886E-005
#    -39   -10       4.1810673365E-006
#    -39    -9       1.1197387032E-004
#    -39    -8       4.6401261472E-006
#    -39    -7       2.4620616729E-005
#    -39    -6       7.2896858962E-006
#    -39    -5       2.0909088164E-005
#    -39    -4       9.0195376482E-006
#    -39    -3       1.4534029419E-004
#    -39    -2       1.5666844189E-005
#    -39    -1       4.8959801863E-005
#    -39     0       1.6262594078E-005
#    -39     1       4.4067615146E-005
#    -39     2       1.3120576103E-005
#    -39     3       1.2837035322E-004
#    -39     4       1.4670078872E-005
#    -39     5       2.8526056876E-005
#    -39     6       1.0995490321E-005
#    -39     7       7.0465485203E-006
#    -39     8       6.9322974292E-006
#    -39     9       4.9590071837E-006
#    -39    10       3.7028759938E-006
#    -39    11       5.6935156193E-006
#    -39    12       8.4740511531E-007
#    -39    13       1.0043325896E-005
#    -39    14       6.5990979026E-006
#    -39    15       5.9286188372E-005
#    -39    16       4.5092043638E-006
#    -39    17       3.2812234392E-005
#    -39    18       9.2679524588E-006
#    -39    19       3.2319231407E-005
#    -39    20       6.4886468309E-006
#    -39    21       7.7140361061E-005
#    -39    22       6.1229988884E-006
#    -39    23       1.6345696329E-005
#    -39    24       1.5427424470E-005
#    -39    25       4.1164156235E-005
#    -39    26       2.5518670386E-005
#    -39    27       2.0071426150E-004
#    -39    28       2.2700978242E-005
#    -39    29       7.4117735939E-005
#    -39    30       3.0313488208E-005
#    -39    31       3.3129317764E-005
#    -39    32       1.0855094787E-005
#    -39    33       4.5998394908E-005
#    -38   -16       1.5131412245E-005
#    -38   -15       8.0330210193E-006
#    -38   -14       5.8668023917E-005
#    -38   -13       9.6105607693E-006
#    -38   -12       2.8553489289E-005
#    -38   -11       8.5420274848E-006
#    -38   -10       2.1707902956E-005
#    -38    -9       9.7482467898E-006
#    -38    -8       7.1823585486E-005
#    -38    -7       7.8165880206E-006
#    -38    -6       2.9027458869E-005
#    -38    -5       1.6309635906E-005
#    -38    -4       2.6895320317E-005
#    -38    -3       1.6361923548E-005
#    -38    -2       1.4182995635E-004
#    -38    -1       2.1214154267E-005
#    -38     0       4.1472556708E-005
#    -38     1       1.8687464583E-005
#    -38     2       3.5483643483E-005
#    -38     3       1.5173092034E-005
#    -38     4       7.9775821156E-005
#    -38     5       6.8547773998E-006
#    -38     6       9.0056403406E-006
#    -38     7       1.2551507396E-006
#    -38     8       9.3221113194E-007
#    -38     9       1.3997462578E-006
#    -38    10       7.6617862673E-006
#    -38    11       3.8234779595E-006
#    -38    12       8.1454270478E-006
#    -38    13       5.8421740618E-007
#    -38    14       3.3802696747E-006
#    -38    15       4.5248315884E-006
#    -38    16       2.7436263249E-005
#    -38    17       1.1653267192E-006
#    -38    18       1.8704074143E-005
#    -38    19       3.1268360479E-006
#    -38    20       1.7202374512E-005
#    -38    21       3.9133644415E-006
#    -38    22       3.8780306676E-005
#    -38    23       5.0987123469E-006
#    -38    24       1.0493689050E-005
#    -38    25       1.7984979846E-005
#    -38    26       7.5872525293E-005
#    -38    27       3.1368136465E-005
#    -38    28       2.0497194843E-004
#    -38    29       3.3400148981E-005
#    -38    30       4.0339331386E-005
#    -38    31       2.5866024377E-005
#    -38    32       1.2111440676E-005
#    -38    33       7.2093453615E-006
#    -37   -17       5.1167878596E-006
#    -37   -16       8.0697386069E-006
#    -37   -15       2.1753778243E-005
#    -37   -14       1.2664780516E-005
#    -37   -13       8.9999636368E-005
#    -37   -12       1.8899341803E-005
#    -37   -11       1.9772163289E-005
#    -37   -10       1.1937710273E-005
#    -37    -9       3.4079183498E-005
#    -37    -8       7.1142582449E-006
#    -37    -7       8.0261971540E-005
#    -37    -6       1.3297803189E-005
#    -37    -5       3.4880705918E-005
#    -37    -4       1.7788558787E-005
#    -37    -3       4.8934970359E-005
#    -37    -2       1.1478404656E-005
#    -37    -1       1.2766945186E-004
#    -37     0       2.7433858713E-005
#    -37     1       5.3171814558E-005
#    -37     2       1.9777826167E-005
#    -37     3       2.2253818119E-005
#    -37     4       1.3762330562E-005
#    -37     5       3.7092423827E-005
#    -37     6       7.7142178492E-006
#    -37     7       2.2665453881E-006
#    -37     8       7.0666249438E-007
#    -37     9       2.6540884999E-006
#    -37    10       1.7208206930E-006
#    -37    11       6.7444949042E-006
#    -37    12       3.6286495434E-006
#    -37    13       2.5368299762E-006
#    -37    14       4.3634025397E-007
#    -37    15       5.6467379607E-008
#    -37    16       2.3285297832E-006
#    -37    17       7.0271526098E-006
#    -37    18       6.5397977410E-007
#    -37    19       6.7410918281E-006
#    -37    20       1.6660958875E-007
#    -37    21       7.7491835635E-006
#    -37    22       3.5620644300E-006
#    -37    23       3.2459206581E-005
#    -37    24       3.6355121154E-006
#    -37    25       4.1457537295E-005
#    -37    26       1.7111681528E-005
#    -37    27       4.6499069077E-005
#    -37    28       4.6142299361E-005
#    -37    29       2.8505238215E-004
#    -37    30       2.2356377329E-005
#    -37    31       3.3007986730E-005
#    -37    32       3.3930631709E-005
#    -37    33       9.1496170698E-005
#    -36   -18       7.6936531680E-005
#    -36   -17       5.6152846012E-006
#    -36   -16       1.8468394748E-005
#    -36   -15       5.1697255015E-006
#    -36   -14       3.2213763870E-005
#    -36   -13       9.9838819276E-006
#    -36   -12       1.8215339843E-004
#    -36   -11       1.2775529140E-005
#    -36   -10       3.2092967246E-005
#    -36    -9       1.1201559468E-005
#    -36    -8       2.8941760980E-005
#    -36    -7       3.9074001426E-006
#    -36    -6       1.1710792676E-005
#    -36    -5       1.4691087870E-005
#    -36    -4       3.3689564672E-005
#    -36    -3       1.7344178165E-005
#    -36    -2       3.3252037790E-005
#    -36    -1       7.2557641042E-006
#    -36     0       6.3804166081E-004
#    -36     1       2.1394181117E-005
#    -36     2       2.7904906736E-005
#    -36     3       1.2576207541E-005
#    -36     4       1.0451106746E-005
#    -36     5       1.0678861544E-005
#    -36     6       7.3007807916E-004
#    -36     7       6.2303463929E-006
#    -36     8       2.0323963541E-006
#    -36     9       6.5640372180E-007
#    -36    10       8.5239942525E-007
#    -36    11       9.4808091868E-007
#    -36    12       1.0046936550E-003
#    -36    13       9.1784577281E-006
#    -36    14       1.3116426688E-006
#    -36    15       2.5482090293E-006
#    -36    16       7.3027220308E-006
#    -36    17       5.0302170520E-006
#    -36    18       6.8691046678E-004
#    -36    19       9.7092497985E-008
#    -36    20       1.0626746593E-005
#    -36    21       9.6210252115E-007
#    -36    22       4.1710923763E-006
#    -36    23       4.6466005630E-006
#    -36    24       1.9317284715E-005
#    -36    25       1.8511951922E-005
#    -36    26       6.5954638466E-005
#    -36    27       3.0442386245E-005
#    -36    28       1.5256121792E-004
#    -36    29       1.9127540532E-005
#    -36    30       2.0120999520E-004
#    -36    31       9.6533152650E-006
#    -36    32       3.5474368495E-005
#    -36    33       3.5630401579E-006
#    -35   -19       5.0024129650E-006
#    -35   -18       6.2035271827E-006
#    -35   -17       8.0333372967E-005
#    -35   -16       1.0360884838E-005
#    -35   -15       3.2962607284E-005
#    -35   -14       2.3276710028E-005
#    -35   -13       3.5378219698E-005
#    -35   -12       1.3098783302E-005
#    -35   -11       1.2677090326E-004
#    -35   -10       8.8942774149E-006
#    -35    -9       3.3022987053E-005
#    -35    -8       1.6708433629E-005
#    -35    -7       1.6977903267E-005
#    -35    -6       4.7363995958E-006
#    -35    -5       9.7956137029E-005
#    -35    -4       1.7444505474E-005
#    -35    -3       4.3200910902E-005
#    -35    -2       2.1957181875E-005
#    -35    -1       1.4585543656E-005
#    -35     0       5.8118239660E-006
#    -35     1       9.2355098863E-005
#    -35     2       1.9825247008E-005
#    -35     3       2.3667861549E-005
#    -35     4       9.9138773667E-006
#    -35     5       1.0802568939E-005
#    -35     6       1.1208091728E-005
#    -35     7       3.2173390050E-005
#    -35     8       3.1600746915E-006
#    -35     9       2.1085958631E-006
#    -35    10       5.6268470355E-006
#    -35    11       7.3874477024E-006
#    -35    12       8.5985668868E-007
#    -35    13       6.0587362090E-005
#    -35    14       1.8410589418E-005
#    -35    15       1.8486338879E-005
#    -35    16       9.8436150705E-006
#    -35    17       1.0950275220E-005
#    -35    18       1.3371744907E-005
#    -35    19       3.8935066048E-005
#    -35    20       5.5830836535E-006
#    -35    21       1.5081079695E-005
#    -35    22       2.4807676484E-006
#    -35    23       1.1524093415E-005
#    -35    24       4.6220931610E-006
#    -35    25       1.2204091972E-004
#    -35    26       1.5539303580E-005
#    -35    27       7.4287048291E-005
#    -35    28       1.7536307864E-005
#    -35    29       6.2349352577E-005
#    -35    30       2.3180706317E-005
#    -35    31       2.2302614707E-004
#    -35    32       2.1837513439E-005
#    -35    33       1.1211780448E-004
#    -34   -20       1.8356393886E-005
#    -34   -19       2.0572239463E-005
#    -34   -18       2.5642658554E-005
#    -34   -17       1.2967071620E-005
#    -34   -16       1.1301866640E-004
#    -34   -15       1.9094336327E-005
#    -34   -14       4.4836482830E-005
#    -34   -13       3.1932704879E-005
#    -34   -12       6.1624397527E-005
#    -34   -11       1.4146577301E-005
#    -34   -10       9.2560904268E-005
#    -34    -9       9.7531102869E-006
#    -34    -8       1.7865206041E-005
#    -34    -7       1.8221012996E-005
#    -34    -6       2.5712731247E-005
#    -34    -5       4.5465561843E-006
#    -34    -4       7.4345805346E-005
#    -34    -3       1.8272980171E-005
#    -34    -2       2.4783755469E-005
#    -34    -1       2.6683337478E-005
#    -34     0       2.3740903027E-005
#    -34     1       1.0014775542E-005
#    -34     2       1.0292004961E-004
#    -34     3       2.6116142416E-005
#    -34     4       2.6464738650E-005
#    -34     5       7.7555653024E-006
#    -34     6       9.6641319338E-006
#    -34     7       1.4216731258E-005
#    -34     8       3.3038009151E-005
#    -34     9       1.1361977035E-006
#    -34    10       1.3773600312E-005
#    -34    11       1.5070733903E-005
#    -34    12       4.6180670040E-005
#    -34    13       1.1107470923E-005
#    -34    14       1.5530504933E-004
#    -34    15       3.1081844221E-005
#    -34    16       5.7033274359E-005
#    -34    17       1.4918041771E-005
#    -34    18       1.3694005626E-005
#    -34    19       1.1903485761E-005
#    -34    20       3.0793192836E-005
#    -34    21       1.2863776109E-006
#    -34    22       5.8164834745E-006
#    -34    23       4.1070432692E-006
#    -34    24       1.7342895865E-005
#    -34    25       1.2471062896E-005
#    -34    26       2.3004099154E-004
#    -34    27       3.1219973748E-005
#    -34    28       1.3089143471E-004
#    -34    29       1.5527455228E-005
#    -34    30       5.6917516023E-005
#    -34    31       1.1810905411E-005
#    -34    32       2.5614343791E-005
#    -34    33       7.1306523418E-006
