 Diffraction intensities for potential:_6x6_07D10001.in                        
#    -54    14       2.2280427429E-005
#    -54    15       1.4754567003E-004
#    -54    16       1.9485711752E-005
#    -54    17       3.6376146496E-006
#    -54    18       3.8409382561E-004
#    -54    19       1.2893096027E-005
#    -54    20       2.7749722263E-005
#    -53     9       1.1017004464E-005
#    -53    10       1.7442540079E-006
#    -53    11       1.1912111348E-005
#    -53    12       7.8729240035E-006
#    -53    13       8.4656014085E-006
#    -53    14       2.3126003407E-005
#    -53    15       4.4200603898E-006
#    -53    16       1.2555964720E-005
#    -53    17       3.9614768159E-005
#    -53    18       3.3453269076E-006
#    -53    19       2.0344885859E-005
#    -53    20       4.6814291495E-005
#    -53    21       3.7249866567E-005
#    -53    22       1.0870251815E-006
#    -53    23       1.9700333422E-005
#    -53    24       9.3912123241E-006
#    -52     6       1.5182223745E-007
#    -52     7       1.4374098889E-006
#    -52     8       8.2578166548E-006
#    -52     9       4.5661133077E-005
#    -52    10       9.3457593706E-006
#    -52    11       4.7026226696E-006
#    -52    12       7.7447732004E-006
#    -52    13       8.5660441893E-006
#    -52    14       5.6110808745E-005
#    -52    15       3.9305472526E-005
#    -52    16       5.7151396824E-006
#    -52    17       1.0359628509E-005
#    -52    18       4.9635646415E-006
#    -52    19       1.2152885591E-005
#    -52    20       7.2520723214E-005
#    -52    21       2.7487538150E-005
#    -52    22       1.5188303914E-005
#    -52    23       3.1758001979E-006
#    -52    24       3.8277073284E-006
#    -52    25       7.7792590496E-006
#    -52    26       2.1416957342E-005
#    -51     3       1.9403393032E-005
#    -51     4       1.8531181060E-005
#    -51     5       1.1430600329E-004
#    -51     6       3.0505500121E-006
#    -51     7       9.7138576577E-005
#    -51     8       8.4548947768E-005
#    -51     9       5.3069965546E-005
#    -51    10       7.2614440947E-005
#    -51    11       1.9542329605E-004
#    -51    12       1.0191312359E-005
#    -51    13       2.1592384466E-004
#    -51    14       1.0815300393E-004
#    -51    15       8.6573521430E-005
#    -51    16       1.2854226489E-004
#    -51    17       2.7608376182E-004
#    -51    18       1.1431151722E-005
#    -51    19       2.9475688226E-004
#    -51    20       1.3527218188E-004
#    -51    21       8.8983062435E-005
#    -51    22       1.2355123161E-004
#    -51    23       2.2315653807E-004
#    -51    24       1.4482918930E-005
#    -51    25       2.6073715183E-004
#    -51    26       9.2445790302E-005
#    -51    27       3.3940718741E-005
#    -50     1       7.7034322325E-006
#    -50     2       2.8920550311E-006
#    -50     3       2.5813782972E-005
#    -50     4       1.1917894895E-005
#    -50     5       5.9484715833E-006
#    -50     6       1.6235609659E-006
#    -50     7       6.0310637621E-006
#    -50     8       1.4538895605E-005
#    -50     9       4.1159786380E-005
#    -50    10       3.8009069675E-005
#    -50    11       6.5567058486E-006
#    -50    12       1.3992695443E-005
#    -50    13       7.8720331088E-006
#    -50    14       1.3182191618E-005
#    -50    15       9.1398386789E-005
#    -50    16       9.7594879412E-005
#    -50    17       1.5557887603E-005
#    -50    18       2.3256824834E-006
#    -50    19       8.4983557165E-006
#    -50    20       1.0189553709E-005
#    -50    21       6.4791490826E-005
#    -50    22       9.1822608082E-005
#    -50    23       9.0610764025E-006
#    -50    24       1.8407629428E-005
#    -50    25       1.9192933079E-005
#    -50    26       1.0484673652E-005
#    -50    27       7.8815799930E-005
#    -50    28       7.3683430652E-005
#    -49    -1       6.0800895539E-006
#    -49     0       1.2510608884E-006
#    -49     1       1.7506955464E-006
#    -49     2       1.0766877597E-006
#    -49     3       1.7674320290E-005
#    -49     4       4.4464706648E-005
#    -49     5       6.1007583804E-006
#    -49     6       7.5979774686E-006
#    -49     7       2.0647784914E-005
#    -49     8       6.9714633451E-006
#    -49     9       3.0270989206E-005
#    -49    10       2.6013495043E-005
#    -49    11       2.0954410560E-005
#    -49    12       2.3181987185E-005
#    -49    13       2.9446933693E-005
#    -49    14       2.3462956794E-005
#    -49    15       6.2663063537E-005
#    -49    16       1.4643129872E-004
#    -49    17       5.7739313049E-005
#    -49    18       1.4283244413E-005
#    -49    19       6.8698080640E-005
#    -49    20       1.1171919197E-005
#    -49    21       4.1179142620E-005
#    -49    22       1.8957134998E-004
#    -49    23       4.0553336382E-005
#    -49    24       1.7274354753E-005
#    -49    25       5.6337578604E-005
#    -49    26       4.6663178940E-005
#    -49    27       3.7209918053E-005
#    -49    28       7.4113630050E-005
#    -49    29       7.9660522360E-006
#    -48    -3       6.7680302807E-005
#    -48    -2       1.6036072594E-005
#    -48    -1       1.4276881980E-006
#    -48     0       2.6783846309E-004
#    -48     1       2.5735757684E-006
#    -48     2       2.0902785424E-005
#    -48     3       7.3224943130E-005
#    -48     4       1.9053375458E-005
#    -48     5       3.5392571540E-006
#    -48     6       2.7840077928E-004
#    -48     7       6.4288397289E-006
#    -48     8       5.2308720476E-005
#    -48     9       2.5973783994E-004
#    -48    10       6.4218798635E-005
#    -48    11       1.3096735274E-006
#    -48    12       7.8546210655E-004
#    -48    13       1.0752467152E-005
#    -48    14       8.9355351950E-005
#    -48    15       4.7694352828E-004
#    -48    16       1.0508013822E-004
#    -48    17       2.6486915941E-005
#    -48    18       9.4367493335E-004
#    -48    19       1.3162029540E-005
#    -48    20       1.2725573985E-004
#    -48    21       4.1029826799E-004
#    -48    22       2.1783190100E-004
#    -48    23       1.3590099952E-005
#    -48    24       8.3427314454E-004
#    -48    25       3.4247715695E-005
#    -48    26       8.4749767366E-005
#    -48    27       3.8443896508E-004
#    -48    28       5.3403099360E-005
#    -48    29       5.8846362628E-006
#    -48    30       2.0461187601E-004
#    -47    -4       2.1121889590E-005
#    -47    -3       1.3283430939E-005
#    -47    -2       3.0385121171E-006
#    -47    -1       7.5893067538E-006
#    -47     0       1.0414699113E-006
#    -47     1       8.6862587359E-006
#    -47     2       2.3133344789E-005
#    -47     3       1.5098355411E-005
#    -47     4       8.3620852680E-006
#    -47     5       2.8035554677E-005
#    -47     6       6.7358266245E-006
#    -47     7       2.6776907786E-005
#    -47     8       4.4147957849E-005
#    -47     9       2.8551313936E-005
#    -47    10       1.0627800969E-005
#    -47    11       4.7959678754E-005
#    -47    12       1.0620354733E-005
#    -47    13       4.8764807562E-005
#    -47    14       1.2926188076E-004
#    -47    15       7.0952659768E-005
#    -47    16       2.0302934675E-005
#    -47    17       7.3731373631E-005
#    -47    18       2.9607534676E-005
#    -47    19       6.1965966899E-005
#    -47    20       1.6340829898E-004
#    -47    21       5.6971415878E-005
#    -47    22       1.7840546680E-005
#    -47    23       5.8010487913E-005
#    -47    24       1.1121257336E-005
#    -47    25       6.3492925118E-005
#    -47    26       1.2034564991E-004
#    -47    27       5.8574539280E-005
#    -47    28       3.3666127042E-005
#    -47    29       3.0090919097E-005
#    -47    30       2.8556716677E-005
#    -47    31       1.1572251790E-005
#    -46    -6       7.9899593767E-007
#    -46    -5       7.5719416244E-006
#    -46    -4       1.2703224874E-005
#    -46    -3       3.6516574885E-005
#    -46    -2       7.7183529028E-006
#    -46    -1       7.8623568376E-006
#    -46     0       3.4804243716E-006
#    -46     1       7.1803686933E-007
#    -46     2       2.6179137152E-005
#    -46     3       4.3630544463E-005
#    -46     4       6.7113637472E-006
#    -46     5       8.3601104457E-006
#    -46     6       2.7759639157E-006
#    -46     7       9.3687522577E-006
#    -46     8       6.3203390625E-005
#    -46     9       6.4130918986E-005
#    -46    10       3.9398392555E-006
#    -46    11       7.8526810688E-006
#    -46    12       1.1513289182E-005
#    -46    13       3.8178966462E-005
#    -46    14       1.4017879639E-004
#    -46    15       1.1002202049E-004
#    -46    16       2.9438836271E-005
#    -46    17       2.4358468397E-005
#    -46    18       2.7905585702E-005
#    -46    19       5.8156969077E-006
#    -46    20       2.0563056745E-004
#    -46    21       1.2604958119E-004
#    -46    22       3.0656061993E-005
#    -46    23       4.5076157280E-005
#    -46    24       1.5021130393E-005
#    -46    25       3.6853019461E-005
#    -46    26       1.0893454524E-004
#    -46    27       2.2043473216E-004
#    -46    28       1.1386029927E-005
#    -46    29       5.2707108294E-006
#    -46    30       1.4268215688E-005
#    -46    31       2.3939798734E-006
#    -45    -7       5.7529831798E-005
#    -45    -6       6.0167145714E-006
#    -45    -5       6.4771712297E-005
#    -45    -4       6.3230353685E-005
#    -45    -3       3.4040539756E-005
#    -45    -2       4.9830684810E-005
#    -45    -1       1.2689967547E-004
#    -45     0       1.1828498098E-005
#    -45     1       1.2277645866E-004
#    -45     2       1.1730268201E-004
#    -45     3       7.3119445690E-005
#    -45     4       1.0258672538E-004
#    -45     5       2.6672485420E-004
#    -45     6       1.3403954571E-005
#    -45     7       2.3116859710E-004
#    -45     8       8.4173260299E-005
#    -45     9       9.1494687181E-005
#    -45    10       1.2407319685E-004
#    -45    11       3.5083539940E-004
#    -45    12       1.6851510262E-005
#    -45    13       4.0506224176E-004
#    -45    14       2.4100397112E-004
#    -45    15       1.5608586426E-004
#    -45    16       2.5158650815E-004
#    -45    17       5.3671165978E-004
#    -45    18       1.2197094252E-005
#    -45    19       6.4061207132E-004
#    -45    20       2.2584970862E-004
#    -45    21       2.3574868265E-004
#    -45    22       1.8965370432E-004
#    -45    23       4.3475554135E-004
#    -45    24       2.1910022587E-005
#    -45    25       5.5011639973E-004
#    -45    26       3.0094984953E-004
#    -45    27       1.1356982004E-004
#    -45    28       3.6573353386E-004
#    -45    29       4.1930596371E-004
#    -45    30       3.0487806112E-005
#    -45    31       2.8641396943E-004
#    -45    32       6.0549024347E-005
#    -44    -9       2.1294134539E-005
#    -44    -8       2.5084907740E-005
#    -44    -7       4.1329781551E-006
#    -44    -6       7.6066434512E-006
#    -44    -5       3.3586281599E-006
#    -44    -4       3.3723252640E-006
#    -44    -3       2.1198382842E-005
#    -44    -2       3.0777788878E-005
#    -44    -1       6.1934570147E-006
#    -44     0       6.4814638993E-006
#    -44     1       9.1602021102E-006
#    -44     2       1.2664641771E-005
#    -44     3       5.1978156765E-005
#    -44     4       4.8095829619E-005
#    -44     5       3.0923523123E-006
#    -44     6       1.0733435855E-005
#    -44     7       1.5075789711E-005
#    -44     8       1.5302174113E-005
#    -44     9       9.6061048542E-005
#    -44    10       6.9928227260E-005
#    -44    11       8.3427743581E-006
#    -44    12       5.0439384858E-006
#    -44    13       2.1103699605E-005
#    -44    14       1.6268765151E-005
#    -44    15       9.7209602869E-005
#    -44    16       1.6813535164E-004
#    -44    17       3.5899520456E-005
#    -44    18       2.1498172295E-005
#    -44    19       1.0628688640E-005
#    -44    20       1.1822350294E-005
#    -44    21       1.2690049033E-004
#    -44    22       1.1932399057E-004
#    -44    23       6.1014656866E-006
#    -44    24       2.9415599937E-005
#    -44    25       5.0850425887E-005
#    -44    26       4.8395766802E-005
#    -44    27       1.9255500691E-004
#    -44    28       1.8069486853E-004
#    -44    29       2.3487649132E-005
#    -44    30       1.2947724369E-005
#    -44    31       1.4018868502E-005
#    -44    32       6.0608307582E-006
#    -43   -10       4.9138428031E-006
#    -43    -9       8.3526649377E-006
#    -43    -8       4.8722859321E-005
#    -43    -7       3.0533288158E-005
#    -43    -6       2.2176745671E-006
#    -43    -5       1.4969109184E-005
#    -43    -4       4.8908775483E-006
#    -43    -3       1.7583977783E-005
#    -43    -2       4.2773248057E-005
#    -43    -1       2.0903464668E-005
#    -43     0       6.9143651156E-006
#    -43     1       2.0739974831E-005
#    -43     2       6.6583618964E-006
#    -43     3       2.3144780147E-005
#    -43     4       5.0150113407E-005
#    -43     5       2.1734505256E-005
#    -43     6       2.8518188184E-005
#    -43     7       1.8645212796E-005
#    -43     8       1.2676082487E-005
#    -43     9       3.7442889448E-005
#    -43    10       7.8718343079E-005
#    -43    11       1.1455638791E-005
#    -43    12       2.1532184756E-005
#    -43    13       4.1260657738E-005
#    -43    14       1.4925282220E-005
#    -43    15       6.1879619053E-005
#    -43    16       9.5501015294E-005
#    -43    17       8.5561209259E-005
#    -43    18       3.2878168782E-005
#    -43    19       1.0402223106E-004
#    -43    20       1.2496899500E-005
#    -43    21       6.7022671616E-005
#    -43    22       1.9565639212E-004
#    -43    23       2.8595424805E-005
#    -43    24       3.0877332091E-005
#    -43    25       3.7059945956E-005
#    -43    26       5.6342114170E-005
#    -43    27       9.1985219687E-005
#    -43    28       1.3629849974E-004
#    -43    29       8.5122370375E-005
#    -43    30       1.2500177727E-005
#    -43    31       3.7872679872E-005
#    -43    32       5.7823225091E-006
#    -42   -11       7.1419537350E-006
#    -42   -10       6.7919700668E-005
#    -42    -9       1.3443006297E-004
#    -42    -8       2.4888079125E-005
#    -42    -7       7.5806809031E-006
#    -42    -6       3.3874670877E-004
#    -42    -5       7.9881531957E-006
#    -42    -4       6.1813912373E-005
#    -42    -3       1.8314797546E-004
#    -42    -2       5.3676231821E-005
#    -42    -1       1.0321834356E-005
#    -42     0       5.1235897409E-004
#    -42     1       1.5352685689E-005
#    -42     2       8.5950257132E-005
#    -42     3       2.9297556759E-004
#    -42     4       9.6834096360E-005
#    -42     5       7.2530084435E-006
#    -42     6       2.0678858294E-004
#    -42     7       3.6994597769E-006
#    -42     8       2.9320760338E-005
#    -42     9       2.4887931824E-004
#    -42    10       5.5335179220E-005
#    -42    11       1.3548426482E-005
#    -42    12       8.0791509038E-004
#    -42    13       8.2824324005E-006
#    -42    14       4.4176723966E-005
#    -42    15       2.4991236807E-004
#    -42    16       9.9910268422E-005
#    -42    17       9.5787542631E-006
#    -42    18       1.0735042392E-003
#    -42    19       2.0006446629E-005
#    -42    20       1.3743259068E-004
#    -42    21       4.5812135811E-004
#    -42    22       1.5282811918E-004
#    -42    23       6.2345069314E-006
#    -42    24       1.0151206379E-003
#    -42    25       1.6008111133E-005
#    -42    26       1.7233112182E-004
#    -42    27       3.0795625231E-004
#    -42    28       2.0037548729E-004
#    -42    29       3.2450530374E-005
#    -42    30       1.0023800687E-003
#    -42    31       1.8446743473E-005
#    -42    32       5.4383485753E-005
#    -42    33       2.8911179436E-004
#    -41   -12       2.3767022668E-006
#    -41   -11       1.7722717524E-005
#    -41   -10       3.0880475172E-005
#    -41    -9       3.0212036088E-005
