 Diffraction intensities for potential:gv5x5_04D10008.in                       
#    -28    13       5.6333715201E-006
#    -28    14       1.0802653038E-005
#    -28    15       3.8261890619E-006
#    -27     7       1.4142509786E-005
#    -27     8       8.0529455677E-006
#    -27     9       1.1355497141E-005
#    -27    10       3.0349050033E-006
#    -27    11       2.0071008245E-006
#    -27    12       2.9750495663E-006
#    -27    13       5.9352664980E-007
#    -27    14       2.1386794865E-006
#    -27    15       5.0309017190E-006
#    -27    16       6.7969348553E-007
#    -27    17       2.3676858012E-006
#    -27    18       1.8594919241E-006
#    -27    19       1.9183314077E-006
#    -27    20       7.3029365964E-007
#    -26     4       8.0715112900E-006
#    -26     5       3.1590797786E-006
#    -26     6       4.1868967545E-005
#    -26     7       2.6699957310E-006
#    -26     8       6.8477692636E-006
#    -26     9       7.2421235576E-006
#    -26    10       5.7106951651E-006
#    -26    11       1.0630477789E-005
#    -26    12       1.0000118067E-008
#    -26    13       2.9049189809E-006
#    -26    14       1.1191422634E-005
#    -26    15       4.4339212035E-007
#    -26    16       6.4033830289E-006
#    -26    17       3.5594736254E-007
#    -26    18       1.0169367810E-006
#    -26    19       9.5153957714E-007
#    -26    20       1.3276856239E-006
#    -26    21       1.1116586552E-006
#    -26    22       3.1839748449E-007
#    -25     2       5.2761175161E-006
#    -25     3       9.3595468545E-006
#    -25     4       2.3577295211E-005
#    -25     5       1.0147156555E-003
#    -25     6       2.5402782601E-006
#    -25     7       5.7707654368E-007
#    -25     8       2.7104090370E-005
#    -25     9       1.4419971342E-005
#    -25    10       9.1567734446E-004
#    -25    11       7.0276693217E-006
#    -25    12       6.5202221717E-006
#    -25    13       8.8770768562E-006
#    -25    14       5.3065872006E-007
#    -25    15       2.5179640618E-004
#    -25    16       6.2857153952E-006
#    -25    17       5.8525911840E-006
#    -25    18       1.1977406524E-005
#    -25    19       3.3090063435E-006
#    -25    20       1.9869863551E-004
#    -25    21       8.7550146923E-007
#    -25    22       1.5197255085E-006
#    -25    23       1.6343671034E-006
#    -24     0       2.4018507830E-006
#    -24     1       7.2249430801E-006
#    -24     2       4.5335228149E-005
#    -24     3       3.1040831686E-005
#    -24     4       2.8679097899E-006
#    -24     5       5.8662590269E-006
#    -24     6       2.3639652933E-005
#    -24     7       4.5252803039E-005
#    -24     8       1.0196630155E-005
#    -24     9       7.4294656071E-007
#    -24    10       1.0093346174E-005
#    -24    11       3.5098977480E-005
#    -24    12       1.3998085911E-005
#    -24    13       8.0883337375E-006
#    -24    14       1.8135279164E-006
#    -24    15       1.1460415199E-005
#    -24    16       2.2162350919E-006
#    -24    17       2.1182060521E-005
#    -24    18       1.9019989997E-005
#    -24    19       2.9342135046E-006
#    -24    20       1.9638223091E-006
#    -24    21       1.4796119347E-006
#    -24    22       6.2302929362E-006
#    -24    23       4.0269638590E-007
#    -24    24       8.7818238654E-007
#    -23    -2       1.6369505582E-006
#    -23    -1       5.8286063967E-006
#    -23     0       3.0760283389E-005
#    -23     1       3.5824819019E-005
#    -23     2       1.6992752103E-005
#    -23     3       1.0921329981E-005
#    -23     4       1.0957754591E-005
#    -23     5       4.6120902117E-005
#    -23     6       6.5253786504E-006
#    -23     7       5.1517929525E-006
#    -23     8       1.2868859837E-005
#    -23     9       1.1103294895E-005
#    -23    10       3.6757162692E-005
#    -23    11       8.1877122019E-006
#    -23    12       5.5356554742E-006
#    -23    13       2.3518237704E-005
#    -23    14       9.8773037312E-006
#    -23    15       1.8650860701E-005
#    -23    16       1.7012129679E-005
#    -23    17       2.2406684589E-005
#    -23    18       7.1728291179E-006
#    -23    19       4.6706548732E-006
#    -23    20       1.8318329960E-006
#    -23    21       1.3170773502E-005
#    -23    22       8.6918982464E-008
#    -23    23       7.4317942031E-006
#    -23    24       8.1453542925E-007
#    -23    25       1.0601107900E-006
#    -22    -4       6.2659130045E-006
#    -22    -3       9.0157450208E-006
#    -22    -2       2.0030458451E-005
#    -22    -1       7.8039280698E-005
#    -22     0       2.8499800557E-006
#    -22     1       5.5501338530E-006
#    -22     2       3.3311394137E-005
