 Diffraction intensities for potential:gv5x5_04D10010.in                       
#    -28    13       3.3030706319E-005
#    -28    14       3.5147743216E-005
#    -28    15       1.0357854260E-006
#    -27     7       1.5265656550E-005
#    -27     8       1.1916218964E-005
#    -27     9       2.4710997063E-005
#    -27    10       2.8882848016E-005
#    -27    11       2.0648286691E-006
#    -27    12       6.1670388773E-006
#    -27    13       6.5353663215E-005
#    -27    14       1.1720644910E-005
#    -27    15       1.2211147502E-006
#    -27    16       4.7605937465E-005
#    -27    17       1.7942798375E-004
#    -27    18       5.3769092881E-005
#    -27    19       1.0210080130E-006
#    -27    20       1.9003285034E-005
#    -26     4       1.3098344105E-005
#    -26     5       4.2354179201E-006
#    -26     6       4.4346157642E-005
#    -26     7       1.4221550281E-005
#    -26     8       1.4149792239E-005
#    -26     9       6.2713364353E-006
#    -26    10       6.3082331797E-005
#    -26    11       1.4070833838E-005
#    -26    12       2.2109553754E-005
#    -26    13       8.3419884913E-006
#    -26    14       6.6171665847E-005
#    -26    15       1.3507963509E-005
#    -26    16       1.2872172608E-004
#    -26    17       1.0200791589E-004
#    -26    18       2.6972734245E-007
#    -26    19       1.3403328919E-005
#    -26    20       4.3913551181E-005
#    -26    21       6.1157688312E-005
#    -26    22       4.8751070557E-005
#    -25     2       4.0695678797E-005
#    -25     3       2.1818123406E-005
#    -25     4       1.4871190812E-005
#    -25     5       5.2980937510E-004
#    -25     6       8.8318808804E-006
#    -25     7       4.7740641916E-006
#    -25     8       1.2328580927E-005
#    -25     9       4.8424515312E-005
#    -25    10       1.0463596199E-003
#    -25    11       2.3480338778E-005
#    -25    12       6.0323929882E-005
#    -25    13       6.8556670497E-005
#    -25    14       5.9804522224E-006
#    -25    15       4.4777101675E-004
#    -25    16       3.7501687565E-005
#    -25    17       6.6521568668E-009
#    -25    18       3.3016307858E-005
#    -25    19       1.0103710255E-004
#    -25    20       4.1179070503E-004
#    -25    21       5.8357669326E-005
#    -25    22       3.0293978932E-006
#    -25    23       3.9874312921E-006
#    -24     0       2.8589144571E-005
#    -24     1       3.7666627593E-005
#    -24     2       2.0555755472E-005
#    -24     3       2.0754438074E-005
#    -24     4       3.2965271598E-005
#    -24     5       6.1256714472E-005
#    -24     6       5.2092049855E-005
#    -24     7       2.7446378045E-005
#    -24     8       9.9563272025E-006
#    -24     9       9.1629330576E-005
#    -24    10       9.8816423399E-005
#    -24    11       2.1101064036E-005
#    -24    12       1.0534794002E-005
#    -24    13       3.4389680976E-005
#    -24    14       2.2696313070E-004
#    -24    15       9.7009646706E-005
#    -24    16       1.1869295662E-005
#    -24    17       7.1312744913E-005
#    -24    18       1.0106845141E-004
#    -24    19       2.9261042497E-004
#    -24    20       1.8576032060E-004
#    -24    21       4.8982518588E-005
#    -24    22       2.7253576786E-007
#    -24    23       1.3906416137E-004
#    -24    24       1.8140803063E-004
#    -23    -2       1.7117289412E-005
#    -23    -1       5.7381846861E-005
#    -23     0       1.8226512582E-005
#    -23     1       2.1763372146E-005
#    -23     2       9.6858342732E-005
#    -23     3       1.2289604501E-004
#    -23     4       1.6066488233E-006
#    -23     5       3.7001673786E-005
#    -23     6       6.2778742956E-005
#    -23     7       1.0533818818E-004
#    -23     8       5.4109692639E-005
#    -23     9       9.9738731002E-005
#    -23    10       5.0013089387E-005
#    -23    11       9.8445112760E-005
#    -23    12       7.1075780883E-005
#    -23    13       1.8820851481E-004
#    -23    14       2.5317683542E-004
#    -23    15       4.3606828662E-005
#    -23    16       3.1214244934E-005
#    -23    17       8.0736974591E-005
#    -23    18       3.5480309719E-004
#    -23    19       1.0045448974E-004
#    -23    20       1.6237092788E-005
#    -23    21       1.4497719786E-005
#    -23    22       1.4735939579E-004
#    -23    23       1.5816272241E-004
#    -23    24       9.5586946785E-005
#    -23    25       6.7059099950E-006
#    -22    -4       2.1238014103E-005
#    -22    -3       1.4616249605E-005
#    -22    -2       5.7228136006E-006
#    -22    -1       6.8171717360E-005
#    -22     0       7.8991433745E-005
#    -22     1       2.3517507292E-005
#    -22     2       6.3145581172E-005
#    -22     3       1.3054772723E-004
#    -22     4       2.6546320466E-005
#    -22     5       2.1310125011E-005
#    -22     6       6.5411441762E-005
#    -22     7       4.9969633294E-005
#    -22     8       2.1204872954E-006
#    -22     9       1.2321170143E-004
#    -22    10       4.4333902044E-005
#    -22    11       5.8724331591E-006
#    -22    12       1.2115641305E-004
#    -22    13       2.2115514939E-004
#    -22    14       5.1524884420E-006
#    -22    15       6.3371066470E-005
#    -22    16       1.1150495791E-004
#    -22    17       4.1465370403E-004
#    -22    18       2.4334186815E-004
#    -22    19       1.7519926368E-005
#    -22    20       8.9427183420E-006
#    -22    21       1.3599899529E-004
#    -22    22       4.9983635648E-004
#    -22    23       1.0163546166E-004
#    -22    24       1.9232005868E-005
#    -22    25       1.3007912896E-006
#    -22    26       6.2488587980E-005
#    -21    -5       5.8859596560E-006
#    -21    -4       2.9069855407E-005
