 Diffraction intensities for potential:ga5x5_20D10003.in                       
#    -28    13       2.3274353936E-006
#    -28    14       4.3428521775E-006
#    -28    15       4.1453492537E-007
#    -27     7       5.3289766151E-006
#    -27     8       1.9260560895E-006
#    -27     9       1.8972777635E-006
#    -27    10       1.1203675094E-006
#    -27    11       2.0496409640E-006
#    -27    12       1.6770374106E-005
#    -27    13       3.3482630204E-006
#    -27    14       3.2544628672E-007
#    -27    15       1.9744052309E-006
#    -27    16       2.5750823420E-006
#    -27    17       1.4262955366E-006
#    -27    18       1.8989426284E-006
#    -27    19       2.2725808387E-006
#    -27    20       3.2613412202E-006
#    -26     4       2.0613619045E-006
#    -26     5       1.8464091703E-006
#    -26     6       2.3551202080E-006
#    -26     7       5.2183025455E-006
#    -26     8       1.6771213062E-005
#    -26     9       9.8225176371E-006
#    -26    10       5.8433093267E-007
#    -26    11       1.3115879397E-006
#    -26    12       2.6509824965E-006
#    -26    13       3.6840280369E-006
#    -26    14       1.3775555204E-006
#    -26    15       1.2634331226E-006
#    -26    16       3.3531095656E-006
#    -26    17       2.4752159634E-007
#    -26    18       6.2498179086E-009
#    -26    19       3.8148712520E-006
#    -26    20       7.2843885154E-006
#    -26    21       2.7375856698E-006
#    -26    22       6.3017651930E-006
#    -25     2       8.7394732664E-007
#    -25     3       7.0156444806E-007
#    -25     4       1.2756667461E-005
#    -25     5       2.3905095231E-006
#    -25     6       1.0333766074E-006
#    -25     7       7.8169879720E-007
#    -25     8       1.7989281045E-005
#    -25     9       2.3499380217E-006
#    -25    10       1.2694277079E-006
#    -25    11       3.0189741115E-005
#    -25    12       1.2541198217E-006
#    -25    13       8.6774640806E-006
#    -25    14       1.2632823398E-006
#    -25    15       8.7483685027E-007
#    -25    16       2.9772430885E-006
#    -25    17       7.6688595422E-007
#    -25    18       8.0151895187E-007
#    -25    19       5.9896920276E-006
#    -25    20       8.9505563866E-007
#    -25    21       9.5438048227E-006
#    -25    22       7.7227080185E-006
#    -25    23       9.4606595282E-006
#    -24     0       6.9002026713E-009
#    -24     1       3.8494009324E-006
#    -24     2       7.2689960552E-006
#    -24     3       2.8789748137E-006
#    -24     4       1.6152568785E-005
#    -24     5       2.3856596648E-006
#    -24     6       2.1233468233E-005
#    -24     7       8.4146421475E-006
#    -24     8       2.2779318906E-006
#    -24     9       2.0077482268E-005
#    -24    10       3.3185109647E-006
#    -24    11       3.8063426359E-006
#    -24    12       6.9468495793E-006
#    -24    13       2.6821303681E-005
#    -24    14       1.7458867859E-005
#    -24    15       4.4469750064E-006
#    -24    16       2.5749973983E-006
#    -24    17       5.1471610258E-006
#    -24    18       1.8089248862E-007
#    -24    19       5.7579816603E-006
#    -24    20       1.4248635559E-005
#    -24    21       8.3918421101E-006
#    -24    22       5.4223414167E-007
#    -24    23       5.4239974998E-006
#    -24    24       1.3149753984E-006
#    -23    -2       7.5691867996E-006
#    -23    -1       5.2937984733E-007
#    -23     0       2.0675502625E-005
#    -23     1       2.2156295791E-005
#    -23     2       2.1395368429E-005
#    -23     3       1.0212554810E-005
#    -23     4       2.7098935705E-005
#    -23     5       1.3028926049E-005
#    -23     6       1.0938081183E-005
#    -23     7       1.4787181242E-005
#    -23     8       2.6876549838E-007
#    -23     9       5.2835299300E-006
#    -23    10       6.3809945301E-006
#    -23    11       1.2050579538E-005
#    -23    12       2.4183024453E-006
#    -23    13       2.9779149922E-006
#    -23    14       5.1343114926E-007
#    -23    15       4.2560084229E-007
#    -23    16       1.1000444802E-006
#    -23    17       2.3582571083E-006
#    -23    18       1.2400299456E-005
#    -23    19       6.3788264745E-008
#    -23    20       3.7308820907E-006
#    -23    21       1.7807552143E-006
#    -23    22       7.2559122571E-006
#    -23    23       7.7035010367E-006
#    -23    24       2.4231556101E-005
#    -23    25       1.0236591231E-005
#    -22    -4       5.3551625493E-006
#    -22    -3       5.4806781145E-006
#    -22    -2       8.5806181364E-006
#    -22    -1       6.9146095126E-006
#    -22     0       1.8308255929E-005
#    -22     1       1.4376860534E-005
#    -22     2       1.4531312546E-005
#    -22     3       3.7531180076E-006
#    -22     4       1.1352228913E-006
#    -22     5       9.7516970737E-006
#    -22     6       5.7335380156E-006
#    -22     7       1.5736413967E-005
#    -22     8       4.8775652971E-006
#    -22     9       1.5750322263E-005
#    -22    10       5.1842414060E-006
#    -22    11       5.7392337732E-006
#    -22    12       1.9935315990E-005
#    -22    13       2.7094354082E-005
#    -22    14       9.6621335717E-006
#    -22    15       2.0342587576E-005
#    -22    16       1.4483412230E-005
#    -22    17       2.7416234107E-007
#    -22    18       5.4503835991E-006
#    -22    19       4.9597488144E-006
#    -22    20       3.5167923711E-006
#    -22    21       9.4326048226E-006
#    -22    22       2.2242031546E-005
#    -22    23       1.7375966314E-005
#    -22    24       1.2178964579E-005
#    -22    25       4.5394289848E-006
#    -22    26       9.7825058590E-006
#    -21    -5       3.1669535093E-007
#    -21    -4       3.2625187762E-006
#    -21    -3       3.2564345346E-007
#    -21    -2       6.0787013290E-006
#    -21    -1       1.1577834670E-005
#    -21     0       1.1014150190E-006
#    -21     1       3.5890517334E-005
#    -21     2       4.4028910513E-006
#    -21     3       1.4320323647E-004
#    -21     4       3.5714551084E-005
#    -21     5       9.3823588441E-007
#    -21     6       1.5437367136E-005
#    -21     7       5.2652390176E-006
#    -21     8       6.6754287278E-006
#    -21     9       8.8897406908E-007
#    -21    10       1.7504307249E-009
#    -21    11       5.1291470820E-006
#    -21    12       5.1734752153E-007
#    -21    13       8.3136266599E-006
#    -21    14       1.7681964035E-005
#    -21    15       5.6702863661E-007
#    -21    16       3.4201365175E-007
#    -21    17       1.1083621782E-006
#    -21    18       2.0713890355E-006
#    -21    19       1.9591903862E-006
#    -21    20       4.2143552563E-006
#    -21    21       5.3837503193E-006
#    -21    22       1.1135381175E-005
#    -21    23       9.1967242326E-006
#    -21    24       4.4035716060E-006
#    -21    25       2.5150301047E-005
#    -21    26       1.6723051135E-005
#    -20    -7       6.4389559490E-007
#    -20    -6       1.5322570857E-006
#    -20    -5       2.0354350380E-007
#    -20    -4       9.7954833536E-007
#    -20    -3       1.0035092565E-005
#    -20    -2       1.2878228695E-005
#    -20    -1       5.1763364624E-005
#    -20     0       1.7960093939E-005
#    -20     1       4.9454213100E-005
#    -20     2       1.7263656269E-005
#    -20     3       2.9951793650E-005
#    -20     4       1.5212622789E-005
#    -20     5       1.9560056514E-004
#    -20     6       2.0824661500E-005
#    -20     7       1.9378598460E-005
#    -20     8       6.2163488821E-006
#    -20     9       3.6604218665E-005
#    -20    10       5.3731221849E-005
#    -20    11       1.4800219960E-004
#    -20    12       4.3193803781E-005
#    -20    13       7.7492530235E-005
#    -20    14       1.0481396770E-004
#    -20    15       1.7105286649E-006
#    -20    16       2.1360683638E-005
#    -20    17       6.1527396534E-006
#    -20    18       1.3005966071E-005
#    -20    19       3.8528828216E-006
#    -20    20       1.5840476990E-005
#    -20    21       9.7126937986E-006
#    -20    22       6.0453619081E-006
#    -20    23       3.4903167861E-006
#    -20    24       1.3820766106E-005
#    -20    25       2.8698028400E-005
