 Diffraction intensities for potential:ga5x5_15D10007.in                       
#    -28    13       5.4614881421E-011
#    -28    14       4.5727974759E-010
#    -28    15       2.7601873891E-010
#    -27     7       7.0598674148E-010
#    -27     8       1.8349251721E-010
#    -27     9       1.6338380569E-010
#    -27    10       1.3084164897E-010
#    -27    11       1.2527388121E-009
#    -27    12       1.6835126496E-009
#    -27    13       8.6165430325E-010
#    -27    14       7.2542705063E-011
#    -27    15       2.0159871809E-010
#    -27    16       5.8704993902E-010
#    -27    17       2.7837493268E-010
#    -27    18       6.1986114952E-011
#    -27    19       1.8131782816E-010
#    -27    20       3.0974516565E-011
#    -26     4       2.0991377219E-009
#    -26     5       6.1912959303E-009
#    -26     6       8.6921488114E-011
#    -26     7       7.3312503170E-010
#    -26     8       1.9868878341E-009
#    -26     9       2.2347166052E-010
#    -26    10       1.3216494923E-009
#    -26    11       2.8583116869E-010
#    -26    12       6.1827083861E-010
#    -26    13       3.3824708750E-010
#    -26    14       2.7507649896E-010
#    -26    15       1.1949582341E-010
#    -26    16       5.4968140138E-010
#    -26    17       5.7983676277E-010
#    -26    18       8.8804819020E-010
#    -26    19       6.2562307442E-011
#    -26    20       1.2883227971E-010
#    -26    21       1.4636822493E-011
#    -26    22       6.1929808626E-011
#    -25     2       1.8626550399E-009
#    -25     3       1.2255690693E-009
#    -25     4       4.3591813681E-010
#    -25     5       1.5455264021E-009
#    -25     6       8.7912760717E-010
#    -25     7       2.4749595143E-010
#    -25     8       2.6545980853E-009
#    -25     9       4.4040870847E-011
#    -25    10       1.5202331790E-010
#    -25    11       1.1746642376E-009
#    -25    12       1.4678496575E-010
#    -25    13       5.7161248380E-010
#    -25    14       1.3775517728E-010
#    -25    15       3.8866942836E-010
#    -25    16       1.0563080526E-010
#    -25    17       3.6640515473E-010
#    -25    18       3.1476625967E-011
#    -25    19       8.1516597305E-011
#    -25    20       5.3685096820E-011
#    -25    21       2.0744775735E-010
#    -25    22       7.4958086977E-011
#    -25    23       8.3030232746E-010
#    -24     0       8.9694783366E-010
#    -24     1       1.6782207461E-009
#    -24     2       7.1818471831E-010
#    -24     3       1.4215793782E-009
#    -24     4       1.8195567340E-009
#    -24     5       7.6886448466E-010
#    -24     6       2.4374214670E-011
#    -24     7       1.7884954877E-010
#    -24     8       1.0967077779E-009
#    -24     9       5.2932469706E-010
#    -24    10       2.3784982311E-010
#    -24    11       6.0274833145E-010
#    -24    12       2.1707276407E-011
#    -24    13       1.2313295668E-009
#    -24    14       3.0876416321E-010
#    -24    15       1.6236091885E-009
#    -24    16       6.1892276538E-010
#    -24    17       3.4874489913E-010
#    -24    18       6.9541779855E-010
#    -24    19       9.0059994601E-011
#    -24    20       1.8581640552E-010
#    -24    21       2.8660328207E-010
#    -24    22       4.6308074336E-010
#    -24    23       1.4405168765E-010
#    -24    24       4.1925563163E-010
#    -23    -2       1.3561939653E-009
#    -23    -1       6.7920647462E-010
#    -23     0       1.9090593680E-010
#    -23     1       1.5351969102E-009
#    -23     2       1.6317760152E-009
#    -23     3       1.4853058734E-009
#    -23     4       9.2366045727E-010
#    -23     5       5.0742367636E-010
#    -23     6       2.3961575733E-009
#    -23     7       1.2378841716E-009
#    -23     8       1.0103283385E-009
#    -23     9       4.5477060322E-010
#    -23    10       1.8641866635E-009
#    -23    11       2.6716250264E-012
#    -23    12       1.4884283774E-009
#    -23    13       7.8368094130E-011
#    -23    14       1.0116538667E-009
#    -23    15       6.4267296011E-010
#    -23    16       3.2736031890E-010
#    -23    17       4.1021204095E-010
#    -23    18       8.9180430508E-010
#    -23    19       1.3526576763E-010
#    -23    20       6.1970138843E-010
#    -23    21       4.4782775054E-010
#    -23    22       1.8758497327E-010
#    -23    23       1.0199368370E-010
#    -23    24       6.6895761560E-011
#    -23    25       1.2017160857E-009
#    -22    -4       1.3153818929E-009
#    -22    -3       1.2623735206E-009
#    -22    -2       5.5239783653E-011
#    -22    -1       1.6504351373E-009
#    -22     0       3.2475760973E-009
#    -22     1       3.3120723181E-009
#    -22     2       8.9230275488E-011
#    -22     3       6.1539936201E-011
#    -22     4       2.6437836448E-009
#    -22     5       7.2514747149E-010
#    -22     6       2.4877366600E-009
#    -22     7       5.8743544289E-010
#    -22     8       6.6710799416E-010
#    -22     9       7.7512586412E-010
#    -22    10       1.1428437341E-009
#    -22    11       2.5684785072E-011
#    -22    12       3.0591904586E-009
