 Diffraction intensities for potential:ga5x5_01D10004.in                       
#    -28    13       9.3036452808E-006
#    -28    14       1.9377513472E-005
#    -28    15       7.1071572126E-007
#    -27     7       8.7140384480E-006
#    -27     8       7.6181350414E-006
#    -27     9       1.1996115509E-005
#    -27    10       1.8448618072E-005
#    -27    11       1.3388089056E-005
#    -27    12       8.4239635737E-006
#    -27    13       1.8943352914E-005
#    -27    14       2.0940741131E-005
#    -27    15       2.4224887504E-005
#    -27    16       2.6294328390E-005
#    -27    17       1.6728757236E-005
#    -27    18       9.4316400451E-006
#    -27    19       4.8210401899E-006
#    -27    20       1.4789202406E-006
#    -26     4       6.7999199426E-006
#    -26     5       7.5447948024E-006
#    -26     6       1.6114917332E-005
#    -26     7       2.0645561827E-005
#    -26     8       1.7204767202E-005
#    -26     9       2.2018137686E-005
#    -26    10       2.9381111860E-005
#    -26    11       2.9154285104E-005
#    -26    12       3.1897348119E-005
#    -26    13       6.2085648031E-005
#    -26    14       4.6376602763E-005
#    -26    15       3.3990873848E-005
#    -26    16       2.4841101756E-005
#    -26    17       1.8913166531E-005
#    -26    18       1.4703265833E-005
#    -26    19       8.8808679163E-006
#    -26    20       2.8388320612E-006
#    -26    21       9.4536869571E-007
#    -26    22       2.0677914265E-006
#    -25     2       1.2740791002E-005
#    -25     3       8.2606832659E-007
#    -25     4       9.6681476807E-006
#    -25     5       8.5188114476E-004
#    -25     6       1.5299421474E-005
#    -25     7       8.8113215525E-006
#    -25     8       2.8006169963E-005
#    -25     9       2.1546423485E-005
#    -25    10       7.1674150870E-004
#    -25    11       3.5807262904E-005
#    -25    12       3.7074294944E-005
#    -25    13       4.4926066004E-005
#    -25    14       4.0920255182E-005
#    -25    15       4.4493987097E-004
#    -25    16       1.1601559465E-005
#    -25    17       1.8648665669E-005
#    -25    18       7.6243698579E-006
#    -25    19       1.0842987677E-005
#    -25    20       3.9545996836E-004
#    -25    21       4.7822790837E-006
#    -25    22       9.8511231862E-006
#    -25    23       7.2703035485E-006
#    -24     0       1.8973593710E-006
#    -24     1       4.3570781818E-006
#    -24     2       3.9443893130E-006
#    -24     3       6.1171201063E-006
#    -24     4       1.4422709481E-005
#    -24     5       2.1171998835E-005
#    -24     6       2.7462162295E-005
#    -24     7       2.4874767021E-005
#    -24     8       7.0525483776E-005
#    -24     9       3.9519822608E-005
#    -24    10       4.7313055582E-005
#    -24    11       5.4261289366E-005
#    -24    12       5.6995337726E-005
#    -24    13       4.6766439825E-005
#    -24    14       4.7550513540E-005
#    -24    15       3.3902829453E-005
#    -24    16       3.7894290541E-005
#    -24    17       1.6352504938E-005
#    -24    18       1.5555019195E-005
#    -24    19       9.5052055844E-006
#    -24    20       5.5698483002E-006
#    -24    21       8.0330704950E-006
#    -24    22       2.1296963195E-006
#    -24    23       2.6817109530E-006
#    -24    24       2.5411486288E-006
#    -23    -2       6.8114243397E-007
#    -23    -1       1.6256471389E-006
#    -23     0       2.5800862601E-006
#    -23     1       7.4195708998E-006
#    -23     2       7.7630690034E-006
#    -23     3       9.5289093185E-006
#    -23     4       1.5167369053E-005
#    -23     5       1.7829438256E-005
#    -23     6       4.7261241905E-005
#    -23     7       6.1118162596E-005
#    -23     8       4.6148720202E-005
#    -23     9       5.9036209872E-005
#    -23    10       8.7645914581E-005
#    -23    11       8.3442252409E-005
#    -23    12       7.0455026956E-005
#    -23    13       4.9560774541E-005
#    -23    14       4.4183373700E-005
#    -23    15       3.3858429765E-005
#    -23    16       2.4239297619E-005
#    -23    17       1.4879064087E-005
#    -23    18       6.2996320452E-006
#    -23    19       7.6628475908E-006
#    -23    20       3.2374098820E-006
#    -23    21       3.3110639127E-006
#    -23    22       3.6842955451E-006
#    -23    23       1.0503171843E-006
#    -23    24       2.9268606993E-006
#    -23    25       7.6882900084E-007
#    -22    -4       1.3767154373E-006
#    -22    -3       1.7909934437E-006
#    -22    -2       3.1256892216E-007
#    -22    -1       2.9952260994E-007
#    -22     0       8.3700621961E-007
#    -22     1       2.3905194154E-006
#    -22     2       5.1238309922E-006
#    -22     3       1.4758002438E-005
#    -22     4       2.7705018026E-005
#    -22     5       3.8425949599E-005
#    -22     6       5.5370157820E-005
#    -22     7       8.0877893639E-005
#    -22     8       8.7222727074E-005
#    -22     9       8.5124753105E-005
#    -22    10       8.8682994875E-005
#    -22    11       8.0714341943E-005
#    -22    12       6.2370169666E-005
#    -22    13       5.0176442217E-005
#    -22    14       3.1850342405E-005
#    -22    15       1.7407339397E-005
#    -22    16       1.0585692985E-005
#    -22    17       1.2863825333E-005
#    -22    18       8.4442438921E-006
#    -22    19       7.6182472768E-006
#    -22    20       4.0187300771E-006
#    -22    21       7.4158788896E-006
#    -22    22       6.1183004546E-006
#    -22    23       2.9278993456E-006
#    -22    24       5.5647882907E-006
#    -22    25       6.4450052359E-006
#    -22    26       2.7219480340E-006
