 Diffraction intensities for potential:_6x6_03D10014.in                        
#    -54    14       2.8309214369E-005
#    -54    15       4.1995531726E-006
#    -54    16       3.7599502406E-005
#    -54    17       5.3039320751E-006
#    -54    18       5.9186086114E-005
#    -54    19       1.4346574567E-006
#    -54    20       5.4908441979E-005
#    -53     9       2.5343114298E-006
#    -53    10       2.2986483365E-006
#    -53    11       1.7349129026E-006
#    -53    12       3.2802610052E-006
#    -53    13       5.5082477226E-006
#    -53    14       3.2425923200E-006
#    -53    15       6.1991149321E-006
#    -53    16       6.1934257897E-006
#    -53    17       3.2432655542E-006
#    -53    18       3.5061054471E-006
#    -53    19       7.8351013815E-006
#    -53    20       6.0277885701E-006
#    -53    21       5.7943682809E-006
#    -53    22       9.2529205566E-006
#    -53    23       7.8363382864E-006
#    -53    24       3.2868462186E-006
#    -52     6       1.5581573926E-006
#    -52     7       2.3520916512E-005
#    -52     8       1.1068899433E-005
#    -52     9       4.6824146952E-005
#    -52    10       2.0655777013E-005
#    -52    11       3.6767452369E-005
#    -52    12       2.2574697612E-005
#    -52    13       5.6581198757E-005
#    -52    14       2.0653565921E-005
#    -52    15       4.6137005552E-005
#    -52    16       2.1207006969E-005
#    -52    17       5.8951615157E-005
#    -52    18       2.3269619224E-005
#    -52    19       6.6114455933E-005
#    -52    20       1.8818901157E-005
#    -52    21       9.0307236361E-005
#    -52    22       2.4832297636E-005
#    -52    23       4.0882065553E-005
#    -52    24       1.7425493017E-005
#    -52    25       6.6921586562E-006
#    -52    26       1.5051584828E-005
#    -51     3       2.6164654917E-006
#    -51     4       1.9407511639E-006
#    -51     5       4.4910672038E-006
#    -51     6       1.9293972152E-006
#    -51     7       4.4846532639E-006
#    -51     8       6.7152574163E-006
#    -51     9       6.3305956835E-006
#    -51    10       5.5134931898E-006
#    -51    11       7.1099252384E-006
#    -51    12       6.9906972912E-006
#    -51    13       8.4356490801E-006
#    -51    14       8.3838298707E-006
#    -51    15       5.8473589500E-006
#    -51    16       7.7271809349E-006
#    -51    17       6.3965450075E-006
#    -51    18       1.0294623920E-005
#    -51    19       5.9083706759E-006
#    -51    20       9.5866913455E-006
#    -51    21       9.5898757207E-006
#    -51    22       1.3214437802E-005
#    -51    23       9.1563071019E-006
#    -51    24       6.3525722836E-006
#    -51    25       1.0009850415E-005
#    -51    26       9.4313625562E-006
#    -51    27       4.3270773991E-006
#    -50     1       5.4575587349E-006
#    -50     2       1.2079315385E-005
#    -50     3       2.7812347178E-005
#    -50     4       6.1969920747E-006
#    -50     5       1.8000556207E-005
#    -50     6       1.5488239802E-005
#    -50     7       4.6157656458E-005
#    -50     8       2.6696032345E-005
#    -50     9       5.8613901294E-005
#    -50    10       2.7288223250E-005
#    -50    11       5.2433143309E-005
#    -50    12       4.8479171144E-005
#    -50    13       8.5024737818E-005
#    -50    14       3.7626470043E-005
#    -50    15       8.6950527166E-005
#    -50    16       4.8366562835E-005
#    -50    17       8.9248405493E-005
