 Diffraction intensities for potential:ga5x5_06D10007.in                       
#    -28    13       1.2635656115E-005
#    -28    14       2.3747064704E-006
#    -28    15       1.0652395474E-005
#    -27     7       3.1668246362E-005
#    -27     8       4.6145475004E-005
#    -27     9       2.2471518713E-005
#    -27    10       1.8641714402E-005
#    -27    11       9.1536091376E-005
#    -27    12       3.3949434416E-005
#    -27    13       8.2643075024E-005
#    -27    14       4.4693363654E-005
#    -27    15       4.9084302980E-005
#    -27    16       1.3630579200E-004
#    -27    17       1.1249931713E-005
#    -27    18       5.8527586325E-006
#    -27    19       2.6710202784E-005
#    -27    20       8.1353918363E-006
#    -26     4       2.8933170589E-006
#    -26     5       4.6020647768E-006
#    -26     6       6.3663025045E-006
#    -26     7       1.2882359990E-005
#    -26     8       2.5962426369E-005
#    -26     9       1.8801328943E-005
#    -26    10       5.6810035811E-006
#    -26    11       3.1618650889E-006
#    -26    12       1.0778350661E-005
#    -26    13       2.5705964646E-005
#    -26    14       2.0246013956E-005
#    -26    15       5.4759341140E-006
#    -26    16       2.1024732893E-005
#    -26    17       2.7390680871E-005
#    -26    18       3.5230911556E-005
#    -26    19       3.4822528809E-005
#    -26    20       4.8000499823E-006
#    -26    21       1.0024336701E-005
#    -26    22       1.4541385281E-005
#    -25     2       7.3366027568E-005
#    -25     3       3.0400493531E-005
#    -25     4       7.9279364480E-005
#    -25     5       1.1502878242E-003
#    -25     6       1.1488539524E-004
#    -25     7       9.4121967545E-005
#    -25     8       5.3793962647E-006
#    -25     9       1.8847122087E-004
#    -25    10       8.3122886700E-004
#    -25    11       1.1193342761E-004
#    -25    12       2.0330932546E-005
#    -25    13       6.1112714675E-005
#    -25    14       5.2109371637E-005
#    -25    15       5.2496906332E-004
#    -25    16       1.0565908045E-004
#    -25    17       1.1877148204E-005
#    -25    18       9.0442453884E-005
#    -25    19       2.8813133215E-006
#    -25    20       4.7535593141E-004
#    -25    21       2.1107803631E-005
#    -25    22       4.5521410563E-006
#    -25    23       8.2124495458E-005
#    -24     0       6.3971908228E-006
#    -24     1       3.1375259816E-006
#    -24     2       1.8899339551E-005
#    -24     3       1.2267720512E-005
#    -24     4       2.0816540617E-005
#    -24     5       3.1074046523E-007
#    -24     6       5.5904357997E-005
#    -24     7       5.0773233001E-005
#    -24     8       4.3085058827E-005
#    -24     9       1.1053583100E-004
#    -24    10       1.4361262288E-005
#    -24    11       1.2102199561E-004
#    -24    12       3.0730397520E-006
#    -24    13       6.5357511887E-005
#    -24    14       9.5066519299E-005
#    -24    15       7.3190450673E-006
#    -24    16       8.9707866862E-005
#    -24    17       1.4230806538E-005
#    -24    18       6.2307786047E-005
#    -24    19       7.6659062268E-005
#    -24    20       8.8608556108E-005
#    -24    21       7.7229046237E-005
#    -24    22       2.4955598044E-005
#    -24    23       1.5481378424E-004
#    -24    24       6.2090371240E-005
#    -23    -2       1.1884105300E-004
#    -23    -1       1.1397627195E-004
#    -23     0       4.4430515446E-005
#    -23     1       8.4538395486E-005
#    -23     2       2.5854133238E-005
#    -23     3       1.7439913959E-004
