 Diffraction intensities for potential:_6x6_05D10001.in                        
#    -54    14       1.2598055862E-005
#    -54    15       1.1340013430E-006
#    -54    16       4.5715041844E-006
#    -54    17       1.6454639579E-005
#    -54    18       2.0908031924E-004
#    -54    19       3.3865765266E-005
#    -54    20       2.5490929444E-006
#    -53     9       7.2475793217E-005
#    -53    10       3.4888399310E-006
#    -53    11       1.1272976392E-005
#    -53    12       7.1113035371E-006
#    -53    13       5.1887519127E-006
#    -53    14       9.8139163795E-006
#    -53    15       6.3263857448E-005
#    -53    16       6.3970946831E-006
#    -53    17       2.7629265779E-005
#    -53    18       7.0197886169E-006
#    -53    19       8.8463187818E-006
#    -53    20       4.0427735130E-005
#    -53    21       1.2791351837E-004
#    -53    22       6.0295370260E-006
#    -53    23       2.2581431602E-005
#    -53    24       4.2015658126E-006
#    -52     6       1.1606123467E-006
#    -52     7       7.6181131597E-006
#    -52     8       1.8051145635E-005
#    -52     9       6.7948012623E-006
#    -52    10       1.7651376090E-005
#    -52    11       7.3538656539E-006
#    -52    12       5.9886240829E-006
#    -52    13       2.3970901155E-005
#    -52    14       9.0506380145E-005
#    -52    15       6.1590955400E-006
#    -52    16       4.1533160759E-005
#    -52    17       1.6763827440E-005
#    -52    18       1.1853803966E-005
#    -52    19       5.2011238440E-005
#    -52    20       1.2203121181E-004
#    -52    21       1.4488067534E-005
#    -52    22       2.7849340726E-005
#    -52    23       6.7642244967E-007
#    -52    24       4.9650777579E-006
#    -52    25       4.6785389811E-006
#    -52    26       4.0485231902E-005
#    -51     3       4.3933560760E-006
#    -51     4       1.4130754325E-005
#    -51     5       5.3950104068E-005
#    -51     6       1.5185470244E-006
#    -51     7       4.8446237618E-005
#    -51     8       3.9300892654E-005
#    -51     9       9.2577373620E-006
#    -51    10       3.9001196151E-005
#    -51    11       8.4400459346E-005
#    -51    12       1.3964080374E-005
#    -51    13       1.2444665863E-004
#    -51    14       6.5610298021E-005
#    -51    15       7.4949408531E-006
#    -51    16       6.6918541410E-005
#    -51    17       1.3532776158E-004
#    -51    18       1.1854879059E-005
#    -51    19       1.4870839182E-004
#    -51    20       9.3790440231E-005
#    -51    21       9.5291955447E-006
#    -51    22       8.1073182529E-005
#    -51    23       1.2216893921E-004
#    -51    24       3.2083083201E-006
#    -51    25       9.8117378916E-005
#    -51    26       3.3971012264E-005
#    -51    27       8.2716915515E-006
#    -50     1       2.6430585870E-006
#    -50     2       1.2900625296E-005
#    -50     3       6.1649631999E-006
#    -50     4       3.4125020564E-005
#    -50     5       6.3065319581E-006
#    -50     6       1.2383038524E-005
#    -50     7       9.7469002089E-006
#    -50     8       2.6221298612E-005
#    -50     9       6.0234158777E-006
#    -50    10       7.2137951105E-005
#    -50    11       2.2169805818E-005
#    -50    12       1.0550795528E-005
#    -50    13       7.4076294300E-006
#    -50    14       3.8057168120E-005
#    -50    15       2.1571487419E-005
#    -50    16       1.9715655934E-004
#    -50    17       5.8192482663E-005
#    -50    18       1.8049115998E-005
#    -50    19       8.8791255462E-006
#    -50    20       4.3609982486E-005
#    -50    21       6.8159663886E-006
#    -50    22       2.1372660442E-004
#    -50    23       5.5392141349E-005
#    -50    24       4.9789168002E-006
#    -50    25       8.1464741849E-006
#    -50    26       6.7734379136E-005
#    -50    27       1.0980480120E-005
#    -50    28       1.1427121648E-004
#    -49    -1       5.7377311090E-007
#    -49     0       2.3803537344E-006
#    -49     1       1.2800815244E-006
#    -49     2       4.1241458830E-006
#    -49     3       6.7453405042E-005
#    -49     4       2.0464126011E-005
#    -49     5       1.8375796583E-006
#    -49     6       1.1051781406E-005
#    -49     7       3.5648084258E-005
#    -49     8       3.4743997198E-006
#    -49     9       1.1044809950E-004
#    -49    10       2.4516660075E-005
#    -49    11       1.0322343811E-005
#    -49    12       1.7107778830E-005
#    -49    13       5.4221091281E-005
#    -49    14       1.3236528984E-005
#    -49    15       2.2836414884E-004
#    -49    16       7.4534240065E-005
#    -49    17       5.9951234410E-006
#    -49    18       1.1687638400E-005
#    -49    19       7.6975862646E-005
#    -49    20       3.0689176652E-005
#    -49    21       1.5366905429E-004
#    -49    22       1.0846405216E-004
#    -49    23       1.4564960278E-005
#    -49    24       1.7855371756E-005
#    -49    25       5.0897942368E-005
#    -49    26       1.4998750723E-005
#    -49    27       2.0630033952E-004
#    -49    28       3.3222740410E-005
#    -49    29       2.7349365280E-006
#    -48    -3       4.2410083961E-006
#    -48    -2       3.9249203399E-006
#    -48    -1       8.6245867564E-006
#    -48     0       1.3469847919E-004
#    -48     1       2.7166539869E-005
#    -48     2       2.7373062585E-006
#    -48     3       3.2503983253E-006
