 Diffraction intensities for potential:_6x6_04D10024.in                        
#    -54    14       2.9726918360E-006
#    -54    15       8.2171577351E-006
#    -54    16       8.3188577366E-006
#    -54    17       1.2371344886E-006
#    -54    18       5.4168382479E-005
#    -54    19       1.1884777688E-005
#    -54    20       4.5875508490E-007
#    -53     9       6.1810683119E-006
#    -53    10       7.0181455771E-008
#    -53    11       4.1401305937E-007
#    -53    12       2.3312292086E-006
#    -53    13       2.9463999154E-006
#    -53    14       4.1214366540E-006
#    -53    15       1.8359865807E-005
#    -53    16       1.8830996971E-006
#    -53    17       2.4215504917E-007
#    -53    18       1.1400356731E-005
#    -53    19       5.3092761271E-006
#    -53    20       8.0128219360E-006
#    -53    21       2.6266651202E-005
#    -53    22       2.8993783578E-006
#    -53    23       8.3677176361E-008
#    -53    24       3.2416894643E-006
#    -52     6       5.1816527489E-007
#    -52     7       1.4256600407E-006
#    -52     8       5.5631606419E-007
#    -52     9       2.2999259531E-006
#    -52    10       2.8062387806E-006
#    -52    11       4.2306736901E-006
#    -52    12       5.1217596730E-006
#    -52    13       3.5916688615E-006
#    -52    14       1.7598673802E-006
#    -52    15       8.5363404532E-006
#    -52    16       1.0242300021E-005
#    -52    17       1.3655384361E-005
#    -52    18       8.3620544362E-006
#    -52    19       9.5563586053E-006
#    -52    20       3.1108018418E-006
#    -52    21       1.2426343483E-005
#    -52    22       4.9570998175E-006
#    -52    23       7.1092387138E-006
#    -52    24       5.0534658319E-006
#    -52    25       1.6318390577E-006
#    -52    26       6.5885911183E-007
#    -51     3       1.1328065511E-007
#    -51     4       1.4195602116E-007
#    -51     5       1.8250224556E-007
#    -51     6       7.4946520921E-007
#    -51     7       7.2874781033E-007
#    -51     8       1.1650353118E-006
#    -51     9       1.7653316344E-008
#    -51    10       5.6684891990E-006
#    -51    11       4.5575684704E-006
#    -51    12       6.2776965638E-006
#    -51    13       5.0927826500E-006
#    -51    14       2.1134934186E-005
#    -51    15       2.5965151345E-008
#    -51    16       2.1535664297E-005
#    -51    17       8.1910115921E-006
#    -51    18       1.1099420826E-005
#    -51    19       7.1798648126E-006
#    -51    20       1.9059313234E-005
#    -51    21       3.2928395951E-008
#    -51    22       1.1801264691E-005
#    -51    23       4.2850101523E-006
#    -51    24       2.5091645439E-006
#    -51    25       3.2020153845E-006
#    -51    26       3.1538871027E-006
#    -51    27       5.3888375371E-008
#    -50     1       8.5906109044E-008
#    -50     2       4.4407360450E-007
#    -50     3       6.5877185132E-008
#    -50     4       3.6333515599E-008
#    -50     5       1.8679940327E-007
#    -50     6       4.7091234412E-006
#    -50     7       1.0758820705E-006
#    -50     8       2.4801316925E-007
