 Diffraction intensities for potential:ensembletest210006.in                   
#    -23    15       2.0912600630E-005
#    -23    16       6.2641154653E-005
#    -23    17       8.7264287740E-005
#    -23    18       8.5024521338E-005
#    -23    19       2.7893132631E-005
#    -23    20       2.1101816391E-005
#    -23    21       1.7750206482E-004
#    -23    22       2.7919074268E-004
#    -23    23       2.0903729730E-004
#    -23    24       6.7945609425E-006
#    -23    25       1.4890424679E-005
#    -23    26       8.2712973880E-005
#    -22   -21       1.9344718724E-005
#    -22   -20       1.0212951321E-005
#    -22   -19       1.0835474704E-005
#    -22   -18       1.1965051380E-004
#    -22   -17       1.7508038576E-004
#    -22   -16       8.8044293786E-005
#    -22   -15       1.3090462413E-005
#    -22   -14       1.2820072991E-005
#    -22   -13       5.7447222733E-005
#    -22   -12       6.1487635415E-005
#    -22   -11       2.4676499094E-005
#    -22   -10       1.9846939448E-006
#    -22    -9       2.1977224560E-006
#    -22    -8       8.8051946954E-006
#    -22    -7       3.7031015895E-005
#    -22    -6       6.1713075153E-005
#    -22    -5       2.1187786644E-005
#    -22    -4       1.5843634319E-006
#    -22    -3       8.3375568718E-006
#    -22    -2       2.4123343022E-005
#    -22    -1       5.2499109885E-005
#    -22     0       1.1318325895E-005
#    -22     1       2.2617673802E-005
#    -22     2       8.7463319447E-005
#    -22     3       7.0736217511E-005
#    -22     4       2.2496223336E-005
#    -22     5       2.0830598408E-006
#    -22     6       1.4762267651E-005
#    -22     7       1.0485481253E-004
#    -22     8       2.5319444567E-004
#    -22     9       2.2795950280E-004
#    -22    10       4.0349522487E-005
#    -22    11       4.8773091519E-005
#    -22    12       2.6637062134E-004
#    -22    13       3.5599260888E-004
#    -22    14       1.6362251194E-004
#    -22    15       1.0316916222E-005
#    -22    16       1.5992680795E-005
#    -22    17       8.1649102225E-005
#    -22    18       1.5463303582E-004
#    -22    19       1.2762920412E-004
#    -22    20       4.0462682216E-005
#    -22    21       2.4523055507E-005
#    -22    22       3.2143439251E-004
#    -22    23       2.0776473948E-004
#    -22    24       7.2729182375E-005
#    -22    25       1.2190574264E-005
#    -22    26       1.3038646889E-005
#    -21   -22       3.6679234792E-005
#    -21   -21       7.4951438699E-005
#    -21   -20       9.1147483529E-005
#    -21   -19       1.4747766233E-005
#    -21   -18       2.9671847967E-005
#    -21   -17       1.4450090786E-004
#    -21   -16       1.8841520224E-004
#    -21   -15       1.1048983306E-004
#    -21   -14       1.2748987943E-005
#    -21   -13       1.0482908235E-005
#    -21   -12       3.4977114509E-005
#    -21   -11       3.4003643701E-005
#    -21   -10       1.2084442597E-005
#    -21    -9       6.2141028750E-007
#    -21    -8       2.6497503371E-007
#    -21    -7       2.4052923359E-005
#    -21    -6       8.9147023748E-005
#    -21    -5       7.0224650905E-005
#    -21    -4       1.3678048100E-005
#    -21    -3       6.8940269815E-006
#    -21    -2       6.1458159419E-005
#    -21    -1       1.4605538587E-004
#    -21     0       9.7724960640E-005
#    -21     1       7.3941347374E-006
#    -21     2       1.5848763980E-005
#    -21     3       4.6228319704E-005
#    -21     4       5.8819610945E-005
#    -21     5       6.1652030516E-005
#    -21     6       1.7858859851E-005
#    -21     7       2.0898078404E-005
#    -21     8       1.9615571241E-004
#    -21     9       3.6247564008E-004
#    -21    10       2.3232814195E-004
#    -21    11       2.6033187754E-005
#    -21    12       4.9248874336E-005
#    -21    13       2.0347375549E-004
#    -21    14       3.1455428490E-004
#    -21    15       1.2507393727E-004
#    -21    16       7.2942427920E-006
#    -21    17       9.8238849259E-006
#    -21    18       9.0269824738E-005
#    -21    19       1.4261590912E-004
#    -21    20       6.3614309828E-005
#    -21    21       2.8731065335E-005
#    -21    22       5.8487859235E-005
#    -21    23       2.0413894294E-004
#    -21    24       1.7408274156E-004
#    -21    25       5.9168498703E-005
#    -20   -22       1.2042807128E-005
#    -20   -21       8.7098163690E-005
#    -20   -20       1.0482498915E-004
#    -20   -19       9.2470207955E-005
#    -20   -18       2.4831032259E-005
#    -20   -17       3.0614961248E-005
#    -20   -16       1.5761893665E-004
#    -20   -15       3.3646906645E-004
#    -20   -14       6.2082847757E-005
#    -20   -13       6.6992007302E-006
#    -20   -12       4.9934104746E-006
#    -20   -11       1.0575165888E-005
#    -20   -10       9.9198438725E-004
#    -20    -9       4.8001428230E-006
#    -20    -8       7.7637896988E-006
#    -20    -7       9.6717047389E-007
#    -20    -6       3.8116773544E-005
#    -20    -5       4.2147046361E-003
#    -20    -4       1.7353315915E-005
#    -20    -3       1.5693203108E-006
#    -20    -2       2.9323392636E-005
#    -20    -1       9.8807643634E-005
#    -20     0       1.2470399929E-002
#    -20     1       1.8879299334E-005
#    -20     2       1.7622596579E-007
#    -20     3       7.1053816135E-006
#    -20     4       3.5818044193E-005
#    -20     5       1.4426278401E-002
#    -20     6       9.1217210337E-005
#    -20     7       2.0775867747E-005
#    -20     8       1.0834780482E-005
#    -20     9       1.1871640853E-004
#    -20    10       1.0234158896E-002
#    -20    11       1.5237345432E-004
#    -20    12       9.6487664645E-006
#    -20    13       2.8834504995E-005
#    -20    14       1.5462440736E-004
#    -20    15       2.4191494181E-003
#    -20    16       1.7596349596E-005
#    -20    17       9.8336698701E-006
#    -20    18       1.8831305316E-005
#    -20    19       2.8651976279E-005
#    -20    20       2.6999948625E-003
#    -20    21       1.8542779499E-004
#    -20    22       2.2699026596E-005
#    -20    23       3.2285675749E-005
#    -20    24       2.6804680881E-004
#    -20    25       7.4973123797E-004
#    -19   -23       6.2159861395E-005
#    -19   -22       2.0716688317E-005
#    -19   -21       1.5348385655E-005
#    -19   -20       9.1584165587E-005
#    -19   -19       1.7172886138E-004
#    -19   -18       1.0279860918E-004
#    -19   -17       1.1968386350E-005
#    -19   -16       2.6459232747E-005
#    -19   -15       8.5011007249E-005
#    -19   -14       8.1956649728E-005
#    -19   -13       2.5623287624E-005
#    -19   -12       1.0961753123E-005
#    -19   -11       2.0825223162E-007
#    -19   -10       2.0789537400E-005
#    -19    -9       4.1369725744E-005
#    -19    -8       6.4385991817E-005
#    -19    -7       1.7887373775E-005
#    -19    -6       4.1002173741E-006
#    -19    -5       1.5954691873E-005
#    -19    -4       2.1888622010E-005
#    -19    -3       1.6958996288E-005
#    -19    -2       1.4265221948E-006
#    -19    -1       1.0622039191E-005
#    -19     0       1.3966057243E-006
#    -19     1       1.6842906404E-005
#    -19     2       2.8153190494E-005
#    -19     3       9.0457150718E-006
#    -19     4       3.6534817263E-006
#    -19     5       1.1476229652E-005
#    -19     6       1.0854684257E-005
#    -19     7       2.1935635836E-005
#    -19     8       4.6268259173E-006
#    -19     9       2.3049051913E-005
#    -19    10       8.4966728643E-005
#    -19    11       8.7321804555E-005
#    -19    12       4.6531930451E-005
#    -19    13       5.9031134597E-006
#    -19    14       1.6508655075E-005
#    -19    15       1.5969454536E-004
#    -19    16       1.4190924893E-004
#    -19    17       1.1442747515E-004
#    -19    18       1.2697034323E-005
#    -19    19       4.4674262261E-006
#    -19    20       2.2311146806E-005
#    -19    21       2.6629428307E-005
#    -19    22       2.1309915108E-004
#    -19    23       2.9074288482E-005
#    -19    24       4.2261643163E-005
#    -19    25       2.6933134372E-004
#    -18   -23       7.5841535203E-005
#    -18   -22       1.1065150993E-005
#    -18   -21       1.7377498175E-005
#    -18   -20       1.2925269935E-005
#    -18   -19       1.0690872331E-004
#    -18   -18       1.6951227277E-004
#    -18   -17       5.4051603836E-005
#    -18   -16       7.1337838004E-006
#    -18   -15       1.3613320365E-005
#    -18   -14       2.6762590506E-005
#    -18   -13       1.2482536753E-005
#    -18   -12       3.4864617746E-005
#    -18   -11       1.8425022441E-005
#    -18   -10       6.5451682616E-006
#    -18    -9       7.0672219528E-005
#    -18    -8       1.0224230910E-004
#    -18    -7       4.3211794297E-005
#    -18    -6       3.9436551578E-006
#    -18    -5       1.1479662637E-005
#    -18    -4       4.2751518811E-005
#    -18    -3       4.6820167835E-005
#    -18    -2       1.6310121846E-005
#    -18    -1       1.0836222207E-005
#    -18     0       1.5238518575E-005
#    -18     1       1.6746936930E-004
#    -18     2       2.7190519246E-004
#    -18     3       1.2933803168E-004
#    -18     4       2.1727806288E-005
#    -18     5       1.0818705890E-005
#    -18     6       1.1195234809E-004
#    -18     7       2.3633527402E-004
#    -18     8       1.6517791088E-004
#    -18     9       2.1267163975E-005
#    -18    10       1.3535125204E-005
#    -18    11       9.8175590923E-006
#    -18    12       7.0310854406E-006
#    -18    13       2.9016081268E-005
#    -18    14       5.2531162119E-006
#    -18    15       5.3603873409E-006
#    -18    16       7.7349619533E-005
#    -18    17       8.5055187926E-005
#    -18    18       4.5885457271E-006
#    -18    19       4.6552275633E-006
#    -18    20       3.3884493461E-006
#    -18    21       1.4615903460E-004
#    -18    22       2.7011194030E-004
#    -18    23       1.0723393622E-005
#    -18    24       4.8720888212E-006
#    -17   -24       3.4195923679E-006
#    -17   -23       4.0241952647E-005
#    -17   -22       1.1562656294E-004
#    -17   -21       1.0516665064E-004
#    -17   -20       1.9689961933E-005
#    -17   -19       1.1737074777E-005
#    -17   -18       6.7552611308E-005
#    -17   -17       1.1819956995E-004
#    -17   -16       5.2561726185E-005
#    -17   -15       4.0682935484E-006
#    -17   -14       3.0365819484E-006
#    -17   -13       1.7515114079E-005
#    -17   -12       9.6581935810E-005
#    -17   -11       1.3913048005E-004
#    -17   -10       3.3157221952E-005
#    -17    -9       8.2704252840E-006
#    -17    -8       4.2600504258E-005
#    -17    -7       4.5465127694E-006
#    -17    -6       1.0279043318E-005
#    -17    -5       1.6544573779E-005
#    -17    -4       1.1218699042E-005
#    -17    -3       9.5359094817E-006
#    -17    -2       7.0271336281E-005
#    -17    -1       1.8019240054E-004
#    -17     0       3.7819399139E-005
#    -17     1       8.4786873716E-005
#    -17     2       3.8020623141E-004
#    -17     3       4.2252708160E-004
#    -17     4       2.4609629416E-004
#    -17     5       3.9027907030E-005
#    -17     6       6.0403081529E-005
#    -17     7       3.3494976145E-004
#    -17     8       4.6118743721E-004
#    -17     9       1.9385620122E-004
#    -17    10       1.8380812487E-005
#    -17    11       2.3480997148E-007
#    -17    12       8.4227139132E-006
#    -17    13       1.8477040055E-005
#    -17    14       2.3692191679E-005
#    -17    15       9.1210854159E-006
#    -17    16       6.2904373075E-007
#    -17    17       4.6073582209E-006
#    -17    18       2.1144934219E-005
#    -17    19       2.7652306155E-005
#    -17    20       1.4988950252E-005
#    -17    21       1.0428765182E-005
#    -17    22       2.9775016562E-006
#    -17    23       5.2619630007E-005
#    -17    24       1.7765076946E-004
#    -16   -24       2.2210575538E-005
#    -16   -23       1.6954868059E-005
#    -16   -22       1.0177502726E-004
#    -16   -21       1.4363530484E-004
#    -16   -20       1.0440941558E-004
#    -16   -19       2.1391173378E-005
#    -16   -18       1.2686476675E-005
#    -16   -17       7.1583672262E-005
#    -16   -16       3.7838706384E-005
#    -16   -15       1.6277940003E-006
#    -16   -14       1.0038638232E-005
#    -16   -13       2.2137996663E-006
#    -16   -12       1.1237285150E-004
#    -16   -11       2.6660841464E-004
#    -16   -10       1.3344060192E-004
#    -16    -9       1.5093830868E-005
#    -16    -8       8.2545244432E-007
#    -16    -7       1.9982199243E-005
#    -16    -6       9.3282739571E-005
#    -16    -5       9.6809873512E-005
#    -16    -4       3.3271955468E-005
#    -16    -3       1.1610366459E-005
#    -16    -2       2.3732188641E-004
#    -16    -1       7.2851559635E-004
#    -16     0       6.0973989959E-004
#    -16     1       7.2202510481E-005
#    -16     2       8.8496838909E-005
#    -16     3       4.3271881622E-004
#    -16     4       5.9795827524E-004
#    -16     5       3.9721961788E-004
#    -16     6       4.7809589487E-005
#    -16     7       7.4715378153E-005
#    -16     8       2.4442568361E-004
#    -16     9       1.6538194503E-004
#    -16    10       2.3060804725E-005
#    -16    11       6.6850973084E-007
#    -16    12       2.6407760336E-005
#    -16    13       4.1850301713E-006
#    -16    14       1.3290255968E-005
#    -16    15       1.8063052067E-005
#    -16    16       6.1181475363E-006
#    -16    17       4.6148337302E-006
#    -16    18       1.3934063232E-004
#    -16    19       7.4354555555E-005
#    -16    20       1.8467193369E-004
#    -16    21       2.9709943777E-005
#    -16    22       3.0020580863E-005
#    -16    23       1.0077071052E-004
#    -15   -25       4.4799997413E-005
#    -15   -24       1.0364254354E-004
#    -15   -23       5.6789987151E-006
#    -15   -22       1.7945726712E-005
#    -15   -21       1.2018728808E-004
#    -15   -20       2.2039024093E-004
#    -15   -19       5.9313962095E-005
#    -15   -18       5.8077290200E-006
#    -15   -17       3.6445253418E-006
#    -15   -16       1.0534237006E-005
#    -15   -15       6.1668516792E-004
#    -15   -14       8.9374861772E-005
#    -15   -13       4.1748074238E-005
#    -15   -12       1.4177557840E-005
#    -15   -11       1.0287801098E-004
#    -15   -10       5.1561787779E-003
#    -15    -9       1.6694280240E-005
#    -15    -8       5.0018111212E-006
#    -15    -7       8.7385556297E-006
#    -15    -6       7.6545977261E-005
#    -15    -5       1.4484483152E-002
#    -15    -4       6.5320304704E-005
#    -15    -3       1.9454507125E-005
#    -15    -2       1.2942924443E-004
#    -15    -1       8.2235038526E-004
#    -15     0       2.8472547251E-002
#    -15     1       7.6617647820E-004
#    -15     2       8.2515533112E-005
#    -15     3       4.6384767694E-005
#    -15     4       2.8820212352E-004
#    -15     5       2.5765457512E-002
#    -15     6       2.8862603876E-004
#    -15     7       3.2773325489E-005
#    -15     8       7.3603887641E-006
#    -15     9       5.1300691347E-007
#    -15    10       1.3918192606E-002
#    -15    11       1.2474486049E-004
#    -15    12       4.4544883666E-006
#    -15    13       9.9706979677E-006
#    -15    14       3.5108052478E-005
#    -15    15       1.5009838024E-002
#    -15    16       1.5844581591E-006
#    -15    17       7.3205767593E-006
#    -15    18       3.4104196960E-005
#    -15    19       9.4102396457E-005
#    -15    20       1.4357132165E-003
#    -15    21       5.0591778607E-004
#    -15    22       5.2450913836E-005
#    -15    23       2.0840051031E-005
#    -14   -25       1.5869794354E-004
#    -14   -24       1.9602365608E-004
#    -14   -23       1.1544746748E-004
#    -14   -22       2.7972138811E-005
#    -14   -21       1.2347563107E-005
#    -14   -20       8.1797437089E-005
#    -14   -19       6.7379792029E-005
#    -14   -18       4.7134897375E-005
#    -14   -17       2.2525083432E-006
#    -14   -16       2.1885972257E-006
#    -14   -15       1.9596945385E-005
#    -14   -14       1.8862527080E-004
#    -14   -13       1.9996040309E-004
#    -14   -12       4.0927480663E-005
#    -14   -11       8.6359692641E-008
#    -14   -10       4.2863085754E-005
#    -14    -9       1.4492937794E-004
#    -14    -8       1.3671388963E-004
#    -14    -7       2.8402691599E-005
#    -14    -6       1.4276857034E-006
#    -14    -5       1.4325963692E-005
#    -14    -4       1.0204499339E-004
#    -14    -3       2.0782453452E-004
#    -14    -2       2.4660743496E-005
#    -14    -1       2.1360394236E-004
#    -14     0       8.1956168150E-004
#    -14     1       6.6440456862E-004
#    -14     2       2.5584093166E-004
#    -14     3       1.7015038827E-005
#    -14     4       1.4224351579E-005
#    -14     5       7.3660226433E-005
#    -14     6       1.5922298850E-004
#    -14     7       7.1914255943E-005
#    -14     8       2.6933109494E-006
#    -14     9       1.9283923949E-005
#    -14    10       1.6082017660E-004
#    -14    11       2.3780029697E-004
#    -14    12       1.1099991552E-004
#    -14    13       5.9485606287E-007
#    -14    14       8.8653247804E-006
#    -14    15       1.4656573041E-004
#    -14    16       1.3188325351E-004
#    -14    17       2.2471887334E-004
#    -14    18       5.6635441929E-005
#    -14    19       1.6213285173E-005
#    -14    20       5.2741730074E-006
#    -14    21       9.5281581803E-004
#    -14    22       7.8632031035E-004
#    -13   -26       4.8049789669E-006
#    -13   -25       8.6106766181E-006
#    -13   -24       9.7075156793E-005
#    -13   -23       1.7846389652E-004
#    -13   -22       1.0472863918E-004
#    -13   -21       1.4658376449E-005
#    -13   -20       6.6756790951E-006
#    -13   -19       2.2323056542E-005
#    -13   -18       1.1739128580E-005
#    -13   -17       4.6190674452E-006
#    -13   -16       1.7048040568E-006
#    -13   -15       3.0907845351E-006
#    -13   -14       1.0928174060E-004
#    -13   -13       2.0107572901E-004
#    -13   -12       1.2035285830E-004
#    -13   -11       2.8744093327E-005
#    -13   -10       3.0764309099E-005
#    -13    -9       2.5459947782E-004
#    -13    -8       2.9715550752E-004
#    -13    -7       8.9753052464E-005
#    -13    -6       3.7735873426E-006
#    -13    -5       2.9416559334E-005
#    -13    -4       2.6945408423E-004
#    -13    -3       6.2863304476E-004
#    -13    -2       4.4768175130E-004
#    -13    -1       3.3125934983E-005
#    -13     0       5.8758234409E-005
#    -13     1       6.3360233202E-005
#    -13     2       7.0821111214E-006
#    -13     3       4.5696952594E-006
#    -13     4       5.9238814639E-006
#    -13     5       2.4822944260E-005
#    -13     6       3.1205890678E-004
#    -13     7       4.0681998473E-004
#    -13     8       2.4526015970E-004
#    -13     9       2.6483585945E-005
#    -13    10       4.5033413852E-005
#    -13    11       2.2291979296E-004
#    -13    12       2.6906820441E-004
#    -13    13       8.5823271849E-005
#    -13    14       1.4450643878E-005
#    -13    15       1.0366039040E-005
#    -13    16       1.6072653018E-004
#    -13    17       5.9632061002E-005
#    -13    18       4.8833873316E-005
#    -13    19       5.2021348591E-006
#    -13    20       2.7501131540E-005
#    -13    21       2.4285294057E-004
#    -12   -26       6.1011134185E-005
#    -12   -25       6.8278381678E-006
#    -12   -24       1.7028136617E-005
#    -12   -23       1.7456942434E-004
#    -12   -22       2.4365786454E-004
#    -12   -21       1.0266406381E-004
#    -12   -20       5.4551518535E-006
#    -12   -19       9.9193738597E-007
#    -12   -18       4.7812465548E-006
#    -12   -17       1.0951026094E-005
#    -12   -16       3.7199785461E-005
#    -12   -15       1.7134285067E-005
#    -12   -14       3.1162720021E-006
#    -12   -13       5.3400786867E-005
#    -12   -12       1.9402181874E-004
#    -12   -11       2.6091638768E-004
#    -12   -10       7.5129389192E-005
#    -12    -9       3.6375309217E-005
#    -12    -8       8.8558276974E-005
#    -12    -7       3.4196609910E-005
#    -12    -6       7.4198291151E-005
#    -12    -5       2.0893895707E-005
#    -12    -4       7.6689479684E-005
#    -12    -3       3.6841441065E-004
#    -12    -2       3.5603643547E-004
#    -12    -1       4.9548273056E-005
#    -12     0       4.7293523603E-006
#    -12     1       1.4676014702E-005
#    -12     2       1.9528583653E-004
#    -12     3       4.0564237167E-004
#    -12     4       4.6072616024E-004
#    -12     5       9.0721854703E-005
#    -12     6       1.2810858775E-004
#    -12     7       6.8522378444E-004
#    -12     8       7.6854662055E-004
#    -12     9       4.3455329631E-004
#    -12    10       8.2393428314E-005
#    -12    11       2.5956594482E-005
#    -12    12       1.4155568349E-004
#    -12    13       1.7629573815E-004
#    -12    14       1.0888148473E-004
#    -12    15       3.0708716295E-005
#    -12    16       6.7885022941E-006
#    -12    17       1.3680503698E-004
#    -12    18       1.0814402387E-004
#    -12    19       9.8844280127E-005
#    -12    20       3.7662682746E-005
#    -12    21       6.7616818501E-005
#    -11   -26       6.6034054450E-005
#    -11   -25       6.9547176257E-005
#    -11   -24       1.9648727035E-005
#    -11   -23       2.9936883584E-005
#    -11   -22       2.1169516145E-004
#    -11   -21       9.8392320621E-005
#    -11   -20       2.1739943369E-005
#    -11   -19       3.1757381682E-006
#    -11   -18       2.8768211889E-006
#    -11   -17       1.7235186572E-005
#    -11   -16       6.6678363359E-005
#    -11   -15       6.7922346592E-005
#    -11   -14       1.3336708990E-005
#    -11   -13       6.2733546316E-006
#    -11   -12       2.2166219099E-004
#    -11   -11       5.9210924406E-004
#    -11   -10       4.2482627624E-004
#    -11    -9       5.4367352451E-005
#    -11    -8       8.8031043862E-006
#    -11    -7       1.6139685897E-004
#    -11    -6       4.3225219792E-004
#    -11    -5       3.6513676594E-004
#    -11    -4       5.8963807617E-005
#    -11    -3       2.2620124361E-005
#    -11    -2       4.7459710571E-006
#    -11    -1       9.5379414739E-005
#    -11     0       2.7123759248E-004
#    -11     1       6.4844101808E-005
#    -11     2       1.0225051477E-004
#    -11     3       8.6703435396E-004
#    -11     4       1.5698917682E-003
#    -11     5       1.0994984079E-003
#    -11     6       1.3980727160E-004
#    -11     7       1.3177789352E-004
#    -11     8       5.5275577475E-004
#    -11     9       7.3286137034E-004
#    -11    10       4.5821415318E-004
#    -11    11       7.7469212317E-005
#    -11    12       9.4136753427E-006
#    -11    13       1.3492330889E-004
#    -11    14       3.3722619142E-004
#    -11    15       2.4313999695E-004
#    -11    16       4.7186541185E-005
#    -11    17       4.6598761879E-005
#    -11    18       2.1029969839E-004
#    -11    19       4.2991931802E-004
#    -11    20       1.2276861489E-004
#    -10   -27       5.7696408097E-006
#    -10   -26       3.6457881246E-005
#    -10   -25       1.5407648873E-004
#    -10   -24       1.8666436533E-004
#    -10   -23       1.4745297285E-005
#    -10   -22       2.8363273130E-005
#    -10   -21       1.0037580154E-004
#    -10   -20       2.3295521924E-005
#    -10   -19       6.2829382836E-006
#    -10   -18       3.4117355949E-006
#    -10   -17       5.2521376463E-007
#    -10   -16       3.7741084057E-005
#    -10   -15       2.6362278814E-003
#    -10   -14       9.8651489913E-005
#    -10   -13       6.5049917654E-005
#    -10   -12       2.3539312298E-005
#    -10   -11       3.4072359435E-004
#    -10   -10       9.4758591083E-003
#    -10    -9       1.6380092184E-004
#    -10    -8       2.1312520208E-005
#    -10    -7       5.7803161866E-005
#    -10    -6       3.4712592896E-004
#    -10    -5       2.5492565116E-002
#    -10    -4       1.4384999306E-004
#    -10    -3       2.1506108298E-005
#    -10    -2       5.3871419375E-005
#    -10    -1       4.9047370663E-004
#    -10     0       3.8550102857E-002
#    -10     1       1.1060480380E-003
#    -10     2       1.4957917619E-004
#    -10     3       1.3045879435E-004
#    -10     4       9.1306103691E-004
#    -10     5       1.7119456487E-002
#    -10     6       9.8165913115E-004
#    -10     7       1.0612325148E-004
#    -10     8       5.8758628916E-005
#    -10     9       3.6194419733E-004
#    -10    10       1.6494727610E-002
#    -10    11       1.0061179483E-004
#    -10    12       2.8984494644E-005
#    -10    13       2.9816331854E-005
#    -10    14       3.3288120433E-004
#    -10    15       2.2816995473E-002
#    -10    16       2.0265265898E-004
#    -10    17       6.5786754320E-005
#    -10    18       6.6215658957E-005
#    -10    19       7.2344732637E-005
#     -9   -27       3.2683974757E-006
#     -9   -26       3.4923772973E-005
#     -9   -25       1.1216976061E-004
#     -9   -24       1.5357273325E-004
#     -9   -23       1.6839153181E-004
#     -9   -22       9.1364716100E-006
#     -9   -21       3.0862617256E-005
#     -9   -20       3.6304514059E-005
#     -9   -19       1.8187150993E-005
#     -9   -18       1.7243795669E-005
#     -9   -17       2.6533834914E-006
#     -9   -16       7.7564999533E-006
#     -9   -15       5.5904570650E-005
#     -9   -14       2.1500259595E-004
#     -9   -13       3.3885014411E-004
#     -9   -12       7.6936172716E-005
#     -9   -11       2.0177768804E-005
#     -9   -10       1.0506719246E-004
#     -9    -9       1.6843126417E-004
#     -9    -8       1.8909886888E-004
#     -9    -7       3.3966954034E-005
#     -9    -6       2.3291248055E-005
#     -9    -5       5.6673712315E-005
#     -9    -4       1.5730722363E-005
#     -9    -3       1.1879832934E-004
#     -9    -2       2.9384754363E-005
#     -9    -1       2.1440417091E-004
#     -9     0       1.0678993090E-003
#     -9     1       1.3341760938E-003
#     -9     2       7.0711226888E-004
#     -9     3       5.0516611149E-005
#     -9     4       7.2025324104E-005
#     -9     5       4.4573408406E-004
#     -9     6       3.4121222534E-004
#     -9     7       3.9785136794E-004
#     -9     8       7.3485074350E-005
#     -9     9       1.9479005495E-005
#     -9    10       9.1894494145E-005
#     -9    11       4.3338883622E-004
#     -9    12       3.2195398561E-005
#     -9    13       3.7689099590E-006
#     -9    14       1.4782503497E-005
#     -9    15       4.3348652484E-004
#     -9    16       2.9506475360E-004
#     -9    17       7.5759389022E-004
#     -9    18       9.2824686490E-005
#     -9    19       2.5742643428E-005
#     -8   -27       1.6127695488E-004
#     -8   -26       1.5087028988E-005
#     -8   -25       2.9612379881E-005
#     -8   -24       1.3772452119E-004
#     -8   -23       1.4337841852E-004
#     -8   -22       1.1946204835E-004
#     -8   -21       2.6716911815E-005
#     -8   -20       1.1522902246E-005
#     -8   -19       2.5749604092E-005
#     -8   -18       3.2877343351E-005
#     -8   -17       1.0210886344E-005
#     -8   -16       9.2027359660E-006
#     -8   -15       1.2194006593E-005
#     -8   -14       1.7698466401E-004
#     -8   -13       3.6509375116E-004
#     -8   -12       2.2487777435E-004
#     -8   -11       3.9568701286E-005
#     -8   -10       2.8779096235E-005
#     -8    -9       1.4346184681E-004
#     -8    -8       2.1645464438E-004
#     -8    -7       1.1550871993E-004
#     -8    -6       1.3225748561E-005
#     -8    -5       3.7213933335E-005
#     -8    -4       3.9524600236E-004
#     -8    -3       9.0245565371E-004
#     -8    -2       7.0067995485E-004
#     -8    -1       9.0243465809E-005
#     -8     0       1.0143977997E-004
#     -8     1       2.9455962922E-004
#     -8     2       2.2919768967E-004
#     -8     3       1.2361230631E-004
#     -8     4       2.2322693732E-005
#     -8     5       1.0912573079E-005
#     -8     6       1.3255316068E-004
#     -8     7       2.9643624544E-004
#     -8     8       1.2065804298E-004
#     -8     9       2.1116714664E-005
#     -8    10       2.4029825402E-005
#     -8    11       1.6805771794E-004
#     -8    12       5.4838371214E-004
#     -8    13       9.6251228945E-005
#     -8    14       1.1593572890E-005
#     -8    15       4.1199178640E-005
#     -8    16       6.9562899601E-004
#     -8    17       1.5689556488E-003
#     -8    18       1.6405299332E-004
#     -7   -27       2.5466631912E-005
#     -7   -26       8.5212349593E-005
#     -7   -25       1.6692664853E-005
#     -7   -24       2.6941259366E-005
#     -7   -23       2.9119427469E-004
#     -7   -22       1.2664394796E-004
#     -7   -21       6.3801340627E-005
#     -7   -20       6.1670287127E-006
#     -7   -19       2.3478241184E-005
#     -7   -18       3.5862751252E-005
#     -7   -17       1.9081654076E-005
#     -7   -16       5.3650461020E-005
#     -7   -15       1.9065164700E-005
#     -7   -14       3.9892640920E-005
#     -7   -13       1.3987000181E-004
#     -7   -12       1.2002271605E-004
#     -7   -11       1.8340387175E-005
#     -7   -10       3.4340501085E-006
#     -7    -9       2.7788020887E-005
#     -7    -8       5.2326753085E-005
#     -7    -7       7.8859967482E-005
#     -7    -6       2.3176782505E-004
#     -7    -5       6.5756096001E-005
#     -7    -4       1.5401970287E-004
#     -7    -3       6.4756971348E-004
#     -7    -2       7.0380838813E-004
#     -7    -1       2.5356310491E-004
#     -7     0       2.7085034243E-005
#     -7     1       2.3952164436E-006
#     -7     2       2.3460699126E-005
#     -7     3       1.7368268116E-005
#     -7     4       8.4491374288E-005
#     -7     5       5.1958079763E-006
#     -7     6       8.5056449877E-005
#     -7     7       2.6050954495E-004
#     -7     8       2.8214286471E-005
#     -7     9       2.6743532416E-005
#     -7    10       5.5871009699E-005
#     -7    11       4.3961259434E-005
#     -7    12       4.1617374549E-004
#     -7    13       2.0649264176E-004
#     -7    14       5.9734309375E-005
#     -7    15       3.7199788524E-005
#     -7    16       2.4051828926E-004
#     -7    17       2.3930372019E-004
#     -6   -27       2.8353841041E-005
#     -6   -26       1.6677557519E-004
#     -6   -25       1.0200840360E-004
#     -6   -24       2.9066369085E-005
#     -6   -23       2.0086304941E-005
#     -6   -22       1.1265926474E-004
#     -6   -21       1.1224987360E-004
#     -6   -20       3.6804382606E-005
#     -6   -19       5.9999798458E-006
#     -6   -18       9.9881293600E-006
#     -6   -17       3.1293058866E-005
#     -6   -16       1.3907714062E-004
#     -6   -15       1.2573030873E-004
#     -6   -14       1.8181612388E-005
#     -6   -13       8.0876223322E-006
#     -6   -12       3.3673369582E-006
#     -6   -11       5.9455739989E-006
#     -6   -10       3.9058263035E-005
#     -6    -9       1.1954402610E-005
#     -6    -8       1.1147210444E-005
#     -6    -7       2.7345727455E-004
#     -6    -6       1.1104147173E-003
