 Diffraction intensities for potential:_6x6_05D10017.in                        
#    -54    14       2.1443522656E-006
#    -54    15       2.6023693614E-007
#    -54    16       2.0675191967E-006
#    -54    17       3.0380967606E-006
#    -54    18       5.6633402899E-005
#    -54    19       2.2412173042E-005
#    -54    20       1.0279440037E-006
#    -53     9       3.7940513527E-006
#    -53    10       1.1669221757E-006
#    -53    11       2.0899243636E-006
#    -53    12       1.0100436358E-006
#    -53    13       7.8672428018E-006
#    -53    14       9.7347830986E-006
#    -53    15       1.8378931392E-005
#    -53    16       2.8688210254E-006
#    -53    17       4.5387476545E-006
#    -53    18       1.0593241169E-006
#    -53    19       7.7133199398E-006
#    -53    20       7.0616435206E-006
#    -53    21       1.7587675178E-005
#    -53    22       1.7484418438E-006
#    -53    23       9.8434229138E-007
#    -53    24       1.4963235431E-006
#    -52     6       6.2844080181E-007
#    -52     7       6.2228054594E-006
#    -52     8       4.1457331343E-006
#    -52     9       1.9159698802E-006
#    -52    10       3.6675514468E-006
#    -52    11       1.3891385596E-006
#    -52    12       1.7126775727E-007
#    -52    13       1.2271258853E-005
#    -52    14       8.6836190435E-006
#    -52    15       2.2870072281E-006
#    -52    16       5.4282129234E-006
#    -52    17       9.2662560500E-007
#    -52    18       7.1325879564E-008
#    -52    19       1.4935092702E-005
#    -52    20       1.1057585187E-005
#    -52    21       1.0806958810E-006
#    -52    22       3.6231669840E-006
#    -52    23       1.5310769240E-007
#    -52    24       2.9400702833E-007
#    -52    25       2.8387829751E-006
#    -52    26       1.9693857764E-006
#    -51     3       7.0731909065E-007
#    -51     4       2.2164387617E-006
#    -51     5       1.4393612556E-006
#    -51     6       1.8803733145E-006
#    -51     7       6.5519543897E-007
#    -51     8       4.9433703920E-006
#    -51     9       4.3279952394E-006
#    -51    10       1.3104173179E-005
#    -51    11       5.2167039502E-006
#    -51    12       5.9429524638E-006
#    -51    13       2.0421356502E-006
#    -51    14       2.6643421020E-005
#    -51    15       1.4066754962E-005
#    -51    16       3.0349372136E-005
