 Diffraction intensities for potential:_6x6_03D10012.in                        
#    -54    14       1.1783855662E-005
#    -54    15       4.9665075435E-005
#    -54    16       7.1922990492E-006
#    -54    17       9.7860192268E-006
#    -54    18       8.0678444613E-005
#    -54    19       1.1015920645E-005
#    -54    20       1.5113789591E-005
#    -53     9       7.3979221958E-006
#    -53    10       4.0840754565E-006
#    -53    11       5.6769345468E-007
#    -53    12       5.3457513426E-006
#    -53    13       1.9938622747E-005
#    -53    14       2.5916525517E-007
#    -53    15       1.5131048609E-005
#    -53    16       1.8783657240E-005
#    -53    17       5.7344307432E-007
#    -53    18       1.0306237775E-005
#    -53    19       2.9764573532E-005
#    -53    20       1.3888111597E-006
#    -53    21       2.2642795815E-005
#    -53    22       2.2211432399E-005
#    -53    23       2.0109244089E-007
#    -53    24       1.3355584079E-005
#    -52     6       3.8798334252E-006
#    -52     7       6.0556667680E-007
#    -52     8       5.0497176921E-006
#    -52     9       1.4658196656E-005
#    -52    10       2.3725889842E-006
#    -52    11       1.1674678028E-005
#    -52    12       1.9503611633E-005
#    -52    13       3.9983868915E-007
#    -52    14       2.3911400617E-005
#    -52    15       2.1524628145E-005
#    -52    16       1.0238165101E-006
#    -52    17       3.0844956840E-005
#    -52    18       2.2139404563E-005
#    -52    19       1.7079161363E-007
#    -52    20       2.2907112931E-005
#    -52    21       3.2877129544E-005
#    -52    22       2.3602702337E-007
#    -52    23       8.3922829991E-006
#    -52    24       2.5511965273E-005
#    -52    25       3.9207797498E-006
#    -52    26       1.9287342083E-005
#    -51     3       3.1656213491E-005
#    -51     4       4.0388536728E-006
#    -51     5       1.9195042310E-005
#    -51     6       2.0215091746E-005
#    -51     7       1.4012835238E-005
#    -51     8       1.7434381112E-005
#    -51     9       5.9194543647E-005
#    -51    10       1.9842914973E-005
#    -51    11       2.6147164189E-005
#    -51    12       6.7061678444E-005
#    -51    13       2.5580233184E-005
#    -51    14       3.4004539842E-005
#    -51    15       6.1213783932E-005
#    -51    16       2.2043263670E-005
#    -51    17       3.6086089856E-005
#    -51    18       9.3507291089E-005
#    -51    19       2.0062090321E-005
#    -51    20       2.8614126631E-005
#    -51    21       9.8522884305E-005
#    -51    22       3.5269236777E-005
#    -51    23       2.7573773761E-005
#    -51    24       6.1528736493E-005
#    -51    25       4.0500241974E-005
#    -51    26       2.1078654907E-005
#    -51    27       5.9324899353E-005
#    -50     1       9.2483093031E-006
#    -50     2       1.5537798890E-007
#    -50     3       1.4843489618E-005
#    -50     4       6.5173731403E-006
#    -50     5       1.9055394011E-007
#    -50     6       1.8760079769E-005
#    -50     7       1.7809523524E-005
#    -50     8       2.7946489561E-007
#    -50     9       1.8851387830E-005
#    -50    10       1.9098149903E-005
#    -50    11       2.7224578581E-007
#    -50    12       4.2510243401E-005
#    -50    13       3.5250188601E-005
#    -50    14       4.0197603947E-007
#    -50    15       3.7296740678E-005
#    -50    16       3.9052630615E-005
#    -50    17       2.0763191281E-007
#    -50    18       3.5744665962E-005
#    -50    19       4.5588701021E-005
#    -50    20       7.2139570385E-007
#    -50    21       5.1962894356E-005
#    -50    22       7.2640840256E-005
#    -50    23       2.6557490594E-008
#    -50    24       4.4178776309E-005
#    -50    25       1.1937808357E-005
#    -50    26       7.5954626771E-008
#    -50    27       2.5768707473E-005
#    -50    28       2.3658106843E-005
#    -49    -1       3.7977919846E-006
#    -49     0       7.9758106692E-006
#    -49     1       1.1321719015E-006
#    -49     2       1.1820293702E-005
#    -49     3       1.6956274096E-005
#    -49     4       4.1063609453E-007
#    -49     5       1.1266286467E-005
#    -49     6       1.6084685494E-005
#    -49     7       2.1899584593E-007
#    -49     8       2.0401214435E-005
#    -49     9       2.5038770255E-005
#    -49    10       4.4790590572E-007
#    -49    11       2.2770953165E-005
#    -49    12       3.1155210867E-005
#    -49    13       5.5912477674E-007
#    -49    14       4.2235875452E-005
#    -49    15       4.5253178482E-005
#    -49    16       2.8025028374E-007
#    -49    17       3.2767339036E-005
#    -49    18       3.3185632672E-005
#    -49    19       9.9406296786E-007
#    -49    20       8.0751862346E-005
#    -49    21       4.4777245191E-005
#    -49    22       1.4218764328E-007
#    -49    23       5.9784373815E-005
#    -49    24       4.5812821169E-005
#    -49    25       1.3031567732E-007
#    -49    26       3.3285433191E-005
#    -49    27       4.1553847904E-005
#    -49    28       1.1068237668E-007
#    -49    29       1.4618342060E-005
#    -48    -3       2.8457449622E-005
#    -48    -2       9.5009069369E-006
#    -48    -1       5.5353680885E-006
#    -48     0       4.6815258715E-005
#    -48     1       2.1292546012E-005
#    -48     2       1.1376269071E-005
#    -48     3       4.3566885238E-005
#    -48     4       9.8574173750E-006
#    -48     5       1.6077539845E-005
#    -48     6       4.4881384248E-005
#    -48     7       1.5142921712E-005
#    -48     8       1.0704836568E-005
#    -48     9       9.9895137432E-005
#    -48    10       2.3153768356E-005
#    -48    11       2.6439142801E-005
#    -48    12       1.7380361537E-004
#    -48    13       2.5932308945E-005
#    -48    14       4.8925737434E-005
#    -48    15       1.4433556876E-004
#    -48    16       4.3050589583E-005
#    -48    17       6.0311761889E-005
#    -48    18       1.3876565960E-004
#    -48    19       5.3410261194E-005
#    -48    20       5.9831306075E-005
#    -48    21       1.6467325951E-004
#    -48    22       1.0922934833E-004
#    -48    23       5.7194165080E-005
#    -48    24       1.2502831057E-004
#    -48    25       1.0625600027E-004
#    -48    26       4.7634079798E-005
#    -48    27       1.1451719677E-004
#    -48    28       1.4184361236E-005
#    -48    29       2.8730944411E-005
#    -48    30       2.6912534845E-005
#    -47    -4       6.4096949392E-007
#    -47    -3       1.2057340790E-005
#    -47    -2       8.3241476627E-006
#    -47    -1       3.2477846759E-007
#    -47     0       1.3028107353E-005
#    -47     1       2.1703882832E-005
#    -47     2       1.8941448303E-007
#    -47     3       2.1685506085E-005
#    -47     4       1.0047860223E-005
#    -47     5       7.0426688116E-008
#    -47     6       2.1359933609E-005
#    -47     7       2.3347326532E-005
#    -47     8       2.4457166222E-007
#    -47     9       2.3663807270E-005
#    -47    10       2.6909775053E-005
#    -47    11       1.2751788863E-007
#    -47    12       3.7299953349E-005
#    -47    13       6.0527676495E-005
#    -47    14       2.3852730517E-008
#    -47    15       5.7526289217E-005
#    -47    16       6.3617717286E-005
#    -47    17       4.0047898947E-007
#    -47    18       5.8006979687E-005
#    -47    19       7.6086494372E-005
#    -47    20       7.4605626745E-007
#    -47    21       8.2251895148E-005
#    -47    22       7.1875234751E-005
#    -47    23       6.2358763278E-007
#    -47    24       6.4629170026E-005
#    -47    25       4.3272384092E-005
#    -47    26       1.8543468637E-006
#    -47    27       3.1506764036E-005
#    -47    28       3.7513714689E-005
#    -47    29       2.4094531447E-007
#    -47    30       2.0720774048E-005
#    -47    31       3.2615874378E-005
#    -46    -6       2.0455136644E-006
#    -46    -5       5.0174328460E-008
#    -46    -4       7.4521641178E-006
#    -46    -3       1.7923332733E-005
#    -46    -2       3.2194428846E-006
#    -46    -1       3.6286048758E-005
#    -46     0       2.1929241266E-005
#    -46     1       5.2598458048E-007
#    -46     2       1.8020155299E-005
#    -46     3       2.9289480758E-005
#    -46     4       9.5500463137E-008
#    -46     5       1.4280831355E-005
#    -46     6       1.8077765158E-005
#    -46     7       9.6129570293E-009
#    -46     8       2.4369059358E-005
#    -46     9       3.0268120067E-005
#    -46    10       1.5368958104E-007
#    -46    11       3.0266040085E-005
#    -46    12       3.5364645635E-005
#    -46    13       1.0149434452E-007
#    -46    14       4.2557825080E-005
#    -46    15       4.6939410863E-005
#    -46    16       1.9736752073E-006
#    -46    17       6.4660070131E-005
#    -46    18       6.5804875226E-005
#    -46    19       1.7212937024E-006
#    -46    20       6.5923005263E-005
#    -46    21       7.8340157114E-005
#    -46    22       2.5493080922E-008
#    -46    23       3.9332819907E-005
#    -46    24       4.8479871486E-005
#    -46    25       9.8925521096E-007
#    -46    26       9.0235773870E-005
#    -46    27       7.5720617849E-005
#    -46    28       1.8126702815E-007
#    -46    29       5.1165470737E-005
#    -46    30       3.6756892324E-005
#    -46    31       1.3066524085E-006
#    -45    -7       6.8613858543E-006
#    -45    -6       1.9165352689E-005
#    -45    -5       9.9933013645E-006
#    -45    -4       2.1332390654E-005
#    -45    -3       4.1020258125E-005
#    -45    -2       1.3680660487E-005
#    -45    -1       2.6229265569E-005
#    -45     0       6.6946292615E-005
#    -45     1       2.5629977008E-005
#    -45     2       3.3136583136E-005
#    -45     3       8.1690018190E-005
#    -45     4       2.9495308190E-005
#    -45     5       2.6341621936E-005
#    -45     6       7.0967766208E-005
#    -45     7       2.9401929036E-005
#    -45     8       2.8732106285E-005
#    -45     9       7.8410866472E-005
#    -45    10       2.9909671313E-005
#    -45    11       3.7642551448E-005
#    -45    12       1.0597545842E-004
#    -45    13       3.0763900991E-005
#    -45    14       5.1297171105E-005
#    -45    15       1.4325476900E-004
#    -45    16       3.7941807619E-005
#    -45    17       6.7527080558E-005
#    -45    18       1.6848092807E-004
#    -45    19       5.6500209707E-005
#    -45    20       5.3668212965E-005
#    -45    21       2.2445340548E-004
#    -45    22       6.8996561397E-005
#    -45    23       3.8568181472E-005
#    -45    24       1.7344356918E-004
#    -45    25       7.2702691366E-005
#    -45    26       8.6326436109E-005
#    -45    27       1.8913613052E-004
#    -45    28       7.5725124198E-005
#    -45    29       8.3840118485E-005
#    -45    30       2.3871808978E-004
#    -45    31       3.0733252987E-005
#    -45    32       1.3057043343E-005
#    -44    -9       1.1026239136E-005
#    -44    -8       4.7805370937E-006
