 Diffraction intensities for potential:_5x5_05D10010.in                        
#    -45    11       2.3005644504E-006
#    -45    12       1.8887119029E-005
#    -45    13       3.1848663475E-005
#    -45    14       1.4392295411E-005
#    -45    15       3.5670990376E-004
#    -45    16       3.3351187981E-005
#    -44     7       4.2687923197E-005
#    -44     8       4.6966980537E-006
#    -44     9       7.6545020431E-006
#    -44    10       5.0716380559E-006
#    -44    11       6.8796658030E-005
#    -44    12       1.5061829316E-004
#    -44    13       1.1823354678E-005
#    -44    14       4.1020492004E-005
#    -44    15       5.0689868900E-006
#    -44    16       1.1834717221E-004
#    -44    17       9.4175198966E-005
#    -44    18       6.2320254449E-006
#    -44    19       4.4379590175E-006
#    -44    20       1.2853894793E-005
#    -43     4       2.0450575795E-005
#    -43     5       2.3283106738E-006
#    -43     6       3.5149301025E-005
#    -43     7       1.0238161002E-004
#    -43     8       6.4356007114E-005
#    -43     9       7.9925224583E-005
#    -43    10       4.8752520910E-007
#    -43    11       1.5810157239E-004
#    -43    12       1.9175700361E-004
#    -43    13       1.0998522574E-004
#    -43    14       1.3127702335E-004
#    -43    15       4.9352390301E-006
#    -43    16       1.7124285984E-004
#    -43    17       1.8835822884E-004
#    -43    18       3.5488773141E-005
#    -43    19       1.5326485596E-004
#    -43    20       8.2499903518E-007
#    -43    21       1.3774719857E-004
#    -43    22       6.4999010111E-005
#    -42     2       2.4203482322E-006
#    -42     3       6.5078714549E-005
#    -42     4       6.5763673041E-005
#    -42     5       2.3657708785E-006
#    -42     6       2.1821141032E-005
#    -42     7       2.8267178246E-005
#    -42     8       9.2991519660E-005
#    -42     9       1.3500228716E-004
#    -42    10       3.7421818680E-007
#    -42    11       1.3740855524E-004
#    -42    12       1.0655046387E-004
#    -42    13       2.3593236974E-004
#    -42    14       2.5754471741E-004
#    -42    15       6.9400925240E-007
#    -42    16       1.3634837847E-004
#    -42    17       7.2465070393E-005
#    -42    18       1.7756639976E-004
#    -42    19       2.6263423432E-004
