 Diffraction intensities for potential:gv5x5_20D10008.in                       
#    -28    13       8.8722572422E-005
#    -28    14       3.2720769735E-005
#    -28    15       3.5616474589E-005
#    -27     7       1.9002163268E-005
#    -27     8       1.3529793395E-004
#    -27     9       5.3734716150E-005
#    -27    10       1.1176897104E-004
#    -27    11       1.0362540296E-004
#    -27    12       1.3396644827E-004
#    -27    13       1.4970122959E-004
#    -27    14       1.1972387460E-004
#    -27    15       1.1975849750E-004
#    -27    16       4.4677119638E-005
#    -27    17       1.9935015705E-004
#    -27    18       3.1779907761E-006
#    -27    19       2.0623875689E-004
#    -27    20       2.3955019617E-005
#    -26     4       1.2435819353E-004
#    -26     5       5.6805863614E-005
#    -26     6       3.1643222154E-005
#    -26     7       2.3840668184E-005
#    -26     8       7.4831776515E-005
#    -26     9       1.1222758161E-004
#    -26    10       6.1278092124E-005
#    -26    11       1.7439963902E-004
#    -26    12       1.8626905634E-006
#    -26    13       1.1926577759E-005
#    -26    14       6.3097760719E-005
#    -26    15       1.2757094651E-004
#    -26    16       1.3906833129E-004
#    -26    17       7.9557533776E-005
#    -26    18       1.9076879085E-004
#    -26    19       2.1487217806E-004
#    -26    20       1.5637245158E-004
#    -26    21       1.0737064277E-005
#    -26    22       1.0619543838E-004
#    -25     2       7.4749624461E-005
#    -25     3       1.3951914268E-004
#    -25     4       3.2139589509E-005
#    -25     5       7.3195688544E-004
#    -25     6       5.8131960546E-005
#    -25     7       3.8156851577E-005
#    -25     8       1.6843767450E-004
#    -25     9       2.2930237623E-004
#    -25    10       8.7550252986E-004
#    -25    11       7.0435829994E-005
#    -25    12       2.6949886239E-004
#    -25    13       1.0965620068E-004
#    -25    14       1.1025344727E-004
#    -25    15       4.4865483820E-004
#    -25    16       1.0111002390E-004
#    -25    17       9.7082937367E-005
#    -25    18       5.0048723188E-005
#    -25    19       2.0806815049E-005
#    -25    20       9.8446793672E-005
#    -25    21       5.5123628292E-005
#    -25    22       1.2400855951E-004
#    -25    23       1.8566433551E-004
#    -24     0       7.3205177399E-005
#    -24     1       5.5534626952E-004
#    -24     2       1.5204427416E-005
#    -24     3       3.9016384069E-005
#    -24     4       2.4548208160E-004
#    -24     5       4.2556301963E-004
#    -24     6       1.8133375229E-004
#    -24     7       4.6153388283E-005
#    -24     8       1.5018283317E-005
#    -24     9       9.2392626658E-005
#    -24    10       1.6091594910E-005
#    -24    11       2.2103647983E-004
#    -24    12       1.9985978332E-004
#    -24    13       4.7239835810E-004
#    -24    14       7.2960893822E-005
#    -24    15       4.1690297492E-005
#    -24    16       4.7358389086E-006
#    -24    17       8.5151971331E-006
#    -24    18       1.3761786815E-004
#    -24    19       1.7229730877E-005
#    -24    20       7.0150234992E-005
#    -24    21       9.3458641243E-005
#    -24    22       3.1460782199E-005
#    -24    23       1.2315857099E-004
#    -24    24       4.8218519566E-006
#    -23    -2       7.0625046248E-005
#    -23    -1       2.0696779511E-005
#    -23     0       7.5479883586E-006
#    -23     1       1.3453048424E-004
#    -23     2       3.2141829778E-004
#    -23     3       2.2125813679E-004
#    -23     4       2.5453196139E-004
#    -23     5       1.4449784482E-004
#    -23     6       1.8587831657E-004
#    -23     7       1.5982054383E-004
#    -23     8       4.2084911890E-004
#    -23     9       2.8488213075E-005
#    -23    10       2.0525614695E-004
#    -23    11       7.5859657550E-007
#    -23    12       2.5632332442E-004
#    -23    13       5.0289624459E-004
#    -23    14       7.0279843646E-004
#    -23    15       1.6055447931E-004
#    -23    16       3.2232146295E-004
#    -23    17       9.8246848557E-005
#    -23    18       3.9997608252E-005
#    -23    19       3.7830012380E-004
#    -23    20       8.0831028105E-005
#    -23    21       1.9012277804E-004
#    -23    22       8.4250963153E-005
#    -23    23       1.8586468974E-005
#    -23    24       8.8640889524E-005
#    -23    25       4.1017911994E-005
#    -22    -4       1.5032265559E-004
#    -22    -3       1.6073300372E-004
#    -22    -2       7.9488993767E-006
#    -22    -1       4.9555345560E-006
#    -22     0       1.8534469163E-004
#    -22     1       8.9505723753E-005
#    -22     2       5.8776506286E-006
#    -22     3       4.0019321664E-004
#    -22     4       3.4494662224E-005
#    -22     5       3.6925845149E-004
#    -22     6       4.0463669583E-005
#    -22     7       1.5833424658E-005
#    -22     8       4.8239617420E-004
#    -22     9       3.5496455807E-005
#    -22    10       1.7014712689E-004
#    -22    11       2.8155598004E-004
#    -22    12       3.0744928859E-006
#    -22    13       1.0072086371E-004
#    -22    14       4.7426274442E-004
#    -22    15       2.5353193459E-004
#    -22    16       3.1464150878E-004
#    -22    17       6.6309817884E-004
#    -22    18       7.5920075511E-004
#    -22    19       3.3078448263E-004
#    -22    20       3.4016626295E-004
#    -22    21       1.6203440173E-005
#    -22    22       2.8780635099E-004
#    -22    23       8.2893638962E-005
#    -22    24       6.0532965703E-005
#    -22    25       7.7003623721E-006
#    -22    26       2.7379150092E-005
#    -21    -5       2.3402678651E-004
#    -21    -4       1.1245490183E-004
#    -21    -3       1.7179967582E-005
#    -21    -2       9.9601344581E-005
#    -21    -1       2.3654806794E-005
#    -21     0       8.1534839964E-004
#    -21     1       2.6662429350E-004
#    -21     2       1.1007457500E-004
#    -21     3       7.5083363310E-005
#    -21     4       1.9333471889E-004
#    -21     5       8.0679145679E-005
#    -21     6       1.1723416672E-004
#    -21     7       3.3777383905E-005
#    -21     8       1.8030285164E-004
#    -21     9       1.0715545637E-004
#    -21    10       4.9031151471E-004
#    -21    11       3.5657921489E-004
#    -21    12       2.2788694703E-004
#    -21    13       2.5980684512E-004
#    -21    14       8.0669021750E-004
#    -21    15       3.2561079273E-005
#    -21    16       1.6376802497E-004
#    -21    17       3.0182988987E-004
#    -21    18       8.6350237411E-005
#    -21    19       2.0804974283E-004
#    -21    20       2.9866132546E-004
#    -21    21       8.9249031779E-005
#    -21    22       2.6628979284E-004
#    -21    23       5.1484640182E-004
#    -21    24       5.5071065002E-005
#    -21    25       2.1730154332E-004
#    -21    26       2.5642695907E-006
#    -20    -7       9.5560570542E-005
#    -20    -6       5.7542536288E-005
#    -20    -5       1.4376502435E-003
#    -20    -4       5.9728942076E-004
#    -20    -3       4.6773476602E-004
#    -20    -2       5.5735719641E-004
#    -20    -1       8.2969270063E-004
#    -20     0       3.0424692642E-003
#    -20     1       3.2866629376E-004
#    -20     2       1.9640812018E-005
#    -20     3       3.9236667720E-004
#    -20     4       9.5818557814E-004
#    -20     5       4.6060793187E-003
#    -20     6       1.5558723465E-005
#    -20     7       3.7795788946E-004
#    -20     8       2.0021157919E-004
#    -20     9       1.1409838246E-005
#    -20    10       4.9987324698E-003
#    -20    11       1.9665929830E-004
#    -20    12       4.6378636276E-004
#    -20    13       7.2271605430E-005
#    -20    14       1.0084851473E-005
#    -20    15       4.9338773099E-003
#    -20    16       2.5729398203E-005
#    -20    17       3.5624697349E-004
#    -20    18       1.7944171946E-004
#    -20    19       2.6247702857E-004
#    -20    20       2.6298107202E-004
#    -20    21       7.1820450228E-005
#    -20    22       2.7354922050E-005
#    -20    23       1.3930145545E-004
#    -20    24       7.5541776104E-006
#    -20    25       7.8370217112E-005
#    -20    26       5.9092393814E-005
#    -20    27       4.1472221364E-005
#    -19    -8       4.8673548761E-005
#    -19    -7       1.0013890069E-004
#    -19    -6       2.3454936924E-004
#    -19    -5       6.8693055574E-005
#    -19    -4       2.5487009932E-004
#    -19    -3       3.7279109372E-004
#    -19    -2       4.7588054128E-006
#    -19    -1       6.1486792718E-004
#    -19     0       1.9790468808E-004
#    -19     1       7.9226965044E-004
#    -19     2       7.1040619840E-006
#    -19     3       4.6536355590E-004
#    -19     4       2.3434584242E-004
#    -19     5       1.1726565958E-004
#    -19     6       4.2572359140E-004
#    -19     7       9.3229140357E-004
#    -19     8       4.3294490684E-005
#    -19     9       2.4628285706E-005
#    -19    10       1.8037274972E-004
#    -19    11       2.2661336103E-004
#    -19    12       2.5304469830E-004
#    -19    13       4.2352602456E-004
#    -19    14       2.1263054880E-004
#    -19    15       4.2703941354E-006
#    -19    16       3.7030253470E-004
#    -19    17       3.8488062087E-004
#    -19    18       3.6650967873E-004
#    -19    19       2.9824521246E-004
#    -19    20       1.2505010598E-004
#    -19    21       2.9516916424E-005
#    -19    22       4.1929967004E-006
#    -19    23       8.2455972938E-005
#    -19    24       6.9057727141E-005
#    -19    25       5.8331085809E-005
#    -19    26       2.6387981315E-005
#    -19    27       4.1778504922E-005
#    -18    -9       1.0601355338E-005
#    -18    -8       2.7027713995E-004
#    -18    -7       2.4626251735E-004
#    -18    -6       2.5325086236E-004
#    -18    -5       1.0859141300E-004
#    -18    -4       2.6540848480E-005
#    -18    -3       2.4427206047E-004
#    -18    -2       7.9182723626E-004
#    -18    -1       1.3940156513E-004
#    -18     0       6.7741202864E-004
#    -18     1       7.7942493940E-004
#    -18     2       6.2188812961E-004
#    -18     3       8.0791886892E-005
#    -18     4       3.1527157573E-004
#    -18     5       2.2943917369E-004
#    -18     6       1.0583629854E-003
#    -18     7       4.5698800298E-004
#    -18     8       5.0034001563E-004
#    -18     9       1.5296793324E-003
#    -18    10       7.4568753913E-005
#    -18    11       1.4672447236E-004
#    -18    12       2.5888228763E-004
#    -18    13       1.0518234194E-004
#    -18    14       2.3971748038E-004
#    -18    15       1.5815237035E-004
#    -18    16       4.5226322432E-005
#    -18    17       6.9011300697E-005
#    -18    18       1.5327978366E-005
#    -18    19       2.5027033823E-004
#    -18    20       2.3436576765E-005
#    -18    21       1.9005418453E-004
#    -18    22       7.8796095610E-005
#    -18    23       1.3095312849E-005
#    -18    24       4.9101319978E-005
#    -18    25       5.3047329638E-005
#    -18    26       8.2246661955E-005
#    -18    27       8.1059281346E-005
#    -17   -10       2.8306150728E-005
#    -17    -9       6.6025162291E-005
#    -17    -8       4.5745353901E-004
#    -17    -7       3.8043532464E-004
#    -17    -6       1.4122295676E-005
#    -17    -5       5.3247735369E-005
#    -17    -4       4.5352033850E-004
#    -17    -3       1.4117120593E-004
#    -17    -2       1.2322074408E-003
#    -17    -1       7.2128049612E-004
#    -17     0       1.9841014366E-004
#    -17     1       1.8803771928E-005
#    -17     2       7.5663431621E-004
#    -17     3       1.1905041337E-003
#    -17     4       8.1880146122E-004
#    -17     5       1.9912362717E-004
#    -17     6       7.2309661229E-004
#    -17     7       5.8813148941E-004
#    -17     8       1.2386942467E-004
#    -17     9       7.2246538890E-005
#    -17    10       3.8007946867E-004
#    -17    11       1.1619300850E-004
#    -17    12       5.6873065221E-004
#    -17    13       7.4559667715E-004
#    -17    14       2.0223601883E-004
#    -17    15       1.7431695588E-004
#    -17    16       5.7373926148E-005
#    -17    17       3.1018938250E-004
#    -17    18       1.7406370879E-004
#    -17    19       3.8483987633E-005
#    -17    20       8.3549970090E-006
#    -17    21       9.7332470566E-005
#    -17    22       9.9106312005E-005
#    -17    23       5.1957812567E-005
#    -17    24       2.1908079074E-005
#    -17    25       2.1607489445E-005
#    -17    26       3.1934430209E-005
#    -17    27       9.2282923271E-006
#    -16   -11       1.0175629428E-004
#    -16   -10       9.2833777434E-005
#    -16    -9       3.4456068663E-004
#    -16    -8       1.9673539763E-004
#    -16    -7       3.3507334069E-004
#    -16    -6       2.2660603664E-004
#    -16    -5       6.4454249111E-005
#    -16    -4       1.2680317371E-003
#    -16    -3       1.7565128707E-004
#    -16    -2       3.8171789312E-005
#    -16    -1       6.4466945281E-004
#    -16     0       1.2679956999E-005
#    -16     1       3.0829059010E-005
#    -16     2       4.3651307020E-004
#    -16     3       1.7151201275E-004
#    -16     4       1.7191348806E-003
#    -16     5       9.8854152244E-005
#    -16     6       5.1588505227E-005
#    -16     7       1.9128958606E-004
#    -16     8       1.3875876199E-004
#    -16     9       5.7931556502E-005
#    -16    10       1.4194268746E-004
#    -16    11       1.7460428272E-005
#    -16    12       1.6391754931E-004
#    -16    13       1.9341054368E-004
#    -16    14       5.8693622670E-004
#    -16    15       8.1668892385E-006
#    -16    16       7.3032167099E-005
#    -16    17       3.1230587584E-004
#    -16    18       7.3960555547E-005
#    -16    19       5.7546530364E-004
#    -16    20       3.5603362355E-004
#    -16    21       5.4058632489E-004
#    -16    22       5.9779219869E-005
#    -16    23       1.3917177471E-005
#    -16    24       3.4538815529E-005
#    -16    25       1.2819574887E-005
#    -16    26       3.3518227255E-005
#    -16    27       4.5211039061E-005
#    -15   -13       2.2811881770E-004
#    -15   -12       6.3868973918E-005
#    -15   -11       7.6422610037E-005
#    -15   -10       8.8703305810E-005
#    -15    -9       1.1803869733E-004
#    -15    -8       4.2280029749E-004
#    -15    -7       9.6011975434E-004
#    -15    -6       6.8494219018E-004
#    -15    -5       3.3126056482E-003
#    -15    -4       1.3727416521E-004
#    -15    -3       1.5960453961E-004
#    -15    -2       2.6859413387E-007
#    -15    -1       5.9194122805E-004
#    -15     0       1.5299033931E-002
#    -15     1       6.6543346625E-005
#    -15     2       1.1100393573E-004
#    -15     3       6.4143403324E-004
#    -15     4       4.9940690807E-005
#    -15     5       1.0920984244E-002
#    -15     6       7.5590494998E-005
#    -15     7       2.0803539775E-004
#    -15     8       3.3410516430E-004
#    -15     9       1.9622964644E-004
#    -15    10       6.9796470454E-003
#    -15    11       2.8867356444E-005
#    -15    12       4.2076178367E-005
#    -15    13       1.0175455965E-003
#    -15    14       1.7846281560E-004
#    -15    15       1.3402476246E-002
#    -15    16       3.9090158428E-005
#    -15    17       7.9642681069E-005
#    -15    18       4.2436929458E-004
#    -15    19       4.1426982766E-004
#    -15    20       4.7052954468E-003
#    -15    21       4.3219964633E-005
#    -15    22       1.9879171058E-004
#    -15    23       7.2912369193E-005
#    -15    24       7.0059610363E-005
#    -15    25       1.8433403068E-004
#    -15    26       1.6806316432E-005
#    -15    27       1.1707149371E-004
#    -15    28       2.0891892586E-005
#    -14   -14       5.1154867267E-005
#    -14   -13       1.5297104428E-004
#    -14   -12       2.0091442738E-005
#    -14   -11       5.5504313115E-005
#    -14   -10       3.5062246255E-004
#    -14    -9       1.6602197633E-004
#    -14    -8       8.5056682913E-004
#    -14    -7       1.0610513405E-004
#    -14    -6       6.8640642046E-005
#    -14    -5       7.8998835014E-005
#    -14    -4       2.0655448824E-004
#    -14    -3       5.8524069294E-004
#    -14    -2       1.0103413408E-004
#    -14    -1       2.5861025837E-004
#    -14     0       5.7729218387E-005
#    -14     1       5.7691033706E-004
#    -14     2       3.9504823341E-004
#    -14     3       7.1847419555E-004
#    -14     4       7.0479632846E-004
#    -14     5       5.3827074968E-005
#    -14     6       8.6214712525E-004
#    -14     7       2.1666899172E-004
#    -14     8       4.6003793292E-004
#    -14     9       4.2086727065E-004
#    -14    10       4.0685270568E-004
#    -14    11       1.5639155308E-003
#    -14    12       8.6270856074E-004
#    -14    13       3.3979983323E-004
#    -14    14       1.2860635675E-004
#    -14    15       7.1184382466E-004
#    -14    16       3.9050130173E-004
#    -14    17       2.2204610696E-004
#    -14    18       1.4528356670E-004
#    -14    19       5.7196278600E-005
#    -14    20       2.9037696302E-004
#    -14    21       1.2259427239E-004
#    -14    22       3.2442052092E-004
#    -14    23       2.4635563929E-004
#    -14    24       7.3936743561E-007
#    -14    25       1.6550376721E-004
#    -14    26       7.2510645649E-008
#    -14    27       3.2473563029E-005
#    -14    28       2.7418544582E-005
#    -13   -15       2.5583797055E-005
#    -13   -14       3.9269859260E-005
#    -13   -13       2.9438743743E-005
#    -13   -12       1.3653018119E-004
#    -13   -11       2.5490889507E-005
#    -13   -10       2.7379117931E-004
#    -13    -9       5.8394759582E-005
#    -13    -8       9.5716543130E-004
#    -13    -7       5.3915829955E-004
#    -13    -6       2.3262653747E-005
#    -13    -5       7.6828300468E-004
#    -13    -4       5.7863625241E-004
#    -13    -3       5.4340653414E-004
#    -13    -2       6.1364017553E-004
#    -13    -1       1.0289693985E-004
#    -13     0       1.7087704141E-005
#    -13     1       7.8544394949E-004
#    -13     2       1.0060485039E-003
#    -13     3       2.2280182834E-004
#    -13     4       7.4736594737E-005
#    -13     5       3.8431604421E-005
#    -13     6       2.9439599344E-004
#    -13     7       2.1873814488E-004
#    -13     8       3.3178177704E-006
#    -13     9       3.3630554334E-004
#    -13    10       1.1371477934E-004
#    -13    11       4.1706716877E-004
#    -13    12       4.4740329373E-004
#    -13    13       7.1196296805E-004
#    -13    14       5.0693389110E-004
#    -13    15       6.3311687332E-004
#    -13    16       5.2813708191E-004
#    -13    17       1.5811305049E-005
#    -13    18       1.2042871453E-004
#    -13    19       2.4111818323E-004
#    -13    20       1.1110718822E-004
#    -13    21       9.4543009046E-005
#    -13    22       6.6063694406E-005
#    -13    23       1.1827742982E-004
#    -13    24       9.6045231326E-005
#    -13    25       2.4066852116E-004
#    -13    26       8.6197066705E-005
#    -13    27       6.0197079567E-006
#    -13    28       5.5798411735E-006
#    -12   -15       4.2814169222E-005
#    -12   -14       1.6740880359E-005
#    -12   -13       5.2418464741E-004
#    -12   -12       2.6110582078E-004
#    -12   -11       1.4523582228E-004
#    -12   -10       6.5653245602E-005
#    -12    -9       8.5626740340E-006
#    -12    -8       2.9134058151E-004
#    -12    -7       7.3140207077E-004
#    -12    -6       3.3762497017E-004
#    -12    -5       1.1845814439E-003
#    -12    -4       1.3565010830E-004
#    -12    -3       1.8166196160E-004
#    -12    -2       1.4693122940E-003
#    -12    -1       2.0644886432E-003
#    -12     0       3.4262923643E-004
#    -12     1       2.0633562465E-004
#    -12     2       6.9801285809E-004
#    -12     3       1.8170235526E-004
#    -12     4       7.0789327324E-004
#    -12     5       1.9843266660E-004
#    -12     6       7.7671396265E-005
#    -12     7       4.0627674171E-004
#    -12     8       7.1483507428E-005
#    -12     9       4.7743667271E-004
#    -12    10       5.5172655492E-004
#    -12    11       7.1200345639E-005
#    -12    12       9.9804253205E-004
#    -12    13       1.1789273130E-004
#    -12    14       2.7836211293E-004
#    -12    15       3.0106409066E-005
#    -12    16       6.4931749199E-004
#    -12    17       7.6133253935E-005
#    -12    18       2.8057640541E-004
#    -12    19       7.2339086778E-005
#    -12    20       2.8485674176E-005
#    -12    21       3.9982168005E-006
