 Diffraction intensities for potential:ga5x5_25D10009.in                       
#    -28    13       5.8885910347E-007
#    -28    14       2.4991510146E-006
#    -28    15       7.4258519312E-006
#    -27     7       4.4640336907E-007
#    -27     8       1.7441808958E-007
#    -27     9       2.2308526998E-007
#    -27    10       3.7604190648E-006
#    -27    11       9.0364520068E-007
#    -27    12       6.0031667595E-007
#    -27    13       3.1249604748E-006
#    -27    14       1.4638268098E-006
#    -27    15       7.1941987867E-007
#    -27    16       2.0077793787E-006
#    -27    17       1.5397902844E-007
#    -27    18       1.1788182650E-006
#    -27    19       2.1022971939E-006
#    -27    20       1.2304891737E-006
#    -26     4       7.3596116327E-009
#    -26     5       1.5335874106E-007
#    -26     6       2.3924121152E-006
#    -26     7       2.7352074834E-006
#    -26     8       9.7233679960E-007
#    -26     9       5.0260949740E-007
#    -26    10       6.5639001811E-007
#    -26    11       2.2593367330E-006
#    -26    12       1.8772047434E-006
#    -26    13       5.2066352566E-006
#    -26    14       3.2186483827E-007
#    -26    15       5.9509859343E-007
#    -26    16       5.4864995498E-007
#    -26    17       1.8800091636E-006
#    -26    18       4.8095098008E-006
#    -26    19       6.0405354867E-006
#    -26    20       5.4779154854E-007
#    -26    21       1.1856058590E-006
#    -26    22       2.6994590117E-006
#    -25     2       1.3275355933E-006
#    -25     3       3.5946433754E-007
#    -25     4       1.1795694512E-006
#    -25     5       2.4345687117E-007
#    -25     6       4.5601835443E-007
#    -25     7       2.0887774758E-007
#    -25     8       8.3401528166E-007
#    -25     9       2.1634707719E-006
#    -25    10       4.6733393838E-007
#    -25    11       4.8063312102E-007
#    -25    12       4.2145108919E-007
#    -25    13       2.3605308921E-006
#    -25    14       2.3938106988E-007
#    -25    15       1.9216662627E-007
#    -25    16       4.1782994757E-006
#    -25    17       1.2774084960E-006
#    -25    18       3.7578620877E-006
#    -25    19       2.9524584290E-006
#    -25    20       1.8941572466E-006
#    -25    21       5.5523195582E-006
#    -25    22       2.2571661284E-006
#    -25    23       9.5926840776E-007
#    -24     0       5.7091249135E-007
#    -24     1       3.1013536438E-008
#    -24     2       1.0497160400E-006
#    -24     3       7.6538236771E-007
#    -24     4       9.6795882170E-008
#    -24     5       1.8549084503E-007
#    -24     6       2.7658422627E-007
#    -24     7       2.7523635469E-007
#    -24     8       1.4991625287E-006
#    -24     9       1.2832211653E-006
#    -24    10       3.7450759259E-007
#    -24    11       1.2006082735E-006
#    -24    12       3.9467177628E-008
#    -24    13       6.2153660809E-006
#    -24    14       4.6580206029E-006
#    -24    15       5.1083081253E-007
#    -24    16       5.5392695325E-006
#    -24    17       3.7140277749E-007
#    -24    18       2.1214781302E-006
#    -24    19       6.4944351556E-006
#    -24    20       3.0883209287E-006
#    -24    21       1.6834075399E-005
#    -24    22       8.3337566255E-006
#    -24    23       2.0031036179E-006
#    -24    24       1.4457163768E-006
#    -23    -2       1.8286627411E-006
#    -23    -1       1.7762443483E-006
#    -23     0       1.2976325140E-006
#    -23     1       6.9997871634E-007
#    -23     2       2.9188082578E-008
#    -23     3       1.6456073993E-006
#    -23     4       2.3183816009E-007
#    -23     5       5.1549378833E-006
#    -23     6       1.0163715335E-006
#    -23     7       4.2802050023E-008
#    -23     8       2.1988703510E-006
#    -23     9       8.6144025427E-007
#    -23    10       9.0518761158E-006
#    -23    11       2.8976451660E-007
#    -23    12       9.2964556675E-007
#    -23    13       1.7167912547E-006
#    -23    14       3.3508657331E-007
#    -23    15       4.6193160119E-006
#    -23    16       4.1333641998E-007
#    -23    17       3.2758782740E-006
#    -23    18       7.8165476873E-006
#    -23    19       7.9867308514E-006
#    -23    20       7.9938635744E-006
#    -23    21       9.2380926542E-007
#    -23    22       2.5613128457E-006
#    -23    23       4.0422588756E-006
#    -23    24       2.4611122478E-007
#    -23    25       3.9603349720E-006
#    -22    -4       9.3327179976E-008
#    -22    -3       1.5899327948E-007
#    -22    -2       1.4793222411E-006
#    -22    -1       7.6852824424E-007
#    -22     0       3.7937964284E-007
#    -22     1       2.4655224840E-006
#    -22     2       4.9991416314E-006
#    -22     3       6.3270928940E-007
#    -22     4       9.3346207496E-007
#    -22     5       1.1137343228E-006
#    -22     6       8.8070244138E-007
#    -22     7       1.6738492204E-006
#    -22     8       1.1617250949E-006
#    -22     9       1.8559361948E-006
#    -22    10       4.8391022406E-006
#    -22    11       2.6873453489E-006
#    -22    12       6.1028597541E-007
#    -22    13       2.4270450197E-006
#    -22    14       2.8180039562E-006
#    -22    15       2.8534669411E-006
#    -22    16       2.7119802193E-006
#    -22    17       2.5449798456E-006
#    -22    18       5.1598812621E-006
#    -22    19       1.4599633420E-007
#    -22    20       1.6769014898E-007
#    -22    21       1.1323093304E-006
#    -22    22       6.7038617731E-006
#    -22    23       2.5927010777E-006
#    -22    24       1.5752023674E-006
#    -22    25       4.6619629266E-007
#    -22    26       1.1691238843E-006
#    -21    -5       2.7013763485E-006
#    -21    -4       1.1614578575E-006
#    -21    -3       5.4243373760E-007
#    -21    -2       3.4177256736E-006
#    -21    -1       1.2456857125E-006
#    -21     0       1.2317605689E-006
#    -21     1       6.3156434399E-007
#    -21     2       2.0623548563E-006
#    -21     3       9.4786211543E-008
#    -21     4       1.6524849866E-007
#    -21     5       1.0372594173E-006
#    -21     6       2.3554747828E-006
#    -21     7       1.2334548775E-006
#    -21     8       2.5694894393E-007
#    -21     9       1.8618798821E-006
#    -21    10       6.0235313548E-007
#    -21    11       3.8099358434E-006
#    -21    12       3.1523681151E-007
#    -21    13       5.3124993947E-008
#    -21    14       5.4066437262E-006
#    -21    15       1.7054734104E-006
#    -21    16       2.9135623525E-006
#    -21    17       2.0228638952E-007
#    -21    18       1.0841075434E-006
#    -21    19       2.5430221016E-006
#    -21    20       7.8892670827E-007
#    -21    21       3.5879823067E-006
#    -21    22       1.0975686122E-006
#    -21    23       9.3583316698E-007
#    -21    24       6.3905992348E-006
#    -21    25       3.5091752332E-006
#    -21    26       6.8591675442E-007
#    -20    -7       7.2490648617E-007
#    -20    -6       2.6104492410E-006
#    -20    -5       6.5541910276E-008
#    -20    -4       1.0179577595E-006
#    -20    -3       2.2175736119E-006
#    -20    -2       6.4099918972E-006
#    -20    -1       3.5875463182E-006
#    -20     0       7.3327910452E-008
#    -20     1       1.8325946106E-006
#    -20     2       4.3740649770E-006
#    -20     3       2.9753109126E-006
#    -20     4       4.5739668106E-006
#    -20     5       3.8934878956E-007
#    -20     6       1.6476154820E-006
#    -20     7       5.9897196314E-006
#    -20     8       2.8521982282E-006
#    -20     9       1.8957624404E-006
#    -20    10       5.8217325550E-007
#    -20    11       3.3935894965E-006
#    -20    12       9.1163101870E-006
#    -20    13       8.2241180846E-007
#    -20    14       1.5451443812E-006
#    -20    15       4.3047076552E-007
#    -20    16       3.3036094674E-006
#    -20    17       4.7018916781E-006
#    -20    18       2.6720900501E-006
#    -20    19       2.7809076699E-006
#    -20    20       1.3659968978E-006
#    -20    21       4.1833364099E-006
#    -20    22       1.0271605473E-007
#    -20    23       3.0110516660E-006
#    -20    24       1.7754539430E-006
#    -20    25       1.9714004010E-006
#    -20    26       1.7263219559E-006
#    -20    27       6.9506371442E-007
#    -19    -8       6.9272530464E-006
#    -19    -7       2.7250810846E-006
#    -19    -6       7.7864961771E-007
#    -19    -5       1.6007785335E-007
#    -19    -4       6.1112869206E-007
#    -19    -3       2.0182803681E-006
#    -19    -2       3.8914985119E-006
#    -19    -1       1.7908186290E-006
#    -19     0       6.5445964671E-007
#    -19     1       1.3950656012E-006
#    -19     2       1.1375422729E-006
#    -19     3       3.4219676592E-006
#    -19     4       8.3186915569E-007
#    -19     5       8.6903758198E-007
#    -19     6       1.8167214646E-006
#    -19     7       9.2133446057E-006
#    -19     8       1.2969279170E-005
#    -19     9       1.8964794990E-006
#    -19    10       2.1708668812E-006
#    -19    11       4.4357255166E-007
#    -19    12       2.4700644209E-006
#    -19    13       3.6779463793E-006
#    -19    14       3.7353782328E-006
#    -19    15       3.5250668997E-006
#    -19    16       8.4851200330E-007
#    -19    17       4.1902910146E-006
#    -19    18       9.6123293122E-007
#    -19    19       3.4565739307E-007
#    -19    20       9.4927992708E-007
#    -19    21       6.1549078191E-006
#    -19    22       4.2765371236E-006
#    -19    23       2.0282798415E-006
#    -19    24       1.5355274056E-006
#    -19    25       2.5943502732E-006
#    -19    26       3.5451026863E-006
#    -19    27       6.9760329684E-007
#    -18    -9       3.5774192494E-006
#    -18    -8       1.1523080211E-005
#    -18    -7       2.3027070915E-006
#    -18    -6       2.3903401838E-006
#    -18    -5       1.8103582668E-006
#    -18    -4       1.2366901111E-006
#    -18    -3       1.9766200783E-006
#    -18    -2       4.9216350417E-006
#    -18    -1       5.2469953792E-006
#    -18     0       3.7380400646E-008
#    -18     1       6.0732840442E-006
#    -18     2       1.5462007875E-007
#    -18     3       2.1826973331E-006
#    -18     4       3.4465687868E-006
#    -18     5       5.4828617477E-006
#    -18     6       4.7916005045E-006
#    -18     7       2.4636800839E-007
#    -18     8       1.5464768222E-005
#    -18     9       1.0117084251E-005
#    -18    10       3.2462602045E-006
#    -18    11       6.6914805841E-006
#    -18    12       1.3918497827E-006
#    -18    13       2.8919890489E-005
#    -18    14       2.1212753098E-005
#    -18    15       1.5556805107E-006
#    -18    16       4.3989961461E-008
#    -18    17       2.6331750998E-006
#    -18    18       1.5136263597E-005
#    -18    19       1.2328903812E-005
#    -18    20       3.9828698948E-006
#    -18    21       1.0204950662E-006
#    -18    22       6.5225499807E-006
#    -18    23       3.2160946264E-006
#    -18    24       7.7003885865E-007
#    -18    25       1.1461978509E-005
#    -18    26       1.4573038838E-005
#    -18    27       2.5188667953E-007
#    -17   -10       5.3983239944E-006
#    -17    -9       7.5468405926E-007
#    -17    -8       1.3088091038E-005
#    -17    -7       5.0346754260E-006
#    -17    -6       8.7261949989E-007
#    -17    -5       5.4282696657E-006
#    -17    -4       1.6976140560E-006
#    -17    -3       9.1924205504E-007
#    -17    -2       7.8334188056E-006
#    -17    -1       2.8958542656E-006
#    -17     0       2.1509367995E-006
#    -17     1       8.2566059429E-007
#    -17     2       4.8414008958E-006
#    -17     3       3.3769040961E-006
#    -17     4       3.5100265782E-006
#    -17     5       1.5901569548E-005
#    -17     6       7.8534215841E-006
#    -17     7       2.2797956301E-006
#    -17     8       2.8297459810E-006
#    -17     9       2.1698770201E-005
#    -17    10       1.7471316207E-005
#    -17    11       2.7851715603E-005
#    -17    12       1.1194803940E-005
#    -17    13       3.1378029132E-006
#    -17    14       1.6417447834E-005
#    -17    15       3.2914140788E-006
#    -17    16       1.9135256138E-005
#    -17    17       7.0564120779E-006
#    -17    18       2.3974443135E-006
#    -17    19       1.7870110162E-006
#    -17    20       3.6876371257E-006
#    -17    21       4.2313067418E-006
#    -17    22       1.2431959297E-005
#    -17    23       4.1570821963E-006
#    -17    24       2.4362398076E-006
#    -17    25       1.0557384715E-005
#    -17    26       1.2822929826E-006
#    -17    27       3.6390342382E-006
#    -16   -11       1.3301940959E-006
#    -16   -10       3.2900306398E-006
#    -16    -9       1.7725778419E-006
#    -16    -8       1.2143299500E-006
#    -16    -7       8.8930097261E-007
#    -16    -6       2.1792627645E-006
#    -16    -5       2.7709291668E-007
#    -16    -4       6.2285158007E-006
#    -16    -3       2.9998211901E-006
#    -16    -2       2.4711311253E-006
#    -16    -1       4.5621298854E-006
#    -16     0       2.2059926958E-006
#    -16     1       6.4649202408E-006
#    -16     2       1.5834553038E-005
#    -16     3       5.7073250068E-006
#    -16     4       3.5137989674E-006
#    -16     5       1.1636127386E-005
#    -16     6       2.0835202880E-005
#    -16     7       9.3423725188E-006
#    -16     8       9.5506575087E-006
#    -16     9       1.2521427619E-005
#    -16    10       3.0779678080E-005
#    -16    11       3.8024301156E-006
#    -16    12       7.9871256840E-006
#    -16    13       6.6351279761E-007
#    -16    14       2.8789568572E-005
#    -16    15       1.1543720651E-005
#    -16    16       1.8333467614E-007
