 Diffraction intensities for potential:smallensembletest10002.in               
#    -11     2       2.0749589319E-004
#    -11     3       5.7054544756E-006
#    -11     4       3.6278619815E-005
#    -11     5       2.2422520489E-004
#    -11     6       9.9273424980E-005
#    -11     7       1.7703188120E-007
#    -11     8       3.7364177856E-004
#    -11     9       1.0630175782E-003
#    -11    10       1.3881584963E-004
#    -11    11       4.9980953833E-006
#    -11    12       3.1340450857E-004
#    -11    13       3.6800494912E-004
#    -11    14       4.3356827154E-004
#    -11    15       4.7877423302E-005
#    -11    16       2.3478859656E-004
#    -11    17       1.2487421021E-003
#    -10   -21       2.2951324174E-005
#    -10   -20       5.3460718152E-006
#    -10   -19       1.3946873560E-004
#    -10   -18       2.5388755596E-004
#    -10   -17       2.0168308197E-004
#    -10   -16       1.3725848228E-005
#    -10   -15       2.4826337899E-005
#    -10   -14       3.2677197389E-005
#    -10   -13       1.2360571728E-004
#    -10   -12       9.1885742259E-006
#    -10   -11       2.5951794656E-004
#    -10   -10       2.4074351131E-004
#    -10    -9       1.5593158943E-004
#    -10    -8       5.7670795878E-005
#    -10    -7       2.8316327207E-004
#    -10    -6       3.1869314084E-004
#    -10    -5       8.1691001636E-005
#    -10    -4       1.6250293068E-005
#    -10    -3       7.4634821651E-004
#    -10    -2       1.6100557272E-003
#    -10    -1       4.7364486896E-004
#    -10     0       7.5941041059E-006
#    -10     1       5.0967481255E-006
#    -10     2       1.1669467401E-004
#    -10     3       1.9418096049E-004
#    -10     4       5.7606514364E-006
#    -10     5       7.3976693619E-004
#    -10     6       1.2354148407E-003
#    -10     7       4.7201437579E-004
#    -10     8       6.5519541817E-006
#    -10     9       4.5303450274E-004
#    -10    10       5.0570306103E-004
#    -10    11       2.8141109935E-004
#    -10    12       8.7407862949E-006
#    -10    13       2.8584639902E-004
#    -10    14       6.8079558955E-004
#    -10    15       2.5292464218E-004
#    -10    16       3.5689822389E-005
#    -10    17       6.7479231655E-004
#     -9   -21       1.3772397909E-004
#     -9   -20       2.4592381225E-004
#     -9   -19       5.4417996465E-006
#     -9   -18       2.0655025622E-004
#     -9   -17       3.7892372824E-004
#     -9   -16       1.9197002996E-004
#     -9   -15       2.0709776305E-005
#     -9   -14       2.8204343862E-005
#     -9   -13       2.7873788314E-004
#     -9   -12       2.2674867410E-004
#     -9   -11       2.9204250469E-005
#     -9   -10       6.2247215755E-005
#     -9    -9       5.0500906885E-004
#     -9    -8       6.9390731904E-004
#     -9    -7       6.2250947444E-005
#     -9    -6       1.7492822803E-004
#     -9    -5       9.1271204221E-004
#     -9    -4       7.7453448799E-004
#     -9    -3       3.6746583397E-005
#     -9    -2       9.0633865131E-005
#     -9    -1       9.5799799547E-005
#     -9     0       5.5889840977E-004
#     -9     1       5.1174810602E-005
#     -9     2       7.6445345963E-004
#     -9     3       2.3152344453E-003
#     -9     4       1.6343281264E-003
#     -9     5       1.7656305981E-005
#     -9     6       1.0031955450E-003
#     -9     7       1.4705958131E-003
#     -9     8       4.9907009557E-004
#     -9     9       3.1087409184E-005
#     -9    10       1.4914501629E-004
#     -9    11       4.7026991641E-004
#     -9    12       5.6984736698E-004
#     -9    13       4.6393070320E-005
#     -9    14       3.0015906761E-004
#     -9    15       6.0111106253E-004
#     -9    16       6.3518291940E-004
#     -8   -21       8.8675121948E-005
#     -8   -20       3.9220758972E-004
#     -8   -19       2.0225209848E-004
#     -8   -18       2.1649359131E-006
#     -8   -17       9.3376451200E-005
#     -8   -16       6.1221374179E-005
#     -8   -15       1.0910920868E-004
#     -8   -14       7.4853342533E-006
#     -8   -13       1.2948810696E-004
#     -8   -12       3.7955086041E-003
#     -8   -11       2.2763709548E-004
#     -8   -10       7.1135012018E-005
#     -8    -9       1.9937223446E-004
#     -8    -8       8.5474540885E-003
#     -8    -7       2.2393459834E-004
#     -8    -6       2.0221000040E-005
#     -8    -5       6.6966114813E-004
#     -8    -4       2.5023269110E-002
#     -8    -3       1.4994827706E-004
#     -8    -2       1.3745769250E-005
#     -8    -1       8.7886560754E-004
#     -8     0       3.0805624087E-002
#     -8     1       2.8156322427E-003
#     -8     2       2.6260123028E-005
#     -8     3       1.2502335100E-003
#     -8     4       1.2587063815E-002
#     -8     5       1.4393650442E-003
#     -8     6       1.5454865134E-005
#     -8     7       8.8501229160E-004
#     -8     8       1.6307017468E-002
#     -8     9       1.2139827309E-004
#     -8    10       2.9054144618E-005
#     -8    11       1.0219591900E-004
#     -8    12       1.8041816505E-002
#     -8    13       6.6159828292E-004
#     -8    14       1.9676972461E-005
#     -8    15       2.5191596039E-004
#     -7   -21       1.3268609209E-005
#     -7   -20       1.8033114407E-004
#     -7   -19       5.4591251409E-004
#     -7   -18       2.8509724967E-004
#     -7   -17       1.2500239185E-005
#     -7   -16       1.3478367376E-004
#     -7   -15       1.7265266113E-004
#     -7   -14       1.4917982077E-004
#     -7   -13       2.0912759213E-006
#     -7   -12       2.6808487620E-004
#     -7   -11       6.7995409591E-004
#     -7   -10       4.6860991073E-004
#     -7    -9       1.7002774216E-004
#     -7    -8       3.4549534871E-004
#     -7    -7       6.7743203039E-004
#     -7    -6       4.8995971419E-004
#     -7    -5       2.8181816125E-005
#     -7    -4       6.7978044291E-005
#     -7    -3       4.3919505537E-004
#     -7    -2       1.0741548173E-003
#     -7    -1       5.7458645386E-006
#     -7     0       2.0303857029E-003
#     -7     1       2.9206449940E-003
#     -7     2       7.6896500488E-004
#     -7     3       2.0108286425E-006
#     -7     4       4.0974324062E-004
#     -7     5       8.1759184846E-004
#     -7     6       3.8936311147E-004
#     -7     7       4.5537368502E-006
#     -7     8       3.8263278296E-004
#     -7     9       2.9628909444E-004
#     -7    10       6.4223228105E-005
#     -7    11       1.4275412723E-005
#     -7    12       5.4470486857E-004
#     -7    13       1.7524566440E-003
#     -7    14       2.0235586370E-003
#     -7    15       1.3283004255E-004
#     -6   -22       3.0768392229E-004
#     -6   -21       8.5605936943E-005
#     -6   -20       8.7612978844E-006
#     -6   -19       2.1954049250E-004
#     -6   -18       6.3938160879E-004
#     -6   -17       2.1156600146E-004
#     -6   -16       2.2624142351E-005
#     -6   -15       5.4757461244E-005
#     -6   -14       3.6195684333E-004
#     -6   -13       3.1354250453E-004
#     -6   -12       1.0127383156E-005
#     -6   -11       5.4994427183E-004
#     -6   -10       6.0950807157E-004
#     -6    -9       7.6796755152E-005
#     -6    -8       1.1298123674E-004
#     -6    -7       3.7108365117E-004
#     -6    -6       2.4832848755E-004
#     -6    -5       1.8638463068E-004
#     -6    -4       1.2320992907E-004
#     -6    -3       1.4000641693E-003
#     -6    -2       3.3725218406E-003
#     -6    -1       1.6987657856E-003
#     -6     0       7.1142821308E-005
#     -6     1       1.9154967510E-004
#     -6     2       9.8837311954E-005
#     -6     3       1.6236118554E-005
#     -6     4       4.6261502597E-005
#     -6     5       3.0267732936E-004
#     -6     6       4.6273140823E-004
#     -6     7       3.0973036230E-005
#     -6     8       3.4678533034E-005
#     -6     9       1.1145886697E-003
#     -6    10       1.0140110483E-003
#     -6    11       5.9675632618E-005
#     -6    12       2.6844318759E-005
#     -6    13       6.2003766983E-004
#     -6    14       1.7488862746E-003
#     -5   -22       6.4906727897E-005
#     -5   -21       2.3106665788E-004
#     -5   -20       1.4757527491E-004
#     -5   -19       1.3142217172E-005
#     -5   -18       1.8345023545E-004
#     -5   -17       3.6345387037E-004
#     -5   -16       1.3204387966E-004
#     -5   -15       3.1149533922E-006
#     -5   -14       1.5581696857E-004
#     -5   -13       8.8192534167E-004
#     -5   -12       4.6711433164E-004
#     -5   -11       3.1849870483E-005
#     -5   -10       1.7086215737E-004
#     -5    -9       2.1475788611E-006
#     -5    -8       1.9339759271E-004
#     -5    -7       5.4554896398E-005
#     -5    -6       2.3455819744E-004
#     -5    -5       1.6155282032E-003
#     -5    -4       1.6102989241E-003
#     -5    -3       1.1180925984E-004
#     -5    -2       5.1164349341E-004
#     -5    -1       5.2911455572E-004
#     -5     0       3.3271563588E-004
#     -5     1       1.0161317156E-004
#     -5     2       2.9626832884E-004
#     -5     3       8.8244290528E-004
#     -5     4       2.6425562120E-004
#     -5     5       8.2900818570E-005
#     -5     6       1.6926034619E-004
#     -5     7       6.2674213530E-004
#     -5     8       1.9536911619E-003
#     -5     9       5.4154757957E-005
#     -5    10       2.7369529433E-004
#     -5    11       1.2947182879E-004
#     -5    12       1.3889397843E-003
#     -5    13       1.3597379940E-005
#     -4   -22       7.2552998205E-007
#     -4   -21       2.5067996757E-004
#     -4   -20       3.1248046879E-004
#     -4   -19       1.7870776472E-004
#     -4   -18       5.5949562628E-006
#     -4   -17       1.3338191768E-004
#     -4   -16       1.2012839665E-003
#     -4   -15       1.9079436893E-004
#     -4   -14       7.0030042280E-006
#     -4   -13       4.3004097519E-004
#     -4   -12       1.4279773603E-003
#     -4   -11       1.1444374385E-004
#     -4   -10       9.8831801601E-005
#     -4    -9       4.6779085193E-005
#     -4    -8       1.2765342532E-002
#     -4    -7       1.4015634927E-004
#     -4    -6       9.8643423804E-005
#     -4    -5       1.0753575777E-003
#     -4    -4       1.3585216842E-002
#     -4    -3       1.0532374342E-003
#     -4    -2       1.1966595892E-005
#     -4    -1       3.6259677172E-005
#     -4     0       8.6621990738E-003
#     -4     1       1.0857352711E-003
#     -4     2       1.6828080790E-005
#     -4     3       7.8365958313E-004
#     -4     4       1.4879879440E-003
#     -4     5       4.4319916245E-004
#     -4     6       8.0462142166E-005
#     -4     7       2.0993191301E-003
#     -4     8       4.6548760486E-002
#     -4     9       2.3781628848E-003
#     -4    10       2.5445340480E-004
#     -4    11       6.1920381757E-004
#     -4    12       1.7846686221E-002
#     -3   -22       1.4322038557E-004
#     -3   -21       9.2760694582E-006
#     -3   -20       1.8253932264E-004
#     -3   -19       4.5770941241E-004
#     -3   -18       1.5513568163E-004
#     -3   -17       2.1690216731E-005
#     -3   -16       9.5681164846E-005
#     -3   -15       6.3073575601E-004
#     -3   -14       3.8978401396E-004
#     -3   -13       1.6939899205E-005
#     -3   -12       2.9726918939E-004
#     -3   -11       1.1462793232E-004
#     -3   -10       1.8331137005E-004
#     -3    -9       1.8725565576E-004
#     -3    -8       4.7801344867E-004
#     -3    -7       1.1446678306E-003
#     -3    -6       1.0105068665E-003
#     -3    -5       1.5082686692E-004
#     -3    -4       1.1950119572E-004
#     -3    -3       5.8255335504E-005
#     -3    -2       1.7413430853E-004
#     -3    -1       6.3233491748E-005
#     -3     0       3.1701592123E-004
#     -3     1       4.5263465951E-004
#     -3     2       4.6589930568E-005
#     -3     3       9.0877943857E-005
#     -3     4       4.0314871139E-004
#     -3     5       2.4332684698E-004
#     -3     6       9.5803976881E-004
#     -3     7       3.4679492887E-005
#     -3     8       3.6383124052E-003
#     -3     9       4.0803650573E-003
#     -3    10       1.7664141965E-003
#     -3    11       6.1469016127E-007
#     -2   -22       1.4963746127E-004
#     -2   -21       1.6181411970E-004
#     -2   -20       3.3770364446E-005
#     -2   -19       4.3019038455E-004
#     -2   -18       1.8818512182E-004
#     -2   -17       8.1660546429E-005
#     -2   -16       5.7956814344E-007
#     -2   -15       2.0757654233E-004
#     -2   -14       2.4179930269E-004
#     -2   -13       1.6016515424E-004
#     -2   -12       1.0618806033E-005
#     -2   -11       3.8085681632E-005
#     -2   -10       1.9687920303E-004
#     -2    -9       5.3419222439E-004
#     -2    -8       1.0277349049E-004
#     -2    -7       9.7478646486E-004
#     -2    -6       1.2487067228E-003
#     -2    -5       6.7357530244E-004
#     -2    -4       1.9639010395E-004
#     -2    -3       3.9586666148E-004
#     -2    -2       5.2756106042E-004
#     -2    -1       1.8886514941E-004
#     -2     0       8.2302201813E-005
#     -2     1       9.6000187266E-005
#     -2     2       3.0003525431E-004
#     -2     3       1.3110506377E-005
#     -2     4       1.1789947957E-004
#     -2     5       3.8294063350E-004
#     -2     6       8.1395898308E-004
#     -2     7       2.2246181641E-004
#     -2     8       5.7423308721E-005
#     -2     9       2.2563797662E-004
#     -2    10       2.3666211976E-004
#     -1   -22       1.7519327647E-004
#     -1   -21       2.8349938267E-004
#     -1   -20       2.4044018627E-004
#     -1   -19       6.7730285614E-005
#     -1   -18       4.8454110862E-004
#     -1   -17       1.7236253983E-004
#     -1   -16       9.3549497367E-005
#     -1   -15       2.1466322003E-005
#     -1   -14       6.5232863909E-005
#     -1   -13       4.8814698303E-005
#     -1   -12       2.9307960586E-005
#     -1   -11       1.9321238659E-005
#     -1   -10       2.4346450823E-004
#     -1    -9       9.2915070186E-004
#     -1    -8       4.8443056181E-004
#     -1    -7       1.2745882235E-005
#     -1    -6       2.2736015798E-004
#     -1    -5       3.1910321079E-004
#     -1    -4       3.8741752827E-004
#     -1    -3       8.9607034009E-005
#     -1    -2       7.3582614758E-005
#     -1    -1       4.1442820868E-004
#     -1     0       5.3332319688E-004
#     -1     1       2.0284280892E-005
#     -1     2       1.2489887792E-003
#     -1     3       2.8838700272E-004
#     -1     4       3.4208211799E-004
#     -1     5       6.5451750532E-005
#     -1     6       1.5817667223E-004
#     -1     7       3.4997345179E-004
#     -1     8       8.1102709354E-004
#     -1     9       3.4208504282E-004
#      0   -22       8.2402080943E-006
#      0   -21       2.9942749723E-004
#      0   -20       6.9939650830E-004
#      0   -19       3.6688792230E-004
#      0   -18       2.5984562629E-005
#      0   -17       1.2387433760E-004
#      0   -16       2.8215145220E-003
#      0   -15       5.0748645581E-005
#      0   -14       8.4734877518E-005
#      0   -13       1.3359672077E-004
#      0   -12       1.4063833415E-002
#      0   -11       7.8990230025E-005
#      0   -10       2.3169557105E-005
#      0    -9       6.0965679290E-004
#      0    -8       1.6369204582E-002
#      0    -7       2.8189036661E-004
#      0    -6       1.3715068042E-004
#      0    -5       2.4914980797E-004
#      0    -4       1.9150689896E-003
#      0    -3       2.7933834006E-004
#      0    -2       2.3868719104E-005
#      0    -1       6.6325925965E-004
#      0     0       4.1490059398E-002
#      0     1       1.2206295158E-003
#      0     2       3.2855290352E-005
#      0     3       3.3195988773E-004
#      0     4       9.4162264559E-003
#      0     5       1.3879433031E-003
#      0     6       1.5919955529E-004
#      0     7       1.0145199162E-004
#      0     8       1.2579299786E-002
#      1   -22       6.1600499071E-005
#      1   -21       4.7380092902E-005
#      1   -20       1.1410964194E-003
#      1   -19       6.1268737005E-004
#      1   -18       1.3566096000E-005
#      1   -17       2.6845395164E-005
#      1   -16       4.5573314038E-006
#      1   -15       1.8457828051E-004
#      1   -14       6.9856574917E-005
#      1   -13       9.8978702094E-005
#      1   -12       3.2909436752E-004
#      1   -11       7.2849201138E-004
#      1   -10       1.2035982697E-004
#      1    -9       2.3067487115E-005
#      1    -8       3.0294459451E-004
#      1    -7       5.6002884856E-005
#      1    -6       4.7612944398E-004
#      1    -5       6.2958024531E-005
#      1    -4       1.0438752427E-004
#      1    -3       9.1574673485E-006
#      1    -2       7.1032580498E-004
#      1    -1       9.9178147761E-006
#      1     0       1.5620168094E-003
#      1     1       1.7816397101E-003
#      1     2       5.3215979300E-005
#      1     3       1.2955845483E-004
#      1     4       7.2908475527E-004
#      1     5       2.0134747206E-003
#      1     6       1.7340861260E-004
#      1     7       8.0111039488E-005
#      2   -21       7.5039523574E-005
#      2   -20       1.2271472233E-004
#      2   -19       2.1155585695E-004
#      2   -18       9.8477059287E-004
#      2   -17       5.4439016680E-005
#      2   -16       3.6864307036E-005
#      2   -15       1.9596618287E-004
#      2   -14       5.3480509417E-004
#      2   -13       1.5063718743E-004
#      2   -12       6.5439163354E-005
#      2   -11       3.0181765878E-004
#      2   -10       4.9600838778E-004
#      2    -9       8.3635243752E-005
#      2    -8       1.5969244194E-005
#      2    -7       4.8181200726E-004
#      2    -6       7.6771975289E-004
#      2    -5       4.6227289618E-004
#      2    -4       6.9996302748E-005
#      2    -3       6.5470623650E-005
#      2    -2       3.6089272067E-004
#      2    -1       1.2266587328E-003
#      2     0       4.9466102260E-005
#      2     1       1.1310942779E-003
#      2     2       3.6653562193E-004
#      2     3       2.7807357847E-004
#      2     4       1.7878525823E-004
#      2     5       6.8758572378E-004
#      3   -21       6.5978972480E-004
#      3   -20       1.4856646186E-004
#      3   -19       1.0668327614E-004
#      3   -18       2.1107980469E-004
#      3   -17       1.7365735316E-004
#      3   -16       3.3371724368E-004
#      3   -15       8.6540230850E-005
#      3   -14       1.9133565408E-004
#      3   -13       6.1312011417E-004
#      3   -12       7.6573750052E-004
#      3   -11       6.7232984347E-006
#      3   -10       1.3693738494E-004
#      3    -9       1.4841316652E-003
#      3    -8       2.2778553331E-003
#      3    -7       4.5291756699E-006
#      3    -6       1.3475172120E-003
#      3    -5       5.3780227647E-004
#      3    -4       1.3300386243E-004
#      3    -3       6.9507232924E-005
#      3    -2       9.1099847788E-005
#      3    -1       1.3241525479E-003
#      3     0       1.4597716121E-003
#      3     1       1.6570547304E-004
#      3     2       1.4867776486E-003
#      3     3       8.3988108564E-004
#      3     4       2.9822506530E-004
#      4   -20       2.2613330370E-003
#      4   -19       7.9757060966E-005
#      4   -18       1.1808119679E-004
#      4   -17       2.1368845579E-004
#      4   -16       1.2606232288E-003
#      4   -15       2.2123505803E-004
#      4   -14       3.9922777895E-005
#      4   -13       5.1447272009E-004
#      4   -12       1.6644271747E-002
#      4   -11       2.3367154862E-004
#      4   -10       3.0487530771E-005
#      4    -9       2.7097580691E-003
#      4    -8       4.4747809796E-002
#      4    -7       2.7375959798E-003
#      4    -6       1.3154889023E-004
#      4    -5       7.7797659366E-004
#      4    -4       8.2934759778E-003
#      4    -3       4.4378477293E-004
#      4    -2       9.3889391682E-005
#      4    -1       1.7240503248E-003
#      4     0       6.6376711857E-002
#      4     1       1.2333170537E-003
#      4     2       3.4491282429E-005
#      4     3       6.5111069937E-004
#      5   -20       7.9824221547E-004
#      5   -19       7.0405664923E-004
#      5   -18       3.5228363415E-004
#      5   -17       3.0997590552E-005
#      5   -16       1.1328806477E-005
#      5   -15       1.1900209249E-003
#      5   -14       2.5173628095E-004
#      5   -13       9.9008992044E-005
#      5   -12       7.5128266533E-004
#      5   -11       8.3775719107E-004
#      5   -10       1.8436204867E-004
#      5    -9       9.1214077298E-006
#      5    -8       3.6722502139E-003
#      5    -7       5.6307549904E-004
#      5    -6       3.0931179462E-004
#      5    -5       4.9525119270E-005
#      5    -4       5.9258283074E-004
#      5    -3       6.4577574373E-004
#      5    -2       2.6354414625E-003
#      5    -1       6.5605926543E-005
#      5     0       5.7142857495E-004
#      5     1       6.5480461185E-004
#      6   -19       2.8692704537E-004
#      6   -18       1.6097927198E-003
#      6   -17       9.2742019971E-004
#      6   -16       1.1984561850E-004
#      6   -15       7.2813957350E-005
#      6   -14       1.8711647379E-003
#      6   -13       8.5597317689E-004
#      6   -12       1.0296330347E-004
#      6   -11       1.5860191181E-004
#      6   -10       9.2612856917E-004
#      6    -9       8.8768988287E-004
#      6    -8       1.6500855436E-006
#      6    -7       1.9760347231E-004
#      6    -6       3.5756696236E-004
#      6    -5       1.5121964911E-003
#      6    -4       1.9995530078E-005
#      6    -3       4.6440960857E-004
#      6    -2       1.1568534665E-003
#      6    -1       1.4640331220E-003
#      7   -17       1.5291167286E-003
#      7   -16       4.6143067751E-004
#      7   -15       1.4771689157E-004
#      7   -14       1.3020560138E-003
#      7   -13       1.9680228633E-003
#      7   -12       6.0111732224E-004
#      7   -11       8.0278656540E-005
#      7   -10       6.0788851524E-004
#      7    -9       9.3241292678E-004
#      7    -8       2.0387352754E-004
#      7    -7       2.8433458107E-006
#      7    -6       2.0294528476E-004
#      7    -5       4.1703850652E-004
#      7    -4       5.5983898465E-004
#      7    -3       7.0743973735E-005
#      8   -15       4.6326545649E-004
#      8   -14       2.7488708473E-005
#      8   -13       3.3766072894E-004
#      8   -12       2.0667361664E-002
#      8   -11       1.1863418700E-004
#      8   -10       2.3172131109E-004
#      8    -9       2.8684317881E-004
#      8    -8       1.6096237454E-002
#      8    -7       6.1410228420E-004
