 Diffraction intensities for potential:_6x6_04D10030.in                        
#    -54    14       5.2893701268E-007
#    -54    15       5.6138338024E-007
#    -54    16       2.1440245888E-006
#    -54    17       2.8668959142E-006
#    -54    18       4.4237291759E-005
#    -54    19       2.3212143158E-005
#    -54    20       1.8111126916E-007
#    -53     9       3.0581565856E-006
#    -53    10       2.6038133797E-006
#    -53    11       6.4677829527E-007
#    -53    12       3.6032671258E-007
#    -53    13       3.4099761264E-006
#    -53    14       1.2083019583E-005
#    -53    15       5.1859463120E-006
#    -53    16       4.2449636797E-006
#    -53    17       8.4440509636E-009
#    -53    18       5.9892057785E-006
#    -53    19       9.1708516013E-006
#    -53    20       1.8787533295E-005
#    -53    21       1.0641234267E-005
#    -53    22       2.0381639758E-006
#    -53    23       3.7328467139E-008
#    -53    24       3.7504673331E-006
#    -52     6       1.6839883521E-006
#    -52     7       5.5769960367E-008
#    -52     8       2.8683259103E-006
#    -52     9       1.3818121668E-006
#    -52    10       2.1295123996E-006
#    -52    11       3.3700219755E-006
#    -52    12       6.1775388641E-006
#    -52    13       1.9721601189E-007
#    -52    14       5.6988693273E-006
#    -52    15       6.1649691099E-006
#    -52    16       9.1157845231E-006
#    -52    17       6.0663299381E-006
#    -52    18       1.7415226621E-005
#    -52    19       9.1336017492E-008
#    -52    20       1.5322565763E-005
#    -52    21       1.2328472645E-005
#    -52    22       9.1469872039E-006
#    -52    23       4.2320046973E-006
#    -52    24       8.1600573883E-006
#    -52    25       7.5396955113E-007
#    -52    26       5.9546107633E-006
#    -51     3       1.4440052578E-007
#    -51     4       1.7179835177E-007
#    -51     5       2.0947969518E-007
#    -51     6       7.5755297380E-008
#    -51     7       6.8556226195E-007
#    -51     8       1.3448955606E-006
#    -51     9       5.2524562795E-008
#    -51    10       6.0590270764E-006
#    -51    11       4.5218683158E-006
#    -51    12       7.9714114892E-008
#    -51    13       3.6495913668E-006
#    -51    14       2.0163292185E-005
#    -51    15       3.4846445754E-007
#    -51    16       2.3730298475E-005
#    -51    17       8.3150911388E-006
#    -51    18       1.1730040111E-009
#    -51    19       8.5369344784E-006
#    -51    20       2.4676636753E-005
#    -51    21       1.9118251544E-007
#    -51    22       1.5295538890E-005
#    -51    23       4.0651109186E-006
#    -51    24       2.0376001328E-007
#    -51    25       9.9715464497E-007
#    -51    26       3.6455435732E-006
#    -51    27       1.5947718683E-007
#    -50     1       3.3173168513E-007
#    -50     2       3.1369715519E-007
#    -50     3       5.9875412351E-007
#    -50     4       2.9286662591E-007
#    -50     5       3.3103353001E-007
#    -50     6       1.3908370834E-006
#    -50     7       8.5421594676E-007
#    -50     8       7.5676293255E-007
#    -50     9       6.8867618244E-007
#    -50    10       4.7812112424E-006
#    -50    11       7.5285679852E-007
#    -50    12       1.1346863710E-005
#    -50    13       7.2711166723E-006
#    -50    14       7.6733997169E-006
#    -50    15       5.5928405153E-006
#    -50    16       2.1003541438E-005
#    -50    17       5.6006740036E-007
#    -50    18       3.6354485352E-005
#    -50    19       8.8132889097E-006
#    -50    20       1.3795383018E-005
#    -50    21       4.6146390548E-006
#    -50    22       9.8933464209E-006
#    -50    23       6.9857179282E-007
#    -50    24       1.2518368964E-005
#    -50    25       6.8101261413E-006
#    -50    26       1.1372615471E-006
#    -50    27       1.5814557864E-006
#    -50    28       6.5688526906E-006
#    -49    -1       1.3233275065E-007
#    -49     0       5.6933255125E-007
#    -49     1       1.5691937309E-007
#    -49     2       1.0158001514E-006
#    -49     3       1.0838882831E-007
#    -49     4       7.5134622507E-008
#    -49     5       8.3904504792E-007
#    -49     6       2.3017585177E-006
#    -49     7       1.0470762340E-007
#    -49     8       1.3363674579E-006
#    -49     9       1.2176178048E-006
#    -49    10       2.5699299324E-005
#    -49    11       3.0030713839E-006
#    -49    12       7.0783657505E-006
#    -49    13       2.4567013397E-007
#    -49    14       5.3927997705E-006
#    -49    15       5.9132461728E-006
#    -49    16       4.1772570411E-005
#    -49    17       2.1482161805E-005
#    -49    18       1.9938663390E-005
#    -49    19       4.7156431876E-007
#    -49    20       4.9161764132E-006
#    -49    21       8.7642466163E-006
#    -49    22       1.8494626977E-005
#    -49    23       1.3972939151E-005
#    -49    24       5.4236324274E-006
#    -49    25       1.1285431184E-007
#    -49    26       2.1878099004E-006
#    -49    27       5.3970648626E-006
#    -49    28       2.0818512047E-005
#    -49    29       3.0546321324E-006
#    -48    -3       3.8211903970E-008
#    -48    -2       6.8681085489E-008
#    -48    -1       1.5206042201E-007
#    -48     0       2.7668678935E-006
#    -48     1       7.6860044055E-007
#    -48     2       2.6031354140E-007
#    -48     3       2.5609806315E-007
#    -48     4       2.7931785158E-009
#    -48     5       2.9240657290E-007
#    -48     6       9.0067772793E-006
#    -48     7       4.1884258942E-006
#    -48     8       1.4800617709E-006
#    -48     9       5.4533016501E-008
#    -48    10       2.4724351971E-006
#    -48    11       6.8030048229E-006
#    -48    12       5.5013505039E-005
#    -48    13       2.6489481902E-005
#    -48    14       2.3030847471E-006
#    -48    15       1.0188085795E-007
#    -48    16       5.5917295519E-006
#    -48    17       2.0988567713E-005
#    -48    18       5.5921678816E-005
#    -48    19       2.4112010285E-005
#    -48    20       6.1809782756E-006
#    -48    21       4.8552070610E-007
#    -48    22       2.9142726946E-006
#    -48    23       1.3475620113E-005
#    -48    24       3.5681127174E-005
#    -48    25       1.0452688194E-005
#    -48    26       1.6486447247E-006
#    -48    27       4.0939217130E-008
#    -48    28       1.8396099689E-006
#    -48    29       1.4987364600E-006
#    -48    30       5.8218356044E-006
#    -47    -4       1.2071453469E-006
#    -47    -3       5.4772362752E-007
#    -47    -2       7.6637133626E-007
#    -47    -1       3.9909725233E-008
#    -47     0       5.2927898108E-007
#    -47     1       5.4527739396E-007
#    -47     2       5.3459975983E-007
#    -47     3       1.2496024815E-006
#    -47     4       5.1363049405E-007
#    -47     5       1.9058425010E-007
#    -47     6       6.7914835164E-008
#    -47     7       1.5012342143E-006
#    -47     8       5.2342469624E-006
#    -47     9       4.8163882004E-006
#    -47    10       4.4504754553E-006
#    -47    11       1.7974626869E-008
#    -47    12       1.2916290349E-005
#    -47    13       1.2973147091E-005
#    -47    14       5.0848856217E-005
#    -47    15       2.8707500261E-005
#    -47    16       1.8182398181E-005
#    -47    17       7.7365214989E-008
#    -47    18       2.7433819313E-005
#    -47    19       1.3809735913E-005
#    -47    20       7.5381886392E-005
#    -47    21       1.8185628426E-005
#    -47    22       1.9167089518E-005
#    -47    23       5.1298201977E-007
#    -47    24       8.5527186224E-006
#    -47    25       5.4401728101E-006
#    -47    26       1.9182630308E-005
#    -47    27       2.1572435497E-006
#    -47    28       5.2596687924E-006
#    -47    29       6.8990797477E-008
#    -47    30       6.7192818911E-006
#    -47    31       1.7920280211E-006
#    -46    -6       3.2294777354E-007
#    -46    -5       5.8371819936E-008
#    -46    -4       6.3893697408E-007
#    -46    -3       6.5572157104E-007
#    -46    -2       3.6417095435E-007
#    -46    -1       2.1482027358E-007
#    -46     0       1.0006170537E-006
#    -46     1       1.4704831317E-008
#    -46     2       8.6981582571E-007
#    -46     3       3.5731453766E-007
#    -46     4       9.5967021136E-008
#    -46     5       2.6737003853E-007
#    -46     6       9.4302094762E-007
#    -46     7       5.5608281813E-007
#    -46     8       3.8089450742E-006
#    -46     9       5.2714534203E-006
#    -46    10       1.0099901431E-005
#    -46    11       7.1006140141E-006
#    -46    12       3.4509175655E-005
#    -46    13       3.0262590041E-007
#    -46    14       4.8288286947E-005
#    -46    15       2.6465930993E-005
#    -46    16       2.6164302541E-005
#    -46    17       2.4630433139E-005
#    -46    18       4.9830364333E-005
#    -46    19       9.5006829705E-008
#    -46    20       5.4010702650E-005
#    -46    21       2.1972106392E-005
#    -46    22       1.5792239730E-005
#    -46    23       1.2020472474E-005
#    -46    24       1.7993454003E-005
#    -46    25       9.1615199843E-007
#    -46    26       8.6294567166E-006
#    -46    27       2.3591447205E-006
#    -46    28       9.4759654678E-006
#    -46    29       2.0482653453E-006
#    -46    30       4.5192949135E-006
#    -46    31       4.9516721392E-007
#    -45    -7       3.0538457228E-007
#    -45    -6       1.2344606731E-008
#    -45    -5       4.3901581408E-007
#    -45    -4       1.2735853144E-006
#    -45    -3       1.3655503403E-007
#    -45    -2       1.9115277407E-006
#    -45    -1       9.1592257510E-007
#    -45     0       7.3681964007E-009
#    -45     1       4.8192668729E-007
#    -45     2       1.9284580233E-006
#    -45     3       1.0554382638E-007
#    -45     4       3.5820777512E-007
#    -45     5       8.0659631969E-007
#    -45     6       8.1233681402E-008
#    -45     7       2.1705218082E-006
#    -45     8       9.7590690715E-006
#    -45     9       2.6533834579E-007
#    -45    10       2.2983425553E-005
#    -45    11       1.4375022416E-005
#    -45    12       2.9504137130E-008
#    -45    13       1.7140987526E-005
#    -45    14       7.4295372791E-005
#    -45    15       2.0606738152E-007
#    -45    16       6.8654983320E-005
#    -45    17       2.5533324645E-005
#    -45    18       9.5608191045E-008
#    -45    19       1.5348266591E-005
#    -45    20       4.7258072548E-005
#    -45    21       1.2285457493E-007
#    -45    22       3.3116327272E-005
#    -45    23       1.9121485972E-005
#    -45    24       5.5541299015E-007
#    -45    25       4.5068583691E-006
#    -45    26       1.7273261894E-005
#    -45    27       1.3423808390E-007
#    -45    28       9.7074116556E-006
#    -45    29       1.4944047152E-006
#    -45    30       9.0909750672E-007
#    -45    31       4.7934140573E-007
#    -45    32       2.1032633575E-006
#    -44    -9       3.8763637678E-007
#    -44    -8       9.0735828978E-007
#    -44    -7       1.3368365022E-008
#    -44    -6       1.8719055108E-006
#    -44    -5       4.0424048971E-007
#    -44    -4       4.6951431678E-007
#    -44    -3       1.0716939543E-006
#    -44    -2       1.5771157464E-006
#    -44    -1       1.5785154156E-007
#    -44     0       3.7554461231E-006
#    -44     1       8.0857980936E-007
#    -44     2       1.3609828446E-006
#    -44     3       2.5796024078E-007
#    -44     4       3.8801855938E-007
#    -44     5       3.4414340834E-008
#    -44     6       4.7868498213E-006
#    -44     7       5.3327559218E-006
#    -44     8       5.9069819393E-006
#    -44     9       4.5978337406E-006
#    -44    10       1.9738603068E-005
#    -44    11       6.8080869708E-007
#    -44    12       4.8243757160E-005
#    -44    13       2.3765783114E-005
#    -44    14       3.1374365212E-005
#    -44    15       2.6468423002E-005
#    -44    16       5.3083627123E-005
#    -44    17       2.7742423811E-007
#    -44    18       4.4007595767E-005
#    -44    19       2.3898936795E-005
#    -44    20       2.2524678656E-005
