 Diffraction intensities for potential:ga5x5_07D10007.in                       
#    -28    13       7.4875463661E-005
#    -28    14       5.7498801243E-005
#    -28    15       2.9687095609E-005
#    -27     7       4.1517088442E-005
#    -27     8       9.7434085331E-005
#    -27     9       1.0581094696E-004
#    -27    10       2.9119196646E-005
#    -27    11       5.0773634311E-005
#    -27    12       4.9580980486E-005
#    -27    13       6.3694952139E-005
#    -27    14       3.2778703161E-005
#    -27    15       1.2907396568E-006
#    -27    16       1.3262563870E-004
#    -27    17       4.2325943262E-006
#    -27    18       1.9790754692E-005
#    -27    19       5.9015712435E-005
#    -27    20       1.3367765693E-005
#    -26     4       3.9957020804E-005
#    -26     5       2.3299844024E-005
#    -26     6       2.5076032617E-004
#    -26     7       1.9707210704E-005
#    -26     8       4.4173592536E-005
#    -26     9       6.9420191314E-005
#    -26    10       2.9987799180E-005
#    -26    11       8.1743260861E-005
#    -26    12       4.9218492853E-005
#    -26    13       2.1157148855E-005
#    -26    14       4.8579788859E-005
#    -26    15       4.9257900966E-005
#    -26    16       7.5053364832E-005
#    -26    17       3.0429816503E-005
#    -26    18       8.0068702550E-006
#    -26    19       1.0573705563E-004
#    -26    20       1.7259663655E-005
#    -26    21       1.9066393409E-005
#    -26    22       8.1077070119E-005
#    -25     2       1.8901520181E-004
#    -25     3       3.8949267669E-005
#    -25     4       1.7500771352E-004
#    -25     5       7.2965118329E-004
#    -25     6       2.8261144144E-005
#    -25     7       9.5831380226E-005
#    -25     8       3.4767414558E-005
#    -25     9       2.9741382663E-004
#    -25    10       1.2249691430E-003
#    -25    11       7.2737796193E-005
#    -25    12       1.5334290816E-004
#    -25    13       5.9613410404E-005
#    -25    14       7.4469359222E-005
#    -25    15       7.1766582834E-005
#    -25    16       9.1023499327E-005
#    -25    17       6.4346418582E-005
#    -25    18       8.6327373701E-007
#    -25    19       3.6673558901E-005
#    -25    20       1.2604721659E-004
#    -25    21       3.3401381739E-005
#    -25    22       1.9109005889E-005
#    -25    23       6.8496870899E-005
#    -24     0       5.5147068559E-005
#    -24     1       7.0631563218E-005
#    -24     2       7.2806645317E-005
#    -24     3       8.3278401955E-005
#    -24     4       1.1752746901E-005
#    -24     5       1.9796080281E-004
#    -24     6       9.1057700030E-005
#    -24     7       2.2655874087E-005
#    -24     8       2.7227870444E-004
#    -24     9       8.6947277778E-005
#    -24    10       1.1586237295E-005
#    -24    11       1.4156854961E-005
#    -24    12       1.2342446762E-005
#    -24    13       5.3335604197E-006
#    -24    14       1.0497982264E-004
#    -24    15       5.0940385762E-005
#    -24    16       1.5936379859E-005
#    -24    17       1.5884599463E-004
#    -24    18       4.8786204125E-006
#    -24    19       6.1064820580E-006
#    -24    20       2.0834835430E-004
#    -24    21       2.2782151557E-005
#    -24    22       6.6824697027E-005
#    -24    23       1.1754833571E-004
#    -24    24       6.2628598034E-006
#    -23    -2       2.0428857130E-006
#    -23    -1       3.1075082105E-005
#    -23     0       5.2856718080E-005
#    -23     1       2.6469178477E-004
#    -23     2       3.7086262627E-004
#    -23     3       3.2595951336E-005
#    -23     4       1.5611800463E-004
#    -23     5       1.1559783993E-004
#    -23     6       1.4458937019E-004
#    -23     7       8.5216899703E-005
#    -23     8       8.2867392384E-005
#    -23     9       4.4477921716E-005
#    -23    10       4.1414610236E-006
#    -23    11       3.6959561264E-004
#    -23    12       1.2370612384E-004
#    -23    13       7.8654077061E-005
#    -23    14       1.3652383084E-004
#    -23    15       1.0941952249E-004
#    -23    16       1.3464063551E-004
#    -23    17       1.2113681750E-005
#    -23    18       4.8088066668E-005
#    -23    19       2.2099580595E-005
#    -23    20       1.4077685240E-004
#    -23    21       9.1330834158E-005
#    -23    22       5.5188398781E-005
#    -23    23       8.0746569865E-005
#    -23    24       6.0521030289E-005
#    -23    25       4.1555871411E-005
#    -22    -4       5.7887428539E-005
#    -22    -3       6.1741362214E-005
#    -22    -2       4.5604063252E-004
#    -22    -1       6.1337765900E-005
#    -22     0       4.8804628784E-005
#    -22     1       2.0843618019E-004
#    -22     2       4.2542885482E-005
#    -22     3       3.4143639182E-004
#    -22     4       7.7093354104E-005
#    -22     5       2.4644571495E-005
#    -22     6       1.5543429159E-005
#    -22     7       5.7599324195E-005
#    -22     8       2.8430355957E-004
#    -22     9       1.4911619943E-004
#    -22    10       1.1412129877E-004
#    -22    11       2.2005823785E-004
#    -22    12       4.3086366965E-005
#    -22    13       3.5646990445E-005
#    -22    14       6.9903414032E-005
#    -22    15       4.7135432763E-005
#    -22    16       1.0089107386E-004
#    -22    17       1.8094832080E-005
#    -22    18       2.2520162735E-005
#    -22    19       1.9887919051E-004
#    -22    20       6.7620165370E-005
#    -22    21       1.2790536995E-004
#    -22    22       6.3335952570E-005
#    -22    23       3.2459218703E-005
#    -22    24       1.6794198505E-004
#    -22    25       5.2043564853E-006
#    -22    26       3.3947221119E-005
#    -21    -5       9.3492395274E-005
#    -21    -4       9.3856384133E-005
#    -21    -3       5.5282622467E-005
#    -21    -2       5.7543991830E-005
#    -21    -1       2.5616642110E-004
#    -21     0       4.3843024529E-005
#    -21     1       1.1417355557E-004
#    -21     2       1.0750857168E-005
#    -21     3       1.5914649867E-005
#    -21     4       1.0678771689E-004
#    -21     5       4.6017732645E-005
#    -21     6       9.4862840147E-005
#    -21     7       1.0991362070E-004
#    -21     8       9.4902470880E-006
#    -21     9       3.8655209586E-005
#    -21    10       1.1560246298E-005
#    -21    11       3.0166201704E-005
#    -21    12       2.0060503590E-004
#    -21    13       1.0204254962E-004
