 Diffraction intensities for potential:gv5x5_09D10003.in                       
#    -28    13       1.6533405263E-005
#    -28    14       1.8091624496E-005
#    -28    15       1.1015379294E-005
#    -27     7       1.1100387396E-005
#    -27     8       5.1395073472E-005
#    -27     9       4.1042398356E-005
#    -27    10       7.8271624441E-005
#    -27    11       1.0873048577E-005
#    -27    12       9.9576372195E-006
#    -27    13       2.7483682402E-005
#    -27    14       1.2396368223E-005
#    -27    15       4.1961538895E-007
#    -27    16       5.0605649892E-005
#    -27    17       2.9109908856E-005
#    -27    18       6.0160620668E-005
#    -27    19       1.6476141928E-006
#    -27    20       1.5049400549E-005
#    -26     4       5.1175351292E-005
#    -26     5       9.9586281193E-006
#    -26     6       1.3869025456E-005
#    -26     7       2.0145135118E-004
#    -26     8       6.2777746065E-005
#    -26     9       1.2177638941E-005
#    -26    10       2.2090784972E-005
#    -26    11       7.4197339952E-005
#    -26    12       5.7189174462E-005
#    -26    13       1.2160583903E-004
#    -26    14       5.9443905860E-005
#    -26    15       1.0159218668E-005
#    -26    16       1.1065520671E-005
#    -26    17       3.7442527451E-005
#    -26    18       5.5573283684E-006
#    -26    19       7.7014659733E-005
#    -26    20       3.6437003536E-005
#    -26    21       7.9273485799E-005
#    -26    22       3.8342882113E-005
#    -25     2       1.3813491477E-005
#    -25     3       1.1380391877E-005
#    -25     4       4.3317526536E-005
#    -25     5       6.7773255331E-004
#    -25     6       2.5611811391E-004
#    -25     7       2.4313274894E-004
#    -25     8       3.5684398228E-006
#    -25     9       6.2555595264E-005
#    -25    10       1.0911260797E-003
#    -25    11       8.7253135742E-005
#    -25    12       8.0182925355E-005
#    -25    13       3.3042109392E-005
#    -25    14       1.7888678967E-005
#    -25    15       1.3139042871E-004
#    -25    16       1.6993860212E-005
#    -25    17       1.2010645953E-004
#    -25    18       1.2666844881E-004
#    -25    19       7.4020762411E-005
#    -25    20       3.8811256690E-004
#    -25    21       4.2307646108E-005
#    -25    22       5.3547544565E-005
#    -25    23       1.5124409606E-004
#    -24     0       1.1035504731E-005
#    -24     1       8.0754559296E-005
#    -24     2       2.7509249394E-005
#    -24     3       2.2173531459E-005
#    -24     4       4.9832389565E-005
#    -24     5       2.4057933111E-005
#    -24     6       2.6729967192E-004
#    -24     7       2.9104276591E-005
#    -24     8       3.7902313601E-006
#    -24     9       1.5171615175E-005
#    -24    10       5.6245484715E-006
#    -24    11       8.1383909987E-005
#    -24    12       6.8720981738E-005
#    -24    13       3.3714478009E-005
#    -24    14       1.2535785386E-004
#    -24    15       2.3523908416E-005
#    -24    16       3.4858375831E-004
#    -24    17       2.7230525509E-005
#    -24    18       3.0412985272E-005
#    -24    19       2.4341550071E-004
#    -24    20       3.7816698814E-006
#    -24    21       2.6673806585E-004
#    -24    22       2.8372433211E-005
#    -24    23       1.7579902706E-004
#    -24    24       2.4969514053E-005
#    -23    -2       1.2242433432E-005
#    -23    -1       4.0780986181E-006
#    -23     0       1.9657547793E-005
#    -23     1       1.7313550349E-005
#    -23     2       3.1127517000E-005
#    -23     3       9.8923314113E-005
#    -23     4       7.9917509204E-005
#    -23     5       1.3202097072E-004
#    -23     6       3.1593557431E-004
#    -23     7       4.0926602159E-004
#    -23     8       2.0123338933E-004
#    -23     9       4.1545319200E-004
#    -23    10       2.3227271034E-004
#    -23    11       9.8897966899E-005
