 Diffraction intensities for potential:gv5x5_10D10004.in                       
#    -28    13       1.1273600583E-006
#    -28    14       1.5042700196E-004
#    -28    15       5.7280378648E-005
#    -27     7       1.8461310902E-006
#    -27     8       1.0105641150E-004
#    -27     9       4.3114901802E-005
#    -27    10       6.0637663107E-005
#    -27    11       3.9384083365E-005
#    -27    12       1.9668124189E-005
#    -27    13       1.2592774768E-004
#    -27    14       3.4656109571E-005
#    -27    15       9.9205244275E-005
#    -27    16       7.5269274543E-005
#    -27    17       2.2137108407E-005
#    -27    18       3.9651983302E-005
#    -27    19       1.9555722998E-005
#    -27    20       1.5258611005E-005
#    -26     4       1.1050086666E-004
#    -26     5       6.1230637835E-005
#    -26     6       2.4863459669E-004
#    -26     7       8.0504178461E-005
#    -26     8       3.4760408194E-006
#    -26     9       7.7145838015E-005
#    -26    10       8.8040135981E-005
#    -26    11       1.9124819392E-004
#    -26    12       1.3451252554E-004
#    -26    13       3.1026672617E-005
#    -26    14       2.4821418695E-004
#    -26    15       2.4370650401E-006
#    -26    16       3.9542845594E-005
#    -26    17       9.7450981730E-005
#    -26    18       3.7843353224E-006
#    -26    19       2.0699623930E-005
#    -26    20       2.0837133275E-005
#    -26    21       3.9713274977E-007
#    -26    22       1.1294513934E-005
#    -25     2       7.1440349612E-005
#    -25     3       1.2454234201E-005
#    -25     4       3.0507642312E-005
#    -25     5       8.8422841273E-004
#    -25     6       1.9948282774E-004
#    -25     7       2.8166088852E-004
#    -25     8       1.5520947459E-004
#    -25     9       7.8284389410E-005
#    -25    10       1.6075279133E-004
#    -25    11       1.0120345493E-004
#    -25    12       5.5354505429E-006
#    -25    13       1.4095665187E-004
#    -25    14       5.0169561312E-005
#    -25    15       6.5128448043E-005
#    -25    16       2.4236164950E-005
#    -25    17       2.9264510582E-005
#    -25    18       1.2595453683E-004
#    -25    19       1.1889238477E-004
#    -25    20       2.2569951319E-004
#    -25    21       1.0350099327E-005
#    -25    22       3.1522464616E-005
#    -25    23       3.9780289073E-006
#    -24     0       3.0055476523E-005
#    -24     1       1.8818218432E-004
#    -24     2       2.0496927256E-005
#    -24     3       2.3742428520E-005
#    -24     4       2.1744930188E-004
#    -24     5       2.7648467842E-005
#    -24     6       1.7511228924E-004
#    -24     7       6.7546623352E-005
#    -24     8       4.1394385938E-005
#    -24     9       2.8056996768E-004
#    -24    10       1.8324875649E-004
#    -24    11       1.6406870835E-004
#    -24    12       6.6283603558E-004
#    -24    13       1.6269567358E-005
#    -24    14       1.0664316969E-004
#    -24    15       1.1409458942E-004
#    -24    16       2.1678914857E-005
#    -24    17       9.6847208179E-005
#    -24    18       7.7618522117E-005
#    -24    19       5.6123704674E-006
#    -24    20       6.2901973139E-006
#    -24    21       1.6212406158E-005
#    -24    22       4.4437242807E-007
#    -24    23       2.9025188123E-006
#    -24    24       8.6577819148E-006
#    -23    -2       7.9027335014E-005
#    -23    -1       6.2935003621E-006
#    -23     0       6.5322308268E-005
#    -23     1       1.6383672114E-004
#    -23     2       6.0077285509E-004
#    -23     3       1.2438861812E-004
#    -23     4       7.9171126453E-005
#    -23     5       6.2844802655E-005
#    -23     6       8.1343214683E-004
#    -23     7       1.9109340483E-004
#    -23     8       9.5898123312E-005
#    -23     9       1.4099119343E-004
#    -23    10       1.3813563847E-004
#    -23    11       1.1743192239E-003
#    -23    12       3.8223844289E-005
#    -23    13       6.3868424661E-005
#    -23    14       4.3020425969E-004
#    -23    15       7.4721732331E-005
#    -23    16       1.1010302914E-004
#    -23    17       1.8295594398E-005
#    -23    18       6.9211938010E-006
#    -23    19       8.3735260064E-005
#    -23    20       1.6197423190E-005
#    -23    21       2.1686215413E-005
#    -23    22       2.3202432483E-005
#    -23    23       3.8740771772E-006
#    -23    24       8.9789780286E-006
#    -23    25       1.8886123723E-005
#    -22    -4       5.7722011158E-005
#    -22    -3       9.9351425955E-005
#    -22    -2       2.0266066006E-005
#    -22    -1       4.4868450447E-004
#    -22     0       7.0261353210E-005
#    -22     1       1.1996762997E-004
#    -22     2       1.8712753870E-004
#    -22     3       4.6113884032E-005
#    -22     4       8.3662517002E-004
#    -22     5       5.2772789279E-004
#    -22     6       9.3016298424E-005
#    -22     7       1.4849714028E-004
#    -22     8       1.0798022638E-005
#    -22     9       1.9437187118E-004
#    -22    10       4.6561161837E-004
#    -22    11       7.2258875481E-005
#    -22    12       5.5617575275E-004
#    -22    13       1.4784843133E-004
#    -22    14       5.4404983861E-006
#    -22    15       2.0923532732E-004
#    -22    16       3.9660465320E-005
#    -22    17       7.5884009525E-005
#    -22    18       9.9469585052E-005
#    -22    19       8.0750996886E-005
#    -22    20       3.0948711802E-005
#    -22    21       1.7917809625E-005
#    -22    22       2.2518277779E-005
#    -22    23       3.1414743004E-005
#    -22    24       8.7137900332E-006
#    -22    25       7.1945507432E-006
#    -22    26       5.6940137852E-006
#    -21    -5       6.1908598159E-008
#    -21    -4       7.0990130281E-005
#    -21    -3       9.8854072854E-005
#    -21    -2       2.1707664784E-004
#    -21    -1       3.3854549536E-004
#    -21     0       8.0367090926E-005
#    -21     1       2.4298073322E-004
#    -21     2       2.9569749220E-005
#    -21     3       1.5617759606E-005
#    -21     4       1.8726962912E-004
#    -21     5       2.1866679281E-004
#    -21     6       3.3000356505E-004
#    -21     7       3.3698925364E-004
#    -21     8       3.3812965032E-005
#    -21     9       2.0234458347E-004
#    -21    10       6.9713842913E-006
#    -21    11       2.3085496496E-004
#    -21    12       7.5284542822E-005
#    -21    13       5.7488827656E-005
#    -21    14       2.2997675699E-004
#    -21    15       9.5000301436E-005
#    -21    16       8.5567528547E-005
#    -21    17       1.1718704364E-004
#    -21    18       4.5916644408E-005
#    -21    19       4.4064509153E-005
#    -21    20       4.7333613278E-005
#    -21    21       2.5851314455E-005
#    -21    22       2.5328789079E-005
#    -21    23       7.0382557867E-006
#    -21    24       5.0966801627E-006
#    -21    25       7.9236560915E-006
#    -21    26       4.2316055061E-006
#    -20    -7       4.8903536180E-005
#    -20    -6       6.7914090304E-005
#    -20    -5       2.9332987004E-004
#    -20    -4       2.5366924163E-004
#    -20    -3       7.2436252224E-005
#    -20    -2       1.1335117552E-004
#    -20    -1       2.2413869358E-004
#    -20     0       3.9909199455E-003
#    -20     1       1.5247799723E-004
#    -20     2       2.5955174606E-004
#    -20     3       2.5281662264E-004
#    -20     4       3.7296781256E-004
#    -20     5       6.5510200699E-003
#    -20     6       1.4957931204E-004
#    -20     7       3.1496406926E-005
#    -20     8       1.2063984986E-004
#    -20     9       8.4152208972E-005
#    -20    10       2.2883221619E-003
#    -20    11       2.2564718995E-004
#    -20    12       4.3172781586E-004
#    -20    13       2.7181236096E-004
#    -20    14       2.2924459652E-004
#    -20    15       5.5792822132E-003
#    -20    16       5.3576494354E-005
#    -20    17       6.3661358416E-006
#    -20    18       1.2594829084E-004
#    -20    19       1.0864025587E-004
#    -20    20       1.4623956290E-003
#    -20    21       2.9137218160E-005
#    -20    22       3.5719401743E-005
#    -20    23       7.5476296255E-006
#    -20    24       1.3876841195E-005
#    -20    25       2.1518307293E-004
#    -20    26       3.1052871455E-006
#    -20    27       5.0942641672E-006
#    -19    -8       2.1917999788E-006
#    -19    -7       6.3884866269E-005
#    -19    -6       2.5530849327E-004
#    -19    -5       1.9323073087E-004
#    -19    -4       1.0921938262E-004
#    -19    -3       8.7841097798E-005
#    -19    -2       1.0279199325E-004
#    -19    -1       2.1077196621E-004
#    -19     0       5.7148287425E-004
#    -19     1       1.8102519985E-005
#    -19     2       3.5198909016E-004
#    -19     3       2.4802892149E-004
#    -19     4       7.8465404009E-005
#    -19     5       4.4077186144E-004
#    -19     6       5.8271257413E-004
#    -19     7       7.3379162454E-004
#    -19     8       3.4117566174E-005
#    -19     9       9.4350526393E-004
#    -19    10       1.5997929122E-004
#    -19    11       3.2318540566E-006
#    -19    12       4.7615361974E-004
#    -19    13       2.3206999078E-005
#    -19    14       9.7166721240E-005
#    -19    15       1.4078109648E-004
#    -19    16       2.6375534501E-004
#    -19    17       1.2198108649E-004
#    -19    18       3.2775624826E-005
#    -19    19       7.7689109923E-005
#    -19    20       7.5770443397E-005
#    -19    21       9.8997370078E-006
#    -19    22       3.5269659457E-005
#    -19    23       8.0403804521E-006
#    -19    24       9.8424558270E-006
#    -19    25       1.8500356579E-005
#    -19    26       2.1629903341E-005
#    -19    27       7.2977049066E-006
#    -18    -9       6.1535062096E-006
#    -18    -8       4.2304516091E-005
#    -18    -7       1.7523438152E-004
#    -18    -6       5.5635993741E-005
#    -18    -5       8.2890433833E-005
#    -18    -4       1.6928738510E-004
#    -18    -3       6.2551843066E-004
#    -18    -2       1.2627319880E-004
