 Diffraction intensities for potential:5x5MoS210001.in                         
#    -23    21       4.8795448028E-005
#    -23    22       5.4185325128E-005
#    -23    23       7.7402326989E-005
#    -23    24       6.9747532907E-005
#    -23    25       2.5456129986E-005
#    -23    26       3.0394973254E-005
#    -22   -21       8.3924150035E-006
#    -22   -20       2.2630363603E-005
#    -22   -19       3.2228349756E-005
#    -22   -18       4.5022486365E-005
#    -22   -17       4.3041933710E-005
#    -22   -16       3.6962088715E-005
#    -22   -15       3.9726638405E-005
#    -22   -14       2.9786075695E-005
#    -22   -13       2.1498458856E-005
#    -22   -12       1.4887066686E-005
#    -22   -11       1.0335403542E-005
#    -22   -10       6.5578815231E-006
#    -22    -9       3.1020041138E-006
#    -22    -8       6.1008179509E-006
#    -22    -7       1.2651290610E-005
#    -22    -6       2.1965766299E-005
#    -22    -5       2.7533561252E-005
#    -22    -4       2.1628585943E-005
#    -22    -3       8.4878836682E-006
#    -22    -2       1.1328375814E-005
#    -22    -1       3.3031377979E-005
#    -22     0       5.2668507247E-005
#    -22     1       5.2315361780E-005
#    -22     2       3.4232376074E-005
#    -22     3       1.7744949964E-005
#    -22     4       1.0660020160E-005
#    -22     5       1.8146024635E-005
#    -22     6       3.5639357705E-005
#    -22     7       4.9199706812E-005
#    -22     8       7.1075113520E-005
#    -22     9       8.2965851397E-005
#    -22    10       9.5782810608E-005
#    -22    11       1.0568516163E-004
#    -22    12       1.0797419148E-004
#    -22    13       1.0864723958E-004
#    -22    14       7.5872628646E-005
#    -22    15       5.4475683161E-005
#    -22    16       4.3357123928E-005
#    -22    17       2.7811913147E-005
#    -22    18       3.1603393692E-005
#    -22    19       3.7677898945E-005
#    -22    20       5.8687644837E-005
#    -22    21       4.8793241931E-005
#    -22    22       1.2888727903E-004
#    -22    23       3.7646828385E-005
#    -22    24       4.3534191780E-005
#    -22    25       5.3431430421E-006
#    -22    26       2.9144114023E-005
#    -21   -22       1.9050953903E-005
#    -21   -21       1.7673818474E-005
#    -21   -20       3.2017395730E-005
#    -21   -19       4.5492076419E-005
#    -21   -18       6.5637153506E-005
#    -21   -17       5.1274753787E-005
#    -21   -16       4.4982592406E-005
#    -21   -15       4.0360019798E-005
#    -21   -14       3.2429109565E-005
#    -21   -13       2.2098228964E-005
#    -21   -12       1.3382367410E-005
#    -21   -11       7.3711742313E-006
#    -21   -10       3.1376225115E-006
#    -21    -9       1.5128909035E-006
#    -21    -8       3.7023106315E-006
#    -21    -7       1.7885620940E-005
#    -21    -6       2.8345907556E-005
#    -21    -5       2.5464463624E-005
#    -21    -4       1.2485398629E-005
#    -21    -3       1.5586213778E-005
#    -21    -2       3.1143681392E-005
#    -21    -1       5.2332147981E-005
#    -21     0       5.7423289713E-005
#    -21     1       4.0844047032E-005
#    -21     2       2.0375500047E-005
#    -21     3       1.2163664426E-005
#    -21     4       1.7631765200E-005
#    -21     5       3.6821425811E-005
#    -21     6       5.7257695098E-005
#    -21     7       7.8084039266E-005
#    -21     8       7.5955215326E-005
#    -21     9       8.6879878649E-005
#    -21    10       9.4278984822E-005
#    -21    11       1.1771944249E-004
#    -21    12       1.3398081271E-004
#    -21    13       1.0107253279E-004
#    -21    14       1.0678931888E-004
#    -21    15       6.7441446003E-005
#    -21    16       2.8699698919E-005
#    -21    17       1.0672310011E-005
#    -21    18       2.7932436545E-005
#    -21    19       3.5152352585E-005
#    -21    20       2.0093985001E-005
#    -21    21       6.3127369523E-005
#    -21    22       1.5555248957E-004
#    -21    23       8.2453430603E-005
#    -21    24       8.8424937434E-005
#    -21    25       4.7356753418E-005
#    -20   -22       1.6269658951E-005
#    -20   -21       3.0333101225E-005
#    -20   -20       2.0326588633E-005
#    -20   -19       4.8991194982E-005
#    -20   -18       9.9321199925E-005
#    -20   -17       4.7706417909E-005
#    -20   -16       4.5381538976E-005
#    -20   -15       1.7170991760E-004
#    -20   -14       2.4150263574E-005
#    -20   -13       2.1303565006E-005
#    -20   -12       7.1756664833E-006
#    -20   -11       3.7627204909E-006
#    -20   -10       9.0335088048E-004
#    -20    -9       2.2799674149E-006
#    -20    -8       8.2070450550E-006
#    -20    -7       2.4999238634E-005
#    -20    -6       2.7145712936E-005
#    -20    -5       4.4789391442E-003
#    -20    -4       9.6488243745E-006
#    -20    -3       2.2169311194E-005
#    -20    -2       3.4260293131E-005
#    -20    -1       4.0860448506E-005
#    -20     0       1.3074067305E-002
#    -20     1       9.6474559971E-006
#    -20     2       3.1369365056E-006
#    -20     3       8.5771420493E-006
#    -20     4       1.9200559455E-005
#    -20     5       1.5298767897E-002
#    -20     6       4.3748883429E-005
#    -20     7       3.8578306476E-005
#    -20     8       2.9562995091E-005
#    -20     9       3.9879606648E-005
#    -20    10       1.1492968304E-002
#    -20    11       1.0063821821E-004
#    -20    12       8.2326978373E-005
#    -20    13       7.8823217809E-005
#    -20    14       8.5792291257E-005
#    -20    15       2.9596715168E-003
#    -20    16       1.0153509043E-005
#    -20    17       3.0507220176E-005
#    -20    18       2.6843851004E-005
#    -20    19       1.1490157615E-005
#    -20    20       2.3441958776E-003
#    -20    21       9.0944519970E-005
#    -20    22       5.0785266853E-005
#    -20    23       5.2091844269E-005
#    -20    24       7.4826051927E-005
#    -20    25       4.9752631332E-004
#    -19   -23       2.8877246266E-005
#    -19   -22       2.9339663721E-005
#    -19   -21       4.7244049497E-005
#    -19   -20       2.9604433670E-005
#    -19   -19       5.1280887465E-005
#    -19   -18       4.3538420798E-005
#    -19   -17       4.7164009415E-005
#    -19   -16       3.9092186759E-005
#    -19   -15       2.2883898084E-005
#    -19   -14       2.0884032606E-005
#    -19   -13       8.6259565082E-006
#    -19   -12       3.2949662881E-006
#    -19   -11       5.0474298323E-006
#    -19   -10       5.9460876858E-006
#    -19    -9       8.5783462638E-006
#    -19    -8       1.9413590048E-005
#    -19    -7       2.5184462845E-005
#    -19    -6       1.9176994791E-005
#    -19    -5       5.1093592827E-006
#    -19    -4       6.6813353817E-006
#    -19    -3       1.7779503800E-005
#    -19    -2       2.0401329677E-005
#    -19    -1       9.6563689221E-006
#    -19     0       4.0725324524E-007
#    -19     1       5.1902369950E-006
#    -19     2       1.4072989295E-005
#    -19     3       2.0600954198E-005
#    -19     4       2.3569657423E-005
#    -19     5       1.1947044582E-005
#    -19     6       3.1217811873E-006
#    -19     7       4.6972622613E-006
#    -19     8       2.0207652901E-005
#    -19     9       4.3775332009E-005
#    -19    10       4.6472870497E-005
#    -19    11       4.6447965860E-005
#    -19    12       5.1062707141E-005
#    -19    13       4.3519396385E-005
#    -19    14       4.9952202411E-005
#    -19    15       7.1682617242E-005
#    -19    16       4.0376874102E-005
#    -19    17       4.7981389671E-005
#    -19    18       4.0109857082E-005
#    -19    19       8.3987484608E-006
#    -19    20       1.6450644968E-006
#    -19    21       1.7764690624E-005
#    -19    22       1.1954815800E-004
#    -19    23       1.7628921591E-004
#    -19    24       1.9881518001E-005
#    -19    25       7.0561568426E-005
#    -18   -23       1.6208821920E-005
#    -18   -22       4.8554748046E-006
#    -18   -21       3.1107650526E-005
#    -18   -20       4.4898973663E-005
#    -18   -19       5.0516512905E-005
#    -18   -18       4.8936490358E-005
#    -18   -17       2.3791175584E-005
#    -18   -16       2.5645245054E-005
#    -18   -15       1.8180552554E-005
#    -18   -14       1.1342984417E-005
#    -18   -13       3.3621199891E-006
#    -18   -12       5.2491409394E-006
#    -18   -11       1.5864991839E-005
#    -18   -10       2.1280355204E-005
#    -18    -9       2.2857644302E-005
#    -18    -8       2.0018069388E-005
#    -18    -7       1.3460375571E-005
#    -18    -6       2.8420065411E-006
#    -18    -5       1.1889747137E-006
#    -18    -4       1.0697423641E-005
#    -18    -3       1.2197841290E-005
#    -18    -2       3.1494081940E-006
#    -18    -1       5.1843787885E-006
#    -18     0       3.1315729747E-005
#    -18     1       6.5260443121E-005
#    -18     2       7.4362610469E-005
#    -18     3       4.8328928869E-005
#    -18     4       2.3060567068E-005
#    -18     5       1.1329021900E-005
#    -18     6       2.5054616110E-005
#    -18     7       4.6992227642E-005
#    -18     8       6.5346441115E-005
#    -18     9       5.9117532731E-005
#    -18    10       4.2714974452E-005
#    -18    11       1.5093840824E-005
#    -18    12       1.4046491330E-005
#    -18    13       3.0590599403E-005
#    -18    14       4.0525266126E-005
#    -18    15       2.2177068472E-005
#    -18    16       3.2415194513E-005
#    -18    17       2.5833466574E-005
#    -18    18       4.8665716655E-006
#    -18    19       3.2571527999E-006
#    -18    20       3.3609322246E-006
#    -18    21       6.4189266547E-005
#    -18    22       1.1324718927E-004
#    -18    23       2.4601381017E-005
#    -18    24       3.6487325536E-005
#    -17   -24       1.5142768559E-005
#    -17   -23       1.2928009179E-005
#    -17   -22       2.6497829432E-005
#    -17   -21       4.0174968376E-005
#    -17   -20       4.4034738955E-005
#    -17   -19       4.7291447185E-005
#    -17   -18       2.9319321862E-005
#    -17   -17       3.3878128038E-005
#    -17   -16       2.4742171029E-005
#    -17   -15       1.1304174003E-005
#    -17   -14       1.6531271059E-006
#    -17   -13       7.6525790514E-006
#    -17   -12       1.7966510636E-005
#    -17   -11       3.6270832047E-005
#    -17   -10       3.9682989069E-005
#    -17    -9       2.7813716117E-005
#    -17    -8       1.4255940913E-005
#    -17    -7       2.2419431921E-006
#    -17    -6       6.6159221373E-006
#    -17    -5       1.8185324798E-005
#    -17    -4       1.7675545252E-005
#    -17    -3       8.5940308825E-006
#    -17    -2       1.4062737152E-005
#    -17    -1       6.5238212127E-005
#    -17     0       1.3523280099E-004
#    -17     1       1.7106505722E-004
#    -17     2       1.4670045618E-004
#    -17     3       1.0544531206E-004
#    -17     4       7.3635440169E-005
#    -17     5       8.1944995611E-005
#    -17     6       9.9229314890E-005
#    -17     7       1.0592357332E-004
#    -17     8       1.1520587322E-004
#    -17     9       6.5415986402E-005
#    -17    10       2.0901376895E-005
#    -17    11       2.6053507676E-006
#    -17    12       1.5415050355E-005
#    -17    13       2.1474280540E-005
#    -17    14       1.3448633009E-005
#    -17    15       8.9734163387E-006
#    -17    16       2.8590684905E-006
#    -17    17       8.5217085022E-007
#    -17    18       1.9887102153E-006
#    -17    19       2.2533492871E-005
#    -17    20       5.9354036458E-005
#    -17    21       3.4478171669E-005
#    -17    22       4.1160109091E-006
#    -17    23       4.0576729842E-005
#    -17    24       4.5606418870E-005
#    -16   -24       2.6905496489E-005
#    -16   -23       4.3174283221E-005
#    -16   -22       4.3735409472E-005
#    -16   -21       3.6608744202E-005
#    -16   -20       4.0940211880E-005
#    -16   -19       4.5681400656E-005
#    -16   -18       4.7744027629E-005
#    -16   -17       3.3289430823E-005
#    -16   -16       1.3068993467E-005
#    -16   -15       2.6188462520E-006
#    -16   -14       2.1292430392E-006
#    -16   -13       1.6434957729E-005
#    -16   -12       4.7132230424E-005
#    -16   -11       5.8386148863E-005
#    -16   -10       3.2904814709E-005
#    -16    -9       9.8109965163E-006
#    -16    -8       3.6788258874E-006
#    -16    -7       1.7183541273E-005
#    -16    -6       3.5677269423E-005
#    -16    -5       3.6877501932E-005
#    -16    -4       1.9233469221E-005
#    -16    -3       2.0594548354E-005
#    -16    -2       7.4324706329E-005
#    -16    -1       1.7103262977E-004
#    -16     0       2.5500919982E-004
#    -16     1       2.5709650088E-004
#    -16     2       2.1726857353E-004
#    -16     3       1.6023454592E-004
#    -16     4       1.2621478416E-004
#    -16     5       1.3429688530E-004
#    -16     6       1.3576643643E-004
#    -16     7       1.5150246605E-004
#    -16     8       7.6315518647E-005
#    -16     9       3.2284327933E-005
#    -16    10       2.0559022425E-006
#    -16    11       1.0868846186E-005
#    -16    12       4.0390516595E-005
#    -16    13       8.2505654216E-006
#    -16    14       6.2928665865E-006
#    -16    15       2.8756749521E-006
#    -16    16       2.8470290933E-006
#    -16    17       3.6206336589E-006
#    -16    18       5.4679173580E-005
#    -16    19       1.6266583241E-005
#    -16    20       1.0177736232E-004
#    -16    21       1.2110408272E-004
#    -16    22       1.7812223110E-004
#    -16    23       6.8651355690E-005
#    -15   -25       5.0473343438E-006
#    -15   -24       4.1699720372E-005
#    -15   -23       1.2125381131E-005
#    -15   -22       2.5600117511E-005
#    -15   -21       4.6016572758E-005
#    -15   -20       8.1488265495E-005
#    -15   -19       2.3164017409E-005
#    -15   -18       1.7598538303E-005
#    -15   -17       9.2874784139E-006
#    -15   -16       6.7930266851E-006
#    -15   -15       6.3511568326E-004
#    -15   -14       2.5739068541E-005
#    -15   -13       4.6969232724E-005
#    -15   -12       8.1432407155E-005
#    -15   -11       4.3402191191E-005
#    -15   -10       4.8680922416E-003
#    -15    -9       5.0106318878E-006
#    -15    -8       3.3841055870E-005
#    -15    -7       4.9226717362E-005
#    -15    -6       5.7327486049E-005
#    -15    -5       1.5298134384E-002
#    -15    -4       2.3582304472E-005
#    -15    -3       4.8294717651E-005
#    -15    -2       1.4664578255E-004
#    -15    -1       2.5706031426E-004
#    -15     0       3.4619568221E-002
#    -15     1       3.2147093821E-004
#    -15     2       2.1868526785E-004
#    -15     3       1.3375883105E-004
#    -15     4       9.9644179735E-005
#    -15     5       2.8151023314E-002
#    -15     6       9.7238594172E-005
#    -15     7       5.5794209746E-005
#    -15     8       2.0961546522E-005
#    -15     9       2.7726203053E-007
#    -15    10       1.4683338320E-002
#    -15    11       7.6941419535E-005
#    -15    12       3.4112276571E-005
#    -15    13       1.6964213209E-005
#    -15    14       2.8348775697E-005
#    -15    15       1.5302666155E-002
#    -15    16       2.3552980760E-007
#    -15    17       5.0246212661E-005
#    -15    18       5.8178428221E-005
#    -15    19       1.7108457117E-005
#    -15    20       1.7622936647E-003
#    -15    21       2.1302416285E-004
#    -15    22       6.7579666185E-005
#    -15    23       1.2153989002E-004
#    -14   -25       5.4687495115E-005
#    -14   -24       5.3302879021E-005
#    -14   -23       4.5561633560E-005
#    -14   -22       3.6884323794E-005
#    -14   -21       6.6097198812E-005
#    -14   -20       3.8367433387E-005
#    -14   -19       2.0959040283E-005
#    -14   -18       2.8337379590E-005
#    -14   -17       6.0415739425E-006
#    -14   -16       4.2980951844E-006
#    -14   -15       7.9162124125E-006
#    -14   -14       4.4604798801E-005
#    -14   -13       5.4707780803E-005
#    -14   -12       5.3500250934E-005
#    -14   -11       1.4732485665E-005
#    -14   -10       1.2417471338E-005
#    -14    -9       3.7750699241E-005
#    -14    -8       7.1096131293E-005
#    -14    -7       7.8148967170E-005
#    -14    -6       4.3813832267E-005
#    -14    -5       1.1971590106E-005
#    -14    -4       2.3026131801E-005
#    -14    -3       1.0537449235E-004
#    -14    -2       2.1721094503E-004
#    -14    -1       3.2144026268E-004
#    -14     0       2.8419832324E-004
#    -14     1       1.7627063115E-004
#    -14     2       1.0993678164E-004
#    -14     3       4.7595068590E-005
#    -14     4       3.5860241354E-005
#    -14     5       2.5004764104E-005
#    -14     6       2.4880156910E-005
#    -14     7       1.2647205010E-005
#    -14     8       1.1125447140E-005
#    -14     9       3.8990713247E-005
#    -14    10       7.9698092335E-005
#    -14    11       6.9244672484E-005
#    -14    12       6.5359346150E-005
#    -14    13       2.1274711553E-005
#    -14    14       2.7688346775E-005
#    -14    15       6.9418492560E-005
#    -14    16       4.5528205694E-005
#    -14    17       7.7538742157E-005
#    -14    18       6.3641355513E-005
#    -14    19       2.9224522156E-005
#    -14    20       7.6200057188E-006
#    -14    21       4.6737078969E-004
#    -14    22       3.8974393798E-004
#    -13   -26       1.2111480271E-005
#    -13   -25       1.5249483690E-005
#    -13   -24       3.0246920458E-005
#    -13   -23       3.4738417645E-005
#    -13   -22       3.2201221032E-005
#    -13   -21       2.7722700584E-005
#    -13   -20       1.5759677338E-005
#    -13   -19       9.4502563083E-006
#    -13   -18       3.6557811330E-006
#    -13   -17       3.8171412298E-006
#    -13   -16       4.2089528962E-006
#    -13   -15       2.5037746722E-005
#    -13   -14       5.0784477398E-005
#    -13   -13       5.0594285499E-005
#    -13   -12       3.3864553228E-005
#    -13   -11       2.3214202574E-005
#    -13   -10       4.9498435829E-005
#    -13    -9       8.2954825347E-005
#    -13    -8       7.5991980240E-005
#    -13    -7       3.8627221321E-005
#    -13    -6       3.1366168915E-006
#    -13    -5       1.1287462795E-005
#    -13    -4       7.3548053886E-005
#    -13    -3       1.6015145959E-004
#    -13    -2       2.1864014504E-004
#    -13    -1       1.7626082863E-004
#    -13     0       9.7286557958E-005
#    -13     1       3.1819475613E-005
#    -13     2       4.9942684655E-006
#    -13     3       3.1389065390E-007
#    -13     4       1.1250703660E-005
#    -13     5       5.4492432246E-005
#    -13     6       9.5008641159E-005
#    -13     7       8.7979839463E-005
#    -13     8       1.1706082187E-004
#    -13     9       1.1659461070E-004
#    -13    10       1.3581374913E-004
#    -13    11       1.1427873411E-004
#    -13    12       9.0780349834E-005
#    -13    13       2.8205853816E-005
#    -13    14       4.6529650768E-005
#    -13    15       2.9230993010E-005
#    -13    16       6.0666662189E-005
#    -13    17       7.0417972793E-006
#    -13    18       1.0141685814E-005
#    -13    19       4.7090789865E-006
#    -13    20       9.2762851589E-005
#    -13    21       1.1240883967E-004
#    -12   -26       1.9310318761E-005
#    -12   -25       1.5194564944E-005
#    -12   -24       4.5580059267E-005
#    -12   -23       5.9563505778E-005
#    -12   -22       4.1336527982E-005
#    -12   -21       2.8321843740E-005
#    -12   -20       1.1381059636E-005
#    -12   -19       5.9697045237E-006
#    -12   -18       5.1278760217E-006
#    -12   -17       2.9782755165E-006
#    -12   -16       1.4353416666E-005
#    -12   -15       2.9209161110E-005
#    -12   -14       2.8823059299E-005
#    -12   -13       2.7823572956E-005
#    -12   -12       3.8874171844E-005
#    -12   -11       6.0482623629E-005
#    -12   -10       9.5755740348E-005
#    -12    -9       8.6896678173E-005
#    -12    -8       2.9582072153E-005
#    -12    -7       4.6947166475E-006
#    -12    -6       2.4987210364E-005
#    -12    -5       8.1837687726E-005
#    -12    -4       1.2611602139E-004
#    -12    -3       1.3370359876E-004
#    -12    -2       1.0992404724E-004
#    -12    -1       3.1820975539E-005
#    -12     0       6.7877624858E-007
#    -12     1       1.5384043513E-005
#    -12     2       5.2916234016E-005
#    -12     3       8.8749205232E-005
#    -12     4       1.6012820762E-004
#    -12     5       2.3023037964E-004
#    -12     6       2.7169459495E-004
#    -12     7       2.3328586616E-004
#    -12     8       2.2696436171E-004
#    -12     9       1.8452604031E-004
#    -12    10       1.9713942446E-004
#    -12    11       1.2716785485E-004
#    -12    12       7.7637336733E-005
#    -12    13       3.5326018638E-005
#    -12    14       3.4141261749E-005
#    -12    15       3.5229391118E-005
#    -12    16       6.4322817772E-005
#    -12    17       5.6083948129E-005
#    -12    18       4.7731674210E-005
#    -12    19       2.7863546404E-005
#    -12    20       7.0919746484E-005
#    -12    21       2.1588399781E-004
#    -11   -26       1.2010934768E-005
#    -11   -25       1.7426964517E-005
#    -11   -24       4.9265590637E-005
#    -11   -23       6.0555851159E-005
#    -11   -22       4.6902739412E-005
#    -11   -21       1.4999966543E-005
#    -11   -20       4.9853357453E-006
#    -11   -19       1.7579411171E-007
#    -11   -18       1.9821742387E-006
#    -11   -17       5.4554664394E-006
#    -11   -16       1.6042594453E-005
#    -11   -15       2.0846529986E-005
#    -11   -14       1.9214357960E-005
#    -11   -13       4.5864652093E-005
#    -11   -12       7.3692872228E-005
#    -11   -11       1.0566136380E-004
#    -11   -10       9.4268163035E-005
#    -11    -9       3.9875921775E-005
#    -11    -8       2.0172120757E-005
#    -11    -7       4.6911782676E-005
#    -11    -6       9.9111187010E-005
#    -11    -5       1.3418278685E-004
#    -11    -4       9.9578114823E-005
#    -11    -3       4.7577701079E-005
#    -11    -2       4.9963791430E-006
#    -11    -1       1.5384038454E-005
#    -11     0       8.7151541816E-005
#    -11     1       1.5764755380E-004
#    -11     2       2.2245325465E-004
#    -11     3       2.8818832262E-004
#    -11     4       3.5637008702E-004
#    -11     5       3.6663577365E-004
#    -11     6       2.9284498538E-004
#    -11     7       2.7495465984E-004
#    -11     8       1.8240258002E-004
#    -11     9       1.7622628223E-004
#    -11    10       1.7112912068E-004
#    -11    11       1.0488876571E-004
#    -11    12       1.0434051663E-005
#    -11    13       7.0094475590E-005
#    -11    14       7.5682149437E-005
#    -11    15       6.2442104340E-005
#    -11    16       4.7591535664E-005
#    -11    17       8.0449185507E-006
#    -11    18       1.3571655291E-004
#    -11    19       1.3298724971E-004
#    -11    20       6.1066074339E-005
#    -10   -27       3.0416688577E-005
#    -10   -26       1.2133240026E-005
#    -10   -25       3.6463864495E-005
#    -10   -24       8.4779629954E-005
#    -10   -23       4.3018736572E-005
#    -10   -22       3.1534049958E-005
#    -10   -21       2.5930956484E-005
#    -10   -20       4.5358775416E-005
#    -10   -19       7.1557541259E-007
#    -10   -18       1.3838927878E-005
#    -10   -17       5.6916795447E-006
#    -10   -16       1.3500657758E-005
#    -10   -15       2.2845731277E-003
#    -10   -14       2.8844142945E-005
#    -10   -13       8.8276846351E-005
#    -10   -12       1.0797317704E-004
#    -10   -11       1.1771215302E-004
#    -10   -10       1.1493320774E-002
#    -10    -9       4.3742869239E-005
#    -10    -8       6.5273748728E-005
#    -10    -7       1.0581666578E-004
#    -10    -6       1.3566502440E-004
#    -10    -5       2.8152740375E-002
#    -10    -4       3.5836745799E-005
#    -10    -3       3.1674902320E-007
#    -10    -2       5.2917515538E-005
#    -10    -1       1.5763868947E-004
#    -10     0       4.5623802544E-002
#    -10     1       4.1778812612E-004
#    -10     2       3.6591301236E-004
#    -10     3       3.0246882069E-004
#    -10     4       3.0515054037E-004
#    -10     5       2.2825717930E-002
#    -10     6       3.0441833144E-004
#    -10     7       1.7591249164E-004
#    -10     8       1.5718761905E-004
#    -10     9       1.4193326263E-004
#    -10    10       1.8596852756E-002
#    -10    11       2.4736980383E-005
#    -10    12       4.1591053062E-005
#    -10    13       7.6217891106E-005
#    -10    14       1.6408995480E-004
#    -10    15       2.5549329362E-002
#    -10    16       8.2526245671E-005
#    -10    17       1.7913146194E-004
#    -10    18       1.1864518925E-004
#    -10    19       1.5481419867E-004
#     -9   -27       1.9005163383E-005
#     -9   -26       6.3218726814E-005
#     -9   -25       1.5510932335E-005
#     -9   -24       2.2485001022E-005
#     -9   -23       5.8680272445E-005
#     -9   -22       4.6771287483E-005
#     -9   -21       4.9565301435E-005
#     -9   -20       1.3098771920E-005
#     -9   -19       6.9716519303E-006
#     -9   -18       1.1847842704E-005
#     -9   -17       4.7200238349E-006
#     -9   -16       1.4507228921E-005
#     -9   -15       2.3039300550E-005
#     -9   -14       5.6536008476E-005
#     -9   -13       1.0867453706E-004
#     -9   -12       1.3400055063E-004
#     -9   -11       1.0064155222E-004
#     -9   -10       4.6464364582E-005
#     -9    -9       5.9075429530E-005
#     -9    -8       1.1512357831E-004
#     -9    -7       1.5141106487E-004
#     -9    -6       9.7177452663E-005
#     -9    -5       2.5002812375E-005
#     -9    -4       1.1270848488E-005
#     -9    -3       8.8748972287E-005
#     -9    -2       2.2243552155E-004
#     -9    -1       4.1776889314E-004
#     -9     0       3.8805232862E-004
#     -9     1       3.3791953305E-004
#     -9     2       2.7017113305E-004
#     -9     3       1.4485295296E-004
#     -9     4       1.6034878368E-004
#     -9     5       1.2992383279E-004
#     -9     6       4.5203344777E-005
#     -9     7       1.0621846635E-004
#     -9     8       1.1226462924E-004
#     -9     9       8.0047965148E-005
#     -9    10       4.3216574167E-005
#     -9    11       1.4723605213E-004
#     -9    12       1.6338563297E-005
#     -9    13       2.5072098570E-005
#     -9    14       6.0579709705E-005
#     -9    15       2.0853412847E-004
#     -9    16       1.0040140271E-004
#     -9    17       3.4260972427E-004
#     -9    18       2.3458143184E-004
#     -9    19       3.6512812749E-006
#     -8   -27       6.2262974695E-005
#     -8   -26       4.9438741810E-005
#     -8   -25       6.7047383322E-005
#     -8   -24       4.2797823875E-005
#     -8   -23       3.2899007717E-005
#     -8   -22       4.6335342029E-005
#     -8   -21       4.1493725614E-005
#     -8   -20       1.1878268088E-005
#     -8   -19       7.1332115764E-006
#     -8   -18       8.5454500849E-006
#     -8   -17       4.3127129397E-006
#     -8   -16       2.3245737131E-005
#     -8   -15       3.9057502756E-005
#     -8   -14       7.5925093661E-005
#     -8   -13       1.0112457280E-004
#     -8   -12       8.2364692157E-005
#     -8   -11       4.6467254662E-005
#     -8   -10       4.2706592306E-005
#     -8    -9       6.5378029254E-005
#     -8    -8       7.6271630302E-005
#     -8    -7       5.5771694024E-005
#     -8    -6       2.4912616433E-005
#     -8    -5       5.4535368703E-005
#     -8    -4       1.6014268500E-004
#     -8    -3       2.8816369248E-004
#     -8    -2       3.6587484539E-004
#     -8    -1       3.3790025971E-004
#     -8     0       2.5309232112E-004
#     -8     1       1.3556500764E-004
#     -8     2       6.7202701463E-005
#     -8     3       3.5328429821E-005
#     -8     4       1.5554532939E-005
#     -8     5       1.0973721487E-005
#     -8     6       2.6590160256E-005
#     -8     7       5.1204354169E-005
#     -8     8       3.0450228745E-005
#     -8     9       2.6218998501E-005
#     -8    10       5.4906694388E-005
#     -8    11       6.6298685453E-005
#     -8    12       1.5367598423E-004
#     -8    13       1.6366293773E-005
#     -8    14       3.5555673067E-005
#     -8    15       8.5909613086E-005
#     -8    16       2.7938232894E-004
#     -8    17       2.8860906153E-004
#     -8    18       1.0002430348E-004
#     -7   -27       1.4396134493E-005
#     -7   -26       3.8687645406E-005
#     -7   -25       5.0608749656E-005
#     -7   -24       4.7790852722E-005
#     -7   -23       1.1481686403E-004
#     -7   -22       3.9548212616E-005
#     -7   -21       2.6612366599E-005
#     -7   -20       1.3316910652E-005
#     -7   -19       2.5685714395E-005
#     -7   -18       1.0515993555E-005
#     -7   -17       6.2779024306E-006
#     -7   -16       2.7173420890E-005
#     -7   -15       5.4540904859E-005
#     -7   -14       1.0687158563E-004
#     -7   -13       7.8881980702E-005
#     -7   -12       5.1105011802E-005
#     -7   -11       1.5114348407E-005
#     -7   -10       2.0893553069E-005
#     -7    -9       3.2273766373E-005
#     -7    -8       2.0964324660E-005
#     -7    -7       1.2671341434E-005
#     -7    -6       9.5053504097E-005
#     -7    -5       2.3024549539E-004
#     -7    -4       3.5634362392E-004
#     -7    -3       3.0242582750E-004
#     -7    -2       2.7013846349E-004
#     -7    -1       1.3555909194E-004
#     -7     0       7.7344368758E-005
#     -7     1       2.3922677899E-005
#     -7     2       1.1843948243E-005
#     -7     3       2.4249823360E-006
#     -7     4       5.5356169656E-005
#     -7     5       9.3582507935E-005
#     -7     6       1.1562647609E-004
#     -7     7       8.1814676953E-005
#     -7     8       2.8412681941E-005
#     -7     9       1.6766762891E-005
#     -7    10       1.2660734954E-004
#     -7    11       2.3353323584E-004
#     -7    12       1.7395910604E-004
#     -7    13       2.4687631193E-006
#     -7    14       5.7494407410E-005
#     -7    15       1.5879944244E-004
#     -7    16       2.3789744285E-004
#     -7    17       3.8508171833E-005
#     -6   -27       2.3793137310E-005
#     -6   -26       4.5259908686E-005
#     -6   -25       4.3100851644E-005
#     -6   -24       8.6090920769E-005
#     -6   -23       6.9249443949E-005
#     -6   -22       6.2763122403E-005
#     -6   -21       3.4409290834E-005
#     -6   -20       2.4146104668E-005
#     -6   -19       2.4155027433E-005
#     -6   -18       1.2077335437E-005
#     -6   -17       1.7957766268E-005
#     -6   -16       4.3429073522E-005
#     -6   -15       6.7524134979E-005
#     -6   -14       8.5872253568E-005
#     -6   -13       4.3558269874E-005
#     -6   -12       1.4069935591E-005
#     -6   -11       2.6165478004E-006
#     -6   -10       2.0457314012E-006
#     -6    -9       2.8117124723E-007
#     -6    -8       1.1131156980E-005
#     -6    -7       8.8002155087E-005
#     -6    -6       2.7169918872E-004
#     -6    -5       3.6660530161E-004
#     -6    -4       3.0510200578E-004
#     -6    -3       1.4481951964E-004
#     -6    -2       6.7191149753E-005
#     -6    -1       2.3922187394E-005
#     -6     0       1.4842953364E-005
