 Diffraction intensities for potential:ga5x5_05D10009.in                       
#    -28    13       1.3461894368E-005
#    -28    14       4.3592176405E-005
#    -28    15       8.1125493380E-005
#    -27     7       1.5439504611E-005
#    -27     8       2.5309361950E-005
#    -27     9       1.1122325848E-005
#    -27    10       2.8212074253E-005
#    -27    11       5.7056350619E-005
#    -27    12       3.8267178605E-005
#    -27    13       4.6212641753E-005
#    -27    14       5.7259630381E-006
#    -27    15       3.4700241994E-005
#    -27    16       6.2192209587E-006
#    -27    17       1.0474311097E-005
#    -27    18       1.6242367775E-005
#    -27    19       1.8556375766E-005
#    -27    20       2.2324508598E-006
#    -26     4       3.9098599830E-005
#    -26     5       8.0036470741E-008
#    -26     6       1.2259272515E-005
#    -26     7       7.8002598350E-006
#    -26     8       4.0428753340E-008
#    -26     9       4.9040803486E-007
#    -26    10       3.9740040850E-006
#    -26    11       1.3509539696E-005
#    -26    12       5.8978207525E-005
#    -26    13       9.9080357716E-005
#    -26    14       5.0954987779E-005
#    -26    15       9.5027427888E-005
#    -26    16       1.3582546828E-004
#    -26    17       2.2424209810E-005
#    -26    18       8.1790340230E-005
#    -26    19       1.1359794849E-004
#    -26    20       6.9736275375E-005
#    -26    21       1.7079101277E-005
#    -26    22       6.9825436013E-005
#    -25     2       1.1529506664E-004
#    -25     3       1.6926938892E-005
#    -25     4       8.1053467514E-005
#    -25     5       8.8091955730E-004
#    -25     6       5.5491897794E-005
#    -25     7       1.0260441660E-004
#    -25     8       1.7543428847E-005
#    -25     9       9.0997294512E-005
#    -25    10       2.8963008737E-004
#    -25    11       8.7316036466E-005
#    -25    12       1.3102465179E-004
#    -25    13       8.2703909769E-005
#    -25    14       5.9944574041E-005
#    -25    15       1.5911744074E-004
#    -25    16       4.6071200908E-005
#    -25    17       4.0232526723E-005
#    -25    18       1.2080460179E-005
#    -25    19       1.0854753190E-005
#    -25    20       1.5191355321E-004
#    -25    21       3.1423427844E-007
#    -25    22       1.1986191996E-005
#    -25    23       2.5397201235E-005
#    -24     0       9.4731282889E-005
#    -24     1       3.8891351679E-005
#    -24     2       2.7876348981E-005
#    -24     3       4.6301617601E-005
#    -24     4       4.8819920652E-005
#    -24     5       4.5639617501E-005
#    -24     6       9.0291749846E-005
#    -24     7       1.7594879981E-005
#    -24     8       3.6818058790E-006
#    -24     9       4.1196103920E-005
#    -24    10       4.3179271161E-006
#    -24    11       1.4348642388E-005
#    -24    12       1.6769662508E-005
#    -24    13       1.1646683553E-005
#    -24    14       8.9869546309E-006
#    -24    15       3.8003883052E-006
#    -24    16       1.0173475646E-005
#    -24    17       8.3750153117E-007
#    -24    18       1.8359731102E-005
#    -24    19       1.3938415223E-005
#    -24    20       5.0136862192E-005
#    -24    21       2.0179268851E-005
#    -24    22       3.0587808625E-005
#    -24    23       7.1567954443E-005
#    -24    24       7.7940843645E-005
#    -23    -2       2.5730651253E-005
#    -23    -1       8.3373761303E-006
#    -23     0       9.7518084623E-005
#    -23     1       2.2563413054E-005
#    -23     2       1.2867856732E-005
#    -23     3       6.5303017846E-005
#    -23     4       1.4991540090E-005
#    -23     5       7.8600472708E-005
#    -23     6       1.1929930804E-004
#    -23     7       2.3204246071E-005
#    -23     8       3.9014460997E-005
#    -23     9       1.3580579126E-005
#    -23    10       4.2754244687E-005
#    -23    11       1.3687617581E-004
#    -23    12       1.3321300236E-004
#    -23    13       1.2255113317E-004
#    -23    14       2.9036351707E-004
#    -23    15       8.0285376303E-005
#    -23    16       1.4976110791E-004
#    -23    17       2.7631307177E-004
#    -23    18       6.8846965600E-005
#    -23    19       8.0852623462E-005
#    -23    20       1.2893171376E-004
#    -23    21       7.5309810866E-005
#    -23    22       5.7790952155E-005
#    -23    23       1.2484178663E-004
#    -23    24       3.3551094520E-005
#    -23    25       5.1052385757E-005
#    -22    -4       6.6018919054E-005
#    -22    -3       2.6564140080E-006
#    -22    -2       1.1122094492E-004
#    -22    -1       7.1425230436E-005
#    -22     0       7.2115906985E-005
#    -22     1       1.6320214725E-004
#    -22     2       9.5744378901E-005
#    -22     3       4.6795125985E-005
#    -22     4       8.4790413521E-005
#    -22     5       3.7962880622E-007
#    -22     6       8.7388136019E-005
#    -22     7       1.3282915756E-004
