 Diffraction intensities for potential:restest_10_5010001.in                   
#    -41     3       1.1585649019E-005
#    -41     4       7.2574018510E-006
#    -41     5       9.8115759969E-006
#    -41     6       1.1082507898E-005
#    -41     7       1.5231795707E-005
#    -41     8       1.3238503656E-005
#    -41     9       1.9935229925E-005
#    -41    10       2.1179424220E-005
#    -41    11       3.2467536024E-005
#    -41    12       2.3721365700E-005
#    -41    13       2.7148884538E-005
#    -41    14       2.7721606723E-005
#    -41    15       3.0210413731E-005
#    -41    16       3.7724291053E-005
#    -41    17       2.8561363709E-005
#    -41    18       4.1283525404E-005
#    -41    19       3.2147468606E-005
#    -41    20       3.1897743402E-005
#    -41    21       3.0216305005E-005
#    -41    22       2.9116268519E-005
#    -41    23       1.5988281136E-005
#    -41    24       1.5046502759E-005
#    -40    -2       6.4814565744E-006
#    -40    -1       5.9463734146E-006
#    -40     0       1.3222361285E-005
#    -40     1       1.4811251973E-005
#    -40     2       2.6001398682E-005
#    -40     3       8.4817191280E-006
#    -40     4       1.6667679820E-005
#    -40     5       1.6339895359E-005
#    -40     6       1.4727306870E-005
#    -40     7       3.7435573242E-005
#    -40     8       2.2412291001E-005
#    -40     9       1.1423606145E-005
#    -40    10       4.0331016843E-005
#    -40    11       2.6320178409E-005
#    -40    12       3.7911527285E-005
#    -40    13       3.9462585413E-005
#    -40    14       6.1921595618E-005
#    -40    15       2.4699785961E-005
#    -40    16       3.8177506350E-005
#    -40    17       4.8948056850E-005
#    -40    18       4.4657519048E-005
#    -40    19       4.5260480867E-005
#    -40    20       2.0057496656E-005
#    -40    21       4.6999273195E-005
#    -40    22       4.7827630163E-006
#    -40    23       1.2804302541E-005
#    -40    24       2.6730917962E-005
#    -40    25       4.9726631867E-006
#    -39    -4       5.4602066057E-006
#    -39    -3       7.2071642003E-006
#    -39    -2       4.8755698672E-006
#    -39    -1       1.4758561102E-005
#    -39     0       4.1759227202E-006
#    -39     1       1.1932029807E-005
#    -39     2       1.1162296773E-005
#    -39     3       8.5724896687E-006
#    -39     4       1.9148417389E-005
#    -39     5       1.2711105203E-005
#    -39     6       1.6226484924E-005
#    -39     7       2.2265385210E-005
#    -39     8       1.8244770798E-005
#    -39     9       2.7095134422E-005
#    -39    10       2.3513009661E-005
#    -39    11       3.9553163730E-005
#    -39    12       4.3546204651E-005
#    -39    13       3.2919253837E-005
#    -39    14       4.3939547253E-005
#    -39    15       4.5977237429E-005
#    -39    16       5.2087561582E-005
#    -39    17       4.2579055072E-005
#    -39    18       6.4986438140E-005
#    -39    19       4.8277691781E-005
#    -39    20       2.9132283568E-005
#    -39    21       3.0698506127E-005
#    -39    22       2.6096147989E-005
#    -39    23       4.2861032408E-005
#    -39    24       4.1603750977E-005
#    -39    25       5.4684274316E-005
#    -39    26       1.2106167762E-005
#    -38    -5       5.7866112189E-006
#    -38    -4       7.1903058322E-006
#    -38    -3       1.1515595119E-005
#    -38    -2       2.5828182597E-005
#    -38    -1       1.1890873958E-005
#    -38     0       9.7365619852E-006
#    -38     1       6.2173071761E-006
#    -38     2       1.4758964035E-005
#    -38     3       2.4162218502E-005
#    -38     4       2.0469760248E-005
#    -38     5       2.0214974898E-005
#    -38     6       1.6477081139E-005
#    -38     7       2.1829587293E-005
#    -38     8       1.6909358726E-005
#    -38     9       2.8898854278E-005
#    -38    10       3.0543367884E-005
#    -38    11       3.7503830632E-005
#    -38    12       3.7692837874E-005
#    -38    13       5.8719641771E-005
#    -38    14       4.2236792898E-005
#    -38    15       4.5945258554E-005
#    -38    16       3.6451506004E-005
#    -38    17       5.0571250628E-005
#    -38    18       9.7917817957E-005
#    -38    19       5.0536561559E-005
#    -38    20       4.4124151369E-005
#    -38    21       3.9543573779E-005
#    -38    22       4.3126960431E-005
#    -38    23       1.1940647927E-005
#    -38    24       5.2952944850E-005
#    -38    25       1.5134822873E-005
#    -38    26       1.9188049787E-005
#    -37    -7       6.8973177923E-006
#    -37    -6       6.9551438370E-006
#    -37    -5       5.6395461556E-006
#    -37    -4       7.1956060090E-006
#    -37    -3       8.4101103597E-006
#    -37    -2       1.1046476147E-005
#    -37    -1       6.1590011328E-006
#    -37     0       8.8350345883E-006
#    -37     1       9.9627130864E-006
#    -37     2       1.5077493969E-005
#    -37     3       2.0377841117E-005
#    -37     4       2.2423780816E-005
#    -37     5       2.1045731979E-005
#    -37     6       1.7485966558E-005
#    -37     7       2.3095966019E-005
#    -37     8       3.4228140260E-005
#    -37     9       2.5900308884E-005
#    -37    10       3.0303356177E-005
#    -37    11       3.3371657403E-005
#    -37    12       3.8521444631E-005
#    -37    13       3.9921738418E-005
#    -37    14       3.5618692560E-005
#    -37    15       3.9189197153E-005
#    -37    16       4.4314262219E-005
#    -37    17       4.7079438858E-005
#    -37    18       4.2810078588E-005
#    -37    19       4.9615814435E-005
#    -37    20       4.3190213248E-005
#    -37    21       3.5923096061E-005
#    -37    22       2.5159365900E-005
#    -37    23       4.5102226339E-005
#    -37    24       2.9961141239E-005
#    -37    25       1.5056014813E-005
#    -37    26       1.1963608358E-005
#    -37    27       3.0383714664E-005
#    -36    -8       6.4492723603E-006
#    -36    -7       9.8736343145E-006
#    -36    -6       1.5726573530E-006
#    -36    -5       9.7590073052E-006
#    -36    -4       1.6412317737E-005
#    -36    -3       8.4423917766E-006
#    -36    -2       1.4602942798E-005
#    -36    -1       9.8648828679E-006
#    -36     0       1.1508064612E-005
#    -36     1       1.3807191155E-005
#    -36     2       1.8244062724E-005
#    -36     3       2.6854757583E-005
#    -36     4       2.5094246350E-005
#    -36     5       2.3776058512E-005
#    -36     6       2.4266374334E-005
#    -36     7       2.3218144192E-005
#    -36     8       2.2011723033E-005
#    -36     9       2.4823065490E-005
#    -36    10       2.2894374958E-005
#    -36    11       2.7838005112E-005
#    -36    12       2.2870774713E-005
#    -36    13       3.0151486281E-005
#    -36    14       2.9710193224E-005
#    -36    15       4.0129350462E-005
#    -36    16       4.5125720003E-005
#    -36    17       4.6756862524E-005
#    -36    18       4.8494622982E-005
#    -36    19       4.6563378334E-005
#    -36    20       4.0151029868E-005
#    -36    21       4.5342596856E-005
#    -36    22       3.6347052463E-005
#    -36    23       3.4361896402E-005
#    -36    24       4.5099064337E-005
#    -36    25       1.7258297453E-005
#    -36    26       1.2096279576E-005
#    -36    27       1.8964849680E-005
#    -35    -9       1.1743285203E-005
#    -35    -8       1.2084040591E-005
#    -35    -7       5.3948769983E-006
#    -35    -6       1.1187245247E-005
#    -35    -5       1.6274480466E-005
#    -35    -4       1.8931772439E-005
#    -35    -3       2.3924659009E-005
#    -35    -2       1.4848184982E-005
#    -35    -1       1.3751169181E-005
#    -35     0       4.9780021113E-005
#    -35     1       2.4389142059E-005
#    -35     2       4.1691904655E-005
#    -35     3       2.7198286815E-005
#    -35     4       2.2166330983E-005
#    -35     5       2.7640984429E-006
#    -35     6       2.2678864594E-005
#    -35     7       2.5590286413E-005
#    -35     8       2.1431143767E-005
#    -35     9       2.0285504734E-005
#    -35    10       1.6163964579E-004
#    -35    11       1.5472971200E-005
#    -35    12       2.6023656450E-005
#    -35    13       2.1780168829E-005
#    -35    14       3.2810854457E-005
#    -35    15       1.7079039940E-004
#    -35    16       3.9720658543E-005
#    -35    17       2.3986286337E-005
#    -35    18       2.9253099601E-005
#    -35    19       4.5474947776E-005
#    -35    20       8.0372324613E-005
#    -35    21       6.5559719159E-005
#    -35    22       3.2008738660E-005
#    -35    23       5.8985465920E-005
#    -35    24       4.9136939197E-005
#    -35    25       3.6451091625E-005
#    -35    26       6.2863839370E-005
#    -35    27       6.2288925723E-005
#    -34   -11       7.6799826102E-007
#    -34   -10       5.3160624916E-006
#    -34    -9       1.2257643684E-005
#    -34    -8       2.3144771178E-005
#    -34    -7       1.5110691323E-005
#    -34    -6       1.4545042334E-005
#    -34    -5       1.2542309822E-005
#    -34    -4       2.0299638452E-005
#    -34    -3       2.0289862898E-005
#    -34    -2       1.8205610493E-005
#    -34    -1       2.4399571720E-005
#    -34     0       2.2082191743E-005
#    -34     1       2.8414974172E-005
#    -34     2       2.9001515538E-005
#    -34     3       2.7988317795E-005
#    -34     4       2.7607750967E-005
#    -34     5       1.8369151155E-005
#    -34     6       1.8597324599E-005
#    -34     7       1.5947290521E-005
#    -34     8       8.0017306524E-006
#    -34     9       1.2132025633E-005
#    -34    10       1.2756750126E-005
#    -34    11       1.6377333927E-005
#    -34    12       1.5403872375E-005
#    -34    13       2.2847946537E-005
#    -34    14       2.4773308998E-005
#    -34    15       2.3495339505E-005
#    -34    16       2.6168031772E-005
#    -34    17       3.4416971742E-005
#    -34    18       4.7995395059E-005
#    -34    19       2.3068306391E-005
#    -34    20       3.8208577939E-005
#    -34    21       2.7460872659E-005
#    -34    22       4.0833977439E-005
#    -34    23       6.0065600952E-005
#    -34    24       8.4451784022E-005
#    -34    25       1.5416478167E-005
#    -34    26       4.9364553970E-005
#    -34    27       1.4493211031E-005
#    -33   -12       1.5397823629E-005
#    -33   -11       7.9996433500E-006
#    -33   -10       1.2027465033E-005
#    -33    -9       1.4451029064E-005
#    -33    -8       1.2877278479E-005
#    -33    -7       3.6729709567E-005
#    -33    -6       1.6115801083E-005
#    -33    -5       2.0131561653E-005
#    -33    -4       2.2373007662E-005
#    -33    -3       2.6812069958E-005
#    -33    -2       4.1695060057E-005
#    -33    -1       2.8501832557E-005
#    -33     0       2.9282505812E-005
#    -33     1       2.6135508653E-005
#    -33     2       3.4144710225E-005
#    -33     3       3.3304475664E-005
#    -33     4       2.3661609014E-005
#    -33     5       1.6702701975E-005
#    -33     6       1.1831042151E-005
#    -33     7       8.5401236975E-006
#    -33     8       9.4004338372E-006
#    -33     9       9.1173202883E-006
#    -33    10       1.1869551257E-005
#    -33    11       1.0832099557E-005
#    -33    12       1.3917579008E-005
#    -33    13       2.1963470783E-005
#    -33    14       2.1588051873E-005
#    -33    15       1.8806734200E-005
#    -33    16       2.5481303733E-005
#    -33    17       3.3958732521E-005
#    -33    18       1.7812175660E-005
#    -33    19       2.0899565240E-005
#    -33    20       1.5828159313E-005
#    -33    21       2.8076038706E-005
#    -33    22       4.6469520752E-005
#    -33    23       4.2612319912E-005
#    -33    24       2.2536254237E-005
#    -33    25       6.7071430351E-005
#    -33    26       3.8591605406E-005
#    -33    27       2.3829621816E-005
#    -32   -13       1.0580798760E-005
#    -32   -12       2.2298702782E-005
#    -32   -11       1.8471093711E-005
#    -32   -10       1.8552540951E-005
#    -32    -9       1.9387309320E-005
#    -32    -8       2.2039937818E-005
#    -32    -7       2.2207895280E-005
#    -32    -6       1.6677812890E-005
#    -32    -5       2.1215572554E-005
#    -32    -4       2.5289997137E-005
#    -32    -3       2.7565817722E-005
#    -32    -2       2.9305073102E-005
#    -32    -1       2.6310918217E-005
#    -32     0       3.0710233148E-005
#    -32     1       3.0199556056E-005
#    -32     2       2.4765636884E-005
#    -32     3       2.2438247504E-005
#    -32     4       1.5197840699E-005
#    -32     5       1.1042925833E-005
#    -32     6       7.7510092873E-006
#    -32     7       7.4769263572E-006
#    -32     8       9.8566817780E-006
#    -32     9       6.8297816003E-006
#    -32    10       6.8809437650E-006
#    -32    11       7.6239926531E-006
#    -32    12       7.4570168825E-006
#    -32    13       8.8616107543E-006
#    -32    14       1.1761121223E-005
#    -32    15       1.1809426095E-005
#    -32    16       1.3602212901E-005
#    -32    17       9.7756516985E-006
#    -32    18       2.9083410853E-005
#    -32    19       9.6436582723E-006
#    -32    20       1.1509560399E-005
#    -32    21       1.5001241173E-005
#    -32    22       3.1656114909E-005
#    -32    23       5.8369152918E-005
#    -32    24       4.2710270139E-005
#    -32    25       5.0671544168E-005
#    -32    26       4.5171721778E-005
#    -32    27       4.9676194652E-005
#    -32    28       7.4587553119E-005
#    -31   -14       1.6414048279E-005
#    -31   -13       1.0241496213E-005
#    -31   -12       2.1772979300E-005
#    -31   -11       2.0808992831E-005
#    -31   -10       2.0539879109E-005
#    -31    -9       1.1411664440E-005
#    -31    -8       1.8046251557E-005
#    -31    -7       2.1983296535E-005
#    -31    -6       1.7866742184E-005
#    -31    -5       2.4259581064E-005
#    -31    -4       2.2604151631E-005
#    -31    -3       2.8509377852E-005
#    -31    -2       3.4620024426E-005
#    -31    -1       3.0453630989E-005
#    -31     0       2.9156900927E-005
#    -31     1       2.3555663180E-005
#    -31     2       2.2369011615E-005
#    -31     3       1.6497209045E-005
#    -31     4       1.2421721807E-005
#    -31     5       8.4258754036E-006
#    -31     6       9.1282334055E-006
#    -31     7       7.2869060773E-006
#    -31     8       6.0153453500E-006
#    -31     9       3.3356216289E-006
#    -31    10       3.1870504552E-006
#    -31    11       3.6567474689E-006
#    -31    12       3.1993915372E-006
#    -31    13       3.3946950436E-006
#    -31    14       1.7140095125E-006
#    -31    15       2.8439704624E-006
#    -31    16       7.1922334006E-006
#    -31    17       6.4343180414E-006
#    -31    18       3.9608860880E-006
#    -31    19       6.3084999748E-006
#    -31    20       5.0518841513E-006
#    -31    21       2.6076647461E-005
#    -31    22       4.6818510555E-005
#    -31    23       3.2838947750E-005
#    -31    24       4.7663267948E-005
#    -31    25       4.3134570069E-005
#    -31    26       2.8779744440E-005
#    -31    27       8.7590720986E-006
#    -31    28       4.2110758224E-005
#    -30   -15       1.0276182174E-005
#    -30   -14       2.0578184271E-005
#    -30   -13       1.3980228266E-005
#    -30   -12       3.1593149578E-005
#    -30   -11       3.1763266068E-005
#    -30   -10       3.9396307506E-005
#    -30    -9       2.7208397438E-005
#    -30    -8       1.7225095516E-005
#    -30    -7       2.3884041871E-005
#    -30    -6       2.5307955301E-005
#    -30    -5       2.4742322672E-006
#    -30    -4       2.8555511070E-005
#    -30    -3       3.4195679074E-005
#    -30    -2       2.5231047504E-005
#    -30    -1       2.3785837159E-005
#    -30     0       3.9918100438E-004
#    -30     1       2.0435503468E-005
#    -30     2       1.9991627200E-005
#    -30     3       1.1224820327E-005
#    -30     4       6.6886343745E-006
#    -30     5       7.9488726906E-004
#    -30     6       1.2411344354E-005
#    -30     7       1.3660720519E-005
#    -30     8       6.4582186109E-006
#    -30     9       1.6742139869E-006
#    -30    10       8.9778946913E-004
#    -30    11       4.7466600110E-006
#    -30    12       5.0333536408E-006
#    -30    13       7.4172354049E-006
#    -30    14       1.9901552963E-006
#    -30    15       6.3452166477E-004
#    -30    16       4.3941510232E-006
#    -30    17       3.7769564653E-006
#    -30    18       5.3236263954E-006
#    -30    19       2.3483296041E-007
#    -30    20       4.5501781083E-005
#    -30    21       4.9813226726E-005
#    -30    22       4.6588855801E-005
#    -30    23       1.1481558876E-004
#    -30    24       8.6099024756E-005
#    -30    25       4.3734406506E-005
#    -30    26       3.0187841502E-005
#    -30    27       3.2106082575E-005
#    -30    28       2.5436206273E-006
#    -29   -16       1.3866444120E-005
#    -29   -15       1.1993393168E-005
#    -29   -14       2.2159350012E-005
#    -29   -13       4.8692268321E-005
#    -29   -12       2.2825103342E-005
#    -29   -11       2.6077499928E-005
#    -29   -10       2.3715642401E-005
#    -29    -9       2.9646724496E-005
#    -29    -8       3.5483429730E-005
#    -29    -7       2.4301364712E-005
#    -29    -6       2.3855026421E-005
#    -29    -5       1.9315115617E-005
#    -29    -4       2.4597084556E-005
#    -29    -3       2.3045848141E-005
#    -29    -2       2.2694373340E-005
#    -29    -1       2.0439776299E-005
#    -29     0       1.6521883774E-005
#    -29     1       1.4581905169E-005
#    -29     2       1.2623634239E-005
#    -29     3       1.1476244508E-005
#    -29     4       1.2778566253E-005
#    -29     5       1.5128233076E-005
#    -29     6       1.9437616257E-005
#    -29     7       1.3200391375E-005
#    -29     8       3.9916915744E-006
#    -29     9       2.5020687462E-006
#    -29    10       5.9051441368E-006
#    -29    11       1.5854030536E-005
#    -29    12       1.7824133001E-005
#    -29    13       1.6216538545E-005
#    -29    14       2.5419500928E-005
#    -29    15       7.6475571169E-006
#    -29    16       3.9081386980E-006
#    -29    17       2.7878756665E-006
#    -29    18       1.9056262428E-006
#    -29    19       8.0459719904E-007
#    -29    20       1.3121774178E-005
#    -29    21       4.1861638333E-005
#    -29    22       3.9802559464E-005
#    -29    23       6.9314242203E-005
#    -29    24       7.1223529654E-005
#    -29    25       3.4833749526E-005
#    -29    26       2.4100008176E-005
#    -29    27       1.6805603290E-005
#    -28   -16       2.1730542451E-005
#    -28   -15       1.7612384606E-005
#    -28   -14       1.9952596264E-005
#    -28   -13       2.6640719747E-005
#    -28   -12       3.7678619069E-005
#    -28   -11       3.9867689519E-005
#    -28   -10       3.1437526291E-005
#    -28    -9       2.7076461121E-005
#    -28    -8       2.3293017456E-005
#    -28    -7       2.6983624622E-005
#    -28    -6       1.9718933770E-005
#    -28    -5       1.7608229100E-005
#    -28    -4       1.5879828162E-005
#    -28    -3       1.6826514510E-005
#    -28    -2       1.9841979307E-005
#    -28    -1       1.4418675063E-005
#    -28     0       1.3557386581E-005
#    -28     1       1.4306871119E-005
#    -28     2       1.5431392476E-005
#    -28     3       1.3417297581E-005
#    -28     4       1.8074242845E-005
#    -28     5       2.2742237945E-005
#    -28     6       2.2756502366E-005
#    -28     7       1.8610786340E-005
#    -28     8       8.7324262457E-006
#    -28     9       8.9262515160E-006
#    -28    10       2.1637754063E-005
#    -28    11       3.6508419285E-005
#    -28    12       4.7184870385E-005
#    -28    13       4.7039951112E-005
#    -28    14       4.4395414878E-005
#    -28    15       2.4670972332E-005
#    -28    16       1.4008149924E-005
#    -28    17       5.2392664922E-006
#    -28    18       1.3656877663E-005
#    -28    19       6.7753196411E-006
#    -28    20       1.1930532511E-005
#    -28    21       2.6801813639E-005
#    -28    22       6.2940136469E-005
#    -28    23       4.8285198665E-005
#    -28    24       6.2500821449E-005
#    -28    25       6.6098380101E-005
#    -28    26       3.8230274239E-005
#    -28    27       1.2195561846E-005
#    -27   -17       8.8402876394E-006
#    -27   -16       1.3491000280E-005
#    -27   -15       2.1174328054E-005
#    -27   -14       2.6868079245E-005
#    -27   -13       3.8761309985E-005
#    -27   -12       4.3731611846E-005
#    -27   -11       3.8450313002E-005
#    -27   -10       3.1588853305E-005
#    -27    -9       2.6169962399E-005
#    -27    -8       2.2705264451E-005
#    -27    -7       1.6954785429E-005
#    -27    -6       1.2540146363E-005
#    -27    -5       1.1574590179E-005
#    -27    -4       1.2681277302E-005
#    -27    -3       1.0980613537E-005
#    -27    -2       1.2210439906E-005
#    -27    -1       1.4031319536E-005
#    -27     0       1.6384441510E-005
#    -27     1       1.6102722785E-005
#    -27     2       1.3911626296E-005
#    -27     3       1.7678097180E-005
#    -27     4       2.0176820655E-005
#    -27     5       2.8531464722E-005
#    -27     6       2.9342939912E-005
#    -27     7       2.5938347285E-005
#    -27     8       2.0183716509E-005
#    -27     9       2.3524672528E-005
#    -27    10       4.0366458226E-005
#    -27    11       5.9016721523E-005
#    -27    12       8.1884153053E-005
#    -27    13       5.4786494992E-005
#    -27    14       5.0653568279E-005
#    -27    15       2.9019589003E-005
#    -27    16       1.5814743228E-005
#    -27    17       5.4544360105E-006
#    -27    18       1.1911700330E-005
#    -27    19       7.1546467041E-006
#    -27    20       1.3439584884E-005
#    -27    21       3.4648815163E-005
#    -27    22       5.4679073555E-005
#    -27    23       6.7480528594E-005
#    -27    24       6.8974848512E-005
#    -27    25       5.1797823174E-005
#    -27    26       3.4896160099E-005
#    -27    27       4.6147169100E-005
#    -26   -18       1.5808876578E-005
#    -26   -17       1.7416479932E-005
#    -26   -16       2.4082353602E-005
#    -26   -15       2.9351544090E-005
#    -26   -14       6.1367753550E-005
#    -26   -13       3.3268749642E-005
#    -26   -12       3.8635065133E-005
#    -26   -11       3.4629849158E-005
#    -26   -10       2.4073232797E-005
#    -26    -9       2.1186457143E-005
#    -26    -8       8.5927052171E-006
#    -26    -7       8.9379087164E-006
#    -26    -6       7.9641363406E-006
#    -26    -5       8.4320554104E-006
#    -26    -4       6.3714017993E-006
#    -26    -3       1.0892238180E-005
#    -26    -2       1.4901726060E-005
#    -26    -1       1.5877778668E-005
#    -26     0       1.5488792887E-005
#    -26     1       1.1266588240E-005
#    -26     2       1.0619743567E-005
#    -26     3       1.2901072947E-005
#    -26     4       2.2617395622E-005
#    -26     5       2.6543967324E-005
#    -26     6       2.8240814668E-005
#    -26     7       2.6120041369E-005
#    -26     8       2.0785144219E-005
#    -26     9       2.8614718087E-005
#    -26    10       3.3588645472E-005
#    -26    11       4.3962607686E-005
#    -26    12       5.3874075337E-005
#    -26    13       5.0776565568E-005
#    -26    14       2.8901271039E-005
#    -26    15       2.0907138312E-005
#    -26    16       1.3597470472E-005
#    -26    17       4.8907923872E-006
#    -26    18       8.5746554334E-006
#    -26    19       2.5886851865E-005
#    -26    20       2.4462726508E-005
#    -26    21       1.8359305694E-005
#    -26    22       3.7016245040E-005
#    -26    23       4.2008802845E-005
#    -26    24       1.1687852607E-004
#    -26    25       3.4701562160E-005
#    -26    26       9.5428019681E-005
#    -26    27       6.4693997594E-005
#    -25   -19       7.8175381012E-006
#    -25   -18       4.8842932651E-005
#    -25   -17       2.5956911916E-005
#    -25   -16       3.6932249250E-005
#    -25   -15       2.4010266137E-005
#    -25   -14       4.4045572272E-005
#    -25   -13       6.0063078133E-005
#    -25   -12       3.9936506373E-005
#    -25   -11       2.8963201752E-005
#    -25   -10       1.6197420972E-004
#    -25    -9       1.2194880582E-005
#    -25    -8       8.8960876975E-006
#    -25    -7       7.2353014944E-006
#    -25    -6       8.6568952332E-006
#    -25    -5       7.9751559346E-004
#    -25    -4       1.2057590766E-005
#    -25    -3       1.2763889036E-005
#    -25    -2       1.3479826374E-005
#    -25    -1       1.1101608976E-005
#    -25     0       2.3388297419E-003
#    -25     1       2.8174732598E-006
#    -25     2       4.5525145912E-006
#    -25     3       9.0940504812E-006
#    -25     4       1.3296903472E-005
#    -25     5       4.4639339347E-003
#    -25     6       2.0119729353E-005
#    -25     7       1.4087278193E-005
#    -25     8       1.4816054134E-005
#    -25     9       1.0180291333E-005
#    -25    10       4.8651470063E-003
#    -25    11       1.4932909150E-005
#    -25    12       3.4066112492E-005
#    -25    13       2.7939048104E-005
#    -25    14       1.9351775438E-005
#    -25    15       2.2861699608E-003
#    -25    16       1.4917483851E-005
#    -25    17       4.5015153210E-006
#    -25    18       1.0811002467E-005
#    -25    19       2.4542437437E-005
#    -25    20       7.7498987623E-004
#    -25    21       4.0797248361E-005
#    -25    22       5.0300144929E-005
#    -25    23       5.2188951811E-005
#    -25    24       3.1623015015E-005
#    -25    25       1.2776206917E-004
#    -25    26       5.0232266667E-005
#    -25    27       1.6509102208E-005
#    -24   -20       6.1954219733E-006
#    -24   -19       1.8264372246E-005
#    -24   -18       2.1246478148E-005
#    -24   -17       2.7888101118E-005
#    -24   -16       3.7610212295E-005
#    -24   -15       4.5950371453E-005
#    -24   -14       4.2927839950E-005
#    -24   -13       4.1220048568E-005
#    -24   -12       2.3721040958E-005
#    -24   -11       1.5718788261E-005
#    -24   -10       1.2402024255E-005
#    -24    -9       8.4859098672E-006
#    -24    -8       9.1438296733E-006
#    -24    -7       6.6089882717E-006
#    -24    -6       1.1568254584E-005
#    -24    -5       1.4159790978E-005
#    -24    -4       1.7084614641E-005
#    -24    -3       1.6975680600E-005
#    -24    -2       1.0270043780E-005
#    -24    -1       2.7438678249E-006
#    -24     0       9.0083855896E-007
#    -24     1       5.7587173325E-006
#    -24     2       1.1446283782E-005
#    -24     3       1.6046503925E-005
#    -24     4       1.0207174747E-005
#    -24     5       5.6156968488E-006
#    -24     6       3.1159778854E-006
#    -24     7       2.2686697304E-006
#    -24     8       3.5400160595E-006
#    -24     9       4.9356052898E-006
#    -24    10       1.2308291196E-005
#    -24    11       2.3080311192E-005
#    -24    12       3.8820148799E-005
#    -24    13       4.5933257088E-005
#    -24    14       2.9011679261E-005
#    -24    15       2.3347091897E-005
#    -24    16       2.3668962292E-005
#    -24    17       6.4455582370E-006
#    -24    18       1.2197579935E-005
#    -24    19       2.2444026766E-005
#    -24    20       4.4349091527E-005
#    -24    21       5.7414579677E-005
#    -24    22       5.4859745233E-005
#    -24    23       3.9392935451E-005
#    -24    24       9.8314173082E-005
#    -24    25       3.2027945695E-005
#    -24    26       4.2947597258E-005
#    -23   -20       1.7510623779E-005
#    -23   -19       2.9411924476E-005
#    -23   -18       4.0771648998E-005
#    -23   -17       4.8458607033E-005
#    -23   -16       5.1863084288E-005
#    -23   -15       4.6702950687E-005
#    -23   -14       3.6701889834E-005
#    -23   -13       3.1106905309E-005
#    -23   -12       2.6274631541E-005
#    -23   -11       1.5886030405E-005
#    -23   -10       1.0914406726E-005
#    -23    -9       5.9786048022E-006
#    -23    -8       5.2439083659E-006
#    -23    -7       1.2596408478E-005
#    -23    -6       1.8162640318E-005
#    -23    -5       2.1440172556E-005
#    -23    -4       1.9107133451E-005
#    -23    -3       1.2216786839E-005
#    -23    -2       4.2203090981E-006
#    -23    -1       5.6400891455E-006
#    -23     0       1.9232791237E-005
#    -23     1       3.2588872850E-005
#    -23     2       3.0961904424E-005
#    -23     3       2.2170952791E-005
#    -23     4       6.6987148471E-006
#    -23     5       1.0302958198E-006
#    -23     6       6.1560183758E-006
#    -23     7       1.6584827826E-005
#    -23     8       3.3238571462E-005
#    -23     9       3.7256882167E-005
#    -23    10       4.9105219241E-005
#    -23    11       6.0125321340E-005
#    -23    12       7.3470543452E-005
#    -23    13       8.8301878495E-005
#    -23    14       5.6648240003E-005
#    -23    15       3.9293701316E-005
#    -23    16       2.7415748794E-005
#    -23    17       1.8134449026E-005
#    -23    18       1.6827661525E-005
#    -23    19       3.0260043164E-005
#    -23    20       7.3830430004E-005
