 Diffraction intensities for potential:gv5x5_04D10009.in                       
#    -28    13       3.6431943657E-006
#    -28    14       2.5077319777E-005
#    -28    15       1.7414012997E-005
#    -27     7       1.2468003206E-005
#    -27     8       2.5896694615E-005
#    -27     9       7.6208952239E-006
#    -27    10       1.3718233325E-005
#    -27    11       1.0612113740E-005
#    -27    12       1.3443667316E-005
#    -27    13       2.9308524931E-005
#    -27    14       2.5002696268E-005
#    -27    15       1.0198513625E-005
#    -27    16       6.0613364853E-006
#    -27    17       3.2235396217E-006
#    -27    18       1.9381778396E-006
#    -27    19       1.2146652836E-005
#    -27    20       2.0497920417E-006
#    -26     4       3.0465834158E-005
#    -26     5       2.3066859789E-005
#    -26     6       2.7021545473E-005
#    -26     7       7.5865198597E-006
#    -26     8       1.0202812692E-007
#    -26     9       2.7240062685E-005
#    -26    10       8.6654749104E-005
#    -26    11       7.4241756408E-005
#    -26    12       2.5163891576E-005
#    -26    13       8.0816039236E-006
#    -26    14       6.8147050327E-006
#    -26    15       2.1199532445E-005
#    -26    16       2.1089572873E-005
#    -26    17       2.1593322328E-005
#    -26    18       2.0635156589E-006
#    -26    19       2.1223297551E-005
#    -26    20       7.0545444662E-006
#    -26    21       9.7745957813E-006
#    -26    22       5.2258082249E-006
#    -25     2       2.3658070774E-005
#    -25     3       9.7073904383E-006
#    -25     4       1.1201698589E-005
#    -25     5       8.4257703107E-004
#    -25     6       4.2048237469E-005
#    -25     7       5.2163620426E-005
#    -25     8       1.9803553817E-005
#    -25     9       5.1134252271E-005
#    -25    10       1.0632058612E-003
#    -25    11       1.8216263422E-005
#    -25    12       1.9563787894E-005
#    -25    13       9.0802989814E-006
#    -25    14       2.7623000487E-006
#    -25    15       4.3533220542E-004
#    -25    16       1.7475163896E-005
#    -25    17       2.2998252170E-005
#    -25    18       3.2840185578E-006
#    -25    19       3.6320774127E-006
#    -25    20       2.2531201591E-004
#    -25    21       4.3754364541E-006
#    -25    22       7.9245657866E-006
#    -25    23       1.1081767080E-005
#    -24     0       7.3991748587E-006
#    -24     1       1.4157218913E-005
#    -24     2       4.8140341899E-005
#    -24     3       1.6396581273E-005
#    -24     4       7.7351594793E-006
#    -24     5       4.6350781680E-005
#    -24     6       8.3033180933E-005
#    -24     7       1.8157567922E-004
#    -24     8       1.0944080085E-004
#    -24     9       1.5645155088E-005
#    -24    10       1.9914859447E-006
#    -24    11       5.8815082991E-005
#    -24    12       4.6935154739E-005
#    -24    13       8.7660794623E-005
#    -24    14       3.8430318697E-005
#    -24    15       2.7178301518E-005
#    -24    16       1.5746210976E-005
#    -24    17       2.3415497054E-005
#    -24    18       2.9440680529E-005
#    -24    19       1.8122352678E-005
#    -24    20       3.2969817293E-005
#    -24    21       1.7090575585E-005
#    -24    22       1.8282258041E-005
#    -24    23       2.3477433813E-005
#    -24    24       1.1289486311E-006
#    -23    -2       7.4103505214E-006
#    -23    -1       1.3929072792E-005
#    -23     0       6.2407980235E-006
#    -23     1       5.7066777912E-006
#    -23     2       2.1939308381E-006
#    -23     3       5.1330528793E-005
#    -23     4       9.2676260601E-005
#    -23     5       1.1053041258E-004
#    -23     6       1.0329272229E-004
#    -23     7       1.1917941602E-005
#    -23     8       2.2966291267E-005
