 Diffraction intensities for potential:ga5x5_06D10008.in                       
#    -28    13       1.6942525779E-006
#    -28    14       2.1539755526E-005
#    -28    15       1.0214575056E-005
#    -27     7       2.7171972752E-006
#    -27     8       1.7222108156E-005
#    -27     9       2.1101269555E-005
#    -27    10       1.5724628588E-006
#    -27    11       5.5287536657E-006
#    -27    12       3.1447462223E-005
#    -27    13       7.5917741788E-007
#    -27    14       3.8984601807E-005
#    -27    15       9.5163326117E-006
#    -27    16       4.4296383194E-007
#    -27    17       2.7419562678E-006
#    -27    18       4.2555545819E-006
#    -27    19       8.0867689540E-006
#    -27    20       8.3226683457E-006
#    -26     4       3.8348752145E-006
#    -26     5       1.9181228078E-006
#    -26     6       2.5376491313E-005
#    -26     7       3.7706231482E-006
#    -26     8       3.4982169451E-005
#    -26     9       8.3923168355E-006
#    -26    10       1.9050463771E-005
#    -26    11       2.3736858930E-005
#    -26    12       2.0785928037E-005
#    -26    13       1.4110336405E-005
#    -26    14       1.7933595413E-005
#    -26    15       3.3207148439E-005
#    -26    16       2.4610549241E-005
#    -26    17       1.4765504009E-005
#    -26    18       1.9169446267E-005
#    -26    19       2.2406742224E-005
#    -26    20       1.0175373853E-005
#    -26    21       1.5233285306E-006
#    -26    22       2.7868097267E-006
#    -25     2       2.4970305449E-007
#    -25     3       4.4489999272E-006
#    -25     4       1.9763755359E-006
#    -25     5       5.1858578445E-004
#    -25     6       2.8454628218E-005
#    -25     7       2.4196621841E-006
#    -25     8       5.5781474646E-006
#    -25     9       1.5097171100E-005
#    -25    10       8.9020552756E-004
#    -25    11       3.7938518147E-005
#    -25    12       7.2637276606E-005
#    -25    13       4.9320322942E-005
#    -25    14       4.7738285044E-005
#    -25    15       3.9364150181E-004
#    -25    16       8.0068881628E-006
#    -25    17       4.8739107198E-006
#    -25    18       5.2624741373E-005
#    -25    19       1.7554451117E-005
#    -25    20       2.9653093061E-004
#    -25    21       2.6514361225E-005
#    -25    22       1.1105193269E-005
#    -25    23       7.8272637649E-006
#    -24     0       4.7456197424E-007
#    -24     1       2.0945155570E-005
#    -24     2       3.1191866568E-006
#    -24     3       6.1516089318E-006
#    -24     4       7.2780285702E-006
#    -24     5       2.8632153663E-005
#    -24     6       7.8183274347E-005
#    -24     7       2.7319292221E-005
#    -24     8       5.7593635473E-005
#    -24     9       4.0809621081E-005
#    -24    10       9.1062598434E-005
#    -24    11       5.9822733354E-005
#    -24    12       4.0315080106E-005
#    -24    13       1.0349721458E-006
#    -24    14       2.7767071481E-005
#    -24    15       6.0244209572E-005
#    -24    16       1.4832703891E-004
#    -24    17       3.7703054056E-005
#    -24    18       3.7180745008E-005
#    -24    19       2.7226433696E-005
#    -24    20       2.0069494236E-005
#    -24    21       2.6091862045E-005
#    -24    22       1.2716498928E-005
#    -24    23       1.0377024107E-005
#    -24    24       7.6707905035E-006
#    -23    -2       9.2761616033E-006
#    -23    -1       4.0704078136E-006
#    -23     0       1.1954381966E-005
#    -23     1       2.2447688541E-005
#    -23     2       6.1235985677E-005
#    -23     3       6.6473227152E-005
#    -23     4       6.2639078486E-005
#    -23     5       5.9121247156E-005
#    -23     6       1.5746848927E-004
#    -23     7       7.4676978747E-005
#    -23     8       8.5875086078E-005
#    -23     9       6.0771382459E-005
#    -23    10       1.4136884362E-006
#    -23    11       1.4271393572E-004
#    -23    12       8.5010713939E-005
#    -23    13       1.8476542156E-004
#    -23    14       1.1276144910E-004
#    -23    15       3.6296999666E-005
#    -23    16       2.6920260627E-005
#    -23    17       6.7902046972E-006
#    -23    18       1.0484091599E-004
#    -23    19       3.4132212074E-005
#    -23    20       2.4782496031E-005
#    -23    21       2.4660546698E-005
#    -23    22       2.3488459725E-005
#    -23    23       1.0837813216E-005
#    -23    24       7.0258344941E-006
#    -23    25       6.9968111878E-006
#    -22    -4       9.0614889994E-007
#    -22    -3       4.6450793526E-006
#    -22    -2       5.3730414853E-006
#    -22    -1       2.9784626164E-008
#    -22     0       6.2881174172E-005
#    -22     1       5.5252094832E-005
#    -22     2       1.1520739568E-005
#    -22     3       1.0401407386E-004
#    -22     4       4.3799793309E-005
#    -22     5       1.1421301414E-004
#    -22     6       8.1203991268E-005
#    -22     7       5.8170137533E-005
#    -22     8       8.9834101195E-005
#    -22     9       2.1666772026E-004
#    -22    10       1.3813640373E-004
#    -22    11       1.6676418793E-004
#    -22    12       7.4094386871E-005
#    -22    13       2.4375719270E-005
#    -22    14       4.1718206853E-005
#    -22    15       9.1031040816E-005
#    -22    16       4.1754889085E-005
#    -22    17       8.6520589627E-005
#    -22    18       9.7874159351E-005
#    -22    19       4.5172750754E-005
#    -22    20       2.8938505747E-005
#    -22    21       5.2762400433E-005
#    -22    22       1.6376199877E-005
#    -22    23       6.1371046422E-006
#    -22    24       1.0073103981E-005
#    -22    25       4.2224979758E-006
#    -22    26       7.8493073084E-006
#    -21    -5       3.9532611029E-006
#    -21    -4       1.9037866989E-006
#    -21    -3       2.9907731041E-005
#    -21    -2       8.6353866619E-007
#    -21    -1       3.4906137154E-005
#    -21     0       1.7805208810E-006
#    -21     1       2.2629520782E-005
#    -21     2       7.1098072990E-005
#    -21     3       6.6075509669E-005
#    -21     4       1.5174969046E-004
#    -21     5       1.2039943106E-005
#    -21     6       9.4497047438E-005
#    -21     7       4.7957816252E-005
#    -21     8       1.3866672055E-004
#    -21     9       3.5862488833E-005
#    -21    10       3.0198307719E-005
#    -21    11       2.8578716068E-005
#    -21    12       1.7129240811E-004
#    -21    13       1.1630431680E-004
#    -21    14       1.1887971195E-004
#    -21    15       7.8609188399E-005
#    -21    16       1.0857282591E-005
#    -21    17       1.9791527573E-005
#    -21    18       5.4054202204E-005
#    -21    19       1.7426144675E-005
#    -21    20       7.6549024135E-005
#    -21    21       1.2483466234E-005
#    -21    22       1.9174021154E-005
#    -21    23       1.4821022522E-005
#    -21    24       2.0865954064E-005
#    -21    25       2.3017184203E-006
#    -21    26       5.2356433158E-006
#    -20    -7       7.6207990460E-007
#    -20    -6       1.5192240458E-006
#    -20    -5       6.9508851193E-004
#    -20    -4       6.4383457755E-006
#    -20    -3       1.4626033684E-005
#    -20    -2       1.5306626996E-005
#    -20    -1       7.0646554415E-006
#    -20     0       5.6324048529E-003
#    -20     1       5.9462562448E-006
#    -20     2       3.6343415816E-005
#    -20     3       1.1235608769E-004
#    -20     4       7.9297028408E-005
#    -20     5       9.5875936986E-003
#    -20     6       5.0780795815E-005
#    -20     7       1.3067762468E-006
#    -20     8       7.4079536236E-005
#    -20     9       2.1550468744E-004
#    -20    10       6.9224490399E-003
#    -20    11       2.1731940417E-004
#    -20    12       1.7250593846E-005
#    -20    13       2.6940367876E-005
#    -20    14       2.9860035930E-005
#    -20    15       6.7088680008E-003
#    -20    16       1.0668211405E-005
#    -20    17       5.6623155960E-005
#    -20    18       3.8186263300E-005
#    -20    19       2.2375635128E-005
#    -20    20       1.6503718147E-003
#    -20    21       1.6705206833E-005
#    -20    22       3.2049868018E-005
#    -20    23       6.3204286404E-006
#    -20    24       1.4993419543E-005
#    -20    25       2.4632857590E-004
#    -20    26       8.8628725450E-007
#    -20    27       9.2781546389E-006
#    -19    -8       4.7917227783E-007
#    -19    -7       6.7337079304E-006
#    -19    -6       2.0350617919E-006
#    -19    -5       6.9583146200E-006
#    -19    -4       1.9833433055E-005
#    -19    -3       1.9613699657E-005
#    -19    -2       2.3499405102E-005
#    -19    -1       4.7632405684E-005
#    -19     0       3.7368539448E-005
#    -19     1       2.3830705761E-004
#    -19     2       2.5021141005E-005
#    -19     3       2.5574951416E-004
#    -19     4       2.4509586302E-005
#    -19     5       1.0396576823E-004
#    -19     6       2.5243214983E-004
#    -19     7       8.5769161384E-006
#    -19     8       8.4850920106E-005
#    -19     9       2.1774731953E-006
#    -19    10       1.4984601420E-006
#    -19    11       3.0646356790E-005
#    -19    12       1.0101505490E-004
#    -19    13       2.2351041393E-005
#    -19    14       1.6970151236E-004
#    -19    15       5.4619439159E-006
#    -19    16       1.3364081386E-004
#    -19    17       1.2242189220E-004
#    -19    18       4.9009638102E-005
#    -19    19       6.2904020198E-005
#    -19    20       1.0204664580E-005
#    -19    21       2.5005170577E-005
#    -19    22       5.0771910505E-005
#    -19    23       3.0968360423E-005
#    -19    24       1.6399321428E-005
#    -19    25       5.4678688550E-006
#    -19    26       1.4283240494E-005
#    -19    27       3.1567331288E-006
#    -18    -9       1.8480264400E-006
#    -18    -8       8.5216694579E-008
#    -18    -7       7.1881524831E-006
#    -18    -6       1.0698445222E-005
#    -18    -5       6.4192435887E-006
#    -18    -4       5.6664865113E-005
#    -18    -3       5.0032674389E-005
#    -18    -2       4.3051451783E-005
#    -18    -1       1.1292974057E-004
#    -18     0       1.5633620144E-004
#    -18     1       7.0095437756E-005
#    -18     2       3.3230061941E-004
#    -18     3       5.6241464238E-005
#    -18     4       1.9020374818E-004
#    -18     5       8.5264212106E-005
#    -18     6       1.4854289166E-004
#    -18     7       5.3835400331E-005
#    -18     8       1.5189399991E-004
#    -18     9       1.3627570096E-004
#    -18    10       5.5818007144E-005
#    -18    11       9.1793669571E-005
#    -18    12       3.7784422795E-006
#    -18    13       1.2599323502E-004
#    -18    14       4.6860577195E-005
#    -18    15       2.7620089324E-006
#    -18    16       3.5425053270E-004
#    -18    17       8.1834062096E-005
#    -18    18       9.6961222463E-005
#    -18    19       2.6297712062E-005
#    -18    20       2.2283727237E-005
#    -18    21       1.6856710111E-004
#    -18    22       5.5102161581E-005
#    -18    23       1.2767067644E-005
#    -18    24       1.7173980745E-006
#    -18    25       1.7148151649E-006
#    -18    26       1.9189569882E-005
#    -18    27       3.0804392917E-006
#    -17   -10       1.4149913383E-005
#    -17    -9       8.2369618859E-007
#    -17    -8       7.5755559163E-006
#    -17    -7       1.4804296856E-006
#    -17    -6       2.6855046128E-005
#    -17    -5       3.8713637584E-005
#    -17    -4       9.4657163897E-006
#    -17    -3       2.9458743722E-005
#    -17    -2       2.8943177769E-005
#    -17    -1       2.1720934720E-005
#    -17     0       1.6230198589E-004
#    -17     1       6.5671542384E-005
#    -17     2       3.3464277083E-005
#    -17     3       2.9330669565E-004
#    -17     4       2.6325705832E-005
#    -17     5       3.2526022233E-004
