 Diffraction intensities for potential:_5x5_05D10001.in                        
#    -45    11       7.7980997353E-006
#    -45    12       2.6437306437E-005
#    -45    13       3.2493226102E-005
#    -45    14       5.0992843532E-006
#    -45    15       3.4107623856E-004
#    -45    16       3.2274571877E-005
#    -44     7       5.4690236546E-005
#    -44     8       3.8705440947E-005
#    -44     9       8.4550430269E-006
#    -44    10       1.1546198735E-005
#    -44    11       7.2087812413E-006
#    -44    12       1.3306221014E-004
#    -44    13       7.2812063879E-005
#    -44    14       1.6432558451E-005
#    -44    15       1.4139332433E-005
#    -44    16       5.3588327813E-006
#    -44    17       1.4991370658E-004
#    -44    18       4.8754012621E-005
#    -44    19       3.6227086568E-005
#    -44    20       1.3169308754E-005
#    -43     4       1.4623318057E-007
#    -43     5       8.4609041568E-005
#    -43     6       2.1551278720E-005
#    -43     7       7.3924167918E-005
#    -43     8       6.1020366773E-005
#    -43     9       1.6965888467E-005
#    -43    10       9.5499263738E-005
#    -43    11       9.4441983484E-005
#    -43    12       2.0831843925E-004
#    -43    13       8.1740885056E-005
#    -43    14       1.4127715423E-005
#    -43    15       2.0252230749E-004
#    -43    16       9.6986432228E-005
#    -43    17       2.1107428960E-004
#    -43    18       5.2113812311E-005
#    -43    19       1.4374504010E-005
#    -43    20       1.6383677698E-004
#    -43    21       3.5970552995E-005
#    -43    22       9.1956384713E-005
#    -42     2       1.5538137414E-005
#    -42     3       4.2661879134E-005
#    -42     4       3.5677795126E-005
#    -42     5       4.6425262535E-005
#    -42     6       4.7038943765E-006
#    -42     7       3.4806649135E-005
#    -42     8       1.2992556092E-004
#    -42     9       6.5054205783E-005
#    -42    10       1.8159181156E-004
#    -42    11       8.4816269762E-006
#    -42    12       6.2825766779E-005
#    -42    13       2.9725077683E-004
#    -42    14       1.1792932221E-004
#    -42    15       2.5428707695E-004
#    -42    16       1.2340036265E-005
#    -42    17       8.4248943147E-005
#    -42    18       2.9005526837E-004
#    -42    19       1.3844453670E-004
#    -42    20       1.7353760802E-004
#    -42    21       6.7402079846E-006
#    -42    22       4.4725497649E-005
#    -42    23       8.1797008882E-005
#    -41     0       4.2621268176E-006
#    -41     1       2.8014426147E-006
#    -41     2       1.9211495666E-005
#    -41     3       1.2199016181E-004
#    -41     4       3.5981760739E-006
#    -41     5       1.4393095834E-005
#    -41     6       7.4718710139E-006
#    -41     7       5.3493909233E-005
#    -41     8       1.7787766276E-004
#    -41     9       2.5197194753E-005
#    -41    10       6.7750620511E-006
#    -41    11       4.5409539342E-005
#    -41    12       1.1940198598E-004
#    -41    13       3.8350079766E-004
#    -41    14       7.3373441915E-006
#    -41    15       1.4558286040E-005
#    -41    16       3.3669888331E-005
#    -41    17       2.0819949710E-004
#    -41    18       2.7953206587E-004
#    -41    19       3.8440108544E-005
#    -41    20       3.5185179874E-005
#    -41    21       5.0427700558E-005
#    -41    22       1.7652890700E-004
#    -41    23       1.3644771808E-004
#    -41    24       2.3768826795E-007
#    -40    -2       1.5314593621E-005
#    -40    -1       2.7660674569E-006
#    -40     0       3.8966090131E-004
#    -40     1       1.2090435325E-005
#    -40     2       1.8635976447E-005
#    -40     3       2.5044772647E-005
#    -40     4       1.2667586774E-005
#    -40     5       3.1970576228E-004
#    -40     6       1.3260153326E-005
#    -40     7       6.3774350836E-005
#    -40     8       1.1135452544E-004
#    -40     9       2.9961950014E-005
#    -40    10       7.7803707809E-004
#    -40    11       6.3355503695E-005
#    -40    12       1.2502128066E-004
#    -40    13       1.0383435024E-004
#    -40    14       3.2868261013E-005
#    -40    15       1.0101228527E-003
#    -40    16       3.9969114825E-005
#    -40    17       1.1997601001E-004
#    -40    18       2.7873329897E-004
#    -40    19       6.1716531142E-005
#    -40    20       8.1719819169E-004
#    -40    21       6.7548110121E-005
#    -40    22       6.5195727673E-005
#    -40    23       7.7830518364E-005
#    -40    24       1.8218514023E-005
#    -40    25       2.3320445524E-004
#    -39    -4       1.3718199490E-007
#    -39    -3       4.2825335836E-005
#    -39    -2       1.8822395200E-005
#    -39    -1       1.2047101164E-005
#    -39     0       5.7056497565E-006
#    -39     1       6.7350628053E-006
#    -39     2       1.0231896182E-004
#    -39     3       6.7441270100E-005
#    -39     4       2.6997381425E-005
#    -39     5       1.4770811150E-005
#    -39     6       2.3324914845E-005
#    -39     7       1.9769901520E-004
#    -39     8       1.0273088799E-004
#    -39     9       1.6296230956E-005
#    -39    10       1.9364978459E-005
#    -39    11       7.0856071340E-006
#    -39    12       3.6297393549E-004
#    -39    13       2.0408040252E-004
#    -39    14       1.0602980209E-004
#    -39    15       2.2944184674E-005
#    -39    16       4.7910339887E-005
#    -39    17       4.9169680186E-004
#    -39    18       2.1300069762E-004
#    -39    19       4.2760553955E-005
#    -39    20       3.0237959805E-006
#    -39    21       2.5499227299E-005
#    -39    22       2.6093070345E-004
#    -39    23       1.3668020687E-004
#    -39    24       1.1503953418E-004
#    -39    25       8.6612274594E-006
#    -39    26       2.0229742758E-005
#    -38    -5       8.4185789251E-005
#    -38    -4       3.5404969897E-005
#    -38    -3       1.2151781142E-004
#    -38    -2       1.8452319105E-005
#    -38    -1       6.7289279997E-006
#    -38     0       1.2852441684E-004
#    -38     1       4.6580203941E-005
#    -38     2       1.0330500575E-004
#    -38     3       5.9594196153E-005
#    -38     4       1.1799062071E-005
#    -38     5       1.8554897527E-004
#    -38     6       1.0133451738E-004
#    -38     7       2.2107469538E-004
#    -38     8       7.6307876279E-005
#    -38     9       1.6056233386E-005
#    -38    10       3.9625650142E-004
#    -38    11       2.7464941026E-004
#    -38    12       3.7186303644E-004
#    -38    13       2.2072291563E-004
#    -38    14       6.1861135554E-005
#    -38    15       3.3777386613E-004
#    -38    16       1.5008012660E-004
#    -38    17       4.6754952159E-004
#    -38    18       1.6105605140E-004
#    -38    19       5.9239248310E-006
#    -38    20       4.5418659686E-004
#    -38    21       2.2334222889E-004
#    -38    22       4.3531955721E-004
#    -38    23       2.5903866915E-004
#    -38    24       6.1592492795E-005
#    -38    25       2.5484639037E-004
#    -38    26       6.3320052042E-005
#    -37    -7       5.4464639595E-005
#    -37    -6       2.1451683143E-005
#    -37    -5       4.6079774187E-005
#    -37    -4       3.6523293328E-006
#    -37    -3       2.4682374910E-005
#    -37    -2       1.0103355733E-004
#    -37    -1       4.6090818058E-005
#    -37     0       8.3299303359E-005
#    -37     1       5.0224899750E-006
#    -37     2       6.3188159245E-005
#    -37     3       2.0542552121E-004
#    -37     4       1.1341144493E-004
#    -37     5       2.1396862640E-004
#    -37     6       2.3915112522E-005
#    -37     7       1.0655611917E-004
#    -37     8       2.6051248789E-004
#    -37     9       1.1437806098E-004
#    -37    10       3.4799619415E-004
#    -37    11       1.1982368029E-005
#    -37    12       8.8618185810E-005
#    -37    13       3.7380792471E-004
#    -37    14       1.9767359733E-004
#    -37    15       3.3805201695E-004
#    -37    16       4.8304811359E-005
#    -37    17       2.3667939063E-004
#    -37    18       4.5857477639E-004
#    -37    19       2.1476604780E-004
#    -37    20       3.7181443251E-004
#    -37    21       3.1920184872E-006
#    -37    22       1.2724166859E-004
#    -37    23       2.1763711863E-004
#    -37    24       2.2391359957E-004
#    -37    25       1.9924428231E-004
#    -37    26       5.1048208826E-005
#    -37    27       2.1818542683E-005
#    -36    -8       3.8333530281E-005
#    -36    -7       7.3326654216E-005
#    -36    -6       4.6710518278E-006
#    -36    -5       1.4416238443E-005
#    -36    -4       1.2443459195E-005
#    -36    -3       6.6619734339E-005
#    -36    -2       1.0157747113E-004
#    -36    -1       5.0654391895E-006
#    -36     0       1.4302145923E-006
#    -36     1       2.4785695839E-005
#    -36     2       9.0063132637E-005
#    -36     3       3.1024584053E-004
#    -36     4       3.2122074465E-005
#    -36     5       2.2804892699E-005
#    -36     6       2.7659517604E-005
#    -36     7       8.8282478656E-005
#    -36     8       2.7435561254E-004
#    -36     9       1.1614967109E-005
#    -36    10       1.3651499602E-005
#    -36    11       5.4672205769E-005
#    -36    12       1.0147427495E-004
#    -36    13       3.6315505816E-004
#    -36    14       2.2132640656E-005
#    -36    15       3.4988669953E-005
#    -36    16       7.4926426944E-005
#    -36    17       3.1242746452E-004
#    -36    18       2.7326035374E-004
#    -36    19       3.2880568556E-005
#    -36    20       1.0195361733E-005
#    -36    21       8.7573854682E-005
#    -36    22       1.9056636793E-004
#    -36    23       4.1265513249E-004
#    -36    24       7.9009492170E-006
#    -36    25       4.2748045193E-005
#    -36    26       9.4615771452E-007
#    -36    27       1.3332750812E-004
#    -35    -9       8.4095303919E-006
#    -35    -8       6.0887641235E-005
#    -35    -7       3.4659511389E-005
#    -35    -6       7.3054896344E-006
#    -35    -5       3.1797887081E-004
#    -35    -4       2.6728435724E-005
#    -35    -3       5.9227448742E-005
#    -35    -2       6.2607884944E-005
#    -35    -1       2.4761878655E-005
#    -35     0       5.8835266605E-004
#    -35     1       2.4509927347E-005
#    -35     2       2.9072660410E-005
#    -35     3       7.4337180627E-005
#    -35     4       4.5751819710E-005
#    -35     5       3.1962167307E-004
#    -35     6       2.0118001926E-005
#    -35     7       5.6281055122E-005
#    -35     8       1.0126192721E-004
#    -35     9       4.0916657125E-005
#    -35    10       1.0315270981E-003
#    -35    11       5.8130112367E-005
#    -35    12       1.4789628118E-004
#    -35    13       1.0694157736E-004
#    -35    14       6.9506198792E-006
#    -35    15       1.0206712473E-003
#    -35    16       1.5673378301E-005
#    -35    17       6.3666179086E-005
#    -35    18       2.2657851999E-004
#    -35    19       7.4008631609E-005
#    -35    20       9.7053504509E-004
#    -35    21       7.4218856059E-005
#    -35    22       1.3052270989E-004
#    -35    23       4.7557316510E-005
#    -35    24       7.8284153907E-005
#    -35    25       9.1841239453E-004
#    -35    26       5.8941425480E-005
#    -35    27       1.0440131126E-004
#    -34   -11       7.8905266001E-006
#    -34   -10       1.1108137958E-005
#    -34    -9       1.6860633713E-005
#    -34    -8       1.2788602350E-004
#    -34    -7       5.2884299662E-005
#    -34    -6       1.3144387207E-005
#    -34    -5       1.4977134691E-005
#    -34    -4       1.2016822376E-005
#    -34    -3       2.0458293461E-004
#    -34    -2       8.9174703741E-005
#    -34    -1       2.4709492557E-005
#    -34     0       7.0418895368E-006
#    -34     1       3.1663549038E-006
#    -34     2       3.1704445017E-004
#    -34     3       1.4242297022E-004
#    -34     4       3.2170149326E-005
#    -34     5       2.5424843306E-005
#    -34     6       4.7263884620E-005
#    -34     7       1.6267063579E-004
#    -34     8       6.2086036194E-005
#    -34     9       4.1073039417E-005
#    -34    10       4.2677969379E-006
#    -34    11       1.2826827270E-005
#    -34    12       1.4665130256E-004
#    -34    13       1.2761425676E-004
#    -34    14       3.7638017745E-005
#    -34    15       5.8103985039E-005
#    -34    16       1.5585550430E-005
#    -34    17       4.0119936669E-004
#    -34    18       1.3123945541E-004
#    -34    19       5.3244400187E-005
#    -34    20       1.1453691085E-006
#    -34    21       4.0644914254E-005
#    -34    22       3.9512871795E-004
#    -34    23       1.8738969577E-004
#    -34    24       9.7639640501E-005
#    -34    25       7.2291156552E-005
#    -34    26       1.5057862426E-005
#    -34    27       1.0684074954E-004
#    -33   -12       2.6564778901E-005
#    -33   -11       7.2296142938E-006
#    -33   -10       9.3602572784E-005
#    -33    -9       6.3788021937E-005
#    -33    -8       1.7360562596E-004
#    -33    -7       6.2943633587E-005
#    -33    -6       2.3331438739E-005
#    -33    -5       1.8451078853E-004
