 Diffraction intensities for potential:_5x5_03D10001.in                        
#    -45    11       4.7383525579E-006
#    -45    12       1.2048151504E-005
#    -45    13       1.3137186418E-005
#    -45    14       8.6944485158E-005
#    -45    15       9.4050369402E-005
#    -45    16       9.5228417336E-005
#    -44     7       3.8160361014E-005
#    -44     8       8.9964925702E-006
#    -44     9       1.4864083049E-006
#    -44    10       7.4745216541E-006
#    -44    11       9.9630194083E-006
#    -44    12       3.3924523190E-005
#    -44    13       1.7835746466E-005
#    -44    14       1.2322966515E-005
#    -44    15       8.7204655290E-006
#    -44    16       3.7385505650E-005
#    -44    17       3.4386157822E-005
#    -44    18       3.2855520718E-005
#    -44    19       2.1787050116E-006
#    -44    20       8.8448960902E-006
#    -43     4       1.6652667550E-006
#    -43     5       1.6594695889E-005
#    -43     6       3.3448901224E-005
#    -43     7       5.9107196826E-005
#    -43     8       3.4835527115E-005
#    -43     9       1.0095159014E-005
#    -43    10       4.2161415975E-005
#    -43    11       1.1551150447E-004
#    -43    12       1.4388237824E-004
#    -43    13       4.2056547793E-005
#    -43    14       1.3253279296E-005
#    -43    15       4.7913971531E-005
#    -43    16       9.6862024281E-005
#    -43    17       1.0160465486E-004
#    -43    18       9.0042370256E-005
#    -43    19       9.2950917947E-006
#    -43    20       4.7810806350E-005
#    -43    21       6.4682467935E-005
#    -43    22       1.0393891314E-004
#    -42     2       1.6966696637E-005
#    -42     3       5.7669359445E-005
#    -42     4       3.7414327349E-005
#    -42     5       1.5017820383E-005
#    -42     6       3.8162734957E-006
#    -42     7       3.1594560328E-005
#    -42     8       1.0999745964E-004
#    -42     9       1.1710883493E-004
#    -42    10       5.9635138692E-005
#    -42    11       1.0534660673E-005
#    -42    12       5.9542873994E-005
#    -42    13       1.6980214567E-004
#    -42    14       1.3409688426E-004
#    -42    15       6.0734865648E-005
#    -42    16       4.3668744511E-006
#    -42    17       3.7384423949E-005
#    -42    18       1.8334552790E-004
#    -42    19       2.0972706292E-004
#    -42    20       6.5100120231E-005
#    -42    21       1.9433940385E-005
#    -42    22       6.9640601337E-005
#    -42    23       6.5770785407E-005
#    -41     0       3.8190462921E-006
#    -41     1       3.3085087652E-007
#    -41     2       8.2002246216E-006
#    -41     3       3.4946086523E-005
#    -41     4       1.2311552789E-005
#    -41     5       1.3413167069E-006
#    -41     6       5.3262757962E-006
#    -41     7       2.7047562072E-005
#    -41     8       3.5287282109E-005
#    -41     9       3.1896921651E-005
#    -41    10       6.0858979071E-006
#    -41    11       7.4940641673E-006
#    -41    12       5.7372917530E-005
#    -41    13       9.7229713734E-005
#    -41    14       5.9620672642E-005
#    -41    15       8.2017339932E-006
#    -41    16       2.5897027898E-005
#    -41    17       7.6304565722E-005
#    -41    18       9.1095501039E-005
#    -41    19       4.9447124723E-005
#    -41    20       3.2308203103E-005
#    -41    21       8.3654174646E-006
#    -41    22       2.8908062104E-005
#    -41    23       4.9732398614E-005
#    -41    24       3.5102372139E-005
#    -40    -2       6.3285371804E-006
#    -40    -1       1.2302482709E-005
#    -40     0       1.3625313308E-004
#    -40     1       7.9505690959E-005
#    -40     2       2.2322251488E-005
#    -40     3       1.0025576470E-005
#    -40     4       1.0284595710E-004
#    -40     5       1.2357718903E-004
#    -40     6       8.5551976049E-005
#    -40     7       4.4277651428E-005
#    -40     8       3.9231211757E-005
#    -40     9       1.1424242081E-004
#    -40    10       3.0652752100E-004
#    -40    11       1.7742144558E-004
#    -40    12       6.5668285854E-005
#    -40    13       7.1590257205E-005
#    -40    14       2.9206103292E-004
#    -40    15       2.8692976754E-004
#    -40    16       2.2518030154E-004
