 Diffraction intensities for potential:ga5x5_02D10002.in                       
#    -28    13       6.7083256628E-009
#    -28    14       1.9270760943E-007
#    -28    15       1.2883853825E-007
#    -27     7       4.1171386470E-008
#    -27     8       1.2994462485E-007
#    -27     9       2.4625376179E-007
#    -27    10       2.7069903387E-007
#    -27    11       2.7218287120E-007
#    -27    12       2.4781405686E-007
#    -27    13       1.9880958497E-007
#    -27    14       1.4896649802E-007
#    -27    15       5.5088377324E-008
#    -27    16       2.6267289598E-008
#    -27    17       6.1798019224E-009
#    -27    18       3.1327681796E-008
#    -27    19       8.5054668695E-008
#    -27    20       5.1713442601E-008
#    -26     4       1.3421008249E-006
#    -26     5       1.1674810213E-006
#    -26     6       8.8974323187E-007
#    -26     7       9.5995373458E-007
#    -26     8       1.6968286846E-006
#    -26     9       4.0402507433E-007
#    -26    10       1.1205712850E-006
#    -26    11       1.1936991624E-006
#    -26    12       1.0872244037E-006
#    -26    13       5.6922349204E-006
#    -26    14       1.1912204138E-006
#    -26    15       1.1514945906E-006
#    -26    16       1.0064788068E-006
#    -26    17       7.4131814609E-007
#    -26    18       2.9584362596E-006
#    -26    19       8.8824624312E-007
#    -26    20       3.1310619868E-007
#    -26    21       8.7674116397E-008
#    -26    22       1.0752725542E-007
#    -25     2       1.0816762891E-006
#    -25     3       2.3231210494E-006
#    -25     4       2.0160407035E-006
#    -25     5       7.6745833469E-004
#    -25     6       5.7756668813E-007
#    -25     7       3.6090624448E-006
#    -25     8       2.6007516956E-006
#    -25     9       4.6868672098E-006
#    -25    10       8.6024335135E-004
#    -25    11       2.1430205620E-006
#    -25    12       1.8182275426E-006
#    -25    13       1.9608624761E-006
#    -25    14       2.5288351809E-006
#    -25    15       3.7222378473E-004
#    -25    16       5.1021072136E-006
#    -25    17       1.7725706009E-006
#    -25    18       3.3990897442E-006
#    -25    19       1.4813600375E-006
#    -25    20       2.6400215360E-004
#    -25    21       1.0870646353E-006
#    -25    22       3.9324214711E-007
#    -25    23       5.8137926387E-008
#    -24     0       2.5774487797E-007
#    -24     1       4.8696184986E-007
#    -24     2       1.5703691833E-006
#    -24     3       2.9865325093E-006
#    -24     4       3.3437992359E-006
#    -24     5       1.5581317268E-006
#    -24     6       4.1709560628E-007
#    -24     7       2.2037644987E-006
#    -24     8       6.7450875211E-006
#    -24     9       4.7162539858E-006
#    -24    10       5.2954870747E-006
#    -24    11       3.3151099307E-006
#    -24    12       2.1597968078E-006
#    -24    13       3.0489689647E-006
#    -24    14       2.4100806841E-006
#    -24    15       2.8052566968E-006
#    -24    16       3.1451929242E-006
#    -24    17       3.5411120077E-006
#    -24    18       3.8048128260E-006
#    -24    19       3.4669966941E-006
#    -24    20       3.4739423274E-006
#    -24    21       2.4614919832E-006
#    -24    22       1.2836866593E-006
#    -24    23       7.4735518027E-007
#    -24    24       6.9517525605E-008
#    -23    -2       9.5460572353E-007
#    -23    -1       1.9990386590E-006
#    -23     0       1.2907213739E-006
#    -23     1       5.8600378708E-008
#    -23     2       8.8755398634E-007
#    -23     3       4.1474358097E-006
#    -23     4       3.0535817008E-006
#    -23     5       2.1307651022E-006
#    -23     6       6.7066711863E-007
#    -23     7       7.4216257672E-007
#    -23     8       2.4830488157E-006
#    -23     9       3.6300722885E-006
#    -23    10       4.3123789985E-006
#    -23    11       3.5796583761E-006
#    -23    12       2.1139730749E-006
#    -23    13       1.1991044848E-006
