 Diffraction intensities for potential:6x6MoS2_ikbt_4_mu_half10001.in          
#    -34    26       7.5481096235E-007
#    -34    27       9.9579527091E-007
#    -34    28       2.8160491624E-006
#    -34    29       1.5220460296E-006
#    -34    30       1.2861545274E-006
#    -34    31       4.6921376715E-007
#    -34    32       2.6644992643E-007
#    -34    33       5.1379964492E-007
#    -33   -20       1.2985881980E-008
#    -33   -19       3.5304188593E-008
#    -33   -18       1.0181561092E-007
#    -33   -17       2.0747364991E-007
#    -33   -16       3.0877279296E-007
#    -33   -15       5.2564896463E-007
#    -33   -14       6.3490552711E-007
#    -33   -13       5.0213958183E-007
#    -33   -12       2.0063195068E-007
#    -33   -11       6.7081797310E-009
#    -33   -10       3.3599502683E-007
#    -33    -9       1.8595084617E-006
#    -33    -8       6.1221509905E-006
#    -33    -7       1.1534051927E-005
#    -33    -6       1.3983016420E-005
#    -33    -5       1.2647388134E-005
#    -33    -4       8.2107707880E-006
#    -33    -3       2.6011030237E-006
#    -33    -2       5.7997658780E-006
#    -33    -1       1.9298493161E-005
#    -33     0       3.2307804526E-005
#    -33     1       3.8395629039E-005
#    -33     2       3.1071301175E-005
#    -33     3       1.1739167526E-005
#    -33     4       3.5808676598E-006
#    -33     5       1.1973365630E-005
#    -33     6       2.0935106578E-005
#    -33     7       2.4567184389E-005
#    -33     8       1.8308864325E-005
#    -33     9       4.5842326598E-006
#    -33    10       6.2840316495E-006
#    -33    11       1.9562067467E-005
#    -33    12       2.2175915211E-005
#    -33    13       1.9471098779E-005
#    -33    14       2.1152260839E-005
#    -33    15       2.5380757079E-005
#    -33    16       3.0329546606E-005
#    -33    17       2.4498363909E-005
#    -33    18       1.4600834452E-005
#    -33    19       1.0138414799E-005
#    -33    20       9.8948445937E-006
#    -33    21       1.1894531261E-005
#    -33    22       9.2810031150E-006
#    -33    23       2.6209754274E-006
#    -33    24       6.4459861408E-007
#    -33    25       1.8218976672E-006
#    -33    26       3.0427263661E-006
#    -33    27       2.4666795131E-006
#    -33    28       2.8672792404E-006
#    -33    29       1.9013067561E-006
#    -33    30       1.0919459670E-006
#    -33    31       6.5829860371E-007
#    -33    32       6.0463368278E-007
#    -33    33       1.5729594099E-006
#    -32   -21       2.5413774264E-009
#    -32   -20       3.9737267104E-008
#    -32   -19       1.5017277789E-007
#    -32   -18       3.1989797063E-007
#    -32   -17       4.7923870157E-007
#    -32   -16       6.1622412376E-007
#    -32   -15       5.7527517418E-007
#    -32   -14       3.9561994710E-007
#    -32   -13       1.1317841696E-007
#    -32   -12       5.2613810779E-008
#    -32   -11       5.4089343060E-007
#    -32   -10       1.0774514979E-006
#    -32    -9       3.3520809393E-006
#    -32    -8       8.7556281853E-006
#    -32    -7       1.3162468794E-005
#    -32    -6       1.3660662421E-005
#    -32    -5       1.2210479402E-005
#    -32    -4       5.8169490508E-006
#    -32    -3       3.2664778858E-006
#    -32    -2       1.7187813062E-005
#    -32    -1       3.8402727780E-005
#    -32     0       5.4429816650E-005
#    -32     1       6.1121839582E-005
#    -32     2       4.2404288048E-005
#    -32     3       1.7114655325E-005
#    -32     4       1.9396636558E-005
#    -32     5       3.6904274291E-005
#    -32     6       5.2989904194E-005
#    -32     7       6.0548998252E-005
#    -32     8       3.7976518529E-005
#    -32     9       1.2635108124E-005
#    -32    10       1.9003388130E-005
#    -32    11       2.8406029776E-005
#    -32    12       2.9775365123E-005
#    -32    13       3.3217443103E-005
#    -32    14       3.5834498734E-005
#    -32    15       3.8869652699E-005
#    -32    16       3.9760182078E-005
#    -32    17       2.6872514523E-005
#    -32    18       1.7275855404E-005
#    -32    19       1.6144413493E-005
#    -32    20       1.6761273520E-005
#    -32    21       1.4046305253E-005
#    -32    22       5.6983793612E-006
#    -32    23       1.2303937230E-006
#    -32    24       3.0369530102E-006
#    -32    25       4.5194348521E-006
#    -32    26       3.6944806394E-006
#    -32    27       3.6432242974E-006
#    -32    28       3.1575800579E-006
#    -32    29       1.0586958086E-006
#    -32    30       1.4046167554E-006
#    -32    31       8.3249616796E-007
#    -32    32       2.5885098183E-006
#    -32    33       1.3255869902E-006
#    -31   -22       5.5653687811E-009
#    -31   -21       1.3169328446E-008
#    -31   -20       1.7704335415E-007
#    -31   -19       4.0433885850E-007
#    -31   -18       5.6898834243E-007
#    -31   -17       7.5399716633E-007
#    -31   -16       7.5307041810E-007
#    -31   -15       4.8144040538E-007
#    -31   -14       1.2771199758E-007
#    -31   -13       1.0831739095E-007
#    -31   -12       1.3902841417E-006
#    -31   -11       2.7531968595E-006
#    -31   -10       2.6269465087E-006
#    -31    -9       5.5767537098E-006
#    -31    -8       1.1129131323E-005
#    -31    -7       1.3727509203E-005
#    -31    -6       1.6530141647E-005
#    -31    -5       1.4713722377E-005
#    -31    -4       3.0916234021E-006
#    -31    -3       6.1742537117E-006
#    -31    -2       3.1083206558E-005
#    -31    -1       6.1128063018E-005
#    -31     0       9.6041510930E-005
#    -31     1       9.8511979380E-005
#    -31     2       4.8613870492E-005
#    -31     3       2.1324516314E-005
#    -31     4       3.8117342558E-005
#    -31     5       7.7682527826E-005
#    -31     6       1.3372824860E-004
#    -31     7       1.3148073595E-004
#    -31     8       5.5310713523E-005
#    -31     9       2.1279003159E-005
#    -31    10       2.9170550167E-005
#    -31    11       4.7131317777E-005
#    -31    12       7.5631094090E-005
#    -31    13       7.8946376187E-005
#    -31    14       5.6365025293E-005
#    -31    15       5.2088910443E-005
#    -31    16       3.5277129839E-005
#    -31    17       2.6454492582E-005
#    -31    18       3.4031971493E-005
#    -31    19       3.7627285143E-005
#    -31    20       1.8444098419E-005
#    -31    21       1.4123557396E-005
#    -31    22       1.7518215724E-006
#    -31    23       3.3033565608E-006
#    -31    24       1.1788536040E-005
#    -31    25       8.1573196596E-006
#    -31    26       6.1107924651E-006
#    -31    27       5.1369380822E-007
#    -31    28       9.1972754581E-007
#    -31    29       1.8998748941E-006
#    -31    30       3.6086799983E-006
#    -31    31       9.8324051337E-009
#    -31    32       2.1478968675E-006
#    -30   -23       3.9747631579E-009
#    -30   -22       5.3304800645E-009
#    -30   -21       1.1385045754E-007
#    -30   -20       3.1127122850E-007
#    -30   -19       6.5626801497E-007
#    -30   -18       4.4594310786E-006
#    -30   -17       1.0617189336E-006
#    -30   -16       8.4386314881E-007
#    -30   -15       3.1942647871E-007
#    -30   -14       5.7256958338E-008
#    -30   -13       1.4106224841E-006
#    -30   -12       7.6752155855E-005
#    -30   -11       5.3029680684E-006
#    -30   -10       4.7248235522E-006
#    -30    -9       8.3836436146E-006
#    -30    -8       1.1655056592E-005
#    -30    -7       1.7574875967E-005
#    -30    -6       4.8963966093E-004
#    -30    -5       1.5951876558E-005
#    -30    -4       2.5625245949E-007
#    -30    -3       1.1749025778E-005
#    -30    -2       4.2417624990E-005
#    -30    -1       9.8517649272E-005
#    -30     0       1.4947854115E-003
#    -30     1       1.2251229594E-004
#    -30     2       4.0100668917E-005
#    -30     3       1.6964753821E-005
#    -30     4       5.2684909415E-005
#    -30     5       1.4951872518E-004
#    -30     6       3.2892244841E-003
#    -30     7       1.6910604515E-004
#    -30     8       4.9496613349E-005
#    -30     9       1.5120881722E-005
#    -30    10       3.4436757739E-005
#    -30    11       9.8469206594E-005
#    -30    12       3.4160791282E-003
#    -30    13       1.1228554460E-004
#    -30    14       5.4192561463E-005
#    -30    15       3.1768597972E-005
#    -30    16       2.7494184113E-005
#    -30    17       4.8352944460E-005
#    -30    18       1.4772720038E-003
#    -30    19       3.8472741363E-005
#    -30    20       1.2335701280E-005
#    -30    21       1.6004657000E-006
#    -30    22       1.7858897288E-006
#    -30    23       1.4934375659E-005
#    -30    24       4.0676525949E-004
#    -30    25       7.3773888978E-006
#    -30    26       1.6860469241E-006
#    -30    27       5.6303203714E-007
#    -30    28       6.4381987857E-007
#    -30    29       2.5091777611E-006
#    -30    30       1.0561184752E-004
#    -30    31       5.0466908250E-006
#    -30    32       9.9530527292E-007
#    -29   -24       5.1420611670E-009
#    -29   -23       1.2576822605E-008
#    -29   -22       3.2732326887E-008
#    -29   -21       2.5013184721E-007
#    -29   -20       5.1185938383E-007
#    -29   -19       8.3304438482E-007
#    -29   -18       1.2434115380E-006
#    -29   -17       1.2368451507E-006
#    -29   -16       8.7137804177E-007
#    -29   -15       1.5345814129E-007
#    -29   -14       3.8076839738E-007
#    -29   -13       3.5155809696E-006
#    -29   -12       6.9613738043E-006
#    -29   -11       7.3607559761E-006
#    -29   -10       8.8843443700E-006
#    -29    -9       1.0414472653E-005
#    -29    -8       1.1108658237E-005
#    -29    -7       2.1097559149E-005
#    -29    -6       2.7130494333E-005
#    -29    -5       8.5621294045E-006
#    -29    -4       3.5832382217E-006
#    -29    -3       1.7126843700E-005
#    -29    -2       4.8629530845E-005
#    -29    -1       1.2252513364E-004
#    -29     0       1.6645240216E-004
#    -29     1       8.7116982724E-005
#    -29     2       1.8127247300E-005
#    -29     3       6.4512327980E-006
#    -29     4       5.3664989678E-005
#    -29     5       1.7467258261E-004
#    -29     6       2.4063681752E-004
#    -29     7       1.1470953707E-004
#    -29     8       2.6091165486E-005
#    -29     9       6.3100526200E-006
#    -29    10       3.5220600201E-005
#    -29    11       1.2193012296E-004
#    -29    12       1.6903905448E-004
#    -29    13       7.4797004525E-005
#    -29    14       2.4904739277E-005
#    -29    15       1.4842977252E-005
#    -29    16       3.2297340727E-005
#    -29    17       6.0014741879E-005
#    -29    18       4.3306163696E-005
#    -29    19       8.2662555930E-006
#    -29    20       1.1312328832E-006
#    -29    21       1.7265474010E-006
#    -29    22       8.8290555876E-006
#    -29    23       1.4546293830E-005
#    -29    24       6.7967875316E-006
#    -29    25       2.6475622941E-006
#    -29    26       1.6634688969E-007
#    -29    27       6.0404151956E-007
#    -29    28       1.7629034123E-006
#    -29    29       4.3220846523E-006
#    -29    30       4.5214646360E-006
#    -29    31       1.1873868561E-006
#    -29    32       2.1730099819E-007
#    -28   -24       6.2504949426E-010
#    -28   -23       1.5829492083E-008
#    -28   -22       9.7913839032E-008
#    -28   -21       4.1306289278E-007
#    -28   -20       6.8210286084E-007
#    -28   -19       9.5758629109E-007
#    -28   -18       1.3773624054E-006
#    -28   -17       1.3577145567E-006
#    -28   -16       8.9039326518E-007
#    -28   -15       5.9514182508E-008
#    -28   -14       9.1667412155E-007
#    -28   -13       4.7625865756E-006
#    -28   -12       8.9545177081E-006
#    -28   -11       1.2796420418E-005
#    -28   -10       1.5061763564E-005
#    -28    -9       1.1256423198E-005
#    -28    -8       7.0801524613E-006
#    -28    -7       1.1800362015E-005
#    -28    -6       1.2023764777E-005
#    -28    -5       1.1969314964E-005
#    -28    -4       1.9402373651E-005
#    -28    -3       2.1336768546E-005
#    -28    -2       4.0117371720E-005
#    -28    -1       8.7130480738E-005
#    -28     0       8.6667032472E-005
#    -28     1       4.5466691607E-005
#    -28     2       1.6024638102E-005
#    -28     3       1.7035143394E-006
#    -28     4       3.6044594472E-005
#    -28     5       1.1552984847E-004
#    -28     6       1.1611073071E-004
#    -28     7       6.0974272116E-005
#    -28     8       2.8573647547E-005
#    -28     9       1.2488500753E-005
#    -28    10       3.1430610863E-005
#    -28    11       7.5862659576E-005
#    -28    12       6.4963934003E-005
#    -28    13       3.0196799065E-005
#    -28    14       2.1145641134E-005
#    -28    15       2.4267616992E-005
#    -28    16       3.3454194276E-005
#    -28    17       2.5334220203E-005
#    -28    18       3.3038743843E-006
#    -28    19       2.1594409083E-006
#    -28    20       8.1742068612E-006
#    -28    21       1.1973211997E-005
#    -28    22       1.0278683556E-005
#    -28    23       6.3219791023E-006
#    -28    24       1.7849755959E-006
#    -28    25       4.1480581758E-006
#    -28    26       5.7741200441E-006
#    -28    27       4.0137297924E-006
#    -28    28       4.9558958286E-006
#    -28    29       1.9365956937E-006
#    -28    30       1.2042351021E-006
#    -28    31       1.4536842005E-006
#    -28    32       5.8375539508E-009
#    -27   -25       1.1270944486E-008
#    -27   -24       1.6994767194E-008
#    -27   -23       7.7857497701E-008
#    -27   -22       2.6146441345E-007
#    -27   -21       4.7306165431E-007
#    -27   -20       8.1600146779E-007
#    -27   -19       1.1381207564E-006
#    -27   -18       1.4429013036E-006
#    -27   -17       1.3893658582E-006
#    -27   -16       6.1531490992E-007
#    -27   -15       3.5287658069E-008
#    -27   -14       2.3725485039E-006
#    -27   -13       8.0825306040E-006
#    -27   -12       1.4937838400E-005
#    -27   -11       2.0626210718E-005
#    -27   -10       1.9140517495E-005
#    -27    -9       7.8523202393E-006
#    -27    -8       1.1993486855E-006
#    -27    -7       7.4968113892E-006
#    -27    -6       2.0927803492E-005
#    -27    -5       3.6905366384E-005
#    -27    -4       3.8122827280E-005
#    -27    -3       1.6974529653E-005
#    -27    -2       1.8138897452E-005
#    -27    -1       4.5475317425E-005
#    -27     0       5.4810884340E-005
#    -27     1       4.8842575323E-005
#    -27     2       3.3806476339E-005
#    -27     3       9.1003161052E-006
#    -27     4       2.8881039071E-005
#    -27     5       7.4562635865E-005
#    -27     6       8.2094033294E-005
#    -27     7       6.9437604055E-005
#    -27     8       5.8042526520E-005
#    -27     9       4.3539390785E-005
#    -27    10       5.8488122362E-005
#    -27    11       7.1931126371E-005
#    -27    12       5.9791169851E-005
#    -27    13       4.8424599108E-005
#    -27    14       5.1577568288E-005
#    -27    15       5.6053819418E-005
#    -27    16       4.8732309941E-005
#    -27    17       1.6952986825E-005
#    -27    18       9.2474427609E-006
#    -27    19       2.1637466673E-005
#    -27    20       2.4013711323E-005
#    -27    21       1.6592018107E-005
#    -27    22       7.3452709454E-006
#    -27    23       4.4734331726E-006
#    -27    24       8.1028037208E-006
#    -27    25       1.9151484400E-005
#    -27    26       2.1101679963E-005
#    -27    27       1.6132181142E-005
#    -27    28       1.2829161557E-005
#    -27    29       4.1257340820E-006
#    -27    30       1.5372342988E-006
#    -27    31       5.6601811609E-007
#    -26   -26       1.4768817477E-008
#    -26   -25       1.9081883810E-008
#    -26   -24       6.9498955165E-008
#    -26   -23       2.1856791605E-007
#    -26   -22       6.3600597604E-007
#    -26   -21       6.7948168411E-007
#    -26   -20       1.0685514009E-006
#    -26   -19       1.4077103731E-006
#    -26   -18       1.2990960935E-006
#    -26   -17       1.2006481648E-006
#    -26   -16       2.2653292582E-007
#    -26   -15       1.1005325658E-006
#    -26   -14       6.3855577541E-006
#    -26   -13       1.4192658353E-005
#    -26   -12       2.2687931576E-005
#    -26   -11       2.7773740888E-005
#    -26   -10       1.8096675294E-005
#    -26    -9       2.1901769753E-006
#    -26    -8       4.4028290269E-006
#    -26    -7       2.4561698917E-005
#    -26    -6       5.2993637291E-005
#    -26    -5       7.7691422155E-005
#    -26    -4       5.2694990760E-005
#    -26    -3       6.4575912862E-006
#    -26    -2       1.6029543434E-005
#    -26    -1       4.8841131577E-005
#    -26     0       6.7541269437E-005
#    -26     1       8.5464335494E-005
#    -26     2       5.2973764829E-005
#    -26     3       2.3827925906E-005
#    -26     4       6.2513072688E-005
#    -26     5       9.6497005776E-005
#    -26     6       9.6298774420E-005
#    -26     7       1.0396095986E-004
#    -26     8       8.8687155219E-005
#    -26     9       9.3522245197E-005
#    -26    10       1.2521175218E-004
#    -26    11       1.1452862363E-004
#    -26    12       8.9464486726E-005
#    -26    13       9.2340239166E-005
#    -26    14       1.0125301632E-004
#    -26    15       9.1738035972E-005
#    -26    16       6.1948500337E-005
#    -26    17       2.6636585975E-005
#    -26    18       3.6132411340E-005
#    -26    19       5.1246363858E-005
#    -26    20       4.4300496828E-005
#    -26    21       3.0660155750E-005
#    -26    22       1.1213626446E-005
#    -26    23       1.1762294524E-005
#    -26    24       2.9643915360E-005
#    -26    25       3.7164597497E-005
#    -26    26       2.9576736796E-005
#    -26    27       2.0967909928E-005
#    -26    28       1.2160949853E-005
#    -26    29       2.5364859398E-006
#    -26    30       2.8947170973E-006
#    -26    31       5.2055360508E-007
#    -25   -26       3.4451224828E-008
#    -25   -25       6.8166500794E-008
#    -25   -24       2.4891878116E-007
#    -25   -23       4.4316420323E-007
#    -25   -22       6.8762847611E-007
#    -25   -21       9.3260457626E-007
#    -25   -20       1.1850373914E-006
#    -25   -19       1.2432061118E-006
#    -25   -18       1.8287052044E-006
#    -25   -17       1.6205570407E-006
#    -25   -16       6.4965699145E-007
#    -25   -15       4.1038230076E-006
#    -25   -14       1.2557333950E-005
#    -25   -13       2.3380629680E-005
#    -25   -12       3.6576253848E-005
#    -25   -11       3.9119714540E-005
#    -25   -10       1.4306229262E-005
#    -25    -9       1.2214549615E-007
#    -25    -8       1.8306087128E-005
#    -25    -7       6.0554783599E-005
#    -25    -6       1.3374480120E-004
#    -25    -5       1.4953710375E-004
#    -25    -4       5.3675639784E-005
#    -25    -3       1.7089432763E-006
#    -25    -2       3.3802202436E-005
#    -25    -1       8.5449366232E-005
#    -25     0       1.8858683619E-004
#    -25     1       2.0929530080E-004
#    -25     2       7.2085755315E-005
#    -25     3       3.2279235635E-005
#    -25     4       8.8667443504E-005
#    -25     5       1.3202318880E-004
#    -25     6       2.1145434855E-004
#    -25     7       2.1842353777E-004
#    -25     8       1.2760039372E-004
#    -25     9       1.3971913407E-004
#    -25    10       1.5738097107E-004
#    -25    11       1.5593285618E-004
#    -25    12       2.0448513139E-004
#    -25    13       2.0856482405E-004
#    -25    14       1.5496429529E-004
#    -25    15       1.3617429866E-004
#    -25    16       4.3379868036E-005
#    -25    17       4.0543326134E-005
#    -25    18       1.1195942582E-004
#    -25    19       1.2604221509E-004
#    -25    20       4.8227553039E-005
#    -25    21       1.9342943474E-005
#    -25    22       1.4473936894E-005
#    -25    23       3.7031485042E-005
#    -25    24       7.1090812776E-005
#    -25    25       4.1028258786E-005
#    -25    26       4.6491788589E-005
#    -25    27       8.7236826237E-007
#    -25    28       1.4565743598E-005
#    -25    29       3.4887651556E-006
#    -25    30       1.7770097283E-006
#    -25    31       1.3842999299E-006
#    -24   -27       3.3645897153E-008
#    -24   -26       7.2961931037E-008
#    -24   -25       2.0999411307E-007
#    -24   -24       4.4844211638E-006
#    -24   -23       6.8582570077E-007
#    -24   -22       9.5056518928E-007
#    -24   -21       1.1626889813E-006
#    -24   -20       1.5978165189E-006
#    -24   -19       2.2912131397E-006
#    -24   -18       6.7016346842E-005
#    -24   -17       2.0350971053E-006
#    -24   -16       2.5847583056E-006
#    -24   -15       9.6705655926E-006
#    -24   -14       2.0322968621E-005
#    -24   -13       3.7046184686E-005
#    -24   -12       5.1182100408E-004
#    -24   -11       4.2315885669E-005
#    -24   -10       7.1524540687E-006
#    -24    -9       4.5834327052E-006
#    -24    -8       3.7977938221E-005
#    -24    -7       1.3149009621E-004
#    -24    -6       3.2892593115E-003
#    -24    -5       1.7468923905E-004
#    -24    -4       3.6057865897E-005
#    -24    -3       9.1064179863E-006
#    -24    -2       5.2956697015E-005
#    -24    -1       2.0927294119E-004
#    -24     0       1.0131914166E-002
#    -24     1       2.8382183464E-004
#    -24     2       5.1062330402E-005
#    -24     3       2.3560903506E-005
#    -24     4       8.4572643424E-005
#    -24     5       2.4707390929E-004
#    -24     6       1.2418074443E-002
#    -24     7       3.1223809204E-004
#    -24     8       1.4113804462E-004
#    -24     9       1.2224394942E-004
#    -24    10       1.5321870850E-004
#    -24    11       2.8692311163E-004
#    -24    12       9.9047248790E-003
#    -24    13       2.9253736832E-004
#    -24    14       1.4739674406E-004
#    -24    15       6.2571387341E-005
#    -24    16       4.5357519681E-005
#    -24    17       1.1674801474E-004
#    -24    18       2.7073381727E-003
#    -24    19       1.1039753173E-004
#    -24    20       2.8384534918E-005
#    -24    21       5.7360089153E-006
#    -24    22       2.4478347744E-005
#    -24    23       7.4639135780E-005
#    -24    24       1.7143751135E-003
#    -24    25       6.8906229519E-005
#    -24    26       2.8974343577E-005
#    -24    27       1.6512125091E-005
#    -24    28       2.8313907088E-006
#    -24    29       3.0185646939E-006
#    -24    30       1.7917687826E-004
#    -23   -27       7.5915389645E-008
#    -23   -26       9.9078623310E-008
#    -23   -25       2.1894431781E-007
#    -23   -24       4.3000423423E-007
#    -23   -23       7.4989360153E-007
#    -23   -22       1.0436302301E-006
#    -23   -21       1.2381120783E-006
#    -23   -20       1.6156589309E-006
#    -23   -19       3.2355415034E-006
#    -23   -18       3.2762639533E-006
#    -23   -17       2.7690735083E-006
#    -23   -16       8.0885658632E-006
#    -23   -15       1.6336436663E-005
#    -23   -14       2.7193765017E-005
#    -23   -13       4.6594553177E-005
#    -23   -12       5.9414311777E-005
#    -23   -11       2.7048874082E-005
#    -23   -10       6.2829329757E-006
#    -23    -9       1.2638018190E-005
#    -23    -8       5.5316890295E-005
#    -23    -7       1.6910285483E-004
#    -23    -6       2.4064097887E-004
#    -23    -5       1.1554152756E-004
#    -23    -4       2.8902895027E-005
#    -23    -3       2.3837907111E-005
#    -23    -2       7.2067922808E-005
#    -23    -1       2.8379971345E-004
#    -23     0       4.1051041566E-004
#    -23     1       1.6443078779E-004
#    -23     2       1.1420538603E-005
#    -23     3       7.7195088617E-006
#    -23     4       6.9442158392E-005
#    -23     5       3.0125445324E-004
#    -23     6       4.7415732083E-004
#    -23     7       2.1681285624E-004
#    -23     8       8.1468428646E-005
#    -23     9       6.4357395737E-005
#    -23    10       1.3930705143E-004
#    -23    11       3.2624630868E-004
#    -23    12       4.4683579743E-004
#    -23    13       1.7946357040E-004
#    -23    14       6.8088451897E-005
#    -23    15       3.3115201912E-005
#    -23    16       8.7373649250E-005
#    -23    17       1.6345017240E-004
#    -23    18       6.6216832820E-005
#    -23    19       1.4766442150E-005
#    -23    20       2.1177340477E-007
#    -23    21       7.3526729692E-006
#    -23    22       3.5345034391E-005
#    -23    23       6.6577597701E-005
#    -23    24       5.8185807115E-005
#    -23    25       4.8164867840E-005
#    -23    26       1.1936742916E-005
#    -23    27       5.5744643616E-006
#    -23    28       2.2264357849E-007
#    -23    29       2.7926586922E-006
#    -23    30       5.0233344167E-006
#    -22   -28       5.0974152605E-008
#    -22   -27       7.6947527633E-008
#    -22   -26       1.4211667053E-007
#    -22   -25       3.6552955505E-007
#    -22   -24       7.2752808762E-007
#    -22   -23       8.2002569586E-007
#    -22   -22       8.9587495638E-007
#    -22   -21       1.0662847407E-006
#    -22   -20       1.3030870717E-006
#    -22   -19       1.7481123784E-006
#    -22   -18       3.0379192288E-006
#    -22   -17       7.9011974087E-006
#    -22   -16       1.5716820614E-005
#    -22   -15       2.1608896887E-005
#    -22   -14       2.6852154267E-005
#    -22   -13       3.6557146074E-005
#    -22   -12       3.0522484231E-005
#    -22   -11       1.9557701443E-005
#    -22   -10       1.9005298418E-005
#    -22    -9       2.1287789911E-005
#    -22    -8       4.9493247855E-005
#    -22    -7       1.1469552838E-004
#    -22    -6       1.1610563495E-004
#    -22    -5       7.4583544887E-005
#    -22    -4       6.2548386687E-005
#    -22    -3       3.2292673699E-005
#    -22    -2       5.1050813442E-005
#    -22    -1       1.6441454737E-004
#    -22     0       1.5639244714E-004
#    -22     1       7.1970595760E-005
#    -22     2       4.9900811573E-005
#    -22     3       1.5249048185E-005
#    -22     4       3.0150921983E-005
#    -22     5       1.6384650155E-004
#    -22     6       1.6110416374E-004
#    -22     7       7.1157355579E-005
#    -22     8       1.7765726386E-005
#    -22     9       2.7700259840E-005
#    -22    10       1.0021143827E-004
#    -22    11       1.7194972712E-004
#    -22    12       1.0847282565E-004
#    -22    13       3.6088338828E-005
#    -22    14       1.6425579857E-005
#    -22    15       4.1201200918E-005
#    -22    16       7.9723052463E-005
#    -22    17       6.4781720502E-005
#    -22    18       8.2780260835E-006
#    -22    19       8.8223604050E-006
#    -22    20       2.0019915534E-005
#    -22    21       2.8650747828E-005
#    -22    22       2.9089550741E-005
#    -22    23       2.7189975627E-005
#    -22    24       2.7777002192E-005
#    -22    25       5.8072008619E-006
#    -22    26       1.9411152462E-006
#    -22    27       7.9075839339E-007
#    -22    28       1.3034761536E-006
#    -22    29       5.8383745639E-007
#    -21   -28       6.0929911629E-008
#    -21   -27       8.3884637526E-008
#    -21   -26       1.8696992063E-007
#    -21   -25       4.4943276178E-007
#    -21   -24       9.2071980359E-007
#    -21   -23       7.3883193103E-007
#    -21   -22       6.1125884496E-007
#    -21   -21       4.0407145978E-007
#    -21   -20       9.5937596201E-007
#    -21   -19       2.6332536599E-006
#    -21   -18       7.2659169248E-006
#    -21   -17       1.5617570326E-005
#    -21   -16       2.0751378682E-005
#    -21   -15       1.9344002910E-005
#    -21   -14       1.8317044739E-005
#    -21   -13       1.9947824706E-005
#    -21   -12       2.2170231707E-005
#    -21   -11       2.8407139019E-005
#    -21   -10       2.9181845646E-005
#    -21    -9       1.5127607109E-005
#    -21    -8       2.6082619393E-005
#    -21    -7       6.0963183687E-005
#    -21    -6       8.2106737249E-005
#    -21    -5       9.6535977133E-005
#    -21    -4       8.8704216440E-005
#    -21    -3       2.3577068105E-005
#    -21    -2       1.1412778818E-005
#    -21    -1       7.1960707065E-005
#    -21     0       1.0565836049E-004
#    -21     1       1.2567583058E-004
#    -21     2       1.1951099232E-004
#    -21     3       3.8266094843E-005
#    -21     4       4.0870875872E-006
#    -21     5       4.4027741680E-005
#    -21     6       4.0282627033E-005
#    -21     7       1.8182622103E-005
#    -21     8       2.4621441787E-005
#    -21     9       5.3739780013E-005
#    -21    10       9.3064402594E-005
#    -21    11       7.3961100872E-005
#    -21    12       2.8630043116E-005
#    -21    13       1.1049024548E-005
#    -21    14       1.9677614163E-005
#    -21    15       4.2176010852E-005
#    -21    16       4.7110007774E-005
#    -21    17       5.4545409509E-006
#    -21    18       1.5566969990E-005
#    -21    19       5.8514948873E-005
#    -21    20       6.1831423772E-005
#    -21    21       3.2448779032E-005
#    -21    22       1.3338579541E-005
#    -21    23       8.7819035845E-006
#    -21    24       1.8776420931E-006
#    -21    25       2.1796089031E-006
#    -21    26       3.9174258127E-006
#    -21    27       9.3743293131E-006
#    -21    28       2.5270404776E-005
#    -21    29       1.1097741664E-006
#    -20   -29       6.6343482994E-008
#    -20   -28       1.9145748501E-008
#    -20   -27       1.5697040335E-007
#    -20   -26       3.6130561118E-007
#    -20   -25       5.5060001208E-007
#    -20   -24       5.9234527443E-007
#    -20   -23       5.8145700043E-007
#    -20   -22       3.2355716198E-007
#    -20   -21       9.9497624511E-007
#    -20   -20       2.6704951292E-006
#    -20   -19       6.6537245501E-006
#    -20   -18       1.4563227912E-005
#    -20   -17       2.3814625754E-005
#    -20   -16       2.3987858856E-005
#    -20   -15       1.4907600555E-005
#    -20   -14       1.3921102053E-005
#    -20   -13       1.9462665031E-005
#    -20   -12       2.9774660987E-005
#    -20   -11       4.7144854485E-005
#    -20   -10       3.4451036589E-005
#    -20    -9       6.3084900812E-006
#    -20    -8       2.8562862171E-005
#    -20    -7       6.9444985315E-005
#    -20    -6       9.6335555379E-005
#    -20    -5       1.3207014181E-004
#    -20    -4       8.4611098318E-005
#    -20    -3       7.7261179765E-006
#    -20    -2       4.9883473575E-005
#    -20    -1       1.2565879014E-004
#    -20     0       1.7251906055E-004
#    -20     1       2.3199015711E-004
#    -20     2       1.6799437434E-004
#    -20     3       5.5357920243E-005
#    -20     4       3.8976406256E-005
#    -20     5       4.4509086929E-005
#    -20     6       2.7717405606E-005
#    -20     7       3.5256992482E-005
#    -20     8       5.0528436052E-005
#    -20     9       1.2286898153E-004
#    -20    10       1.5267815357E-004
#    -20    11       7.2228341945E-005
#    -20    12       1.5859885626E-005
#    -20    13       1.3059474023E-005
#    -20    14       3.0812819574E-005
#    -20    15       3.8146119264E-005
#    -20    16       1.7445973350E-005
#    -20    17       1.1711362899E-005
#    -20    18       9.0210279396E-005
#    -20    19       1.2857280240E-004
#    -20    20       8.0656995273E-005
#    -20    21       5.4568165615E-005
#    -20    22       1.2794782405E-005
#    -20    23       2.0465384681E-006
