 Diffraction intensities for potential:6x6MoS2_ikbt_4_mu_half10001.in          
#     -5   -28       2.8653455531E-006
#     -5   -27       3.6414980267E-006
#     -5   -26       6.1118343654E-006
#     -5   -25       7.3794650860E-006
#     -5   -24       6.8026747452E-006
#     -5   -23       6.3262332711E-006
#     -5   -22       7.3473597017E-006
#     -5   -21       3.0653218551E-005
#     -5   -20       4.8214173377E-005
#     -5   -19       1.1037305798E-004
#     -5   -18       6.6196572145E-005
#     -5   -17       6.4766019649E-005
#     -5   -16       4.7105600827E-005
#     -5   -15       3.8151960604E-005
#     -5   -14       3.4376489827E-005
#     -5   -13       8.1888552992E-005
#     -5   -12       2.2157332051E-004
#     -5   -11       5.2978150562E-005
#     -5   -10       6.5484966831E-005
#     -5    -9       1.3301126617E-004
#     -5    -8       2.0478528765E-004
#     -5    -7       3.3883059897E-004
#     -5    -6       5.9565377600E-004
#     -5    -5       1.7586408050E-004
#     -5    -4       4.6523037475E-005
#     -5    -3       3.8566918403E-005
#     -5    -2       5.4106250856E-005
#     -5    -1       5.7550421082E-005
#     -5     0       2.9146602824E-004
#     -5     1       1.2679611243E-004
#     -5     2       4.9532969559E-005
#     -5     3       6.4862440583E-005
#     -5     4       4.1239423134E-005
#     -5     5       6.4528047752E-005
#     -5     6       1.7957632541E-004
#     -5     7       8.6219250100E-005
#     -5     8       1.3866345217E-005
#     -5     9       1.9525733079E-005
#     -5    10       2.7940332845E-004
#     -5    11       7.8909001930E-004
#     -5    12       4.6634300712E-004
#     -5    13       3.4612857399E-004
#     -5    14       2.3693288643E-004
#     -5    15       5.1778543597E-005
#     -5    16       1.5021848394E-004
#     -5    17       2.0440218918E-004
#     -5    18       8.4784643294E-004
#     -4   -33       1.6153577487E-007
#     -4   -32       3.7734944955E-007
#     -4   -31       7.0281538380E-007
#     -4   -30       1.2858212894E-006
#     -4   -29       1.9003042698E-006
#     -4   -28       3.1560267165E-006
#     -4   -27       5.1261365639E-007
#     -4   -26       1.6866580069E-006
#     -4   -25       2.6504066740E-006
#     -4   -24       1.7870861290E-006
#     -4   -23       4.4726004439E-006
#     -4   -22       1.1209514903E-005
#     -4   -21       1.9337754788E-005
#     -4   -20       2.8371968356E-005
#     -4   -19       1.4756026364E-005
#     -4   -18       8.2721787860E-006
#     -4   -17       5.4548733747E-006
#     -4   -16       1.7450568271E-005
#     -4   -15       8.6365551647E-005
#     -4   -14       3.3130886765E-005
#     -4   -13       3.2070502312E-005
#     -4   -12       3.3474587845E-006
#     -4   -11       1.0692518188E-005
#     -4   -10       9.7288417644E-005
#     -4    -9       1.9788283668E-004
#     -4    -8       2.6810165283E-004
#     -4    -7       3.4794413300E-004
#     -4    -6       2.1096900798E-004
#     -4    -5       1.0909889026E-004
#     -4    -4       6.5350637458E-005
#     -4    -3       9.0460339191E-005
#     -4    -2       6.9382508400E-005
#     -4    -1       1.2679533220E-004
#     -4     0       1.6407064871E-004
#     -4     1       2.0587825033E-004
#     -4     2       9.4026626949E-005
#     -4     3       4.9829088592E-005
#     -4     4       3.3410013174E-005
#     -4     5       3.8158275146E-005
#     -4     6       5.5126774891E-005
#     -4     7       1.5571586121E-004
#     -4     8       5.5689575082E-005
#     -4     9       2.4136261778E-005
#     -4    10       1.1244036232E-004
#     -4    11       4.1323360042E-004
#     -4    12       3.3008668516E-004
#     -4    13       1.4685578921E-005
#     -4    14       1.4039419661E-004
#     -4    15       4.4236756115E-007
#     -4    16       8.2345712973E-005
#     -4    17       3.0175152267E-004
#     -3   -33       9.0331684860E-008
#     -3   -32       1.3385214796E-007
#     -3   -31       4.6887628147E-007
#     -3   -30       1.0916061351E-006
#     -3   -29       1.0580894748E-006
#     -3   -28       9.1959003514E-007
#     -3   -27       5.6318280848E-007
#     -3   -26       1.6601945592E-007
#     -3   -25       4.1450084491E-006
#     -3   -24       8.0981008060E-006
#     -3   -23       1.1756093036E-005
#     -3   -22       1.4465699876E-005
#     -3   -21       5.7298382166E-006
#     -3   -20       2.1273476855E-007
#     -3   -19       8.8300594918E-006
#     -3   -18       1.5572880823E-005
#     -3   -17       1.1714256423E-005
#     -3   -16       1.2288912560E-006
#     -3   -15       8.5690999683E-006
#     -3   -14       4.0483096479E-005
#     -3   -13       7.8148296799E-005
#     -3   -12       4.9733809034E-005
#     -3   -11       4.0664859294E-005
#     -3   -10       6.8567740565E-005
#     -3    -9       1.9108717762E-004
#     -3    -8       2.3632496929E-004
#     -3    -7       2.6752796724E-004
#     -3    -6       9.3643223497E-005
#     -3    -5       5.9466008338E-005
#     -3    -4       8.9981931026E-005
#     -3    -3       8.0191912309E-005
#     -3    -2       4.9528189862E-005
#     -3    -1       2.0588331540E-004
#     -3     0       1.6420468225E-004
#     -3     1       1.0010914744E-004
#     -3     2       7.7210498419E-005
#     -3     3       6.8778820946E-005
#     -3     4       2.4006890661E-005
#     -3     5       2.3185921710E-005
#     -3     6       5.1296413298E-005
#     -3     7       1.3545454552E-004
#     -3     8       5.8164925755E-005
#     -3     9       5.4587724199E-006
#     -3    10       4.2453692138E-005
#     -3    11       6.7138040125E-005
#     -3    12       1.4454624815E-004
#     -3    13       8.7149164485E-005
#     -3    14       1.4499644549E-005
#     -3    15       3.1549996224E-006
#     -3    16       6.2611576527E-006
#     -2   -33       6.9317071021E-008
#     -2   -32       2.6627919304E-007
#     -2   -31       6.5828433733E-007
#     -2   -30       1.4047064765E-006
#     -2   -29       1.9006635587E-006
#     -2   -28       6.4410719621E-007
#     -2   -27       6.0329716858E-007
#     -2   -26       5.7716922444E-006
#     -2   -25       1.9144206682E-005
#     -2   -24       2.9634649236E-005
#     -2   -23       3.7021332505E-005
#     -2   -22       2.4469515425E-005
#     -2   -21       7.3535712724E-006
#     -2   -20       2.0031433629E-005
#     -2   -19       5.8525949804E-005
#     -2   -18       9.0208405370E-005
#     -2   -17       1.0615581477E-004
#     -2   -16       5.3002378455E-005
#     -2   -15       1.3711207791E-005
#     -2   -14       6.5923618085E-005
#     -2   -13       1.2101598536E-004
#     -2   -12       1.1560603586E-004
#     -2   -11       5.8818893589E-005
#     -2   -10       7.5667970265E-005
#     -2    -9       9.9544472871E-005
#     -2    -8       9.6465170313E-005
#     -2    -7       5.7500396352E-005
#     -2    -6       4.0087636254E-005
#     -2    -5       1.1157689332E-004
#     -2    -4       5.3892117234E-005
#     -2    -3       6.4854709854E-005
#     -2    -2       9.4025445556E-005
#     -2    -1       1.0011241348E-004
#     -2     0       3.8733699537E-005
#     -2     1       3.0710118507E-005
#     -2     2       2.7378673285E-005
#     -2     3       6.5013304151E-005
#     -2     4       2.4196753603E-005
#     -2     5       1.6007115142E-005
#     -2     6       1.0226054941E-004
#     -2     7       2.8065461793E-005
#     -2     8       1.4524737329E-004
#     -2     9       4.5186813780E-005
#     -2    10       1.4082434426E-005
#     -2    11       2.4548691972E-005
#     -2    12       6.7315475531E-005
#     -2    13       1.1247176191E-004
#     -2    14       1.7493262445E-004
#     -1   -33       5.1350335196E-007
#     -1   -32       6.0463062300E-007
#     -1   -31       8.3303000156E-007
#     -1   -30       3.6093255487E-006
#     -1   -29       2.5107679213E-006
#     -1   -28       1.7630410746E-006
#     -1   -27       4.0120297481E-006
#     -1   -26       2.1096492689E-005
#     -1   -25       3.7155766777E-005
#     -1   -24       7.1083196036E-005
#     -1   -23       7.4629847792E-005
#     -1   -22       3.5343587142E-005
#     -1   -21       2.8662304581E-005
#     -1   -20       6.1845670179E-005
#     -1   -19       1.2857061455E-004
#     -1   -18       3.1061456904E-004
#     -1   -17       2.8686224183E-004
#     -1   -16       1.3794968473E-004
#     -1   -15       3.4966009855E-005
#     -1   -14       9.8310288007E-005
#     -1   -13       1.4876984090E-004
#     -1   -12       3.5940543865E-004
#     -1   -11       2.2037466073E-004
#     -1   -10       1.6030844882E-004
#     -1    -9       1.0058382026E-004
#     -1    -8       8.5424810592E-005
#     -1    -7       7.8086687404E-005
#     -1    -6       3.0787939242E-005
#     -1    -5       7.1751105183E-005
#     -1    -4       4.1230177465E-005
#     -1    -3       4.9827471374E-005
#     -1    -2       7.7215869035E-005
#     -1    -1       3.0711044394E-005
#     -1     0       1.4786028918E-005
#     -1     1       8.7477675142E-005
#     -1     2       8.0826097476E-005
#     -1     3       3.9891706391E-005
#     -1     4       4.3744145162E-005
#     -1     5       2.4506205871E-005
#     -1     6       2.0755106971E-004
#     -1     7       3.3308414324E-005
#     -1     8       2.4223975800E-005
#     -1     9       5.2233560558E-005
#     -1    10       5.9732755044E-005
#     -1    11       7.0559639798E-005
#     -1    12       3.5740638447E-004
#     -1    13       1.6566909697E-005
#      0   -33       1.5735358935E-006
#      0   -32       2.5891717335E-006
#      0   -31       9.8769895775E-009
#      0   -30       1.0560206511E-004
#      0   -29       4.3227797214E-006
#      0   -28       4.9561580672E-006
#      0   -27       1.6128982166E-005
#      0   -26       2.9569512814E-005
#      0   -25       4.1021641910E-005
#      0   -24       1.7144412125E-003
#      0   -23       6.6572028270E-005
#      0   -22       2.9094243173E-005
#      0   -21       3.2459689808E-005
#      0   -20       8.0665499088E-005
#      0   -19       3.2707053933E-004
#      0   -18       1.2355094856E-002
#      0   -17       3.4858243665E-004
#      0   -16       7.2998144019E-005
#      0   -15       5.5201631321E-005
#      0   -14       1.5115679137E-004
#      0   -13       2.6207643797E-004
#      0   -12       1.6049579916E-002
#      0   -11       3.1965866000E-004
#      0   -10       1.7426856741E-004
#      0    -9       1.2988511869E-004
#      0    -8       4.0172912172E-005
#      0    -7       4.8326692889E-005
#      0    -6       4.4361314321E-003
#      0    -5       6.4515265691E-005
#      0    -4       3.3408102890E-005
#      0    -3       6.8786287710E-005
#      0    -2       2.7381295658E-005
#      0    -1       8.7475755098E-005
#      0     0       6.6838030677E-002
#      0     1       1.3726731936E-004
#      0     2       3.3140405766E-005
#      0     3       4.7384804333E-005
#      0     4       1.5860918818E-004
#      0     5       1.0872085002E-004
#      0     6       1.3022324444E-002
#      0     7       6.3463730910E-005
#      0     8       2.8299378867E-005
#      0     9       2.6227087698E-004
#      0    10       1.8513159424E-004
#      0    11       6.5830150770E-004
#      0    12       1.6483863562E-002
#      1   -33       1.3257794065E-006
#      1   -32       2.1483948051E-006
#      1   -31       5.0467754199E-006
#      1   -30       4.5198082433E-006
#      1   -29       1.9365337431E-006
#      1   -28       1.2826557743E-005
#      1   -27       2.0964013625E-005
#      1   -26       4.6484870604E-005
#      1   -25       6.8897766049E-005
#      1   -24       5.8188887159E-005
#      1   -23       2.7190634949E-005
#      1   -22       1.3342450914E-005
#      1   -21       5.4578736822E-005
#      1   -20       1.1478949209E-004
#      1   -19       3.0678125649E-004
#      1   -18       1.2060577628E-004
#      1   -17       8.6252719030E-005
#      1   -16       3.3284636273E-005
#      1   -15       1.0855049710E-004
#      1   -14       1.4399881453E-004
#      1   -13       2.4263093133E-004
#      1   -12       2.6931913673E-004
#      1   -11       1.8417022626E-004
#      1   -10       8.3869767169E-005
#      1    -9       4.3507577748E-005
#      1    -8       1.0379972244E-004
#      1    -7       1.4397297102E-004
#      1    -6       1.7955592593E-004
#      1    -5       3.8149991225E-005
#      1    -4       2.4011375848E-005
#      1    -3       6.5018482135E-005
#      1    -2       8.0829475760E-005
#      1    -1       1.3726587322E-004
#      1     0       4.6712507778E-004
#      1     1       1.5734641464E-006
#      1     2       2.6590832792E-004
#      1     3       2.4250599131E-004
#      1     4       1.9168728409E-004
#      1     5       4.4628962375E-005
#      1     6       5.3033508855E-004
#      1     7       3.4259760092E-005
#      1     8       5.1593923630E-004
#      1     9       1.2259186444E-004
#      1    10       1.4163533603E-004
#      1    11       3.4085428599E-005
#      2   -32       9.9562914254E-007
#      2   -31       1.1878085031E-006
#      2   -30       1.2050896726E-006
#      2   -29       4.1250882352E-006
#      2   -28       1.2158685224E-005
#      2   -27       8.7138164089E-007
#      2   -26       2.8969213847E-005
#      2   -25       4.8162155450E-005
#      2   -24       2.7775358185E-005
#      2   -23       8.7841095494E-006
#      2   -22       1.2799781558E-005
#      2   -21       6.6045266541E-006
#      2   -20       7.0602670339E-005
#      2   -19       5.9160166615E-005
#      2   -18       3.0315312346E-005
#      2   -17       1.3912431484E-005
#      2   -16       4.6855621122E-005
#      2   -15       1.6231799669E-004
#      2   -14       7.9258251156E-005
#      2   -13       3.9311116520E-005
#      2   -12       1.9973392547E-005
#      2   -11       1.4554691789E-005
#      2   -10       1.7034328747E-005
#      2    -9       4.4128647896E-006
#      2    -8       5.8273522628E-005
#      2    -7       8.6210784956E-005
#      2    -6       5.5118786840E-005
#      2    -5       2.3184260176E-005
#      2    -4       2.4199460905E-005
#      2    -3       3.9894766613E-005
#      2    -2       3.3142311245E-005
#      2    -1       1.5731707421E-006
#      2     0       6.4913124278E-005
#      2     1       3.9341260203E-004
#      2     2       3.1764692041E-004
#      2     3       2.6577404660E-004
#      2     4       1.7084563697E-004
#      2     5       2.9277022920E-005
#      2     6       1.1680152504E-004
#      2     7       7.6421760200E-004
#      2     8       1.6468723899E-004
#      2     9       3.0514738621E-005
#      2    10       9.4149597155E-005
#      3   -32       2.1741557594E-007
#      3   -31       1.4532297172E-006
#      3   -30       1.5368607395E-006
#      3   -29       2.5356360068E-006
#      3   -28       1.4562966470E-005
#      3   -27       1.6508252773E-005
#      3   -26       1.1934489956E-005
#      3   -25       5.8067939505E-006
#      3   -24       1.8783456060E-006
#      3   -23       2.0485283620E-006
#      3   -22       5.3154110476E-006
#      3   -21       7.9665489029E-006
#      3   -20       6.0273358454E-007
#      3   -19       1.5535917279E-005
#      3   -18       3.0757539594E-005
#      3   -17       5.0663919092E-005
#      3   -16       5.3376671356E-005
#      3   -15       8.6863886310E-006
#      3   -14       3.8724551536E-005
#      3   -13       9.7601197141E-005
#      3   -12       9.2120454316E-005
#      3   -11       7.8084992015E-005
#      3   -10       2.7152556503E-005
#      3    -9       2.2843081501E-005
#      3    -8       1.3863881007E-005
#      3    -7       1.5571286306E-004
#      3    -6       5.1291556382E-005
#      3    -5       1.6005761905E-005
#      3    -4       4.3745480595E-005
#      3    -3       4.7385533757E-005
#      3    -2       2.6591585983E-004
#      3    -1       3.9340906702E-004
#      3     0       4.0449950023E-004
#      3     1       3.3402935685E-004
#      3     2       2.8743511814E-004
#      3     3       1.6540630572E-004
#      3     4       2.4237576288E-004
#      3     5       2.8292158340E-004
#      3     6       3.7206740798E-004
#      3     7       1.6628185764E-004
#      3     8       1.7270136911E-004
#      4   -32       5.8795608199E-009
#      4   -31       5.6585365261E-007
#      4   -30       2.8941723765E-006
#      4   -29       3.4872514191E-006
#      4   -28       2.8297922483E-006
#      4   -27       5.5723955199E-006
#      4   -26       1.9401338784E-006
#      4   -25       2.1795979600E-006
#      4   -24       3.3841879510E-006
#      4   -23       6.1962049398E-006
#      4   -22       4.6677500757E-007
#      4   -21       8.0140506889E-006
#      4   -20       4.1289705995E-005
#      4   -19       1.0192566002E-004
#      4   -18       1.3901031504E-004
#      4   -17       1.4541903461E-004
#      4   -16       6.7383413397E-005
#      4   -15       2.0137993856E-006
#      4   -14       5.7148723646E-005
#      4   -13       1.7627555080E-004
#      4   -12       2.7630196989E-004
#      4   -11       3.4182998616E-004
#      4   -10       1.6104301175E-004
#      4    -9       1.9528474431E-005
#      4    -8       5.5689947610E-005
#      4    -7       1.3544939529E-004
#      4    -6       1.0225826096E-004
#      4    -5       2.4507642433E-005
#      4    -4       1.5861404026E-004
#      4    -3       2.4251476992E-004
#      4    -2       3.1765178863E-004
#      4    -1       3.3403582649E-004
#      4     0       3.1766013088E-004
#      4     1       9.6110596255E-004
#      4     2       1.2319045820E-004
#      4     3       1.0750015789E-004
#      4     4       2.1571845165E-004
#      4     5       1.5389899335E-004
#      4     6       1.9752101631E-004
#      4     7       3.8334835011E-005
#      5   -31       5.2039802461E-007
#      5   -30       1.7769981214E-006
#      5   -29       3.0175713674E-006
#      5   -28       2.2310952116E-007
#      5   -27       7.9020596411E-007
#      5   -26       3.9178935775E-006
#      5   -25       9.1306973219E-006
#      5   -24       1.8596599516E-005
#      5   -23       2.8635226415E-005
#      5   -22       1.9316393492E-005
#      5   -21       7.9321271650E-005
#      5   -20       1.3788680391E-004
#      5   -19       2.0077122932E-004
#      5   -18       3.3322369589E-004
#      5   -17       2.9899520942E-004
#      5   -16       1.2337642285E-004
#      5   -15       2.4331802729E-005
#      5   -14       1.8755242514E-004
#      5   -13       3.6595407381E-004
#      5   -12       8.7988597746E-004
#      5   -11       5.1441131161E-004
#      5   -10       2.7940636342E-004
#      5    -9       2.4137720999E-005
#      5    -8       5.8166162006E-005
#      5    -7       2.8065667968E-005
#      5    -6       2.0755470405E-004
#      5    -5       1.0872324494E-004
#      5    -4       1.9169345903E-004
#      5    -3       2.6578467691E-004
#      5    -2       2.8743916295E-004
#      5    -1       9.6110370192E-004
#      5     0       2.7857566469E-004
#      5     1       5.7144191621E-004
#      5     2       3.1448912370E-004
#      5     3       7.2537277568E-005
#      5     4       4.8784356770E-005
#      5     5       1.8974648593E-004
#      5     6       7.1124456222E-004
#      6   -31       1.3846883454E-006
#      6   -30       1.7918953431E-004
#      6   -29       2.7936612051E-006
#      6   -28       1.3040969980E-006
#      6   -27       9.3753301268E-006
#      6   -26       8.6860967264E-006
#      6   -25       2.4307113399E-006
#      6   -24       1.9789971542E-003
#      6   -23       2.4881335305E-005
#      6   -22       5.3584938249E-005
#      6   -21       1.1509724821E-004
#      6   -20       1.2615987772E-004
#      6   -19       5.1839644292E-004
#      6   -18       2.2721821168E-002
#      6   -17       4.3362512886E-004
#      6   -16       5.4435474266E-005
#      6   -15       1.0931900109E-004
#      6   -14       2.2724339879E-004
#      6   -13       7.2027960284E-004
#      6   -12       7.4205726525E-002
#      6   -11       7.8909770077E-004
#      6   -10       1.1244004355E-004
#      6    -9       5.4593980179E-006
#      6    -8       1.4524962697E-004
#      6    -7       3.3310662853E-005
#      6    -6       1.3022342860E-002
#      6    -5       4.4633691964E-005
#      6    -4       1.7085190274E-004
#      6    -3       1.6541099882E-004
#      6    -2       1.2319229997E-004
#      6    -1       5.7143533279E-004
#      6     0       9.4012273527E-002
#      6     1       5.4381093524E-004
#      6     2       9.3730557079E-005
#      6     3       1.3600004710E-004
#      6     4       6.3947581068E-005
#      7   -30       5.0220221253E-006
#      7   -29       5.8350432166E-007
#      7   -28       2.5270807003E-005
#      7   -27       9.4450582437E-006
#      7   -26       2.5231515544E-005
#      7   -25       4.7556798068E-005
#      7   -24       1.1526207135E-004
#      7   -23       1.2350902901E-005
#      7   -22       3.7323897340E-005
#      7   -21       1.5202798907E-004
#      7   -20       2.4117902256E-004
#      7   -19       4.3255464697E-004
#      7   -18       1.4578750638E-004
#      7   -17       7.1028841441E-005
#      7   -16       4.4090025530E-006
#      7   -15       1.5974468241E-004
#      7   -14       3.6526556074E-004
#      7   -13       8.0684527516E-004
#      7   -12       4.6635050433E-004
#      7   -11       4.1322914070E-004
#      7   -10       4.2454299643E-005
#      7    -9       4.5188775185E-005
#      7    -8       2.4224158222E-005
#      7    -7       6.3461695465E-005
#      7    -6       5.3029591350E-004
#      7    -5       2.9277721529E-005
#      7    -4       2.4238069466E-004
#      7    -3       1.0749947625E-004
#      7    -2       3.1449204845E-004
#      7    -1       5.4381372970E-004
#      7     0       1.0342747087E-003
#      7     1       4.8550051917E-004
#      7     2       4.2961451312E-005
#      8   -29       1.1103132056E-006
#      8   -28       6.1203075894E-006
#      8   -27       2.2384389379E-005
#      8   -26       1.4617216670E-005
#      8   -25       5.9947652959E-005
#      8   -24       3.1710542633E-005
#      8   -23       1.7227072070E-005
#      8   -22       4.0457927564E-005
#      8   -21       1.7191861294E-006
#      8   -20       2.7624184026E-004
#      8   -19       2.6971502157E-004
#      8   -18       2.5171514739E-004
#      8   -17       5.7338153278E-005
#      8   -16       4.6569636986E-006
#      8   -15       2.6801198218E-004
#      8   -14       3.5459963330E-004
#      8   -13       3.4612446675E-004
#      8   -12       3.3008237988E-004
#      8   -11       6.7134548114E-005
#      8   -10       1.4082099047E-005
#      8    -9       5.2236473924E-005
#      8    -8       2.8299352195E-005
#      8    -7       3.4258888580E-005
#      8    -6       1.1680120777E-004
#      8    -5       2.8292866317E-004
#      8    -4       2.1571998652E-004
#      8    -3       7.2540374771E-005
#      8    -2       9.3731502075E-005
#      8    -1       4.8550477591E-004
#      8     0       4.3554391242E-004
#      8     1       6.5399112680E-005
#      9   -28       1.5714571970E-005
#      9   -27       3.1147716807E-005
#      9   -26       2.3645201274E-005
#      9   -25       3.0439654661E-005
#      9   -24       2.4170154667E-005
#      9   -23       3.6348161422E-005
#      9   -22       7.8564961451E-005
#      9   -21       1.4725250674E-004
#      9   -20       9.9935695078E-005
#      9   -19       1.4526933188E-004
#      9   -18       1.4192717011E-004
#      9   -17       5.1335533922E-005
#      9   -16       7.5393097029E-006
#      9   -15       1.8252921556E-005
#      9   -14       2.3692194355E-004
#      9   -13       1.4680784178E-005
#      9   -12       1.4454180781E-004
#      9   -11       2.4547465985E-005
#      9   -10       5.9732466236E-005
#      9    -9       2.6226437255E-004
#      9    -8       5.1595756261E-004
#      9    -7       7.6419570656E-004
#      9    -6       3.7205882111E-004
#      9    -5       1.5389778878E-004
#      9    -4       4.8783558760E-005
#      9    -3       1.3600031257E-004
#      9    -2       4.2961078242E-005
#      9    -1       6.5394702256E-005
#     10   -27       1.9386053379E-005
#     10   -26       2.3241506408E-005
#     10   -25       5.1566941167E-006
#     10   -24       5.4962632292E-005
#     10   -23       6.8995828269E-005
#     10   -22       9.3016224130E-005
#     10   -21       1.1624251856E-004
#     10   -20       1.9236765470E-004
#     10   -19       2.4344946227E-004
#     10   -18       2.0500401991E-004
#     10   -17       1.8702094895E-004
#     10   -16       1.0689732247E-004
#     10   -15       5.1773833421E-005
#     10   -14       1.4038615356E-004
#     10   -13       8.7145958952E-005
#     10   -12       6.7314236295E-005
#     10   -11       7.0560074045E-005
#     10   -10       1.8513190937E-004
#     10    -9       1.2259018205E-004
#     10    -8       1.6468355900E-004
#     10    -7       1.6627417041E-004
#     10    -6       1.9751641066E-004
#     10    -5       1.8974692324E-004
#     10    -4       6.3945157045E-005
#     11   -25       3.8737116823E-005
#     11   -24       9.9561414954E-005
#     11   -23       1.4930396014E-004
#     11   -22       8.9755623308E-005
#     11   -21       8.1475958755E-005
#     11   -20       1.4386685736E-004
#     11   -19       1.9328738035E-004
#     11   -18       4.3118429804E-004
#     11   -17       6.0130119155E-004
#     11   -16       1.5022561545E-004
#     11   -15       4.4208418522E-007
#     11   -14       1.4497466098E-005
#     11   -13       1.1246993050E-004
#     11   -12       3.5741698570E-004
#     11   -11       6.5830161358E-004
#     11   -10       1.4163586961E-004
#     11    -9       3.0515849352E-005
#     11    -8       1.7269860404E-004
#     11    -7       3.8333202320E-005
#     11    -6       7.1124212733E-004
#     12   -23       8.5961422450E-005
#     12   -22       4.6673430400E-005
#     12   -21       3.4523781837E-005
#     12   -20       9.3043333591E-005
#     12   -19       2.1290860843E-004
#     12   -18       2.2129339313E-002
#     12   -17       2.0440590508E-004
#     12   -16       8.2349746230E-005
#     12   -15       3.1558408295E-006
#     12   -14       1.7493243535E-004
#     12   -13       1.6566338060E-005
#     12   -12       1.6483770968E-002
#     12   -11       3.4085356396E-005
#     12   -10       9.4150707347E-005
#     13   -18       8.4785975175E-004
#     13   -17       3.0174916384E-004
#     13   -16       6.2597262465E-006
