 Diffraction intensities for potential:ga5x5_10D10002.in                       
#    -28    13       2.2466357932E-006
#    -28    14       2.5946079378E-005
#    -28    15       1.7886543439E-005
#    -27     7       9.1165014232E-005
#    -27     8       1.5724674796E-005
#    -27     9       3.7589859817E-005
#    -27    10       1.1767299515E-005
#    -27    11       3.3734007179E-005
#    -27    12       4.0546219035E-005
#    -27    13       6.2696377983E-005
#    -27    14       5.2625855144E-005
#    -27    15       2.3647054094E-005
#    -27    16       8.1700007407E-006
#    -27    17       2.4088560727E-005
#    -27    18       6.1105346849E-005
#    -27    19       2.3346124523E-005
#    -27    20       3.1479608716E-005
#    -26     4       3.0677274010E-005
#    -26     5       1.2349153746E-004
#    -26     6       7.8778209532E-006
#    -26     7       5.9498832258E-005
#    -26     8       3.1212458136E-005
#    -26     9       3.5530874024E-005
#    -26    10       1.7653409689E-004
#    -26    11       6.7189513788E-006
#    -26    12       8.3777890477E-005
#    -26    13       5.2338237207E-005
#    -26    14       6.3649518791E-006
#    -26    15       9.5787237498E-005
#    -26    16       2.9666166062E-005
#    -26    17       4.9927967527E-006
#    -26    18       2.3311317662E-005
#    -26    19       7.2509941133E-006
#    -26    20       5.4061945207E-005
#    -26    21       2.1063975603E-005
#    -26    22       2.1027108897E-005
#    -25     2       4.2577833960E-005
#    -25     3       8.9752670531E-005
#    -25     4       8.0430421791E-005
#    -25     5       1.0465176952E-004
#    -25     6       2.4806054900E-005
#    -25     7       3.6914928825E-005
#    -25     8       1.1368241338E-004
#    -25     9       6.6413195004E-006
#    -25    10       7.1115766115E-004
#    -25    11       2.3021750535E-004
#    -25    12       1.3367877775E-004
#    -25    13       7.0877897457E-006
#    -25    14       1.0363013887E-005
#    -25    15       2.3363563602E-004
#    -25    16       9.1659036929E-005
#    -25    17       1.0662971332E-005
#    -25    18       1.7673711257E-004
#    -25    19       3.1742662194E-005
#    -25    20       3.0326798061E-004
#    -25    21       7.4248257770E-005
#    -25    22       5.7668484417E-006
#    -25    23       8.4876060567E-005
#    -24     0       2.6796601826E-005
#    -24     1       4.4342996067E-004
#    -24     2       5.8920499161E-005
#    -24     3       9.5262255148E-005
#    -24     4       1.4325847945E-004
#    -24     5       4.6360782416E-005
#    -24     6       1.4924087762E-004
#    -24     7       1.0959795903E-005
#    -24     8       1.3194031381E-004
#    -24     9       2.5643930488E-007
#    -24    10       2.2812917328E-005
#    -24    11       4.9380211032E-006
#    -24    12       2.7521152796E-005
#    -24    13       7.1400414436E-005
#    -24    14       1.0917904297E-004
#    -24    15       2.5062718755E-005
#    -24    16       1.8469380442E-005
#    -24    17       2.7199278274E-004
#    -24    18       2.0098806680E-004
#    -24    19       1.1603094754E-004
#    -24    20       3.2309280992E-005
#    -24    21       7.7930527644E-006
#    -24    22       3.0913276365E-005
#    -24    23       1.0510943272E-004
#    -24    24       9.3619142153E-005
#    -23    -2       4.7628704396E-005
#    -23    -1       5.0039457979E-005
#    -23     0       7.7747190527E-005
#    -23     1       2.5740586886E-004
#    -23     2       3.8793019046E-004
#    -23     3       1.4516181210E-004
#    -23     4       3.6871819060E-005
#    -23     5       4.6213797866E-005
#    -23     6       2.1456451604E-004
#    -23     7       1.5456602968E-005
#    -23     8       1.1691822198E-005
#    -23     9       7.5471172581E-005
#    -23    10       1.3292014928E-005
#    -23    11       1.9306162338E-004
#    -23    12       9.2215673126E-005
#    -23    13       8.6318635020E-005
#    -23    14       5.8016091222E-004
#    -23    15       1.4214853796E-005
#    -23    16       1.2621866516E-004
#    -23    17       9.2444963469E-005
#    -23    18       6.2385959676E-005
#    -23    19       4.2561593185E-005
#    -23    20       6.3775300163E-005
#    -23    21       2.5571566532E-005
#    -23    22       6.9826987044E-006
#    -23    23       2.2407394192E-005
#    -23    24       5.9934846386E-005
#    -23    25       4.0517165765E-005
#    -22    -4       6.9236603813E-005
#    -22    -3       3.1492528292E-005
#    -22    -2       2.1950312505E-005
#    -22    -1       3.7069122731E-004
#    -22     0       8.9163610402E-005
#    -22     1       5.0177805965E-005
#    -22     2       7.5395363745E-005
#    -22     3       1.1022352723E-004
#    -22     4       1.8661973882E-004
#    -22     5       1.8400065700E-004
#    -22     6       1.5554700970E-004
#    -22     7       1.0285917079E-004
#    -22     8       1.2424996314E-004
#    -22     9       8.0621813534E-005
#    -22    10       7.7386943422E-005
#    -22    11       3.2010444614E-005
#    -22    12       2.3549117196E-004
#    -22    13       7.5244667747E-005
#    -22    14       9.4573910472E-006
#    -22    15       3.5310378036E-006
#    -22    16       3.9400615638E-005
#    -22    17       3.1837797835E-005
#    -22    18       3.3347129950E-005
#    -22    19       4.7769757430E-006
#    -22    20       2.3701176399E-004
#    -22    21       1.6218896679E-007
#    -22    22       1.9596356228E-004
#    -22    23       2.9878356530E-005
#    -22    24       3.1624431437E-005
#    -22    25       4.0025147716E-005
#    -22    26       1.0436787796E-005
#    -21    -5       2.0090390662E-005
#    -21    -4       6.4069125850E-005
#    -21    -3       1.0477573495E-004
#    -21    -2       7.7419885370E-005
#    -21    -1       7.5705480938E-005
#    -21     0       1.9616494431E-004
#    -21     1       3.9436532878E-007
#    -21     2       5.2003107042E-004
#    -21     3       6.4631975479E-005
#    -21     4       1.3832492008E-005
#    -21     5       1.1961683007E-004
#    -21     6       5.5155492142E-005
#    -21     7       7.2357345722E-005
#    -21     8       1.4126970716E-004
#    -21     9       2.1403089270E-004
#    -21    10       5.9908616604E-007
#    -21    11       3.8958204543E-005
#    -21    12       1.4644698554E-004
#    -21    13       2.7799584710E-004
#    -21    14       5.7357724274E-005
#    -21    15       8.7306648707E-005
#    -21    16       1.0135626668E-004
#    -21    17       2.1354617142E-005
#    -21    18       2.4313401135E-004
#    -21    19       8.2793926288E-005
#    -21    20       1.4513440574E-004
#    -21    21       6.3924580851E-005
#    -21    22       1.7009740299E-004
#    -21    23       1.0934515013E-004
#    -21    24       6.2882522884E-005
#    -21    25       7.8185606842E-005
#    -21    26       3.2607472655E-005
#    -20    -7       6.6644169230E-005
#    -20    -6       5.3354080785E-006
#    -20    -5       4.6603065025E-004
#    -20    -4       2.9857689057E-005
#    -20    -3       1.9080511156E-004
#    -20    -2       2.6891263941E-004
#    -20    -1       3.1447454225E-005
#    -20     0       7.3626404842E-003
#    -20     1       6.5006649919E-005
#    -20     2       1.4065921497E-004
#    -20     3       3.1947442169E-004
#    -20     4       2.2035467425E-005
#    -20     5       1.0510352101E-002
#    -20     6       5.0260175470E-006
#    -20     7       6.9537358019E-005
#    -20     8       2.7651160636E-005
#    -20     9       1.0774413021E-004
#    -20    10       6.1724551442E-003
#    -20    11       2.6925547718E-006
#    -20    12       1.1319181379E-005
#    -20    13       3.3528773392E-004
#    -20    14       7.0548698512E-005
#    -20    15       5.8386281407E-003
#    -20    16       1.8013510519E-006
#    -20    17       1.3435338987E-004
#    -20    18       3.6753441744E-004
#    -20    19       7.7855272300E-005
#    -20    20       1.4745162027E-003
#    -20    21       4.5803484881E-005
#    -20    22       5.7613365193E-005
#    -20    23       7.9544983486E-005
#    -20    24       9.1389358051E-005
#    -20    25       5.0774824153E-004
#    -20    26       3.7971243946E-005
#    -20    27       3.5460027844E-005
#    -19    -8       2.1594481063E-005
#    -19    -7       5.0585591627E-005
#    -19    -6       1.1602394157E-005
#    -19    -5       1.5388216760E-004
#    -19    -4       1.3551630273E-004
#    -19    -3       2.3759542981E-005
#    -19    -2       3.2431861464E-004
#    -19    -1       1.1590241622E-004
#    -19     0       7.6400313482E-004
#    -19     1       1.5154755430E-004
#    -19     2       4.3496529549E-004
#    -19     3       4.0778082895E-004
#    -19     4       3.8282329197E-005
#    -19     5       2.4378559806E-004
#    -19     6       2.5838770258E-004
#    -19     7       5.3193621366E-005
#    -19     8       3.0462690403E-004
#    -19     9       9.0443606141E-005
#    -19    10       3.0591503435E-004
#    -19    11       7.5166990309E-005
#    -19    12       9.2342466097E-006
#    -19    13       1.4759852204E-004
#    -19    14       1.4823236723E-004
#    -19    15       3.4489817393E-004
#    -19    16       2.6103805050E-005
#    -19    17       1.2937015794E-005
#    -19    18       2.0004869184E-004
#    -19    19       1.8631007203E-005
#    -19    20       2.8817289219E-004
#    -19    21       5.0182342951E-005
#    -19    22       7.0626615844E-005
#    -19    23       5.5454429356E-006
#    -19    24       3.3704744089E-004
#    -19    25       2.1040802378E-005
#    -19    26       1.5636223080E-004
#    -19    27       5.1780563477E-005
#    -18    -9       3.5127046721E-006
#    -18    -8       1.4980893499E-004
#    -18    -7       9.7469744652E-005
#    -18    -6       1.2357912344E-004
#    -18    -5       2.2496762038E-005
#    -18    -4       1.3772667826E-004
#    -18    -3       2.4194558917E-004
#    -18    -2       5.8531638152E-005
#    -18    -1       6.1368415969E-004
#    -18     0       3.0509256806E-005
#    -18     1       3.2511286662E-004
#    -18     2       1.9400759786E-006
#    -18     3       8.2113086363E-004
#    -18     4       4.3678399310E-004
#    -18     5       2.0012620791E-004
#    -18     6       4.2638928451E-004
#    -18     7       1.0832875856E-005
#    -18     8       2.6014150894E-004
#    -18     9       9.3303303523E-005
#    -18    10       3.1499348347E-004
#    -18    11       1.4097822385E-004
#    -18    12       1.3775083221E-004
#    -18    13       2.5293946139E-004
#    -18    14       1.7136585012E-004
#    -18    15       1.5554713890E-004
#    -18    16       1.4197316622E-004
#    -18    17       1.1359621384E-004
#    -18    18       3.9249700881E-005
#    -18    19       7.0953215512E-005
#    -18    20       2.9528046684E-004
#    -18    21       9.3972762388E-006
#    -18    22       2.2550137587E-005
#    -18    23       1.8652204784E-004
#    -18    24       7.4662188631E-005
#    -18    25       1.3467669205E-004
#    -18    26       3.0197902679E-005
#    -18    27       1.8968931172E-005
#    -17   -10       9.7804137883E-006
#    -17    -9       5.7606711167E-005
#    -17    -8       6.1021662761E-005
#    -17    -7       5.8397585006E-006
#    -17    -6       4.8139620123E-004
#    -17    -5       5.1592503074E-005
#    -17    -4       2.7493776807E-005
#    -17    -3       3.6691649071E-004
#    -17    -2       1.7251733896E-005
#    -17    -1       1.1206143177E-004
#    -17     0       2.2143265623E-005
#    -17     1       9.8341085192E-005
#    -17     2       6.7753477072E-004
#    -17     3       2.5917535005E-004
#    -17     4       4.1057584248E-005
#    -17     5       1.6446519286E-004
#    -17     6       2.4401052410E-004
#    -17     7       2.2536009716E-005
#    -17     8       6.9072929256E-005
#    -17     9       1.0930637194E-004
#    -17    10       4.2067909653E-005
#    -17    11       3.8229700207E-004
#    -17    12       7.7660615498E-005
#    -17    13       4.3405313715E-004
#    -17    14       2.3772670950E-004
#    -17    15       1.4273018845E-004
#    -17    16       3.2124548301E-005
#    -17    17       3.8295959584E-005
#    -17    18       7.7513409570E-005
#    -17    19       3.6545916816E-004
#    -17    20       6.9531805887E-005
#    -17    21       4.5088141526E-005
#    -17    22       3.1755174134E-004
#    -17    23       1.4298088878E-004
#    -17    24       5.5647021892E-005
#    -17    25       4.3273123076E-005
#    -17    26       1.0731105095E-005
#    -17    27       4.4695029745E-005
#    -16   -11       1.1617715060E-004
#    -16   -10       6.8982002809E-005
#    -16    -9       2.4116813394E-004
#    -16    -8       1.3002481692E-004
#    -16    -7       1.3105976605E-004
#    -16    -6       2.5817318175E-005
#    -16    -5       4.1271328993E-005
#    -16    -4       2.1556763460E-004
#    -16    -3       6.6982776595E-004
#    -16    -2       2.4396374940E-004
#    -16    -1       1.0918769763E-004
#    -16     0       3.4025050407E-004
#    -16     1       1.6078191761E-005
#    -16     2       4.1374427890E-004
#    -16     3       2.3427764111E-004
#    -16     4       4.6316128879E-005
#    -16     5       3.9907163732E-004
#    -16     6       1.3092657179E-004
#    -16     7       5.2324068398E-005
#    -16     8       1.1614719329E-004
#    -16     9       8.1346230798E-005
#    -16    10       1.1713882056E-004
#    -16    11       3.0130690191E-005
#    -16    12       4.3312643431E-006
#    -16    13       3.5274764544E-004
#    -16    14       5.6746216443E-005
#    -16    15       4.9551830900E-004
#    -16    16       1.2114290227E-004
#    -16    17       4.9330668774E-006
#    -16    18       2.6381733237E-004
#    -16    19       7.1686396403E-004
#    -16    20       2.2582784072E-005
#    -16    21       5.6986184475E-005
#    -16    22       1.8363407641E-005
#    -16    23       1.1677137071E-004
#    -16    24       1.3654484672E-004
#    -16    25       2.6387531982E-004
#    -16    26       4.0223612655E-005
#    -16    27       3.6171108288E-005
#    -15   -13       3.7957018361E-005
#    -15   -12       1.9970746269E-004
#    -15   -11       1.5040399059E-005
#    -15   -10       8.7557963158E-004
#    -15    -9       1.8358673126E-005
#    -15    -8       6.9262317670E-005
#    -15    -7       8.2690082016E-006
#    -15    -6       1.3217399919E-004
#    -15    -5       9.6190935097E-003
#    -15    -4       6.7720662575E-006
#    -15    -3       9.2881529405E-005
#    -15    -2       1.1287777165E-005
#    -15    -1       1.3330126863E-004
#    -15     0       3.5489990241E-002
#    -15     1       1.3588369389E-005
#    -15     2       1.1021042833E-004
#    -15     3       2.2320406504E-004
#    -15     4       1.6659772541E-005
#    -15     5       1.5125694953E-002
#    -15     6       5.9995254399E-005
#    -15     7       1.0537267496E-004
#    -15     8       1.3421272146E-004
#    -15     9       9.0100230740E-006
#    -15    10       1.3218740773E-002
#    -15    11       6.7383682261E-005
#    -15    12       1.4741561597E-004
#    -15    13       2.3582743158E-004
#    -15    14       3.0371698102E-005
#    -15    15       1.8141012361E-002
#    -15    16       2.2254059748E-004
#    -15    17       1.3348516867E-005
#    -15    18       3.8280604525E-005
#    -15    19       6.8558490039E-005
#    -15    20       4.2947579911E-003
#    -15    21       1.2349051593E-004
#    -15    22       5.6228795747E-005
#    -15    23       1.2805694839E-004
#    -15    24       4.1832261330E-005
#    -15    25       4.5141958588E-004
#    -15    26       5.6487865816E-005
#    -15    27       1.2263552612E-004
#    -15    28       3.1877266305E-005
#    -14   -14       3.5254769336E-006
#    -14   -13       1.5663835794E-004
#    -14   -12       2.9727123995E-005
#    -14   -11       1.0025163981E-005
#    -14   -10       2.1963950538E-004
#    -14    -9       1.0458063658E-004
#    -14    -8       4.9032369256E-004
#    -14    -7       1.9190569878E-004
#    -14    -6       5.2288298180E-006
#    -14    -5       1.2218640143E-004
#    -14    -4       2.1914250872E-004
#    -14    -3       2.0119762236E-004
#    -14    -2       2.0285369020E-004
#    -14    -1       8.1030409493E-005
#    -14     0       2.8969238061E-004
#    -14     1       1.3620460194E-005
#    -14     2       6.7586786523E-004
#    -14     3       6.4926343478E-004
#    -14     4       3.0003109510E-004
#    -14     5       1.0670896120E-004
#    -14     6       1.2423324143E-004
#    -14     7       2.6903377869E-004
#    -14     8       1.6970764506E-004
#    -14     9       1.7811672524E-005
#    -14    10       8.5240655207E-004
#    -14    11       4.2280244870E-004
#    -14    12       1.0346635854E-004
#    -14    13       2.5733606402E-004
#    -14    14       7.8985181726E-005
#    -14    15       1.9494088220E-004
#    -14    16       4.5640670639E-005
#    -14    17       1.2243018580E-004
#    -14    18       4.8347417807E-005
#    -14    19       8.7215999202E-005
#    -14    20       1.1134310928E-004
#    -14    21       1.5266991056E-005
#    -14    22       1.6332267406E-004
#    -14    23       2.6155619588E-004
#    -14    24       1.4990091190E-005
#    -14    25       6.2439944294E-005
#    -14    26       1.8147203432E-004
#    -14    27       5.3835420467E-005
#    -14    28       2.2725959915E-006
#    -13   -15       1.1445870470E-005
#    -13   -14       1.2021328785E-004
#    -13   -13       1.3596172589E-004
#    -13   -12       2.1953392808E-004
#    -13   -11       5.3816347220E-004
#    -13   -10       7.0861708579E-006
#    -13    -9       1.0420091870E-004
#    -13    -8       7.8094748465E-005
#    -13    -7       3.3218494182E-004
#    -13    -6       1.7123431818E-004
#    -13    -5       4.9428353471E-005
#    -13    -4       3.3224948136E-004
#    -13    -3       4.0681319606E-005
#    -13    -2       8.3952120329E-005
#    -13    -1       3.6919657774E-004
#    -13     0       3.3541565185E-004
#    -13     1       1.3076629693E-004
#    -13     2       2.7986122119E-004
#    -13     3       7.7489634681E-004
#    -13     4       2.9317164478E-004
#    -13     5       1.2358872433E-004
#    -13     6       1.6219896270E-004
#    -13     7       6.0782316562E-005
#    -13     8       2.7649155122E-006
#    -13     9       5.0789813318E-004
#    -13    10       4.2028977390E-004
#    -13    11       4.2618429569E-004
#    -13    12       1.2098093048E-004
#    -13    13       1.6749365171E-004
#    -13    14       2.5740130152E-004
#    -13    15       4.1614801921E-004
#    -13    16       7.0686971428E-005
