 Diffraction intensities for potential:gv5x5_06D10006.in                       
#    -28    13       6.0788716275E-008
#    -28    14       6.4130551522E-005
#    -28    15       2.3793437746E-005
#    -27     7       4.5714969168E-005
#    -27     8       1.3424284789E-005
#    -27     9       3.9489787399E-006
#    -27    10       1.1381219901E-005
#    -27    11       1.2305446188E-005
#    -27    12       5.5075751425E-006
#    -27    13       1.4345398630E-006
#    -27    14       4.6047439786E-006
#    -27    15       1.3738285954E-005
#    -27    16       3.1969742183E-006
#    -27    17       1.8388106703E-006
#    -27    18       3.7455416022E-006
#    -27    19       1.7305201922E-006
#    -27    20       3.3619615208E-005
#    -26     4       1.4280115090E-006
#    -26     5       2.1077173327E-005
#    -26     6       2.0629462539E-005
#    -26     7       5.6700261665E-006
#    -26     8       1.1017972702E-005
#    -26     9       7.9704276132E-007
#    -26    10       2.3618429667E-005
#    -26    11       1.2292089721E-005
#    -26    12       2.4823328577E-005
#    -26    13       1.8365747771E-006
#    -26    14       2.4320112051E-005
#    -26    15       2.1293456823E-006
#    -26    16       5.3046800616E-006
#    -26    17       3.8310346646E-007
#    -26    18       2.6220263680E-005
#    -26    19       4.1058262636E-006
#    -26    20       1.1981587164E-005
#    -26    21       7.9712270016E-006
#    -26    22       3.1268291525E-006
#    -25     2       8.0059908262E-006
#    -25     3       6.5715671227E-005
#    -25     4       3.7330322674E-006
#    -25     5       9.1439301875E-004
#    -25     6       4.4451360465E-005
#    -25     7       5.6765277270E-006
#    -25     8       1.8209636288E-005
#    -25     9       6.2917370090E-006
#    -25    10       7.2182506299E-004
#    -25    11       1.5220143891E-005
#    -25    12       2.1491348671E-005
#    -25    13       2.0566488224E-005
#    -25    14       5.1801284063E-005
#    -25    15       3.0241075229E-004
#    -25    16       3.4286846768E-005
#    -25    17       2.4999024248E-005
#    -25    18       1.6394798991E-005
#    -25    19       2.5055779613E-005
#    -25    20       2.5713945544E-004
#    -25    21       7.4757081684E-006
#    -25    22       7.8041610883E-006
#    -25    23       6.3950625970E-006
#    -24     0       4.0257493157E-007
#    -24     1       8.5981605841E-005
#    -24     2       5.6368383589E-005
#    -24     3       5.9945291529E-006
#    -24     4       3.8315657812E-005
#    -24     5       2.9814794304E-006
#    -24     6       6.4481741061E-006
#    -24     7       3.3492554964E-006
#    -24     8       5.9361272000E-005
#    -24     9       4.2731673962E-005
#    -24    10       2.4282342117E-006
#    -24    11       4.0271781391E-005
#    -24    12       1.2316343108E-004
#    -24    13       1.7287304959E-005
#    -24    14       3.4164378813E-005
#    -24    15       1.6873584138E-006
#    -24    16       1.3753412403E-004
#    -24    17       5.5962473590E-005
#    -24    18       9.6176577542E-007
#    -24    19       1.4840589252E-005
#    -24    20       1.7123840112E-005
#    -24    21       1.9291865892E-005
#    -24    22       3.5832212822E-006
#    -24    23       9.3678930386E-006
#    -24    24       9.1201679026E-006
#    -23    -2       4.2501516129E-006
#    -23    -1       8.7984897294E-005
#    -23     0       3.0301404347E-005
#    -23     1       2.4457400521E-005
#    -23     2       5.5018758143E-005
#    -23     3       1.4772010943E-005
#    -23     4       6.3745000789E-005
#    -23     5       1.4454932348E-004
#    -23     6       1.1645123395E-006
#    -23     7       8.4765705541E-005
#    -23     8       1.0920691883E-005
#    -23     9       4.8342760922E-006
#    -23    10       1.2861739253E-005
#    -23    11       1.8386488345E-005
#    -23    12       4.1916338649E-005
#    -23    13       2.4950875415E-005
#    -23    14       4.0661586470E-005
#    -23    15       1.7757273686E-004
#    -23    16       8.2349783834E-006
#    -23    17       9.8888238418E-005
#    -23    18       2.8057282263E-005
#    -23    19       3.4717918732E-006
#    -23    20       3.3006694051E-005
#    -23    21       3.7926991725E-006
#    -23    22       3.0504492339E-005
#    -23    23       8.1247052184E-006
#    -23    24       1.6433924633E-006
#    -23    25       6.4380548493E-006
#    -22    -4       4.7821699802E-006
#    -22    -3       5.1793958827E-005
#    -22    -2       1.2023058254E-004
#    -22    -1       5.0603683225E-005
#    -22     0       2.0803448197E-004
#    -22     1       1.4934999465E-005
#    -22     2       6.8544598356E-005
#    -22     3       7.3929364648E-005
#    -22     4       2.7372499455E-006
#    -22     5       2.5701259192E-005
#    -22     6       5.2353300048E-005
#    -22     7       5.3774754736E-005
#    -22     8       3.9207361695E-005
#    -22     9       5.2491720460E-005
#    -22    10       6.4075692895E-005
#    -22    11       1.0016449635E-004
#    -22    12       3.6850982097E-006
#    -22    13       4.0374435635E-006
#    -22    14       1.7072499051E-006
#    -22    15       3.6659178042E-005
#    -22    16       1.1379115547E-004
#    -22    17       2.9855071861E-005
#    -22    18       7.7367254694E-005
#    -22    19       9.0724516987E-007
#    -22    20       3.5884752970E-005
