 Diffraction intensities for potential:restest_32_1010001.in                   
#    -39    18       1.2913756489E-005
#    -39    19       2.7649147880E-005
#    -39    20       3.5301126327E-005
#    -39    21       7.1796119640E-005
#    -39    22       2.8873355674E-005
#    -39    23       4.2287321748E-005
#    -39    24       2.2228137744E-005
#    -39    25       1.1496758623E-005
#    -39    26       1.3015786342E-005
#    -38    -5       2.3151104989E-006
#    -38    -4       3.8447619984E-006
#    -38    -3       3.2482741627E-006
#    -38    -2       1.9841757791E-006
#    -38    -1       1.3938849289E-006
#    -38     0       2.9891294979E-006
#    -38     1       1.6380541067E-006
#    -38     2       9.5944647682E-007
#    -38     3       8.7873376693E-006
#    -38     4       1.3727425917E-005
#    -38     5       1.6259441400E-005
#    -38     6       1.7870209288E-005
#    -38     7       2.5057121563E-005
#    -38     8       4.0581882068E-005
#    -38     9       3.2781928446E-005
#    -38    10       3.6341431947E-005
#    -38    11       5.6924788533E-005
#    -38    12       5.5297507817E-005
#    -38    13       6.6522188169E-005
#    -38    14       4.4686777272E-005
#    -38    15       4.6530995909E-005
#    -38    16       2.8577618646E-005
#    -38    17       1.6055898072E-005
#    -38    18       1.3618742279E-005
#    -38    19       2.7034303850E-005
#    -38    20       3.9502822899E-005
#    -38    21       3.9186045412E-005
#    -38    22       5.6352069762E-005
#    -38    23       5.6139611732E-005
#    -38    24       5.9999351840E-005
#    -38    25       1.5832965167E-005
#    -38    26       1.4928618578E-005
#    -37    -7       1.0381832688E-005
#    -37    -6       1.9858854915E-006
#    -37    -5       7.0334817115E-006
#    -37    -4       1.6115582029E-005
#    -37    -3       5.7262235970E-007
#    -37    -2       2.3556258735E-006
#    -37    -1       1.6312742151E-006
#    -37     0       4.4444524567E-006
#    -37     1       5.2357413309E-007
#    -37     2       5.7516649032E-006
#    -37     3       1.2544984218E-005
#    -37     4       1.7368904890E-005
#    -37     5       2.2774204884E-005
#    -37     6       1.6435137715E-005
#    -37     7       3.0825368714E-005
#    -37     8       3.5529668330E-005
#    -37     9       3.0306451351E-005
#    -37    10       4.4429681672E-005
#    -37    11       5.4007226629E-005
#    -37    12       5.9378152116E-005
#    -37    13       6.6607355928E-005
#    -37    14       7.9258662801E-005
#    -37    15       5.7427856456E-005
#    -37    16       4.5545678963E-005
#    -37    17       3.1824302717E-005
#    -37    18       1.6916818827E-005
#    -37    19       4.0486325010E-005
#    -37    20       5.3976149791E-005
#    -37    21       5.2054041404E-005
#    -37    22       6.0646728600E-005
#    -37    23       6.1344391753E-005
#    -37    24       4.4561227052E-005
#    -37    25       3.6706923989E-005
#    -37    26       1.0752232989E-005
#    -37    27       6.9835128431E-006
#    -36    -8       9.7698360121E-006
#    -36    -7       4.8430329197E-006
#    -36    -6       1.0025309723E-005
#    -36    -5       5.4536649143E-006
#    -36    -4       2.6441362484E-006
#    -36    -3       2.4572702187E-007
#    -36    -2       9.5733105607E-007
#    -36    -1       5.2352355902E-007
#    -36     0       8.8613067833E-006
#    -36     1       3.8440194945E-006
#    -36     2       8.9084715850E-006
#    -36     3       1.0061659408E-005
#    -36     4       2.8719033383E-005
#    -36     5       2.3568001191E-005
#    -36     6       2.8040485503E-005
#    -36     7       2.4977570746E-005
#    -36     8       2.9557602231E-005
#    -36     9       5.9082182532E-005
#    -36    10       6.4622561949E-005
#    -36    11       4.3674756936E-005
#    -36    12       6.3365290670E-005
#    -36    13       5.2232901087E-005
#    -36    14       6.8420967294E-005
#    -36    15       7.3049929719E-005
#    -36    16       2.8348305983E-005
#    -36    17       3.5554374880E-005
#    -36    18       2.0542515861E-005
#    -36    19       4.3254694958E-005
#    -36    20       6.8838969116E-005
#    -36    21       3.2371874382E-005
#    -36    22       4.2062335540E-005
#    -36    23       4.4402624167E-005
#    -36    24       5.2220467406E-005
#    -36    25       5.9351939429E-005
#    -36    26       5.5501021807E-005
#    -36    27       4.5276855000E-006
#    -35    -9       7.5946714411E-006
#    -35    -8       1.6847808163E-005
#    -35    -7       7.2469463953E-006
#    -35    -6       4.6597122367E-006
#    -35    -5       4.3208043234E-006
#    -35    -4       2.2381454208E-006
#    -35    -3       8.7186738629E-006
#    -35    -2       5.7015901881E-006
#    -35    -1       3.8241564337E-006
#    -35     0       1.4722774711E-005
#    -35     1       3.7004252320E-006
#    -35     2       1.7825617272E-005
#    -35     3       1.7271970224E-005
#    -35     4       2.4350825443E-005
#    -35     5       4.2746780802E-005
#    -35     6       2.0725871491E-005
#    -35     7       2.7056657466E-005
#    -35     8       2.4104052534E-005
#    -35     9       1.7780799093E-005
#    -35    10       1.9393457022E-005
#    -35    11       3.1658311660E-005
#    -35    12       4.0696194256E-005
#    -35    13       2.8338510130E-005
#    -35    14       4.1978321241E-005
#    -35    15       2.5810769152E-005
#    -35    16       2.7486986277E-005
#    -35    17       1.5326775893E-005
#    -35    18       2.0873625831E-005
#    -35    19       1.7026628348E-005
#    -35    20       1.1804534564E-005
#    -35    21       3.4443145182E-005
#    -35    22       2.8685756178E-005
#    -35    23       2.8271341249E-005
#    -35    24       3.3054686320E-005
#    -35    25       1.2867173555E-005
#    -35    26       1.9088141573E-005
#    -35    27       1.3270169635E-005
#    -34   -11       3.2748793672E-006
#    -34   -10       8.7672304967E-006
#    -34    -9       1.4777681079E-005
#    -34    -8       9.2240985143E-006
#    -34    -7       1.0273501516E-005
#    -34    -6       6.6664904258E-007
#    -34    -5       3.0652572233E-006
#    -34    -4       1.3598125351E-005
#    -34    -3       1.2442731842E-005
#    -34    -2       8.8417546907E-006
#    -34    -1       3.6860416754E-006
#    -34     0       3.7542133795E-006
#    -34     1       1.0347292393E-005
#    -34     2       1.3502054448E-005
#    -34     3       1.8263744470E-005
#    -34     4       1.6315660433E-005
#    -34     5       1.7289071408E-005
#    -34     6       8.9396893086E-006
#    -34     7       1.9125277872E-005
#    -34     8       1.6442085114E-005
#    -34     9       2.0462133687E-005
#    -34    10       1.7364641306E-005
#    -34    11       4.3583233208E-005
#    -34    12       1.9859509867E-005
#    -34    13       2.2172787261E-005
#    -34    14       2.7547243584E-005
#    -34    15       2.6783708910E-005
#    -34    16       2.2649354125E-005
#    -34    17       1.1762534060E-005
#    -34    18       7.3429961737E-006
#    -34    19       1.3405604369E-005
#    -34    20       2.2580026207E-005
#    -34    21       3.5320029705E-005
#    -34    22       3.8348704053E-005
#    -34    23       2.2251795200E-005
#    -34    24       2.7186750921E-005
#    -34    25       1.6876136951E-005
#    -34    26       1.8562800643E-005
#    -34    27       1.1615425512E-005
#    -33   -12       1.2482672706E-005
#    -33   -11       2.9997610898E-005
#    -33   -10       2.1914306279E-005
#    -33    -9       1.1220851943E-005
#    -33    -8       2.7669127167E-006
#    -33    -7       9.7153548783E-006
#    -33    -6       7.3468545776E-006
#    -33    -5       1.6098848116E-005
#    -33    -4       1.7219847295E-005
#    -33    -3       9.9703948832E-006
#    -33    -2       1.7769810504E-005
#    -33    -1       1.0333266426E-005
#    -33     0       1.2650544897E-005
#    -33     1       1.2783848647E-005
#    -33     2       1.3755736125E-005
#    -33     3       2.5631264999E-005
#    -33     4       2.7158858855E-005
#    -33     5       1.8571565861E-005
#    -33     6       1.6561447589E-005
#    -33     7       1.5593593914E-005
#    -33     8       1.9839595414E-005
#    -33     9       1.1195446731E-005
#    -33    10       1.6002231354E-005
#    -33    11       1.3918954617E-005
#    -33    12       1.1225715495E-005
#    -33    13       1.4778485498E-005
#    -33    14       2.6124068090E-005
#    -33    15       1.6168559542E-005
#    -33    16       1.2035474519E-005
#    -33    17       1.1556791758E-005
#    -33    18       1.2327970538E-005
#    -33    19       1.9069551617E-005
#    -33    20       1.5808264919E-005
#    -33    21       3.0075500954E-005
#    -33    22       3.9471593724E-005
#    -33    23       6.7918045161E-005
#    -33    24       4.6714658141E-005
#    -33    25       2.3533623918E-005
#    -33    26       1.3475080800E-005
#    -33    27       1.5463740008E-005
#    -32   -13       2.9522069204E-005
#    -32   -12       1.5277796180E-005
#    -32   -11       1.5060542015E-005
#    -32   -10       1.0508674531E-005
#    -32    -9       4.0401978031E-005
#    -32    -8       1.0664518407E-005
#    -32    -7       1.3813040371E-005
#    -32    -6       1.7685190295E-005
#    -32    -5       2.2571154427E-005
#    -32    -4       2.8646735736E-005
#    -32    -3       1.7214251175E-005
#    -32    -2       1.3546876803E-005
#    -32    -1       1.2833063567E-005
#    -32     0       1.4015342942E-005
#    -32     1       1.6762771680E-005
#    -32     2       2.3208374709E-005
#    -32     3       2.5357883568E-005
#    -32     4       2.2120582520E-005
#    -32     5       2.0336346295E-005
#    -32     6       1.4368032579E-005
#    -32     7       1.7848576925E-005
#    -32     8       1.8401960494E-005
#    -32     9       1.5429381370E-005
#    -32    10       1.1733395910E-005
#    -32    11       1.1866371198E-005
#    -32    12       1.2589777468E-005
#    -32    13       1.1808455460E-005
#    -32    14       1.5702420649E-005
#    -32    15       1.4258476409E-005
#    -32    16       7.6341836920E-006
#    -32    17       8.3679688297E-006
#    -32    18       8.2659223377E-006
#    -32    19       1.3331471949E-005
#    -32    20       2.4555808093E-005
#    -32    21       2.6463786584E-005
#    -32    22       3.2497257292E-005
#    -32    23       5.9994428492E-005
#    -32    24       5.0285756358E-005
#    -32    25       3.1019680440E-005
#    -32    26       1.6692848567E-005
#    -32    27       1.2321615602E-005
#    -32    28       2.0987644706E-005
#    -31   -14       7.2615558201E-006
#    -31   -13       3.0262679733E-005
#    -31   -12       3.3242425312E-005
#    -31   -11       7.2519334195E-006
#    -31   -10       3.8417022593E-005
#    -31    -9       5.9440679745E-006
#    -31    -8       1.7290904720E-005
#    -31    -7       2.4834987419E-005
#    -31    -6       1.6244752204E-005
#    -31    -5       2.3479902609E-005
#    -31    -4       2.4309181048E-005
#    -31    -3       1.8322051994E-005
#    -31    -2       1.3869263999E-005
#    -31    -1       1.6857936399E-005
#    -31     0       1.7004251214E-005
#    -31     1       3.0846169438E-005
#    -31     2       3.1045147617E-005
#    -31     3       2.8087941595E-005
#    -31     4       3.8567290173E-005
#    -31     5       2.9339102505E-005
#    -31     6       2.5032033789E-005
#    -31     7       1.9308309465E-005
#    -31     8       1.4236379095E-005
#    -31     9       1.2145306061E-005
#    -31    10       5.3357107568E-006
#    -31    11       1.4793998740E-006
#    -31    12       2.9664938141E-006
#    -31    13       4.7498345247E-006
#    -31    14       3.2778201920E-006
#    -31    15       9.7277560121E-006
#    -31    16       6.9820332570E-006
#    -31    17       7.5151061158E-007
#    -31    18       3.1987765945E-006
#    -31    19       1.0316760863E-005
#    -31    20       4.6012917076E-005
#    -31    21       3.9128051242E-005
#    -31    22       3.7467460529E-005
#    -31    23       3.7773725050E-005
#    -31    24       5.9244163770E-005
#    -31    25       3.1526641171E-005
#    -31    26       6.0794621475E-005
#    -31    27       1.9832356972E-005
#    -31    28       6.6697058971E-006
#    -30   -15       7.6832638166E-005
#    -30   -14       1.3202658190E-005
#    -30   -13       3.3716643064E-005
#    -30   -12       5.7618124019E-006
#    -30   -11       6.8474909233E-006
#    -30   -10       5.0295564890E-005
#    -30    -9       1.7871573728E-005
#    -30    -8       4.0343397420E-005
#    -30    -7       3.0632253855E-005
#    -30    -6       2.7950594978E-005
#    -30    -5       4.2656448559E-005
#    -30    -4       1.6410631024E-005
#    -30    -3       2.5878605149E-005
#    -30    -2       2.3417443351E-005
#    -30    -1       3.0987249212E-005
#    -30     0       9.4245204735E-006
#    -30     1       3.1540838929E-005
#    -30     2       3.9696192681E-005
#    -30     3       3.2453907177E-005
#    -30     4       2.6899334728E-005
#    -30     5       4.6031262308E-005
#    -30     6       2.5567084265E-005
#    -30     7       2.1270284794E-005
#    -30     8       1.0131716164E-005
#    -30     9       2.1067665052E-006
#    -30    10       2.1953588379E-005
#    -30    11       2.5901741547E-006
#    -30    12       4.1281864011E-006
#    -30    13       3.2525483602E-006
#    -30    14       4.2519688240E-006
#    -30    15       7.3687803906E-005
#    -30    16       4.2084343366E-006
#    -30    17       5.6005192830E-007
#    -30    18       2.7374752803E-006
#    -30    19       6.0835826956E-006
#    -30    20       1.1607084272E-004
#    -30    21       1.6760202302E-005
#    -30    22       2.9725894781E-005
#    -30    23       2.8678242378E-005
#    -30    24       3.7120661807E-005
#    -30    25       1.3301812578E-004
#    -30    26       3.8864040921E-005
#    -30    27       2.4228567960E-005
#    -30    28       6.8316482751E-005
#    -29   -16       2.1114597486E-005
#    -29   -15       2.3721786411E-005
#    -29   -14       1.9398394944E-005
#    -29   -13       5.2101961371E-006
#    -29   -12       7.3632199088E-006
#    -29   -11       1.4126027613E-005
#    -29   -10       2.0171572903E-005
#    -29    -9       3.2558339131E-005
#    -29    -8       3.5419417558E-005
#    -29    -7       2.4905107895E-005
#    -29    -6       2.0810355567E-005
#    -29    -5       1.7431015184E-005
#    -29    -4       2.7416630473E-005
#    -29    -3       2.5688227247E-005
#    -29    -2       3.1324222108E-005
#    -29    -1       3.1690917473E-005
#    -29     0       3.3144448935E-005
#    -29     1       3.1903481674E-005
#    -29     2       2.6608778778E-005
#    -29     3       2.5334782979E-005
#    -29     4       2.3225846946E-005
#    -29     5       2.4417047876E-005
#    -29     6       2.1264830251E-005
#    -29     7       1.9721910136E-005
#    -29     8       1.2282189999E-005
#    -29     9       6.5481115263E-006
#    -29    10       7.9789248481E-006
#    -29    11       1.1212953553E-005
#    -29    12       2.1895528982E-005
#    -29    13       2.3855229257E-005
#    -29    14       1.6293307298E-005
#    -29    15       9.5882038870E-006
#    -29    16       1.0308681966E-005
#    -29    17       2.4048782900E-006
#    -29    18       2.2715613757E-006
#    -29    19       5.4095719483E-006
#    -29    20       1.0066750641E-005
#    -29    21       2.1498412110E-005
#    -29    22       2.5361680612E-005
#    -29    23       5.8683613865E-005
#    -29    24       3.8560498140E-005
#    -29    25       4.8835366319E-005
#    -29    26       3.0797352014E-005
#    -29    27       2.0533738294E-005
#    -28   -16       5.4005441160E-005
#    -28   -15       1.8132105189E-005
#    -28   -14       1.8580591088E-006
#    -28   -13       1.0809366148E-005
#    -28   -12       2.5214581472E-005
#    -28   -11       3.9108958967E-005
#    -28   -10       3.6196769557E-005
#    -28    -9       3.0282081360E-005
#    -28    -8       2.9651822423E-005
#    -28    -7       2.7260291832E-005
#    -28    -6       9.1129993424E-006
#    -28    -5       1.8915714229E-005
#    -28    -4       2.2508939564E-005
#    -28    -3       2.8457895003E-005
#    -28    -2       3.9999085063E-005
#    -28    -1       3.2047426642E-005
#    -28     0       2.5661453639E-005
#    -28     1       1.8075063359E-005
#    -28     2       1.5686614261E-005
#    -28     3       2.1964043762E-005
#    -28     4       2.3808781959E-005
#    -28     5       2.4048357796E-005
#    -28     6       2.3622982478E-005
#    -28     7       1.6958659494E-005
#    -28     8       1.4414689148E-005
#    -28     9       1.2723889367E-005
#    -28    10       2.2385199311E-005
#    -28    11       3.4903796967E-005
#    -28    12       3.6222247133E-005
#    -28    13       2.8100741933E-005
#    -28    14       1.2628307542E-005
#    -28    15       1.3883235562E-005
#    -28    16       7.7562441278E-006
#    -28    17       6.5161547603E-006
#    -28    18       8.3896081435E-006
#    -28    19       1.8268124211E-005
#    -28    20       1.3038842930E-005
#    -28    21       1.8635177569E-005
#    -28    22       2.0381407496E-005
#    -28    23       3.0476799267E-005
#    -28    24       2.0372434902E-005
#    -28    25       2.9124143319E-005
#    -28    26       3.2582700390E-005
#    -28    27       2.6721542264E-005
#    -27   -17       5.8074211959E-005
#    -27   -16       3.2502991987E-005
#    -27   -15       7.2054144562E-006
#    -27   -14       4.1568475289E-005
#    -27   -13       2.0942599867E-005
#    -27   -12       5.5984696894E-005
#    -27   -11       5.6793652031E-005
#    -27   -10       4.4449822808E-005
#    -27    -9       5.9288309511E-005
#    -27    -8       2.4363885880E-005
#    -27    -7       1.9496935374E-005
#    -27    -6       1.6943767638E-005
#    -27    -5       2.0756421202E-005
#    -27    -4       3.9066942514E-005
#    -27    -3       3.2825378419E-005
#    -27    -2       2.6830601038E-005
#    -27    -1       1.8160334795E-005
#    -27     0       1.1065011358E-005
#    -27     1       7.4510248957E-006
#    -27     2       1.1391293370E-005
#    -27     3       1.7198920604E-005
#    -27     4       2.0652486367E-005
#    -27     5       2.2027010823E-005
#    -27     6       1.6861745892E-005
#    -27     7       1.3496012248E-005
#    -27     8       1.4405619205E-005
#    -27     9       1.6807479313E-005
#    -27    10       2.7380247927E-005
#    -27    11       3.2526994693E-005
#    -27    12       3.3617087920E-005
#    -27    13       2.4889331120E-005
#    -27    14       2.0929618164E-005
#    -27    15       1.3549272498E-005
#    -27    16       1.5151243386E-005
#    -27    17       1.0466623088E-005
#    -27    18       7.8122223143E-006
#    -27    19       1.3184454217E-005
#    -27    20       2.2510519400E-005
#    -27    21       1.8207948970E-005
#    -27    22       3.3038873223E-005
#    -27    23       4.7120754526E-005
#    -27    24       2.0160999725E-005
#    -27    25       1.8807067025E-005
#    -27    26       2.3128859450E-005
#    -27    27       2.6296840476E-005
#    -26   -18       4.6922205106E-005
#    -26   -17       3.4216778922E-005
#    -26   -16       1.4269233901E-005
#    -26   -15       4.4791635881E-005
#    -26   -14       2.3118406073E-005
#    -26   -13       4.7423545429E-005
#    -26   -12       5.5149238230E-005
#    -26   -11       5.4067138905E-005
#    -26   -10       6.4899906776E-005
#    -26    -9       1.8063713108E-005
#    -26    -8       1.6785477382E-005
#    -26    -7       1.5962552504E-005
#    -26    -6       1.4691447283E-005
#    -26    -5       2.9764540344E-005
#    -26    -4       2.7274627814E-005
#    -26    -3       2.5607474047E-005
#    -26    -2       1.5823054172E-005
#    -26    -1       7.4821047069E-006
#    -26     0       5.3511813712E-006
#    -26     1       9.6059952955E-006
#    -26     2       1.4181739486E-005
#    -26     3       2.0351356257E-005
#    -26     4       2.9994480638E-005
#    -26     5       2.5507315950E-005
#    -26     6       2.0583938047E-005
#    -26     7       1.6137650106E-005
#    -26     8       1.5863137680E-005
#    -26     9       2.3026610991E-005
#    -26    10       2.1617866188E-005
#    -26    11       3.0364097897E-005
#    -26    12       3.1682662132E-005
#    -26    13       3.2860102739E-005
#    -26    14       2.8116632309E-005
#    -26    15       3.0780962899E-005
#    -26    16       1.7579204851E-005
#    -26    17       2.2231180606E-005
#    -26    18       1.1305783932E-005
#    -26    19       2.2085817791E-005
#    -26    20       2.3970633118E-005
#    -26    21       3.5107933337E-005
#    -26    22       1.9030477564E-005
#    -26    23       4.4743434810E-005
#    -26    24       3.8787899512E-005
#    -26    25       5.9436364703E-005
#    -26    26       3.8915546072E-005
#    -26    27       2.0574151467E-005
#    -25   -19       6.4353352469E-005
#    -25   -18       2.5302821325E-005
#    -25   -17       1.3882624375E-005
#    -25   -16       5.6210768373E-006
#    -25   -15       4.3982470142E-005
#    -25   -14       5.7553384857E-005
#    -25   -13       6.6373335914E-005
#    -25   -12       5.9422824147E-005
#    -25   -11       4.3880091768E-005
#    -25   -10       1.9653085352E-005
#    -25    -9       2.0775920821E-005
#    -25    -8       2.0175177368E-005
#    -25    -7       1.8147111366E-005
#    -25    -6       2.5380545804E-005
#    -25    -5       4.6370806284E-005
#    -25    -4       2.3461157599E-005
#    -25    -3       2.2112044445E-005
#    -25    -2       1.1448329756E-005
#    -25    -1       9.6169738500E-006
#    -25     0       2.9553532845E-005
#    -25     1       1.5802219620E-005
#    -25     2       2.3600080270E-005
#    -25     3       2.2464968140E-005
#    -25     4       2.2479350232E-005
#    -25     5       8.3586150301E-004
#    -25     6       2.1169972136E-005
#    -25     7       1.9826670786E-005
#    -25     8       2.0392950525E-005
#    -25     9       1.9268125563E-005
#    -25    10       2.2969703620E-003
#    -25    11       2.6771613849E-005
#    -25    12       4.8724177471E-005
#    -25    13       6.1391006874E-005
#    -25    14       6.4173693025E-005
#    -25    15       8.6647671644E-004
#    -25    16       4.2614452305E-005
#    -25    17       2.3126557277E-005
#    -25    18       1.3288195063E-005
#    -25    19       2.2702136094E-005
#    -25    20       2.2839263019E-004
#    -25    21       8.9657442776E-005
#    -25    22       4.9134491539E-005
#    -25    23       8.3023328871E-005
#    -25    24       6.5863637626E-005
#    -25    25       1.3483889304E-004
#    -25    26       3.3869120750E-005
#    -25    27       7.8358086040E-006
#    -24   -20       4.2442508860E-005
#    -24   -19       1.5856486413E-005
#    -24   -18       2.3998730723E-005
#    -24   -17       2.9747404724E-005
#    -24   -16       1.1453324109E-005
#    -24   -15       3.2798545145E-005
#    -24   -14       4.4573714109E-005
#    -24   -13       6.6602345039E-005
#    -24   -12       6.3565377121E-005
#    -24   -11       3.1910705182E-005
#    -24   -10       1.7577791036E-005
#    -24    -9       1.1351837846E-005
#    -24    -8       1.8592843990E-005
#    -24    -7       1.9513198105E-005
#    -24    -6       2.5822937825E-005
#    -24    -5       2.4642962177E-005
#    -24    -4       2.3973438806E-005
#    -24    -3       1.7239512554E-005
#    -24    -2       1.4190728230E-005
#    -24    -1       1.5811226366E-005
#    -24     0       2.1172187928E-005
#    -24     1       2.2505465702E-005
#    -24     2       2.2924020271E-005
#    -24     3       2.0519927635E-005
#    -24     4       1.9208067317E-005
#    -24     5       2.1273461472E-005
#    -24     6       2.9222998638E-005
#    -24     7       2.4614076234E-005
#    -24     8       3.1473306777E-005
#    -24     9       3.6251567942E-005
#    -24    10       5.2593554140E-005
#    -24    11       8.6071895927E-005
#    -24    12       8.5892171274E-005
#    -24    13       8.8270925825E-005
#    -24    14       1.0156551704E-004
#    -24    15       9.1730508672E-005
#    -24    16       5.5063997439E-005
#    -24    17       2.8814439737E-005
#    -24    18       2.2517307970E-005
#    -24    19       3.3325962413E-005
#    -24    20       2.8708269338E-005
#    -24    21       3.8812324554E-005
#    -24    22       6.2874156177E-005
#    -24    23       1.1273505201E-004
#    -24    24       5.5107998803E-005
#    -24    25       2.8500434684E-005
#    -24    26       2.7025995133E-005
#    -23   -20       6.5431472520E-005
#    -23   -19       5.5488308512E-005
#    -23   -18       2.1495224467E-005
#    -23   -17       1.4015737084E-005
#    -23   -16       8.1189773407E-005
#    -23   -15       4.6377941612E-005
#    -23   -14       7.9237962022E-005
#    -23   -13       5.2329045554E-005
#    -23   -12       4.0901557207E-005
#    -23   -11       4.3853750313E-005
#    -23   -10       1.6114716065E-005
#    -23    -9       1.5500942144E-005
#    -23    -8       1.4357820554E-005
#    -23    -7       2.1446641009E-005
#    -23    -6       2.1400722151E-005
#    -23    -5       2.4162785781E-005
#    -23    -4       2.0688026289E-005
#    -23    -3       2.0354652774E-005
#    -23    -2       2.3605977337E-005
#    -23    -1       2.2516938426E-005
#    -23     0       2.6756660502E-005
#    -23     1       2.3112124028E-005
#    -23     2       1.3884736289E-005
#    -23     3       1.3327130805E-005
#    -23     4       1.5685291634E-005
#    -23     5       2.8395612172E-005
#    -23     6       3.2412714351E-005
#    -23     7       4.0149120981E-005
#    -23     8       4.3127145369E-005
#    -23     9       7.8603057209E-005
#    -23    10       9.3691215307E-005
#    -23    11       1.1188917038E-004
#    -23    12       1.2590197286E-004
#    -23    13       1.3446924409E-004
#    -23    14       1.2981016118E-004
#    -23    15       9.2982718330E-005
#    -23    16       5.5278047912E-005
#    -23    17       2.3881172700E-005
#    -23    18       2.7162851069E-005
#    -23    19       1.7049157673E-005
#    -23    20       2.3925976714E-005
