 Diffraction intensities for potential:ensembletest210004.in                   
#    -41     9       7.9807688084E-005
#    -41    10       7.3564142390E-006
#    -41    11       7.9946626550E-005
#    -41    12       7.0730765195E-005
#    -41    13       8.7953033461E-006
#    -41    14       1.0613688736E-004
#    -41    15       1.2263598839E-005
#    -41    16       1.0227302457E-004
#    -41    17       7.7300214843E-005
#    -41    18       1.2093490264E-005
#    -41    19       1.5366066498E-004
#    -41    20       1.5354164144E-005
#    -41    21       9.9602290971E-005
#    -41    22       1.0520339411E-004
#    -41    23       4.6649127826E-006
#    -41    24       5.4432133264E-005
#    -40    -2       1.4232973680E-005
#    -40    -1       3.6700916871E-006
#    -40     0       6.2478782111E-005
#    -40     1       6.3148143460E-006
#    -40     2       7.2089158056E-005
#    -40     3       1.7021375920E-005
#    -40     4       5.4948387059E-006
#    -40     5       6.3433683132E-005
#    -40     6       2.6925294536E-006
#    -40     7       1.0379200559E-004
#    -40     8       6.2161307487E-005
#    -40     9       6.4863348965E-006
#    -40    10       1.2908025057E-004
#    -40    11       1.3979207749E-005
#    -40    12       9.8699393046E-005
#    -40    13       1.0544163778E-004
#    -40    14       1.8062237795E-005
#    -40    15       1.4762542349E-004
#    -40    16       2.7202448714E-005
#    -40    17       1.3192487841E-004
#    -40    18       1.4127197630E-004
#    -40    19       1.7261758517E-005
#    -40    20       1.0879214032E-004
#    -40    21       1.1032177331E-005
#    -40    22       2.0234133219E-005
#    -40    23       4.5546050952E-005
#    -40    24       8.1318812308E-006
#    -40    25       3.9728022523E-005
#    -39    -4       1.9294391172E-005
#    -39    -3       8.5192996732E-007
#    -39    -2       5.3825274886E-006
#    -39    -1       4.0118106451E-005
#    -39     0       1.6252609378E-006
#    -39     1       4.6126297386E-005
#    -39     2       3.3993603141E-006
#    -39     3       2.2165505584E-005
#    -39     4       6.3801454076E-005
#    -39     5       3.3609869485E-006
#    -39     6       6.9473464254E-005
#    -39     7       5.9912976233E-006
#    -39     8       5.2612925120E-005
#    -39     9       7.2893322817E-005
#    -39    10       1.0776500740E-005
#    -39    11       1.7223732660E-004
#    -39    12       1.7080725465E-005
#    -39    13       9.7731245397E-005
#    -39    14       1.2718626560E-004
#    -39    15       2.0661772531E-005
#    -39    16       2.3449507305E-004
#    -39    17       2.2440695730E-005
#    -39    18       1.6560141668E-004
#    -39    19       1.1966497717E-004
#    -39    20       1.2585579023E-005
#    -39    21       1.1840261211E-004
#    -39    22       7.6368491297E-006
#    -39    23       1.0428270746E-004
#    -39    24       1.4702050313E-004
#    -39    25       8.0899245868E-006
#    -39    26       4.2498123430E-005
#    -38    -5       1.0936629944E-005
#    -38    -4       2.8040849771E-006
#    -38    -3       4.6288720726E-005
#    -38    -2       6.0478312190E-006
#    -38    -1       3.0118629947E-005
#    -38     0       2.0268455528E-005
#    -38     1       3.3987886372E-006
#    -38     2       6.3541093484E-005
#    -38     3       1.0691509323E-005
#    -38     4       5.6387599524E-005
#    -38     5       5.2205858549E-005
#    -38     6       8.3003339688E-006
#    -38     7       8.5872835417E-005
#    -38     8       6.5780038091E-006
#    -38     9       7.5709414375E-005
#    -38    10       7.9870384630E-005
#    -38    11       1.8980615375E-005
#    -38    12       1.7206627157E-004
#    -38    13       1.4849107485E-005
#    -38    14       1.3279913644E-004
#    -38    15       1.2382358294E-004
#    -38    16       1.5287266533E-005
#    -38    17       2.1006905749E-004
#    -38    18       4.8970862320E-005
#    -38    19       1.4599150167E-004
#    -38    20       1.0530462645E-004
#    -38    21       1.4874160691E-005
#    -38    22       1.5505734157E-004
#    -38    23       2.3816219539E-006
#    -38    24       8.5866198553E-005
#    -38    25       6.2928331494E-005
#    -38    26       5.3730858904E-006
#    -37    -7       2.8835410174E-005
#    -37    -6       3.9671241387E-006
#    -37    -5       1.2465746947E-005
#    -37    -4       1.7980271489E-005
#    -37    -3       3.5913803795E-006
#    -37    -2       5.0111180220E-005
#    -37    -1       2.0522274949E-006
#    -37     0       2.5944506525E-005
#    -37     1       2.7271438511E-005
#    -37     2       4.6220966776E-006
#    -37     3       7.6015493176E-005
#    -37     4       6.6141905687E-006
#    -37     5       5.9266192886E-005
#    -37     6       3.9068418626E-005
#    -37     7       9.6632138808E-006
#    -37     8       1.1032146916E-004
#    -37     9       1.1082283600E-005
#    -37    10       8.9689191923E-005
#    -37    11       8.4730776394E-005
#    -37    12       2.1117707532E-005
#    -37    13       1.5097865322E-004
#    -37    14       1.0057058409E-005
#    -37    15       1.0574997086E-004
#    -37    16       1.2661341460E-004
#    -37    17       1.4501766848E-005
#    -37    18       1.8383916413E-004
#    -37    19       2.9411048719E-005
#    -37    20       1.0884991254E-004
#    -37    21       9.8231341530E-005
#    -37    22       9.6662038716E-006
#    -37    23       1.4390950498E-004
#    -37    24       1.3426174953E-005
#    -37    25       4.5220380476E-005
#    -37    26       3.0571203969E-005
#    -37    27       1.3384385118E-005
#    -36    -8       2.1357207120E-005
#    -36    -7       6.3919348506E-006
#    -36    -6       1.1918829103E-005
#    -36    -5       4.2029618429E-006
#    -36    -4       5.4397896639E-005
#    -36    -3       2.7918811171E-005
#    -36    -2       7.7977835224E-006
#    -36    -1       3.9808052974E-005
#    -36     0       3.0465968064E-006
#    -36     1       3.1531220903E-005
#    -36     2       3.4775051351E-005
#    -36     3       1.6672994709E-005
#    -36     4       9.3273259244E-005
#    -36     5       5.3426578805E-006
#    -36     6       5.3947749775E-005
#    -36     7       6.9073892255E-005
#    -36     8       1.0208168666E-005
#    -36     9       1.0411793958E-004
#    -36    10       7.2431346974E-006
#    -36    11       7.7525503076E-005
#    -36    12       5.3358736176E-005
#    -36    13       1.0324611524E-005
#    -36    14       1.2493550101E-004
#    -36    15       1.5128420786E-005
#    -36    16       1.4350986766E-004
#    -36    17       1.5241293053E-004
#    -36    18       1.5112033602E-005
#    -36    19       2.0827798707E-004
#    -36    20       2.6045909940E-005
#    -36    21       1.1053792563E-004
#    -36    22       9.6880996510E-005
#    -36    23       1.1858834026E-005
#    -36    24       1.4937719701E-004
#    -36    25       3.5159697456E-006
#    -36    26       1.8953762991E-005
#    -36    27       3.2841044595E-005
#    -35    -9       2.4967000743E-006
#    -35    -8       3.5664113010E-005
#    -35    -7       1.7098180211E-005
#    -35    -6       2.6051535798E-006
#    -35    -5       7.9396922779E-005
#    -35    -4       9.1907680327E-006
#    -35    -3       6.7880012271E-005
#    -35    -2       4.0525115813E-005
#    -35    -1       3.3279958175E-006
#    -35     0       1.0761632480E-004
#    -35     1       4.8430386590E-006
#    -35     2       1.1937757106E-004
#    -35     3       5.6534457192E-005
#    -35     4       1.4230245728E-005
#    -35     5       1.0670850326E-005
#    -35     6       6.1938975291E-006
#    -35     7       7.3885876732E-005
#    -35     8       6.1833000559E-005
#    -35     9       1.0730543974E-005
#    -35    10       2.9441771457E-004
#    -35    11       8.1832987782E-006
#    -35    12       7.2973743846E-005
#    -35    13       6.9160761457E-005
#    -35    14       1.6409753812E-005
#    -35    15       3.5076251781E-004
#    -35    16       1.0702696755E-005
#    -35    17       9.6201437465E-005
#    -35    18       1.0680836802E-004
#    -35    19       1.0140441189E-005
#    -35    20       2.1006760481E-004
#    -35    21       3.5879025455E-005
#    -35    22       7.0433591194E-005
#    -35    23       9.8796442540E-005
#    -35    24       1.9075158379E-005
#    -35    25       8.7209753522E-005
#    -35    26       3.0232594188E-005
#    -35    27       1.0264067964E-004
#    -34   -11       1.3279442452E-005
#    -34   -10       4.0922576405E-006
#    -34    -9       5.7182119317E-005
#    -34    -8       3.5938345444E-006
#    -34    -7       4.3293864941E-005
#    -34    -6       6.0314505893E-005
#    -34    -5       4.0855007370E-006
#    -34    -4       1.0074386373E-004
#    -34    -3       1.0229915529E-005
#    -34    -2       3.2335143983E-005
#    -34    -1       5.7389547894E-005
#    -34     0       7.4092094941E-006
#    -34     1       1.0905372975E-004
#    -34     2       5.6981270890E-006
#    -34     3       7.4124745501E-005
#    -34     4       6.2856051230E-005
#    -34     5       6.6603271579E-006
#    -34     6       7.7282715846E-005
#    -34     7       4.2220198158E-006
#    -34     8       3.2103426428E-005
#    -34     9       3.7472844756E-005
#    -34    10       5.4023937805E-006
#    -34    11       8.5158407364E-005
#    -34    12       8.3240436091E-006
#    -34    13       7.7428900540E-005
#    -34    14       6.9716437268E-005
#    -34    15       1.4855502128E-005
#    -34    16       1.2813311415E-004
#    -34    17       1.5702170111E-005
#    -34    18       1.3058156457E-004
#    -34    19       8.1404672227E-005
#    -34    20       3.9028920217E-006
#    -34    21       6.9782639984E-005
#    -34    22       1.0332080938E-005
#    -34    23       1.2158787979E-004
#    -34    24       1.5503748471E-004
#    -34    25       1.7496818441E-005
#    -34    26       1.8011700525E-004
#    -34    27       3.0013236328E-006
#    -33   -12       9.4897018884E-007
#    -33   -11       3.2324884339E-005
#    -33   -10       3.0320663668E-005
#    -33    -9       6.0918410854E-006
#    -33    -8       6.1039197028E-005
#    -33    -7       1.3525557799E-005
#    -33    -6       5.2587079031E-005
#    -33    -5       6.6458794326E-005
#    -33    -4       5.4772312583E-006
#    -33    -3       1.1045628949E-004
#    -33    -2       2.1079566157E-005
#    -33    -1       6.8603447791E-005
#    -33     0       7.5770202456E-005
#    -33     1       1.2554263023E-005
#    -33     2       1.2458238625E-004
#    -33     3       1.0716459301E-005
#    -33     4       5.1372951181E-005
#    -33     5       3.5446636710E-005
#    -33     6       1.0402827502E-005
#    -33     7       4.2029747904E-005
#    -33     8       1.1346307068E-006
#    -33     9       3.1114996238E-005
#    -33    10       3.8493448400E-005
#    -33    11       6.6538498307E-006
#    -33    12       7.3421668925E-005
#    -33    13       9.0245966722E-006
#    -33    14       6.4849289681E-005
#    -33    15       4.9634232613E-005
#    -33    16       1.0069455440E-005
#    -33    17       1.4417299621E-004
#    -33    18       1.4658685267E-005
#    -33    19       3.5623539614E-005
#    -33    20       4.8503727164E-005
#    -33    21       1.0296809654E-005
#    -33    22       1.3928117022E-004
#    -33    23       7.3534991710E-006
#    -33    24       9.2851161598E-005
#    -33    25       5.9997316326E-005
#    -33    26       1.3938890649E-005
#    -33    27       9.8528908000E-005
#    -32   -13       4.6729973172E-006
#    -32   -12       9.9683121345E-005
#    -32   -11       9.4235568692E-006
#    -32   -10       4.4056578856E-005
#    -32    -9       5.5830861428E-005
#    -32    -8       6.3396212177E-006
#    -32    -7       1.0147926594E-004
#    -32    -6       9.8192338819E-006
#    -32    -5       6.0018530527E-005
#    -32    -4       7.9908119876E-005
#    -32    -3       4.8659021921E-006
#    -32    -2       1.3473503201E-004
#    -32    -1       1.5892077384E-005
#    -32     0       8.1500584499E-005
#    -32     1       6.6798737842E-005
#    -32     2       6.9960537711E-006
#    -32     3       5.5414591796E-005
#    -32     4       3.0151400485E-006
#    -32     5       3.2180997906E-005
#    -32     6       1.4002729635E-005
#    -32     7       7.7954090054E-006
#    -32     8       3.3708660665E-005
#    -32     9       1.4043366082E-006
#    -32    10       3.0725535723E-005
#    -32    11       2.8449319670E-005
#    -32    12       3.6641612043E-006
#    -32    13       4.0445830065E-005
#    -32    14       5.2040378568E-006
#    -32    15       2.8240243804E-005
#    -32    16       3.7746334694E-005
#    -32    17       5.0396585713E-006
#    -32    18       1.1347056742E-004
#    -32    19       6.1669292478E-006
#    -32    20       2.2335373761E-005
#    -32    21       2.4129470778E-005
#    -32    22       2.0867467620E-005
#    -32    23       2.0969368884E-004
#    -32    24       1.4769599611E-005
#    -32    25       1.1459809406E-004
#    -32    26       1.2629108202E-004
#    -32    27       2.1539903596E-005
#    -32    28       2.0431044908E-004
#    -31   -14       4.6870480017E-005
#    -31   -13       2.8945048501E-005
#    -31   -12       1.5928397402E-005
#    -31   -11       6.1502566056E-005
#    -31   -10       1.0047043575E-005
#    -31    -9       3.1081927662E-005
#    -31    -8       5.4739420012E-005
#    -31    -7       1.6550239477E-005
#    -31    -6       8.3653786002E-005
#    -31    -5       1.3885760817E-005
#    -31    -4       6.4540330757E-005
#    -31    -3       1.0241742546E-004
#    -31    -2       1.2826019521E-005
#    -31    -1       1.1811753802E-004
#    -31     0       1.0757633591E-005
#    -31     1       4.2641634010E-005
#    -31     2       3.9930289359E-005
#    -31     3       8.0342746853E-006
#    -31     4       3.5250003100E-005
#    -31     5       5.7043768485E-007
#    -31     6       2.1825133262E-005
#    -31     7       1.0974683792E-005
#    -31     8       5.7681570989E-006
#    -31     9       1.9709564566E-005
#    -31    10       7.2051886912E-007
#    -31    11       1.6340401366E-005
#    -31    12       1.4115202005E-005
#    -31    13       9.6745260613E-007
#    -31    14       1.1025906134E-005
#    -31    15       1.7568924554E-006
#    -31    16       2.0191447275E-005
#    -31    17       2.4113884127E-005
#    -31    18       9.8648588892E-007
#    -31    19       3.0317050176E-005
#    -31    20       1.9192285134E-006
#    -31    21       5.3077422660E-005
#    -31    22       7.6258969562E-005
#    -31    23       2.1966474814E-005
#    -31    24       2.2057986672E-004
#    -31    25       2.4572297138E-005
#    -31    26       1.2607584166E-004
#    -31    27       7.2544723132E-005
#    -31    28       1.6134174651E-005
#    -30   -15       4.6566074585E-005
#    -30   -14       7.0240215379E-006
#    -30   -13       4.7160857189E-005
#    -30   -12       6.6498972015E-005
#    -30   -11       3.8732487461E-006
#    -30   -10       1.2471686966E-004
#    -30    -9       6.8163128804E-006
#    -30    -8       6.5253071322E-005
#    -30    -7       6.7525731072E-005
#    -30    -6       7.1703488267E-006
#    -30    -5       2.3388672376E-005
#    -30    -4       2.3107404619E-005
#    -30    -3       9.4882585462E-005
#    -30    -2       7.8797123183E-005
#    -30    -1       5.6385033827E-006
#    -30     0       5.7575318857E-004
#    -30     1       5.8756161326E-006
#    -30     2       4.5703658733E-005
#    -30     3       2.1470890118E-005
#    -30     4       4.8189036477E-006
#    -30     5       8.7059481481E-004
#    -30     6       1.4302725390E-006
#    -30     7       3.0802852415E-005
#    -30     8       1.4066749114E-005
#    -30     9       5.3595932339E-006
#    -30    10       8.2341185851E-004
#    -30    11       5.0401108626E-007
#    -30    12       7.8963157272E-006
#    -30    13       1.0138655659E-005
#    -30    14       1.1529321371E-006
#    -30    15       6.8390140048E-004
#    -30    16       1.1863333303E-006
#    -30    17       8.8273031666E-006
#    -30    18       1.5680693979E-005
#    -30    19       7.3205328954E-007
#    -30    20       2.1045122507E-005
#    -30    21       1.1827201642E-005
#    -30    22       1.0850564515E-004
#    -30    23       2.7706732886E-004
#    -30    24       4.9845668321E-005
#    -30    25       1.8900879842E-004
#    -30    26       1.8937518759E-005
#    -30    27       1.1342363898E-004
#    -30    28       1.0040311605E-005
#    -29   -16       3.8523415497E-005
#    -29   -15       4.2636663560E-006
#    -29   -14       9.4496533486E-005
#    -29   -13       1.6630410988E-005
#    -29   -12       6.5252594386E-005
#    -29   -11       8.2034391085E-005
#    -29   -10       1.2762974071E-005
#    -29    -9       1.2875903675E-004
#    -29    -8       1.0709751255E-005
#    -29    -7       7.2003442291E-005
#    -29    -6       8.5567233746E-005
#    -29    -5       4.9351167555E-006
#    -29    -4       1.2359943236E-004
#    -29    -3       1.6417772950E-005
#    -29    -2       4.7312351878E-005
#    -29    -1       5.4359728189E-005
#    -29     0       5.4454741811E-006
#    -29     1       6.8051799184E-005
#    -29     2       5.6757957860E-006
#    -29     3       2.2678772196E-005
#    -29     4       1.7159115147E-005
#    -29     5       5.2834718731E-006
#    -29     6       4.9271246777E-005
#    -29     7       4.6650108411E-006
#    -29     8       1.5647168607E-005
#    -29     9       1.1529339026E-005
#    -29    10       1.6420202861E-007
#    -29    11       2.5513218848E-005
#    -29    12       1.6294510496E-006
#    -29    13       2.9591205835E-005
#    -29    14       5.4562716652E-005
#    -29    15       3.9399909188E-006
#    -29    16       1.8352287555E-005
#    -29    17       1.4304910777E-006
#    -29    18       6.9861456037E-006
#    -29    19       6.2571671479E-007
#    -29    20       4.8872810990E-006
#    -29    21       1.7223640463E-004
#    -29    22       3.0893231029E-006
#    -29    23       1.9257761483E-004
#    -29    24       2.5909126713E-004
#    -29    25       3.0985598563E-005
#    -29    26       7.1932594173E-005
#    -29    27       2.5113459691E-005
#    -28   -16       4.6630196121E-005
#    -28   -15       4.3993684987E-005
#    -28   -14       1.3439793741E-005
#    -28   -13       1.2743968540E-004
#    -28   -12       1.4642578488E-005
#    -28   -11       1.0254202294E-004
#    -28   -10       8.0574129584E-005
#    -28    -9       1.1477990793E-005
#    -28    -8       1.0239957016E-004
#    -28    -7       1.2748381681E-005
#    -28    -6       5.6615773678E-005
#    -28    -5       6.7665849541E-005
#    -28    -4       3.2178879181E-006
#    -28    -3       6.8142073838E-005
#    -28    -2       1.5681142012E-005
#    -28    -1       4.0923194851E-005
#    -28     0       5.0989573481E-005
#    -28     1       7.0882167324E-006
#    -28     2       5.9028243402E-005
#    -28     3       4.3439592952E-006
#    -28     4       2.2549860823E-005
#    -28     5       3.0110366651E-005
#    -28     6       1.1647839180E-005
#    -28     7       7.6474584536E-005
#    -28     8       7.1025712422E-006
#    -28     9       2.0006256474E-005
#    -28    10       3.5048615704E-005
#    -28    11       1.0512323045E-005
#    -28    12       1.1549775173E-004
#    -28    13       1.0807321004E-005
#    -28    14       1.1112820761E-004
#    -28    15       6.9308410284E-005
#    -28    16       7.2012318514E-006
#    -28    17       4.0267348085E-005
#    -28    18       6.7665982139E-006
#    -28    19       1.4280318788E-005
#    -28    20       3.9065023113E-005
#    -28    21       1.4340010840E-005
#    -28    22       2.2013915984E-004
#    -28    23       1.3820662210E-005
#    -28    24       2.3646504788E-004
#    -28    25       1.9535977097E-004
#    -28    26       2.4574695329E-005
#    -28    27       5.4751571956E-005
#    -27   -17       3.3027679940E-005
#    -27   -16       4.9234258904E-006
#    -27   -15       6.6804714903E-005
#    -27   -14       7.2222205303E-005
#    -27   -13       1.4644562624E-005
#    -27   -12       1.7093616813E-004
#    -27   -11       1.7387137591E-005
#    -27   -10       7.0809569391E-005
#    -27    -9       6.6470652664E-005
#    -27    -8       5.2150602465E-006
#    -27    -7       8.1637102277E-005
#    -27    -6       1.0862485318E-005
#    -27    -5       2.9763215712E-005
#    -27    -4       4.4340086451E-005
#    -27    -3       3.2780738669E-006
#    -27    -2       5.5787896322E-005
#    -27    -1       1.1794681223E-005
#    -27     0       5.0454695968E-005
#    -27     1       4.1342272349E-005
#    -27     2       5.0188745845E-006
#    -27     3       3.2162523661E-005
#    -27     4       5.2029123394E-006
#    -27     5       4.9998465806E-005
#    -27     6       7.1380311460E-005
#    -27     7       1.0234663321E-005
#    -27     8       9.9699903590E-005
#    -27     9       1.4555246966E-005
#    -27    10       6.6580614666E-005
#    -27    11       9.3193151105E-005
#    -27    12       2.5668739382E-005
#    -27    13       1.9934330607E-004
#    -27    14       2.1791582967E-005
#    -27    15       1.0393388927E-004
#    -27    16       7.1279034417E-005
#    -27    17       4.8363072664E-006
#    -27    18       4.6620611832E-005
#    -27    19       2.9144769305E-006
#    -27    20       4.5552861358E-005
#    -27    21       6.9490177694E-005
#    -27    22       3.2361266645E-005
#    -27    23       2.9590954477E-004
#    -27    24       4.1580099968E-005
#    -27    25       1.7586578471E-004
#    -27    26       1.1600734597E-004
#    -27    27       2.1766994549E-005
#    -26   -18       3.6080785648E-005
#    -26   -17       9.4832638229E-006
#    -26   -16       9.5395576982E-005
#    -26   -15       8.1146683437E-006
#    -26   -14       1.5622240487E-004
#    -26   -13       7.9633863839E-005
#    -26   -12       8.1555589725E-006
#    -26   -11       1.1491703466E-004
#    -26   -10       1.1919067996E-005
#    -26    -9       5.6647106123E-005
#    -26    -8       3.0753179855E-005
#    -26    -7       2.6596800309E-006
#    -26    -6       3.8929629431E-005
#    -26    -5       7.7313400519E-006
#    -26    -4       1.4481255124E-005
#    -26    -3       3.7201617647E-005
#    -26    -2       9.4374735057E-006
#    -26    -1       6.2905418367E-005
#    -26     0       8.1603269232E-006
#    -26     1       2.4739976930E-005
#    -26     2       1.6112290258E-005
#    -26     3       9.1749446670E-007
#    -26     4       5.7220192612E-005
#    -26     5       1.3472660829E-005
#    -26     6       6.9814366101E-005
#    -26     7       9.2276299006E-005
#    -26     8       4.0304952864E-006
#    -26     9       9.1046330552E-005
#    -26    10       1.2216376454E-005
#    -26    11       6.6659976872E-005
#    -26    12       1.0411886318E-004
#    -26    13       2.5092094032E-005
#    -26    14       1.4435281475E-004
#    -26    15       9.1666887610E-006
#    -26    16       6.8197458544E-005
#    -26    17       1.6038782586E-005
#    -26    18       5.3877908242E-006
#    -26    19       9.9626876612E-005
#    -26    20       8.2244218461E-006
#    -26    21       7.0240725312E-005
#    -26    22       1.3383430503E-004
#    -26    23       3.4703004304E-005
#    -26    24       3.5675356157E-004
#    -26    25       3.1543849608E-006
#    -26    26       3.0952493302E-004
#    -26    27       1.1680983224E-004
#    -25   -19       4.3654181701E-006
#    -25   -18       1.1274657412E-004
#    -25   -17       4.7510045268E-005
#    -25   -16       9.1323330416E-006
#    -25   -15       1.1834771364E-004
#    -25   -14       1.9581597795E-005
#    -25   -13       1.3216249183E-004
#    -25   -12       8.6732104941E-005
#    -25   -11       6.3469982736E-006
#    -25   -10       2.9161893954E-004
#    -25    -9       9.1782360110E-006
#    -25    -8       3.0058225650E-005
#    -25    -7       3.1248548581E-005
#    -25    -6       5.9735149208E-007
#    -25    -5       8.6459420520E-004
#    -25    -4       9.5216136493E-006
#    -25    -3       3.2124413630E-005
#    -25    -2       3.6501056553E-005
#    -25    -1       5.0751388452E-006
#    -25     0       2.3605734040E-003
#    -25     1       2.7724741256E-006
#    -25     2       2.6707248724E-006
#    -25     3       2.2328152457E-005
#    -25     4       2.9305410824E-006
#    -25     5       3.8153540245E-003
#    -25     6       1.6275524131E-005
#    -25     7       3.2759844684E-005
#    -25     8       4.3866312549E-005
#    -25     9       5.0295255460E-007
#    -25    10       4.8930783870E-003
#    -25    11       3.3890227475E-006
#    -25    12       5.4883978213E-005
#    -25    13       7.2345810819E-005
#    -25    14       1.5338442346E-005
#    -25    15       2.8337132683E-003
#    -25    16       1.2609015113E-006
#    -25    17       3.5608450543E-005
#    -25    18       3.1456929588E-005
#    -25    19       2.9406929713E-005
#    -25    20       1.1089431761E-003
#    -25    21       1.5232542501E-005
#    -25    22       1.6694428675E-004
#    -25    23       1.7344726388E-004
#    -25    24       1.1967614198E-005
#    -25    25       1.9091244447E-004
#    -25    26       3.3721286955E-005
#    -25    27       3.6780570108E-005
#    -24   -20       7.7553268932E-007
#    -24   -19       7.7856231481E-005
#    -24   -18       1.3024368387E-005
#    -24   -17       7.4906901916E-005
#    -24   -16       9.3575051670E-005
#    -24   -15       1.4375113892E-005
#    -24   -14       1.7404640552E-004
#    -24   -13       2.0203137978E-005
#    -24   -12       6.3505109992E-005
#    -24   -11       5.0076802806E-005
#    -24   -10       3.1383458500E-006
#    -24    -9       5.1378273505E-005
#    -24    -8       1.4221936119E-005
#    -24    -7       1.8511817000E-005
#    -24    -6       5.0941895634E-005
#    -24    -5       1.4953072487E-006
#    -24    -4       6.4281358055E-005
#    -24    -3       1.3167349452E-005
#    -24    -2       1.1517835350E-005
#    -24    -1       6.0196523535E-006
#    -24     0       3.6757882898E-006
#    -24     1       2.8473226610E-005
#    -24     2       6.0540001690E-006
#    -24     3       6.6559906079E-005
#    -24     4       5.1252624595E-005
#    -24     5       5.0844019902E-006
#    -24     6       1.5413404689E-005
#    -24     7       4.7491016239E-006
#    -24     8       1.0779613287E-005
#    -24     9       2.2700996548E-005
#    -24    10       2.4968591120E-006
#    -24    11       3.9606985295E-005
#    -24    12       1.2454659874E-005
#    -24    13       7.8574630370E-005
#    -24    14       6.0622013477E-005
#    -24    15       1.2296762619E-005
#    -24    16       1.5400435259E-004
#    -24    17       1.9737679724E-006
#    -24    18       9.3269344205E-005
#    -24    19       8.5145912322E-005
#    -24    20       3.8701358244E-005
#    -24    21       2.5372013328E-004
#    -24    22       2.7447723892E-005
#    -24    23       1.1817796581E-004
#    -24    24       2.6454692180E-004
#    -24    25       3.6031952632E-005
#    -24    26       5.1246206298E-004
#    -23   -20       5.4567124308E-005
#    -23   -19       5.6411089211E-006
#    -23   -18       1.6054383289E-004
#    -23   -17       1.7266575856E-005
#    -23   -16       1.3348895980E-004
#    -23   -15       1.2422566262E-004
#    -23   -14       1.3799948488E-005
#    -23   -13       1.2405547645E-004
#    -23   -12       9.6806454772E-006
#    -23   -11       3.4852573050E-005
#    -23   -10       4.1877571979E-005
#    -23    -9       1.9159081575E-007
#    -23    -8       3.5929882034E-005
#    -23    -7       1.6385615535E-005
#    -23    -6       4.3000768376E-005
#    -23    -5       6.9689059579E-005
#    -23    -4       3.3295125383E-006
#    -23    -3       2.9980462025E-005
#    -23    -2       3.9567400675E-006
#    -23    -1       2.3979655445E-005
#    -23     0       5.0290893719E-005
#    -23     1       2.1491847261E-005
#    -23     2       1.7579666964E-004
#    -23     3       9.8954754869E-006
#    -23     4       4.9940276319E-005
#    -23     5       1.9947724340E-006
#    -23     6       4.5838250068E-006
#    -23     7       8.4396239810E-005
#    -23     8       2.5901842091E-005
#    -23     9       1.0943170598E-004
#    -23    10       1.2327444092E-004
#    -23    11       1.2902396799E-005
#    -23    12       1.8405653116E-004
#    -23    13       2.7499362367E-005
#    -23    14       1.3669274999E-004
#    -23    15       1.5573918885E-004
#    -23    16       2.7603042088E-005
#    -23    17       1.4240054651E-004
#    -23    18       1.0786903358E-005
#    -23    19       1.2440945688E-004
#    -23    20       1.3219377040E-004
