 Diffraction intensities for potential:ga5x5_08D10009.in                       
#    -28    13       5.5702733964E-006
#    -28    14       3.1873664082E-005
#    -28    15       2.5618038030E-005
#    -27     7       1.7958173803E-006
#    -27     8       1.3722296461E-005
#    -27     9       2.4942294647E-005
#    -27    10       5.3220619092E-005
#    -27    11       7.0591590133E-005
#    -27    12       8.0258825026E-006
#    -27    13       4.5434901630E-005
#    -27    14       1.0618358878E-005
#    -27    15       3.4293472370E-005
#    -27    16       1.1266373064E-004
#    -27    17       3.4111921255E-005
#    -27    18       5.1540905916E-005
#    -27    19       6.0811103996E-005
#    -27    20       1.8720775326E-005
#    -26     4       2.4755114084E-006
#    -26     5       3.4721247906E-005
#    -26     6       1.5127541556E-005
#    -26     7       7.3739503458E-005
#    -26     8       6.5436157671E-005
#    -26     9       1.0549459175E-004
#    -26    10       2.2587485524E-005
#    -26    11       5.7701327599E-005
#    -26    12       7.7942697344E-006
#    -26    13       6.4074058272E-005
#    -26    14       4.8118273450E-005
#    -26    15       6.5133827397E-005
#    -26    16       2.4963260898E-005
#    -26    17       1.1238377076E-005
#    -26    18       6.4253983595E-005
#    -26    19       3.3183550305E-005
#    -26    20       2.0527376250E-005
#    -26    21       1.6495375343E-005
#    -26    22       6.9330490433E-005
#    -25     2       2.2882365263E-005
#    -25     3       3.9958749585E-005
#    -25     4       1.6318445626E-005
#    -25     5       8.2038637338E-004
#    -25     6       8.2568267848E-005
#    -25     7       2.2350003991E-005
#    -25     8       1.6805807419E-006
#    -25     9       1.1335005584E-004
#    -25    10       7.8730349298E-004
#    -25    11       2.9324872589E-005
#    -25    12       3.3476193111E-006
#    -25    13       4.2774542586E-005
#    -25    14       7.0840636928E-005
#    -25    15       1.0051613938E-004
#    -25    16       2.1019756562E-006
#    -25    17       1.0502471214E-005
#    -25    18       5.7245224453E-005
#    -25    19       6.1148849918E-005
#    -25    20       1.2129562451E-004
#    -25    21       9.2651976003E-005
#    -25    22       3.4080875985E-005
#    -25    23       1.5310468511E-005
#    -24     0       5.5621394427E-005
#    -24     1       8.6634727225E-005
#    -24     2       8.6857788543E-006
#    -24     3       1.0172344034E-004
#    -24     4       6.7931004013E-005
#    -24     5       1.3453339205E-004
#    -24     6       5.1569886014E-005
#    -24     7       6.2537455434E-005
#    -24     8       3.2772639088E-005
#    -24     9       1.5383912295E-004
#    -24    10       1.8859662623E-004
#    -24    11       2.9210086723E-005
#    -24    12       3.0799919636E-005
#    -24    13       1.1731678939E-005
#    -24    14       1.3877945211E-004
#    -24    15       5.4358979573E-005
#    -24    16       1.4088611669E-005
#    -24    17       2.7716219631E-005
#    -24    18       9.8149122418E-005
#    -24    19       2.4793620255E-005
#    -24    20       4.5829495446E-005
#    -24    21       4.0708701527E-005
#    -24    22       9.8434356556E-005
