 Diffraction intensities for potential:_6x6_07D10016.in                        
#    -54    14       3.4013169199E-007
#    -54    15       5.6085160416E-006
#    -54    16       7.2710456908E-007
#    -54    17       2.8982380476E-007
#    -54    18       1.8834898722E-005
#    -54    19       1.1462199327E-006
#    -54    20       3.1459493656E-007
#    -53     9       2.2041022691E-006
#    -53    10       1.2152634543E-006
#    -53    11       1.6706266911E-007
#    -53    12       5.9996932552E-007
#    -53    13       2.3472207679E-007
#    -53    14       1.4390028958E-006
#    -53    15       3.8283437052E-006
#    -53    16       3.3302648292E-006
#    -53    17       1.1986145645E-007
#    -53    18       1.5507203959E-006
#    -53    19       1.5500545899E-006
#    -53    20       1.0216797132E-006
#    -53    21       5.6039035453E-006
#    -53    22       1.2786309009E-006
#    -53    23       1.8728668296E-007
#    -53    24       5.8979640569E-007
#    -52     6       1.7945831176E-007
#    -52     7       5.5432139518E-007
#    -52     8       2.2094816809E-007
#    -52     9       2.8371103877E-006
#    -52    10       1.7319487687E-007
#    -52    11       1.8423604052E-006
#    -52    12       2.5179137856E-007
#    -52    13       1.7117961296E-006
#    -52    14       6.6937588832E-007
#    -52    15       3.4941921254E-006
#    -52    16       8.6576671901E-007
#    -52    17       3.9854737086E-006
#    -52    18       1.2833197961E-006
#    -52    19       1.9672747330E-006
#    -52    20       6.9354186023E-007
#    -52    21       4.2212023668E-006
#    -52    22       2.5911241082E-007
#    -52    23       1.0127257192E-006
#    -52    24       1.1921614034E-006
#    -52    25       2.6932755357E-007
#    -52    26       6.7789448340E-008
#    -51     3       1.6646689819E-007
#    -51     4       8.3233089297E-008
#    -51     5       3.0125393488E-007
#    -51     6       2.9318213640E-006
#    -51     7       1.4593625324E-006
#    -51     8       2.1847550293E-007
#    -51     9       1.5544920025E-006
#    -51    10       3.8584045543E-007
#    -51    11       1.7152692087E-006
#    -51    12       9.9003392144E-006
#    -51    13       6.8083451779E-006
#    -51    14       2.3782618948E-007
#    -51    15       4.8871298747E-006
#    -51    16       1.3432865103E-006
#    -51    17       4.1274441921E-006
#    -51    18       1.1969375676E-005
#    -51    19       6.2923226557E-006
#    -51    20       2.9798976196E-007
#    -51    21       3.5440793236E-006
#    -51    22       9.9030964075E-007
#    -51    23       9.6889424494E-007
#    -51    24       2.7317611092E-006
#    -51    25       1.3343604380E-006
#    -51    26       1.5899927659E-007
#    -51    27       1.8292392877E-006
#    -50     1       1.3458829509E-007
#    -50     2       2.7453944970E-009
#    -50     3       1.8041245293E-006
#    -50     4       3.2299932711E-007
#    -50     5       8.2813431830E-007
#    -50     6       1.8610055151E-006
#    -50     7       1.2732715004E-007
#    -50     8       1.2367351616E-006
#    -50     9       4.8259432432E-006
#    -50    10       3.1312245411E-006
#    -50    11       9.9582728816E-007
#    -50    12       1.0429353177E-005
#    -50    13       1.4139209761E-006
#    -50    14       4.6998806539E-006
#    -50    15       2.0155029672E-005
#    -50    16       5.3446109275E-006
#    -50    17       2.0820845039E-006
#    -50    18       1.6164730572E-005
#    -50    19       1.1095355546E-006
#    -50    20       2.7795916961E-006
#    -50    21       1.0288754040E-005
#    -50    22       2.9992236533E-006
#    -50    23       9.8978917933E-007
#    -50    24       5.2250945798E-006
#    -50    25       8.3328936800E-007
#    -50    26       9.9451478523E-007
#    -50    27       2.9180583246E-006
#    -50    28       1.8524251417E-006
#    -49    -1       7.4355371458E-008
#    -49     0       4.2619319867E-008
#    -49     1       3.0120176117E-008
#    -49     2       1.2267338633E-007
#    -49     3       4.7108481989E-007
#    -49     4       7.6393119188E-007
#    -49     5       4.3051524418E-007
#    -49     6       1.1855780298E-007
#    -49     7       2.7004645021E-007
#    -49     8       5.8608906580E-007
#    -49     9       6.5994688118E-007
#    -49    10       6.8984160160E-007
#    -49    11       4.5614039338E-007
#    -49    12       3.7448076406E-007
#    -49    13       4.3838861122E-007
#    -49    14       1.8629218623E-006
#    -49    15       1.8252738135E-006
#    -49    16       1.1366405552E-006
#    -49    17       3.1627285136E-007
#    -49    18       3.6645296282E-007
#    -49    19       5.2356438368E-007
#    -49    20       1.4786383777E-006
#    -49    21       9.3168256730E-007
#    -49    22       5.2656139086E-007
#    -49    23       7.3017298661E-008
#    -49    24       5.0897819800E-008
#    -49    25       1.1079482981E-007
#    -49    26       5.5167069863E-007
#    -49    27       1.3602924284E-007
#    -49    28       1.4138260456E-008
#    -49    29       2.0774016832E-007
#    -48    -3       5.4251792391E-007
#    -48    -2       9.0321053234E-008
#    -48    -1       1.6048739403E-007
#    -48     0       5.8490451178E-006
#    -48     1       1.3382357974E-007
