 Diffraction intensities for potential:-1x1interp10001.in                      
#     -3    -4       7.3184010944E-005
#     -3    -3       4.1246965988E-004
#     -3    -2       2.8037758488E-003
#     -3    -1       1.1660870487E-002
#     -3     0       3.0271730258E-002
#     -3     1       4.4586693366E-002
#     -3     2       2.5684964481E-002
#     -3     3       6.8146632658E-003
#     -2    -6       1.5982999120E-006
#     -2    -5       5.8870222030E-005
#     -2    -4       2.6227757007E-004
#     -2    -3       1.3799563311E-003
#     -2    -2       7.7401393642E-003
#     -2    -1       1.8884812033E-002
#     -2     0       3.8253358897E-002
#     -2     1       6.9986454575E-002
#     -2     2       1.4895760036E-002
#     -2     3       1.3039959293E-002
#     -1    -7       4.9824085714E-007
#     -1    -6       6.1431511843E-006
#     -1    -5       8.1922582337E-005
#     -1    -4       9.1305491028E-004
#     -1    -3       6.0026218525E-003
#     -1    -2       1.1319641531E-002
#     -1    -1       1.3103305289E-002
#     -1     0       7.1036707726E-003
#     -1     1       1.8535942831E-002
#     -1     2       5.2532162934E-002
#      0    -7       2.8955310916E-007
#      0    -6       3.0103386353E-005
#      0    -5       1.1584692581E-004
#      0    -4       3.4735798794E-003
#      0    -3       1.9973567358E-002
#      0    -2       4.0910491875E-002
#      0    -1       4.3279744805E-003
#      0     0       8.4767773438E-002
#      0     1       5.3931609077E-002
#      1    -7       2.3728700935E-007
#      1    -6       2.6696660347E-005
#      1    -5       3.3407170392E-004
#      1    -4       4.1513670792E-003
#      1    -3       2.1584836133E-002
#      1    -2       6.3250744845E-002
#      1    -1       4.7225609863E-002
#      1     0       5.3959803711E-002
#      2    -7       9.6542935564E-007
#      2    -6       6.3867202947E-005
#      2    -5       9.4049717988E-004
#      2    -4       1.3090693733E-002
#      2    -3       4.7374202321E-002
#      2    -2       3.8655430119E-002
#      2    -1       5.2832346946E-002
#      3    -6       3.8354477044E-005
#      3    -5       4.4145983115E-004
#      3    -4       2.6884899656E-003
#      3    -3       2.3872653061E-003
#     -7    -1       3.4707981866E-006
#     -7     0       3.7739431357E-006
#     -7     1       6.4199670247E-006
#     -7     2       1.1754032130E-005
#     -7     3       1.7430589554E-005
#     -6    -3       1.8764288312E-005
#     -6    -2       1.5867317975E-005
#     -6    -1       2.0001829769E-005
#     -6     0       1.2320838375E-004
#     -6     1       2.1888410358E-004
#     -6     2       3.6409613509E-004
#     -6     3       2.5169548146E-004
#     -5    -4       3.6401793160E-005
#     -5    -3       3.4491844244E-005
#     -5    -2       1.5363914349E-004
#     -5    -1       4.0858818347E-004
#     -5     0       7.8644933400E-004
#     -5     1       1.6098388277E-003
#     -5     2       2.3484435252E-003
#     -5     3       7.4238842505E-004
#     -4    -5       8.9720890903E-006
#     -4    -4       1.7330713839E-004
#     -4    -3       2.3952955301E-004
#     -4    -2       6.6296671461E-004
#     -4    -1       2.5776823222E-003
#     -4     0       9.0014312881E-003
#     -4     1       1.1843182837E-002
#     -4     2       1.4675772363E-002
#     -4     3       1.5885530272E-003
#     -3    -6       1.4577393026E-005
#     -3    -5       5.3984986144E-005
#     -3    -4       6.9881718534E-005
#     -3    -3       4.2311003417E-004
#     -3    -2       2.8408292061E-003
#     -3    -1       1.1684999261E-002
#     -3     0       2.9142033705E-002
#     -3     1       4.0487516466E-002
#     -3     2       2.9894263651E-002
#     -3     3       9.2972619752E-004
#     -2    -6       9.7278590750E-007
#     -2    -5       5.8694700940E-005
#     -2    -4       2.6015493517E-004
#     -2    -3       1.4177648087E-003
#     -2    -2       7.9794873295E-003
#     -2    -1       1.9659891010E-002
#     -2     0       3.8718054128E-002
#     -2     1       6.3544640917E-002
#     -2     2       1.8540358502E-002
#     -1    -7       1.9208853694E-006
#     -1    -6       6.5419790276E-006
#     -1    -5       8.8176003602E-005
#     -1    -4       9.0910370642E-004
#     -1    -3       6.1422922706E-003
#     -1    -2       1.1969036062E-002
#     -1    -1       1.4098743892E-002
#     -1     0       9.7890252257E-003
#     -1     1       2.2914923585E-002
#     -1     2       8.6644387873E-002
#      0    -7       2.5709079594E-007
#      0    -6       3.0732399695E-005
#      0    -5       1.3252423905E-004
#      0    -4       3.4492496628E-003
#      0    -3       1.9994269970E-002
#      0    -2       4.2371631232E-002
#      0    -1       5.2239356623E-003
#      0     0       7.7523061120E-002
#      0     1       3.9188100920E-002
#      1    -7       5.1650901157E-007
#      1    -6       2.1150636467E-005
#      1    -5       3.9125732883E-004
#      1    -4       4.3498633926E-003
#      1    -3       2.1512823343E-002
#      1    -2       6.1359143503E-002
#      1    -1       4.3460156195E-002
#      1     0       5.4296379217E-002
#      2    -7       1.5178292170E-006
#      2    -6       4.8767933051E-005
#      2    -5       1.0569489899E-003
#      2    -4       1.3532494491E-002
#      2    -3       4.8997478037E-002
#      2    -2       4.1957541783E-002
#      2    -1       5.0288741872E-002
#      3    -6       3.8032573065E-005
#      3    -5       5.5375125336E-004
#      3    -4       2.4466323396E-003
#      3    -3       1.5405637094E-003
#     -7    -1       6.1197810320E-007
#     -7     0       7.1623954918E-006
#     -7     1       9.5925603526E-006
#     -7     2       8.2186798922E-006
#     -6    -3       2.0318110779E-005
#     -6    -2       2.2417387799E-005
#     -6    -1       2.1946583642E-005
#     -6     0       1.1396871271E-004
#     -6     1       2.0000961672E-004
#     -6     2       2.9867531581E-004
#     -6     3       3.4513565090E-004
#     -5    -4       3.5309759464E-005
#     -5    -3       3.8895661068E-005
#     -5    -2       1.4979178314E-004
#     -5    -1       4.1736449591E-004
#     -5     0       7.7168416927E-004
#     -5     1       1.3740346263E-003
#     -5     2       1.7564330083E-003
#     -5     3       8.3268892694E-004
#     -4    -5       9.9107478081E-006
#     -4    -4       1.6600361504E-004
#     -4    -3       2.3626516932E-004
#     -4    -2       6.4783209624E-004
#     -4    -1       2.5929599220E-003
#     -4     0       9.1410721908E-003
#     -4     1       1.1232201808E-002
#     -4     2       1.2539933422E-002
#     -4     3       4.0452758805E-003
#     -3    -6       1.6843965774E-005
#     -3    -5       5.5236778844E-005
#     -3    -4       6.1976122156E-005
#     -3    -3       4.1077305771E-004
#     -3    -2       2.8038671787E-003
#     -3    -1       1.1672329533E-002
#     -3     0       2.9971643861E-002
#     -3     1       4.2168115755E-002
#     -3     2       2.1737320642E-002
#     -3     3       5.3934102484E-003
#     -2    -6       9.1536068847E-007
#     -2    -5       6.5581847425E-005
#     -2    -4       2.6176656646E-004
#     -2    -3       1.3731806830E-003
#     -2    -2       7.7475653342E-003
#     -2    -1       1.9269311704E-002
#     -2     0       4.0046391088E-002
#     -2     1       7.4817777119E-002
#     -2     2       9.6350740579E-003
#     -1    -7       6.7545216673E-006
#     -1    -6       6.8400730203E-006
#     -1    -5       1.0405499616E-004
#     -1    -4       9.8634801220E-004
#     -1    -3       6.2561251817E-003
#     -1    -2       1.1421461012E-002
#     -1    -1       1.1814194451E-002
#     -1     0       8.2927607453E-003
#     -1     1       3.0271053526E-002
#     -1     2       7.2825981982E-002
#      0    -7       1.1150313345E-006
#      0    -6       3.4880817346E-005
#      0    -5       1.5865812464E-004
#      0    -4       3.8470009850E-003
#      0    -3       2.1722372493E-002
#      0    -2       4.4651157036E-002
#      0    -1       4.0936870210E-003
#      0     0       9.2836034757E-002
#      0     1       4.4101561626E-002
#      1    -7       5.4417923355E-007
#      1    -6       2.7663324325E-005
#      1    -5       3.6344789254E-004
#      1    -4       4.5460609756E-003
#      1    -3       2.6181822521E-002
#      1    -2       7.3175503562E-002
#      1    -1       4.1766516428E-002
#      1     0       6.8844369066E-002
#      2    -7       1.4465975677E-007
#      2    -6       5.9212245418E-005
#      2    -5       6.4830130678E-004
#      2    -4       9.1043359319E-003
#      2    -3       3.5998345127E-002
#      2    -2       3.0446956225E-002
#      2    -1       1.6901640864E-002
#      3    -6       1.9272741407E-004
#      3    -5       9.0405256376E-004
#      3    -4       6.5943067918E-003
#      3    -3       1.6267223433E-002
#     -7    -1       5.0673645760E-006
#     -7     0       6.7486575061E-006
#     -7     1       3.0954201374E-006
#     -7     2       2.3824095729E-006
#     -6    -3       2.0862928406E-005
#     -6    -2       1.8323578680E-005
#     -6    -1       2.3322110277E-005
#     -6     0       1.4206555880E-004
#     -6     1       2.4226801154E-004
#     -6     2       3.2827512781E-004
#     -6     3       1.1941877233E-004
#     -5    -4       3.3853779619E-005
#     -5    -3       3.5172638780E-005
#     -5    -2       1.3839686142E-004
#     -5    -1       3.9212431001E-004
#     -5     0       7.9989924236E-004
#     -5     1       1.6753791172E-003
#     -5     2       2.0119644389E-003
#     -5     3       2.3475960073E-004
#     -4    -5       1.2516635456E-005
#     -4    -4       1.7047664549E-004
#     -4    -3       2.3220639983E-004
#     -4    -2       6.2923330379E-004
#     -4    -1       2.5258224903E-003
#     -4     0       9.0941390707E-003
#     -4     1       1.2875841172E-002
#     -4     2       1.4569427979E-002
#     -4     3       3.7536043315E-004
#     -3    -6       1.4696013458E-005
#     -3    -5       5.4914439517E-005
#     -3    -4       6.5195032891E-005
#     -3    -3       4.3208502203E-004
#     -3    -2       2.8325689992E-003
#     -3    -1       1.1314349060E-002
#     -3     0       2.8083920688E-002
#     -3     1       4.2885521523E-002
#     -3     2       3.1739171627E-002
#     -3     3       1.9663039357E-003
#     -2    -6       8.5185546669E-007
#     -2    -5       7.0058050324E-005
#     -2    -4       2.6244272793E-004
#     -2    -3       1.4407298877E-003
#     -2    -2       8.2659398985E-003
#     -2    -1       1.9492605006E-002
#     -2     0       3.5845948429E-002
#     -2     1       6.3042822812E-002
#     -2     2       1.9698052889E-002
#     -1    -7       1.4405412759E-006
#     -1    -6       5.1848339783E-006
#     -1    -5       9.6518876203E-005
#     -1    -4       9.2375920290E-004
#     -1    -3       6.2787119151E-003
#     -1    -2       1.2962628067E-002
#     -1    -1       1.3837743724E-002
#     -1     0       8.3637885374E-003
#     -1     1       1.7220001931E-002
#     -1     2       7.7047569858E-002
#      0    -7       5.4653653432E-007
#      0    -6       4.3436545294E-005
#      0    -5       1.4442095715E-004
#      0    -4       3.3719797947E-003
#      0    -3       1.9804900989E-002
#      0    -2       4.6125128749E-002
#      0    -1       7.6682559002E-003
#      0     0       8.1880633940E-002
#      0     1       4.9086102628E-002
#      1    -7       9.2681807006E-007
#      1    -6       5.6836564188E-005
#      1    -5       4.5376115589E-004
#      1    -4       4.1993529852E-003
#      1    -3       1.9239996808E-002
#      1    -2       6.3529504393E-002
#      1    -1       5.7901533826E-002
#      1     0       4.2352079498E-002
#      2    -7       2.5672240947E-007
#      2    -6       1.3046866660E-004
#      2    -5       1.2179357256E-003
#      2    -4       1.3580901376E-002
#      2    -3       4.4260074590E-002
#      2    -2       3.0733626701E-002
#      2    -1       5.1282412833E-002
#      3    -6       1.1813737052E-004
#      3    -5       7.2036519428E-004
#      3    -4       4.8207162989E-003
#      3    -3       6.3118513617E-003
#     -7    -1       2.5641980436E-007
#     -7     0       4.5642421588E-006
#     -7     1       6.5854826172E-006
#     -7     2       7.6096394422E-006
#     -6    -3       1.4837764590E-005
#     -6    -2       2.5560231928E-005
#     -6    -1       1.8721421994E-005
#     -6     0       1.2178617481E-004
#     -6     1       1.8461331995E-004
#     -6     2       2.4638379181E-004
#     -6     3       1.2132240961E-004
#     -5    -4       3.9565637686E-005
#     -5    -3       3.7973247795E-005
#     -5    -2       1.3669542167E-004
#     -5    -1       3.8858476235E-004
#     -5     0       7.8904203505E-004
#     -5     1       1.5764590082E-003
#     -5     2       2.0264581051E-003
#     -5     3       4.4429248060E-004
#     -4    -5       1.5037672829E-005
#     -4    -4       1.5852862475E-004
#     -4    -3       2.3049163701E-004
#     -4    -2       6.2522658676E-004
#     -4    -1       2.4818203787E-003
#     -4     0       8.8388102060E-003
#     -4     1       1.1815342336E-002
#     -4     2       1.3762319918E-002
#     -4     3       1.2940315600E-003
#     -3    -6       8.2695595247E-006
#     -3    -5       5.9861263178E-005
#     -3    -4       6.7680816617E-005
#     -3    -3       4.3448457491E-004
#     -3    -2       2.8924715846E-003
#     -3    -1       1.1689929592E-002
#     -3     0       2.8810047355E-002
#     -3     1       4.2249814484E-002
