 Diffraction intensities for potential:gv5x5_04D10003.in                       
#    -28    13       1.1661614779E-005
#    -28    14       3.7774566665E-005
#    -28    15       1.2457014256E-005
#    -27     7       3.8140021668E-006
#    -27     8       1.4322600530E-005
#    -27     9       4.8347312881E-006
#    -27    10       8.0311874587E-006
#    -27    11       5.7513015651E-005
#    -27    12       6.5402322487E-005
#    -27    13       1.8576417328E-005
#    -27    14       4.1996690529E-005
#    -27    15       2.4192407295E-005
#    -27    16       1.2864721565E-005
#    -27    17       1.9194913825E-005
#    -27    18       1.6225331949E-005
#    -27    19       4.2971553790E-006
#    -27    20       1.1969684225E-005
#    -26     4       3.9627853690E-006
#    -26     5       6.9559832559E-006
#    -26     6       1.4710724153E-005
#    -26     7       7.0866665906E-006
#    -26     8       5.3860543514E-005
#    -26     9       4.4852187311E-005
#    -26    10       4.5082686053E-005
#    -26    11       3.0510633758E-005
#    -26    12       6.4001934103E-005
#    -26    13       3.5167873781E-005
#    -26    14       7.4051249633E-006
#    -26    15       2.9200946490E-005
#    -26    16       2.1437722372E-005
#    -26    17       6.3454111979E-006
#    -26    18       2.5413302830E-006
#    -26    19       2.2989488421E-005
#    -26    20       5.8307632288E-006
#    -26    21       1.6750721758E-006
#    -26    22       1.3441440199E-005
#    -25     2       1.2315509112E-005
#    -25     3       7.0209784326E-005
#    -25     4       3.7791457725E-005
#    -25     5       5.7245251358E-004
#    -25     6       1.2540186208E-004
#    -25     7       4.6552351310E-005
#    -25     8       4.1608544807E-005
#    -25     9       3.9163660976E-005
#    -25    10       9.3131851181E-004
#    -25    11       1.2349666785E-005
#    -25    12       7.7599535960E-005
#    -25    13       8.0551110501E-005
#    -25    14       4.9856257110E-005
#    -25    15       2.6702889249E-004
#    -25    16       1.4237675866E-005
#    -25    17       4.2121506755E-006
#    -25    18       2.3367814085E-006
#    -25    19       3.5325151723E-005
#    -25    20       2.3107463525E-004
#    -25    21       1.9015878499E-005
#    -25    22       2.1683211851E-005
#    -25    23       1.9548649429E-005
#    -24     0       1.6703443211E-005
#    -24     1       1.8133350152E-005
#    -24     2       2.0519866838E-005
#    -24     3       1.0327806434E-005
#    -24     4       1.1755589781E-005
#    -24     5       1.2310131532E-006
#    -24     6       4.4042841337E-006
#    -24     7       5.8650514938E-005
#    -24     8       5.3810841316E-005
#    -24     9       5.3422535062E-005
#    -24    10       1.5221162504E-004
#    -24    11       9.9436521660E-005
#    -24    12       9.3234089818E-005
#    -24    13       7.4370983538E-005
#    -24    14       8.9575672026E-006
#    -24    15       1.8711676200E-006
#    -24    16       4.7768032365E-005
#    -24    17       5.6799187292E-005
#    -24    18       1.1080084767E-005
#    -24    19       1.3913399731E-005
#    -24    20       2.9510077191E-005
#    -24    21       7.2732988177E-006
#    -24    22       2.0117929766E-005
#    -24    23       3.7029996197E-005
#    -24    24       1.4599848918E-005
#    -23    -2       4.3316053469E-006
#    -23    -1       6.2397400615E-005
#    -23     0       6.6117087824E-006
#    -23     1       8.0605011584E-005
#    -23     2       5.1496625116E-005
#    -23     3       5.1788827303E-005
#    -23     4       6.7753465563E-005
#    -23     5       3.4813801013E-005
#    -23     6       1.1256184617E-004
#    -23     7       9.1563309999E-005
#    -23     8       1.3244453852E-004
#    -23     9       2.9527096983E-005
#    -23    10       8.9220500666E-005
#    -23    11       1.3526382622E-004
#    -23    12       8.3965606809E-005
#    -23    13       8.6579839627E-005
#    -23    14       1.1331967938E-004
#    -23    15       4.7325926416E-005
#    -23    16       3.2067183750E-005
#    -23    17       3.7225351124E-005
#    -23    18       1.4751757850E-005
#    -23    19       2.5246217186E-005
#    -23    20       1.5979090872E-005
#    -23    21       6.7769449149E-005
#    -23    22       7.2175173845E-005
#    -23    23       1.3257519457E-005
#    -23    24       2.4599254188E-005
#    -23    25       4.2225970261E-005
#    -22    -4       3.9640019698E-005
#    -22    -3       5.1758928283E-005
#    -22    -2       4.5542256061E-005
#    -22    -1       7.5083872865E-005
#    -22     0       4.4342955259E-005
#    -22     1       8.0546043591E-005
#    -22     2       6.2653494636E-005
#    -22     3       3.3651477914E-005
#    -22     4       1.0939647610E-004
#    -22     5       1.4590010773E-005
#    -22     6       1.3748914242E-005
#    -22     7       7.2425001929E-005
#    -22     8       8.9838348163E-005
#    -22     9       1.1398029828E-004
#    -22    10       1.2508428040E-004
#    -22    11       1.8681141476E-004
#    -22    12       1.3003287834E-004
#    -22    13       3.8565797425E-005
#    -22    14       3.8681938598E-005
#    -22    15       2.1668161360E-005
#    -22    16       9.3803739310E-006
#    -22    17       4.1506592756E-006
#    -22    18       1.1969409684E-004
#    -22    19       6.9735309728E-005
#    -22    20       2.8662622652E-005
#    -22    21       6.3117131665E-005
#    -22    22       9.4246495251E-005
#    -22    23       5.4479939890E-005
#    -22    24       3.9138627451E-005
#    -22    25       4.4655598540E-006
#    -22    26       3.4617840128E-005
#    -21    -5       1.9661050634E-005
#    -21    -4       3.9814682193E-006
#    -21    -3       3.2084720553E-005
#    -21    -2       1.7951871801E-005
#    -21    -1       2.0448270181E-005
#    -21     0       1.9752648250E-005
#    -21     1       3.5642558003E-005
#    -21     2       3.4445575803E-006
#    -21     3       7.7143607653E-005
#    -21     4       7.8144051691E-006
#    -21     5       1.6385058776E-004
#    -21     6       1.2491313536E-004
#    -21     7       9.4772252919E-005
#    -21     8       2.5185680744E-004
#    -21     9       1.1438388261E-004
#    -21    10       5.1660147409E-005
#    -21    11       9.8526493698E-005
#    -21    12       6.6055594271E-005
#    -21    13       2.6007237049E-005
#    -21    14       3.9388853838E-005
#    -21    15       9.2334878790E-005
#    -21    16       2.7885929633E-005
#    -21    17       1.7426028069E-005
#    -21    18       4.6649547949E-005
#    -21    19       4.5720814176E-005
#    -21    20       9.4068330634E-005
#    -21    21       3.7046601172E-005
#    -21    22       3.5495238816E-005
#    -21    23       1.0664037599E-004
#    -21    24       3.6486402232E-005
#    -21    25       2.2098139777E-005
#    -21    26       8.6198147148E-006
#    -20    -7       6.4366020490E-006
#    -20    -6       3.6658660731E-005
#    -20    -5       8.6310390968E-004
#    -20    -4       5.1368279803E-005
#    -20    -3       1.1604124950E-004
#    -20    -2       6.6747666852E-005
#    -20    -1       1.2817448907E-004
#    -20     0       7.2424943370E-003
#    -20     1       8.4958948786E-005
#    -20     2       1.0212990280E-004
#    -20     3       1.1508535004E-004
#    -20     4       4.8420567781E-005
#    -20     5       1.0023247223E-002
#    -20     6       1.1287935252E-004
#    -20     7       2.0182950344E-005
#    -20     8       1.2906705944E-004
#    -20     9       2.0605492552E-004
#    -20    10       6.5736021764E-003
#    -20    11       1.0193264575E-004
#    -20    12       1.2619297747E-004
#    -20    13       4.2748432624E-005
#    -20    14       2.2360760801E-005
#    -20    15       7.3394282427E-003
#    -20    16       6.5409336057E-005
#    -20    17       1.4101446194E-004
#    -20    18       5.0976413017E-006
#    -20    19       1.2666771729E-004
#    -20    20       1.7510853298E-003
#    -20    21       3.4832098893E-005
#    -20    22       6.5068532630E-005
#    -20    23       3.6620839881E-005
#    -20    24       7.0687802551E-005
#    -20    25       3.1959756561E-004
#    -20    26       2.4732924693E-005
