 Diffraction intensities for potential:ga5x5_01D10006.in                       
#    -28    13       1.2972590761E-007
#    -28    14       1.0041723373E-006
#    -28    15       7.4669166900E-007
#    -27     7       5.3603327550E-007
#    -27     8       1.4778027123E-007
#    -27     9       2.1832382937E-007
#    -27    10       1.5046962520E-007
#    -27    11       5.6312647036E-007
#    -27    12       9.2525045969E-008
#    -27    13       1.6126394098E-006
#    -27    14       1.1106670134E-006
#    -27    15       1.8260044634E-006
#    -27    16       2.7373667586E-006
#    -27    17       1.3741446292E-006
#    -27    18       4.3791247571E-007
#    -27    19       8.9881074435E-007
#    -27    20       9.8397487544E-007
#    -26     4       4.5713228095E-007
#    -26     5       6.0585474172E-007
#    -26     6       2.1025955862E-007
#    -26     7       4.3963681180E-008
#    -26     8       2.5334029286E-006
#    -26     9       8.1457757804E-008
#    -26    10       5.8631568389E-007
#    -26    11       1.0425125890E-006
#    -26    12       2.3777507668E-006
#    -26    13       7.8356642463E-006
#    -26    14       1.9927564943E-006
#    -26    15       2.8763058413E-006
#    -26    16       4.6224659086E-006
#    -26    17       2.1896921946E-006
#    -26    18       4.7233850664E-006
#    -26    19       2.5745492612E-006
#    -26    20       2.4754007924E-006
#    -26    21       3.2057909226E-007
#    -26    22       2.1346863249E-006
#    -25     2       1.9830355437E-007
#    -25     3       5.1248884548E-008
#    -25     4       3.5136695635E-009
#    -25     5       8.4160200118E-004
#    -25     6       5.2543538384E-007
#    -25     7       2.4537758377E-006
#    -25     8       2.1826103322E-006
#    -25     9       2.7272224113E-006
#    -25    10       8.7683103304E-004
#    -25    11       2.4860471979E-006
#    -25    12       2.2999866322E-006
#    -25    13       2.8609182963E-006
#    -25    14       4.9886654795E-006
#    -25    15       3.9294222631E-004
#    -25    16       7.4474244972E-006
#    -25    17       4.1484557101E-006
#    -25    18       4.8409922536E-006
#    -25    19       6.3242903668E-006
#    -25    20       2.5425179557E-004
#    -25    21       4.8826496429E-006
#    -25    22       3.5200021781E-006
#    -25    23       1.1827947616E-006
#    -24     0       4.7593471903E-008
#    -24     1       2.6436373186E-008
#    -24     2       1.3023257831E-007
#    -24     3       9.8878395022E-008
#    -24     4       9.3843440914E-007
#    -24     5       1.3208858336E-006
#    -24     6       2.2824146064E-006
#    -24     7       7.6096584425E-007
#    -24     8       2.3044681240E-006
#    -24     9       1.3131830262E-006
#    -24    10       1.9873435350E-006
#    -24    11       1.3733193040E-006
#    -24    12       2.7470816938E-006
#    -24    13       4.6972570863E-006
#    -24    14       4.9006697897E-006
#    -24    15       4.6721503130E-006
#    -24    16       4.8823418816E-006
#    -24    17       3.9448651586E-006
#    -24    18       3.5938311684E-006
#    -24    19       4.1499608214E-006
#    -24    20       7.1356191609E-006
#    -24    21       6.6616719798E-006
#    -24    22       4.4361509597E-006
#    -24    23       1.4179161557E-006
#    -24    24       3.8583528784E-006
#    -23    -2       7.5346301097E-008
#    -23    -1       1.1653321876E-008
#    -23     0       2.4955469426E-007
#    -23     1       8.5653745800E-007
#    -23     2       1.4644700493E-006
#    -23     3       3.1493233975E-006
#    -23     4       1.8291614294E-006
#    -23     5       1.6885652962E-006
#    -23     6       1.3072126466E-006
#    -23     7       8.8942114572E-007
#    -23     8       2.8795749297E-008
#    -23     9       7.4276497412E-007
#    -23    10       1.1926535282E-006
#    -23    11       3.3737027115E-006
#    -23    12       3.3194318402E-006
#    -23    13       6.1087586430E-006
#    -23    14       4.5118041176E-006
#    -23    15       5.0172407571E-006
#    -23    16       4.9099846322E-006
#    -23    17       3.5694366731E-006
#    -23    18       4.4932507820E-006
#    -23    19       2.3220289072E-006
#    -23    20       2.9066901636E-006
#    -23    21       3.3725859645E-006
#    -23    22       2.4695371206E-006
#    -23    23       4.6438315656E-006
#    -23    24       5.3302918663E-006
#    -23    25       1.7547142377E-005
#    -22    -4       1.0277925019E-007
#    -22    -3       6.4018052417E-008
#    -22    -2       2.1924348609E-007
#    -22    -1       5.1885779719E-007
#    -22     0       2.0980983063E-006
#    -22     1       2.7189695060E-006
#    -22     2       2.4207521409E-006
#    -22     3       2.5419850586E-006
#    -22     4       2.0281192738E-006
#    -22     5       9.1245148447E-007
#    -22     6       5.4788094954E-007
#    -22     7       1.0243835863E-007
