 Diffraction intensities for potential:gv5x5_03D10010.in                       
#    -28    13       7.2538602666E-005
#    -28    14       1.2242536492E-006
#    -28    15       6.7375423473E-006
#    -27     7       1.1324684398E-005
#    -27     8       1.6711779048E-005
#    -27     9       1.4764238690E-005
#    -27    10       2.4359191491E-005
#    -27    11       1.2077020874E-004
#    -27    12       2.3022823188E-006
#    -27    13       8.7669053300E-005
#    -27    14       1.1617143705E-005
#    -27    15       3.3725081140E-005
#    -27    16       3.2462981650E-005
#    -27    17       4.0623575231E-006
#    -27    18       2.1331793328E-005
#    -27    19       4.8497529156E-006
#    -27    20       4.0666343148E-006
#    -26     4       1.7430965381E-005
#    -26     5       5.9058002090E-008
#    -26     6       3.1800663692E-005
#    -26     7       3.3717319400E-005
#    -26     8       2.6406956466E-005
#    -26     9       5.1104592625E-005
#    -26    10       5.4355327820E-005
#    -26    11       1.1272815487E-004
#    -26    12       1.3872475290E-005
#    -26    13       7.0928771597E-005
#    -26    14       8.0014027756E-006
#    -26    15       5.4920353362E-005
#    -26    16       4.1375413812E-005
#    -26    17       1.1748030615E-005
#    -26    18       1.1696942641E-005
#    -26    19       1.3594876400E-005
#    -26    20       6.4165245698E-006
#    -26    21       2.9976679206E-006
#    -26    22       1.1861491161E-005
#    -25     2       2.2586004584E-005
#    -25     3       3.6496562984E-007
#    -25     4       1.0677006187E-005
#    -25     5       6.9916004459E-004
#    -25     6       4.4528140875E-005
#    -25     7       1.6207222197E-005
#    -25     8       3.6515511066E-005
#    -25     9       4.4616398864E-005
#    -25    10       5.8009802132E-004
#    -25    11       1.6404383746E-004
#    -25    12       2.4164748714E-005
#    -25    13       2.1564996320E-004
#    -25    14       1.8161714719E-005
#    -25    15       5.4579772736E-004
#    -25    16       7.6703106114E-005
#    -25    17       2.2988857449E-006
#    -25    18       4.2688535283E-005
#    -25    19       2.4958217592E-006
#    -25    20       3.2642131254E-004
#    -25    21       1.2839834295E-008
#    -25    22       1.0886448662E-005
#    -25    23       4.9287555848E-007
#    -24     0       2.9529588274E-006
#    -24     1       9.6328383866E-006
#    -24     2       1.6713757898E-005
#    -24     3       1.3700436571E-005
#    -24     4       5.3492983507E-005
#    -24     5       3.0046234331E-005
#    -24     6       9.8595577482E-005
#    -24     7       4.0788113745E-005
#    -24     8       5.9773957191E-005
#    -24     9       5.3140914237E-005
#    -24    10       1.7298577273E-004
#    -24    11       1.4589566384E-004
#    -24    12       4.6452624806E-005
#    -24    13       2.0842123939E-004
#    -24    14       1.6605180506E-005
#    -24    15       8.6963290279E-005
#    -24    16       1.0852931937E-005
#    -24    17       2.1768473398E-005
#    -24    18       3.7254913295E-005
#    -24    19       9.8086812385E-006
#    -24    20       1.0636988581E-005
#    -24    21       5.3662766907E-006
#    -24    22       8.0302814638E-006
#    -24    23       2.6931707417E-006
#    -24    24       1.3162662291E-006
#    -23    -2       1.5007145488E-006
#    -23    -1       7.5877151013E-006
#    -23     0       2.1788252348E-005
#    -23     1       1.0254729111E-006
#    -23     2       1.0380212762E-005
#    -23     3       1.4224052060E-005
#    -23     4       9.2135534435E-005
#    -23     5       5.2793328010E-005
#    -23     6       1.5124058835E-004
#    -23     7       1.1615150924E-004
#    -23     8       1.3662898929E-004
#    -23     9       7.1933917105E-005
#    -23    10       1.7733891610E-004
#    -23    11       1.9472016631E-004
#    -23    12       4.1415755026E-005
#    -23    13       1.5704670548E-004
#    -23    14       2.0406137653E-005
#    -23    15       7.6207707754E-005
#    -23    16       2.9339510644E-005
#    -23    17       2.8943567170E-005
#    -23    18       7.0835071284E-006
#    -23    19       2.1713896512E-005
#    -23    20       1.1255671326E-005
#    -23    21       9.0811019192E-007
#    -23    22       1.7457208843E-005
#    -23    23       1.9973782145E-006
#    -23    24       2.5295887277E-006
#    -23    25       6.9418081466E-007
#    -22    -4       1.5915176783E-005
#    -22    -3       2.4719314056E-006
#    -22    -2       9.4942950050E-006
#    -22    -1       1.4370897184E-005
#    -22     0       2.9239273481E-005
#    -22     1       7.4646838662E-006
#    -22     2       4.7744983456E-005
#    -22     3       6.1579740157E-006
#    -22     4       6.1132308240E-005
#    -22     5       3.7489819191E-005
#    -22     6       7.7812192907E-005
#    -22     7       1.3364014443E-004
#    -22     8       3.1443493126E-004
#    -22     9       6.6618590890E-005
#    -22    10       2.9499257254E-004
#    -22    11       1.3531943824E-004
#    -22    12       6.3841273906E-005
#    -22    13       1.6078662867E-004
#    -22    14       3.0462553985E-005
#    -22    15       3.3163109972E-005
#    -22    16       2.7117954471E-005
#    -22    17       3.0035821459E-005
#    -22    18       1.6366767846E-006
#    -22    19       2.5479571398E-005
#    -22    20       1.9121024092E-005
#    -22    21       5.9668782327E-006
#    -22    22       1.7804543103E-005
