 Diffraction intensities for potential:ga5x5_06D10006.in                       
#    -28    13       3.5034185378E-005
#    -28    14       6.3905741189E-005
#    -28    15       1.0196748788E-005
#    -27     7       7.4278308695E-005
#    -27     8       1.4875164566E-004
#    -27     9       7.5954442119E-005
#    -27    10       9.1806292566E-005
#    -27    11       2.2794726393E-004
#    -27    12       5.0220922931E-005
#    -27    13       2.2957572475E-005
#    -27    14       6.7650763826E-005
#    -27    15       6.3327338952E-005
#    -27    16       8.9804598823E-005
#    -27    17       1.0460289377E-005
#    -27    18       1.8213946732E-005
#    -27    19       1.2865287259E-005
#    -27    20       1.0197673731E-005
#    -26     4       8.9154564100E-005
#    -26     5       4.8088082312E-005
#    -26     6       6.5448573047E-005
#    -26     7       1.1881351635E-004
#    -26     8       3.2384872743E-005
#    -26     9       7.5163523265E-006
#    -26    10       1.3378598008E-004
#    -26    11       9.3688414734E-005
#    -26    12       4.3090506511E-006
#    -26    13       6.9563141155E-005
#    -26    14       1.2736395033E-004
#    -26    15       1.6741891156E-005
#    -26    16       3.4129823618E-005
#    -26    17       8.7191559614E-005
#    -26    18       7.8986059172E-006
#    -26    19       4.6657902250E-006
#    -26    20       4.4960372825E-005
#    -26    21       2.6143144064E-006
#    -26    22       5.8161889695E-006
#    -25     2       7.7712846014E-006
#    -25     3       2.1170841975E-006
#    -25     4       9.9627610430E-006
#    -25     5       5.4439842049E-004
#    -25     6       1.6296497322E-005
#    -25     7       9.5107694715E-007
#    -25     8       4.2701626676E-005
#    -25     9       9.1246971373E-005
#    -25    10       5.3512881001E-004
#    -25    11       1.4315639887E-005
#    -25    12       1.0342276993E-004
#    -25    13       1.0959167698E-004
#    -25    14       1.8890512652E-006
#    -25    15       1.9673396319E-004
#    -25    16       6.0507622290E-005
#    -25    17       7.9619848196E-005
#    -25    18       4.6044936861E-005
#    -25    19       9.1982864315E-005
#    -25    20       2.4522015106E-004
#    -25    21       1.1744531332E-005
#    -25    22       2.0377306367E-005
#    -25    23       5.9768260677E-006
#    -24     0       9.9864505221E-006
#    -24     1       1.6762929454E-005
#    -24     2       3.0575199159E-005
#    -24     3       1.5450480965E-005
#    -24     4       2.8898206520E-005
