 Diffraction intensities for potential:gv5x5_02D10006.in                       
#    -28    13       1.7900387764E-005
#    -28    14       2.1406325016E-006
#    -28    15       8.8693974780E-006
#    -27     7       5.6465086460E-006
#    -27     8       3.2646599823E-006
#    -27     9       9.7004595302E-007
#    -27    10       4.5221826387E-006
#    -27    11       2.0800635140E-005
#    -27    12       6.9153234471E-006
#    -27    13       1.9328065323E-006
#    -27    14       4.0111069099E-006
#    -27    15       1.0350963110E-005
#    -27    16       2.6005231742E-005
#    -27    17       5.0322274596E-006
#    -27    18       7.2778192101E-007
#    -27    19       3.3260220971E-006
#    -27    20       5.2169794466E-006
#    -26     4       9.0958432528E-006
#    -26     5       4.8548458009E-006
#    -26     6       3.5086861510E-006
#    -26     7       1.5832947254E-006
#    -26     8       9.1713472010E-006
#    -26     9       1.1612602337E-005
#    -26    10       8.3267158287E-006
#    -26    11       1.8736514044E-007
#    -26    12       5.4419999227E-006
#    -26    13       3.1831457849E-005
#    -26    14       1.2196725990E-005
#    -26    15       5.1699387620E-006
#    -26    16       1.3954627237E-006
#    -26    17       8.0416720973E-006
#    -26    18       1.5790885687E-005
#    -26    19       1.7997536068E-005
#    -26    20       7.7188492830E-006
#    -26    21       2.2082744485E-006
#    -26    22       4.9381007761E-006
#    -25     2       2.2962757638E-006
#    -25     3       5.9694596628E-006
#    -25     4       9.6507777938E-007
#    -25     5       7.6347134622E-004
#    -25     6       1.6531189452E-005
#    -25     7       3.4306513997E-005
#    -25     8       1.3558634938E-006
#    -25     9       6.7299058871E-006
#    -25    10       1.1452817823E-003
#    -25    11       1.7919541339E-005
#    -25    12       1.3975360184E-005
#    -25    13       2.0321335755E-006
#    -25    14       1.2179741154E-005
#    -25    15       6.4641322847E-004
#    -25    16       2.3139839052E-005
#    -25    17       1.0271994183E-005
#    -25    18       1.4460346302E-005
#    -25    19       3.3942743935E-006
#    -25    20       2.9438970050E-004
#    -25    21       1.1695142667E-005
#    -25    22       4.2618926835E-006
#    -25    23       6.4579495293E-006
#    -24     0       4.8714686700E-006
#    -24     1       6.0820161704E-006
#    -24     2       5.7773213074E-006
#    -24     3       1.8553316385E-006
#    -24     4       1.4294933441E-005
#    -24     5       2.1374090358E-005
#    -24     6       2.3696706467E-005
#    -24     7       2.8661567613E-006
#    -24     8       6.5708230956E-006
#    -24     9       1.9213981016E-005
#    -24    10       1.0300319117E-005
#    -24    11       1.7207911991E-006
#    -24    12       8.5654937447E-006
#    -24    13       2.4334904290E-005
#    -24    14       3.3973216514E-005
#    -24    15       3.4244532849E-005
#    -24    16       9.2464802541E-007
#    -24    17       9.8951039576E-006
#    -24    18       1.6502856168E-005
#    -24    19       2.2594155691E-005
#    -24    20       2.1012901170E-005
#    -24    21       7.3884734173E-006
#    -24    22       5.7885939902E-006
#    -24    23       5.1359476954E-006
#    -24    24       7.0380367173E-006
#    -23    -2       1.7017943567E-006
