 Diffraction intensities for potential:_5x5_05D10005.in                        
#    -45    11       5.3853473870E-006
#    -45    12       1.5982711934E-006
#    -45    13       2.4490378481E-006
#    -45    14       1.6513724781E-006
#    -45    15       3.7790342475E-004
#    -45    16       5.5430564972E-006
#    -44     7       1.0892906522E-004
#    -44     8       1.6402512720E-005
#    -44     9       2.3268009560E-006
#    -44    10       2.4931629025E-006
#    -44    11       4.9000120291E-005
#    -44    12       2.5503254634E-004
#    -44    13       4.8397869696E-005
#    -44    14       1.2732801238E-005
#    -44    15       1.7030181216E-005
#    -44    16       6.6307157735E-005
#    -44    17       2.1568194591E-004
#    -44    18       4.4113854564E-005
#    -44    19       5.5906268720E-006
#    -44    20       5.8616511117E-006
#    -43     4       1.3490721818E-005
#    -43     5       4.8755986667E-005
#    -43     6       3.3144292180E-006
#    -43     7       1.0972819216E-005
#    -43     8       1.1379709862E-004
#    -43     9       3.4688206638E-005
#    -43    10       1.1747745319E-004
#    -43    11       3.2511640761E-005
#    -43    12       1.2254826312E-005
#    -43    13       2.1546919921E-004
#    -43    14       6.3156180702E-005
#    -43    15       2.0000943945E-004
#    -43    16       3.4060281544E-005
#    -43    17       4.8184197670E-005
#    -43    18       1.7090194888E-004
#    -43    19       1.0656105458E-004
#    -43    20       1.7004397211E-004
#    -43    21       7.8610511779E-006
#    -43    22       7.9030514846E-006
#    -42     2       4.6072451846E-005
#    -42     3       5.0071882884E-006
#    -42     4       6.4967452284E-006
#    -42     5       4.3314133553E-005
#    -42     6       7.6951060013E-006
#    -42     7       5.4950782230E-005
#    -42     8       1.2633164146E-005
#    -42     9       1.9895514452E-005
#    -42    10       1.6594814846E-004
#    -42    11       6.5808219268E-005
#    -42    12       2.6303823623E-004
#    -42    13       4.0216294095E-005
#    -42    14       3.3683348731E-005
#    -42    15       2.3497652788E-004
#    -42    16       6.5706747533E-005
#    -42    17       2.0964658532E-004
#    -42    18       4.2217514349E-005
#    -42    19       5.3383384545E-005
#    -42    20       1.7159566764E-004
#    -42    21       3.1211437830E-005
#    -42    22       1.6937067783E-004
#    -42    23       1.0074789950E-005
#    -41     0       3.2137472823E-006
#    -41     1       3.7571474682E-006
#    -41     2       1.0873091375E-005
#    -41     3       1.8038230113E-004
#    -41     4       2.7141714025E-005
#    -41     5       4.1831377671E-006
#    -41     6       6.1325438865E-006
#    -41     7       2.8294531113E-005
#    -41     8       2.9646446576E-004
#    -41     9       7.8919100122E-005
#    -41    10       1.1818668128E-005
#    -41    11       1.1228768697E-005
